;meta[fps=30]
;meta[frames=111]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.0026514288;0.002057143;0.010834286;0.01504;0.008792381;-0.0015999987;0.02178286;0.10454095;0.16431771;0.20839773;0.25516954;0.2652526;0.2273189;0.17502174;0.07349257;-0.012117337;-0.03485257;0.054857146;0.100220956;0.124800004;0.12208457;0.08145981;0.01861486;0.010722746;0.002544454;0.07224595;0.18101671;0.26444256;0.25594428;0.15791729;0.048294406;-0.006486856;-0.013456459;0;0;0;-0.011726629;-0.004133487;0.049762744;0.12408504;0.17891657;0.17316392;0.09108299;0.027125949;0.062429264;0.15760641;0.23409371;0.23690973;0.16769831;0.07445943;0.04803201;0.06754286;0.06487619;0.06585448;0.06839315;0.042979047;0.03322819;0.011565713;0.013104759;0.05094095;0.094064765;0.10089143;0.116297156;0.08252952;0.09944381;0.12740572;0.11850667;0.044778664;0.09213867;0.06579505;0.09756955;0.19116116;0.24795888;0.20292802;0.18912458;0.07349257;-0.01518629;-0.015085714;0.038192004;0.07583087;0.0805783;0.071565725;0.04518172;0.044356573;0.089513145;0.13264002;0.11269335;0.09109333;0.059328005;0.034375623;0.066014476;0.11401144;0.11656533;0.10125106;0.077266276;0.08186058;0.15002973;0.24730518;0.3219109;0.3395246;0.30952692;0.2582492;0.18962288;0.113787435;0.053965718;0.013357709;-0.005375999;-0.0043885713;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.026148573;0.005074288;0.11133715;0.20332953;0.26717713;0.27298287;0.18892954;0.114576;0.08304457;0.05222324;0.036971435;0.040989727;0.058891438;0.07105372;0.06525029;0.036461715;0.042788573;0.04185143;0.046080004;0.020480003;0.02624;0.08402285;0.1930542;0.22292389;0.19513877;0.10316161;0.040584236;0.028817376;0.027838176;-0.007679999;0.012837486;0.04827337;0.10095085;0.1366103;0.12481373;0.06083429;0.030221716;0.017343545;0.04278309;0.059886638;0.07249098;0.0962304;0.11351865;0.12192824;0.11381669;0.072096005;0.033677716;0.019337144;0.002474667;0.000045715344;0.015058287;0.047750097;0.073970295;0.060928006;0.04556039;0.065462865;0.14352;0.21675427;0.25181717;0.23380573;0.15508573;0.08268952;0.08953144;0.106133334;0.1160381;0.13849601;0.10182704;0.090022095;0.10767544;0.11390935;0.099602304;0.07045716;0.035328;0.06093486;0.10443886;0.12281828;0.12623772;0.11286172;0.091873154;0.07416916;0.05628458;0.017474288;-0.0006320008;0.012998855;0.061728;0.113337904;0.15457828;0.13477182;0.091076575;0.04820114;0.048751242;0.09599086;0.14528;0.13584611;0.09755126;0.058706295;0.038267437;0.04966858;0.05978972;0.054555435;0.045581724;0.03361372;0.020228574;0.009645714;0.0024365704;-0.0009051429;-0.0008045713;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0018320967;0.015925882;0.059309363;0.10653833;0.122187495;0.09830821;0.047787193;0.010439133;-0.0012834219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.017521095;0.031436678;0.03602885;0.028956909;0.014049414;0.0030439526;-0.00037524587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;-0.0008492532;0.007380869;0.027510077;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;-0.0035568436;0.030923784;0.11442731;0.21226485;0.26002604;0.24327272;0.17048518;0.10083689;0.056299403;0.028883435;0.0063057044;-0.00077542063;-0.0013998363;0.011407664;0.051745277;0.107303604;0.1468397;0.1415867;0.09414287;0.047325354;0.03831659;0.060165193;0.08376117;0.08070672;0.054070044;0.023207515;0.0022436033;0.023130363;0.08837827;0.1587841;0.18212545;0.14435183;0.08929539;0.09718815;0.16722398;0.23142962;0.22314794;0.1489031;0.070273794;0.040669397;0.053967834;0.07614652;0.07336975;0.049154583;0.019722713;0.017291846;0.03675071;0.051002894;0.079898976;0.112196825;0.15121381;0.18523403;0.1749366;0.14731202;0.1400361;0.16021304;0.18809764;0.21837255;0.18695019;0.1694761;0.15210696;0.1360952;0.10224197;0.067463145;0.015960947;0.007666657;0.035909455;0.06447405;0.0739208;0.059455473;0.028883435;0.0063057044;-0.00077542063;0;0;-0.0024082055;0.020925978;0.07749912;0.14267094;0.1991439;0.21379948;0.20414875;0.203092;0.21177845;0.2001184;0.19622923;0.18594253;0.17463078;0.14693989;0.10493618;0.065470256;0.063190155;0.086281724;0.10864476;0.11510577;0.10727357;0.090401106;0.06784627;0.04360533;0.02296848;0.008600834;0.0014112866;-0.00019609155;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008782306;0.032472845;0.078336;0.14593808;0.24449505;0.3621346;0.48552057;0.55800176;0.5528414;0.47583026;0.36457756;0.26750797;0.20124088;0.16558307;0.1513762;0.13882956;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.002536627;0.022050366;0.082118325;0.14746629;0.1676798;0.14831713;0.11193761;0.0929479;0.12534992;0.19786325;0.2559886;0.2593522;0.20124437;0.098307416;0.021491352;-0.0060529164;0.034113258;0.068226516;0.085283145;0.066962175;0.04510266;0.037528563;0.07084267;0.106463596;0.16814306;0.2409449;0.29178685;0.27352393;0.18401916;0.07909029;0.01694817;-0.002113273;0;0;0;-0.0015954509;0.012998026;0.05901768;0.12233889;0.1673299;0.16125949;0.10559175;0.06646281;0.10107003;0.18779501;0.25870416;0.24946414;0.16729017;0.070471585;0.028667863;0.036915477;0.056243137;0.054231334;0.034813017;0.00757012;0.009963088;0.039679527;0.08464701;0.12468437;0.12961447;0.093879044;0.07110506;0.05309687;0.06983013;0.096640974;0.09992772;0.070106596;0.08624267;0.08358331;0.1251551;0.19705217;0.2566804;0.24759229;0.20223041;0.098307416;0.019523278;0.014467519;0.063699946;0.11441062;0.13120483;0.10555428;0.049682897;0.025279593;0.050925367;0.09393073;0.10770724;0.086654834;0.041121192;0.017032774;0.03857184;0.08399019;0.112433806;0.11147481;0.10109134;0.12438536;0.19925481;0.2959456;0.36946645;0.3915105;0.3650246;0.30786863;0.23148192;0.14904872;0.07880082;0.029720671;0.0050128186;-0.0006886265;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.009548003;0.088663206;0.25912824;0.37503645;0.35813725;0.26054206;0.15571444;0.19424039;0.28033572;0.27951932;0.19552809;0.09659698;0.02109615;-0.003916425;0.011498794;0.042792898;0.0768423;0.08442355;0.10089692;0.17070179;0.28999355;0.38547447;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;0;0;0;0;0;0;-0.0014474518;0.0117926905;0.05353857;0.110986;0.151811;0.14631265;0.09804955;0.04208877;0.009012901;-0.0011241635;0;0;0;-0.0050044446;0.046468675;0.13584659;0.19662648;0.18948312;0.12155982;0.030753246;-0.0035757693;-0.0019481931;0.018123759;0.052545547;0.075868204;0.071008846;0.06249432;0.07992787;0.1331692;0.17871423;0.16800845;0.10945319;0.045962505;0.010664964;-0.0012987952;0;0;0;0;0;-0.004016618;0.03491274;0.12764563;0.25087717;0.38062963;0.4486243;0.394926;0.28719538;0.18312459;0.11442851;0.09356614;0.07820603;0.037111964;0.015301664;0.03489047;0.076035194;0.10247495;0.096808486;0.06259154;0.02414646;0.003936462;-0.0005454939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.005588531;0.05189244;0.15169929;0.21957062;0.20691666;0.17905378;0.15781106;0.22437434;0.29370403;0.27630943;0.17998521;0.089733765;0.019604389;-0.003616403;0.010488515;0.03901201;0.07010712;0.07741842;0.08922586;0.14263724;0.23735003;0.31442526;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;0;-0.001388672;0.011327351;0.05122902;0.106205255;0.14532073;0.14012854;0.09396926;0.04042334;0.008662672;-0.0010800785;0;0;0;-0.0047881026;0.044464447;0.12992778;0.18803403;0.1811764;0.116212495;0.029377636;-0.0034165739;-0.0018591328;0.017288823;0.050207723;0.072528444;0.067919575;0.058223143;0.09109751;0.17001233;0.2325957;0.22005305;0.14271162;0.053510368;0.009054459;-0.0012394219;0;0;0;0;0;-0.003845177;0.033424877;0.12174537;0.243847;0.37823334;0.4544856;0.40683392;0.29819265;0.18668698;0.11213799;0.08938032;0.07497761;0.0355985;0.014661545;0.033257328;0.07257743;0.097843826;0.09245568;0.05978392;0.023055471;0.0037338494;-0.00051877584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
