;meta[fps=30]
;meta[frames=21]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;0;-0.018404573;0.003570287;0.078395426;0.15251353;0.17138337;0.15568306;0.10961829;0.104936644;0.14950399;0.18275556;0.16724825;0.1301181;0.08149842;0.038161278;0.010788577;-0.0034082546;-0.0033219056;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.008525714;0.0015885702;0.036411427;0.066857144;0.088004574;0.079353146;0.05545804;0.05249067;0.087422475;0.13346109;0.18045409;0.19193906;0.18064763;0.14035809;0.08784763;0.04129017;0.011702863;-0.0037028585;-0.0035860327;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.00013995182;0.00091710855;0.006929736;0.01933668;0.035489447;0.049579;0.055379573;0.05168994;0.04127095;0.027664874;0.014883666;0.0058546527;0.0010443378;-0.00013995188;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06391266;0.07759137;0.08734088;0.10657737;0.14868283;0.19811837;0.22213058;0.20730367;0.16553119;0.11092455;0.059574954;0.02346102;0.004192194;-0.0005613978;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06646475;0.077709936;0.07098027;0.05602588;0.054120544;0.065477185;0.07405254;0.06915069;0.05532338;0.03710314;0.01987952;0.007796309;0.0014012858;-0.00018730933;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.002348964;0.020422628;0.073632784;0.15497708;0.25370482;0.31810597;0.2987829;0.23096603;0.15584159;0.11617651;0.12741552;0.1454329;0.13572906;0.1084222;0.0726707;0.039055396;0.015437112;0.0028091092;-0.00037355835;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0025048195;0.02177523;0.078980856;0.16150464;0.25640506;0.31370175;0.28886536;0.22042197;0.14893338;0.11106748;0.12193826;0.13914181;0.12987213;0.10373417;0.06956226;0.03734346;0.014741949;0.0026322259;-0.00035253025;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.00016327712;0.00106996;0.008084692;0.022559457;0.041404363;0.05784216;0.064609505;0.060304925;0.048149437;0.032275688;0.01736428;0.0068304287;0.001218394;-0.00016327719;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.00016327712;0.00106996;0.008084692;0.022559457;0.041404363;0.05784216;0.064609505;0.060304925;0.048149437;0.032275688;0.01736428;0.0068304287;0.001218394;-0.00016327719;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.006785278;0.058991283;0.21957248;0.38886818;0.50400925;0.5000678;0.39609176;0.2840011;0.21809003;0.16987526;0.16321398;0.15991572;0.15120699;0.12064573;0.08070467;0.043211546;0.016958559;0.0030132057;-0.00040448207;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0069411336;0.060343884;0.224635;0.39787167;0.5160115;0.5124249;0.40562394;0.290015;0.22133422;0.17091429;0.16354562;0.16016434;0.15137026;0.120972276;0.081205636;0.043712508;0.017292535;0.0031133986;-0.0004156146;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;-0.00021522897;0.0013915665;0.010835664;0.030198846;0.055352185;0.07736987;0.086411946;0.080613144;0.06433985;0.043044552;0.023049291;0.009065594;0.0015993739;-0.00021522898;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;-0.00022636149;0.0014818637;0.011224066;0.031298496;0.057403047;0.08020618;0.08959585;0.08363005;0.0667754;0.04475031;0.024048747;0.009465129;0.0016896713;-0.00022636155;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;-0.0017756389;0.015435254;0.057482827;0.10255288;0.124740586;0.11224684;0.07062726;0.034973163;0.019289587;0.014869352;0.016278174;0.018637097;0.017449625;0.0140072;0.009397094;0.0049972706;0.0019444826;0.0003525303;-0.00004700404;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;-0.0020873498;0.018146027;0.067560546;0.12037106;0.14836545;0.13661997;0.08972047;0.047945343;0.02828931;0.021561177;0.023509806;0.026850432;0.025080357;0.020100404;0.013497577;0.0072311983;0.002822716;0.0005096226;-0.000068032154;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;0;0;0;-0.00016822493;0.0010984096;0.008371663;0.023304097;0.042666044;0.059608523;0.06657254;0.062128183;0.049611505;0.03323679;0.017828133;0.0070258663;0.0012567396;-0.000168225;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;0;0;0;0;-0.00018430525;0.0012171568;0.009065591;0.024973981;0.04550732;0.063424505;0.07073611;0.06605921;0.052915394;0.03558081;0.019191248;0.0076319696;0.001385382;-0.00018430529;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;-0.0005820724;0.005062121;0.01881716;0.033826996;0.03881278;0.030372731;0.023898896;0.021666558;0.024563666;0.023848005;0.01806121;0.00980511;0.009982171;0.00804829;0.005523856;0.0030831816;0.0012722897;0.00024491572;-0.00003180724;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;0;0;0;-0.00010019278;0.00066795177;0.004861206;0.013496339;0.024649898;0.03436365;0.03834662;0.03579604;0.028616792;0.019241963;0.010381704;0.004107905;0.00075701234;-0.00010019281;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;0;0;0;0;0;-0.00033644986;0.0021968193;0.016743327;0.046608195;0.08533209;0.119217046;0.13314508;0.124256365;0.09922301;0.06647358;0.035656266;0.014051733;0.0025134792;-0.00033645;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;-0.0024547232;0.021341063;0.07943897;0.14266339;0.16359255;0.13160044;0.06395083;0.013965762;-0.0017171932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;-0.0038629887;0.033581283;0.12504338;0.224571;0.2575233;0.2071625;0.100671485;0.021975618;-0.0027024222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;0;-0.0016197836;0.014082653;0.052414745;0.09412556;0.10792989;0.086819835;0.04218673;0.009212171;-0.001132735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;0;0;0;0;0;-0.00007916466;0.0005405462;0.003726924;0.010285222;0.018740999;0.026167635;0.029199395;0.02734026;0.021922428;0.014818638;0.0080475835;0.0032408042;0.00059991993;-0.00007916468;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;-0.0062119532;0.054003917;0.20005606;0.36402878;0.49991137;0.53002536;0.47524804;0.4030289;0.37020135;0.35569113;0.382585;0.38529322;0.36309865;0.2899406;0.19427258;0.10427968;0.041081525;0.0073449984;-0.0009833738;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;0;-0.002008309;0.01745637;0.065031245;0.11657926;0.13508432;0.11680592;0.07774825;0.05794353;0.06360813;0.072643474;0.06789236;0.0543082;0.03647389;0.019589547;0.0077086613;0.0013754864;-0.00018430529;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;-0.0013581689;0.011811616;0.041074034;0.1023091;0.19403838;0.26885158;0.27106604;0.21846019;0.14648427;0.10924589;0.119961254;0.13704641;0.12788187;0.10201976;0.068230055;0.036527075;0.014323861;0.0025419286;-0.0003413977;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;-0.0027079885;0.023534173;0.086916685;0.16208911;0.23018542;0.25165087;0.24385592;0.22017165;0.20374581;0.1869802;0.18732825;0.17706291;0.16789961;0.1341062;0.089902624;0.04826324;0.01903787;0.0034275833;-0.00045767083;0;0;0;0;0;0;0;0;0;0
lip_upper_right_up;0;0;0;0;0;0;-0.000171441;0.001487863;0.0055779554;0.009959287;0.011556495;0.010200182;0.007333741;0.006266812;0.0073671998;0.008386507;0.007847197;0.006266379;0.0041870694;0.0022252696;0.0008782333;0.00015709245;-0.000021028125;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;0;0;0;0;-0.002124644;0.018472767;0.068738654;0.12206821;0.1545817;0.15440775;0.13625458;0.1335247;0.14951447;0.15600325;0.14644103;0.11687674;0.07829139;0.042051286;0.016598608;0.0029946517;-0.00039953427;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0;0;0;0;-0.0036013739;0.031310245;0.11653812;0.20934726;0.24010088;0.19312808;0.09433152;0.023678893;0.0062147365;0.015998688;0.02236402;0.024986349;0.023325127;0.018625962;0.012474622;0.006684467;0.0026346997;0.0004712772;-0.000063084364;0;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0;0;0;0;-0.003289663;0.028599473;0.10646319;0.19120124;0.21925521;0.17620787;0.086841784;0.02737799;0.02174709;0.04393639;0.0612883;0.068362415;0.063734986;0.050900415;0.034111314;0.018300645;0.0072213034;0.0012950848;-0.00017317275;0;0;0;0;0;0;0;0;0;0
cheek_right_up;0;0;0;0;-0.00031250608;0.0027171327;0.010108736;0.018017763;0.022374364;0.020869523;0.014010955;0.007767658;0.00471688;0.003627244;0.0039712256;0.0045441934;0.004226651;0.003363615;0.002228097;0.0011880004;0.00045696407;0.00008375908;-0.000011132536;0;0;0;0;0;0;0;0;0;0
cheek_left_up;0;0;0;0;-0.00035783142;0.0031107476;0.011581809;0.020607749;0.025692295;0.02410909;0.016395304;0.009245303;0.005701712;0.0043187337;0.004695277;0.005325591;0.0049910853;0.004024145;0.002761928;0.0015415908;0.00063614483;0.00012245786;-0.00001590362;0;0;0;0;0;0;0;0;0;0
tongue_up;0;0;0;0;0;0;0;0;0;-0.004476868;0.04476868;0.08953736;0.1119217;0.08953736;0.04476868;-0.004476868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_down;0;0;0;0;0;0;-0.006638965;0.057712637;0.2149004;0.3852236;0.4477707;0.39514944;0.28173515;0.2367233;0.2732154;0.31034496;0.289695;0.23141885;0.1550974;0.08320244;0.032745555;0.005820725;-0.0007810444;0;0;0;0;0;0;0;0;0;0
tongue_roll;0;0;0;0;0;0;0;0;0;-0.00018024098;0.0011627311;0.009095103;0.025394542;0.046525143;0.06503872;0.07270957;0.06796322;0.05435856;0.036456395;0.019524343;0.007653175;0.00133237;-0.00018024104;0;0;0;0;0;0;0;0;0;0
tongue_wide;0;0;0;0;0;0;-0.0074611823;0.06485893;0.241535;0.43307936;0.5018683;0.4340828;0.28906882;0.21586068;0.23703338;0.2705258;0.25244874;0.20158012;0.13508888;0.07256468;0.028577043;0.0051068296;-0.0006838557;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0;0;0;0;0;0;-0.0038574222;0.033535957;0.12483266;0.22383192;0.2593871;0.2243353;0.14933063;0.11129977;0.122121975;0.13947119;0.1303107;0.10419167;0.06992644;0.037534308;0.014776231;0.0026382343;-0.0003534138;0;0;0;0;0;0;0;0;0;0
tongue_low;0;0;0;0;0;0;0;0;0;-0.007792773;0.07558812;0.175917;0.2713776;0.31350976;0.31034145;0.26006123;0.24934044;0.19906558;0.13329883;0.071492076;0.02814941;0.0050467495;-0.00067502045;0;0;0;0;0;0;0;0;0;0
tongue_back;0;0;0;0;0;0;0;0;0;-0.0009542169;0.006250121;0.047307953;0.13163953;0.24092388;0.33650464;0.37578654;0.35072246;0.28011042;0.18775281;0.10078654;0.03974315;0.0071407263;-0.0009542174;0;0;0;0;0;0;0;0;0;0
normal0;0;0;0;0;-0.008349399;0.07258411;0.26712897;0.5048097;0.7296264;0.8207261;0.70870286;0.5518908;0.4628921;0.4711056;0.5804758;0.6552027;0.61139494;0.48821345;0.32713318;0.17560086;0.06918499;0.012371956;-0.0016562737;0;0;0;0;0;0;0;0;0;0
normal1;0;0;0;0;-0.008349399;0.07258411;0.26690245;0.5067751;0.7370015;0.8339256;0.7240227;0.5653935;0.47244608;0.47896725;0.589483;0.66537905;0.62084895;0.4957688;0.33219475;0.17829867;0.07025866;0.012567394;-0.0016822497;0;0;0;0;0;0;0;0;0;0
normal3;0;0;0;0;0;0;-0.00918434;0.079842515;0.29726642;0.53307515;0.61778134;0.534445;0.3559256;0.26562837;0.291527;0.33268952;0.31042448;0.2478844;0.16609737;0.08914933;0.03512933;0.006283697;-0.00084112486;0;0;0;0;0;0;0;0;0;0
normal4;0;0;0;0;0;0;-0.00918434;0.079842515;0.29726642;0.53307515;0.61778134;0.534445;0.3559256;0.26562837;0.291527;0.33268952;0.31042448;0.2478844;0.16609737;0.08914933;0.03512933;0.006283697;-0.00084112486;0;0;0;0;0;0;0;0;0;0
normal13;0;0;0;0;-0.008349399;0.07258411;0.27024218;0.48537838;0.55662656;0.44739047;0.22035857;0.06817809;0.05167103;0.1053991;0.14729825;0.16455491;0.15360543;0.12265328;0.08217417;0.044102143;0.017369226;0.003103503;-0.0004156146;0;0;0;0;0;0;0;0;0;0
