;meta[fps=30]
;meta[frames=52]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.024036575;0.0046262853;0.10245716;0.18908803;0.22739433;0.25065604;0.22718398;0.21535999;0.1976777;0.13232458;0.024192004;-0.011154287;0.057749953;0.17252024;0.24879363;0.24082838;0.14115782;0.051334716;0.024351092;0.029552761;0.016121903;0.04697905;0.10256761;0.13598476;0.12995046;0.09766856;0.027199998;0.026544765;0.06747429;0.06732572;0.046582855;0.087792024;0.16586061;0.23909262;0.27576232;0.2204526;0.11173487;0.030774869;-0.010834282;-0.0160381;0.024000004;0.077020966;0.12572953;0.1464;0.115306675;0.058575243;0.016182858;-0.0026361886;-0.005272382;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.004224;0.00080457155;0.018002287;0.032080006;0.03969829;0.04914058;0.05229715;0.05566857;0.028841143;0.038326863;0.10903772;0.17848231;0.23191588;0.24470039;0.17219566;0.112450756;0.1022199;0.082760245;0.055754058;0.048501033;0.050620954;0.05728001;0.053302865;0.08008381;0.14084572;0.20994286;0.22442667;0.1777143;0.056411438;0.009868191;0.021189338;0.075771436;0.12338972;0.15202896;0.13374706;0.11592384;0.074575245;0.06147353;0.06975544;0.07128229;0.071969524;0.068883814;0.074773334;0.08078476;0.06843428;0.034819048;0.00969143;-0.0015695223;-0.0031390483;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.0008492532;0.007380869;0.027510077;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.031510632;0.10590306;0.18275166;0.26404235;0.31304875;0.31873903;0.25363803;0.17352246;0.074557744;0.015979322;-0.0019924054;0;0;0;-0.0030010126;0.027863136;0.07961868;0.13422492;0.17124856;0.20989554;0.23735434;0.23949654;0.18705635;0.13417959;0.11211214;0.14504337;0.20163439;0.22011995;0.18180698;0.12691921;0.06286024;0.013697786;-0.0016853859;0;0;0;-0.001085422;0.008077447;0.046563413;0.109813675;0.16824277;0.1887799;0.15430881;0.09073649;0.036687262;0.0078913765;-0.0009876147;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0037699523;0.03277497;0.122003004;0.21813479;0.25966233;0.24000467;0.17660409;0.12857041;0.09927673;0.08011924;0.06941898;0.08788339;0.14232782;0.20427431;0.23214826;0.20736408;0.14007078;0.060126804;0.012875571;-0.0016059475;-0.0017653016;0.016396629;0.046605546;0.080249645;0.107655555;0.11633495;0.09516725;0.06663218;0.033007957;0.005804025;0.009621424;0.06015888;0.141675;0.21678245;0.2431517;0.19869368;0.11691518;0.047329962;0.009456295;0.0046626753;0.03388796;0.07970363;0.12186676;0.13667832;0.1116964;0.06578001;0.02667832;0.005804822;-0.00072361476;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.002669581;0.021752965;0.09870993;0.20147654;0.30455825;0.3972672;0.43235078;0.38402224;0.27569216;0.13593934;0.029668197;-0.0036486874;0;0;0;-0.005794483;0.050374705;0.18698202;0.33906165;0.43023524;0.39039928;0.24437205;0.09798482;0.0873978;0.16948536;0.2500923;0.2410193;0.15463085;0.039130844;-0.004549494;0;0;0;0;0;-0.0007180483;0.0053658807;0.030597763;0.07203676;0.11024546;0.12371025;0.10114461;0.059581306;0.024140894;0.0052322913;-0.00065310864;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0024825546;0.02023894;0.09169643;0.18657565;0.28790954;0.38773212;0.43529314;0.39542747;0.28725326;0.14146663;0.03089834;-0.0037989765;0;0;0;-0.004795338;0.041680202;0.15435626;0.28510508;0.36903417;0.341778;0.22021168;0.09265792;0.074610226;0.13794692;0.2040964;0.19667472;0.1261687;0.031913254;-0.0037108439;0;0;0;0;0;-0.00068094;0.0050690137;0.029196922;0.06884915;0.105417654;0.11824605;0.09661739;0.05679818;0.022962704;0.0049576885;-0.00061971106;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020695375;0.016874691;0.07641369;0.15838453;0.21665244;0.20883963;0.1399816;0.060151305;0.012882571;-0.0016066474;0;0;0;0;0;0;0;0;0;-0.0014062246;0.010494639;0.060053334;0.14142454;0.21653405;0.24297678;0.19864908;0.116951324;0.04735854;0.009649682;0.002982405;0.024450751;0.0575923;0.08816966;0.098912545;0.08084445;0.047565594;0.01925557;0.004156146;-0.0005195183;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002147911;0.017499227;0.07944576;0.16473763;0.22538368;0.21726473;0.14563423;0.062539235;0.013391994;-0.0016703255;0;0;0;0;0;0;0;0;0;-0.0014633716;0.010923242;0.062471878;0.14714332;0.22523673;0.25272238;0.2065925;0.12162514;0.049246427;0.010095354;0.0028217256;0.023990607;0.056614485;0.08677066;0.09737254;0.079595745;0.04679003;0.018906752;0.0040596644;-0.00050838577;0;0;0;0;0;0;0;0;0;0
