;meta[fps=30]
;meta[frames=180]
;meta[profile=dand]
jaw_open_a;0;0;0;0;0;0;0;-0.0021485714;0.00043428582;0.009097142;0.018182857;0.0208;0.016948571;-0.012404574;0.0045748567;0.07005029;0.16287772;0.20389718;0.19203432;0.11755202;0.055630855;0.022411427;0.029147431;0.025600001;0.02741029;0.02556343;0.016996572;0.0051382864;-0.00068571384;-0.0027360003;-0.00236;0.0047199996;0.020234285;0.039645713;0.054817144;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.001057143;-0.0012914286;0;0;0;0;0;0;0;0;0;-0.02411703;-0.008478173;0.10220069;0.2553207;0.3681518;0.35633466;0.21205217;0.075899445;0.013434521;0.021687768;0.056073144;0.05593143;0.03818057;0.03777372;0.030537145;0.03857372;0.023142857;0.049200002;0.1412;0.22892058;0.25386742;0.22291604;0.11900343;0.043096572;0.025621716;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.05044571;0.042224765;0.032228574;0.027794287;0.024045715;0.013165715;0.012114288;0.02102857;0.011154284;0.031561144;0.09616;0.14522974;0.15443659;0.13095772;0.061109338;0.028807618;0.050983623;0.063276194;0.05397333;0.04956191;0.046064757;0.03118842;0.0359747;0.09096869;0.1802231;0.22875889;0.27423364;0.21243402;0.12482165;0.06682028;0.03243185;0.018666668;0.08432001;0.11862857;0.113862105;0.1127703;0.14746134;0.1988366;0.20462248;0.16608383;0.07163962;0.019413337;0.014086095;0.072441906;0.12798476;0.12367238;0.11671163;0.1467962;0.1462964;0.14776231;0.13008916;0.04731886;-0.011817143;-0.009161143;0.012845715;0.010636189;0.013577144;0.08530287;0.20742096;0.32266667;0.35979432;0.31039238;0.20450667;0.11317488;0.06376123;0.04328838;0.04661532;0.09864551;0.1710519;0.23090194;0.25698015;0.2249029;0.15520185;0.07466425;0.01331567;-0.008684345;-0.0046162307;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0076982854;-0.00271543;0.032603428;0.081563435;0.117668584;0.103122294;0.066532575;0.067373715;0.11157029;0.15466283;0.15536115;0.11740572;0.08453296;0.08250745;0.10234172;0.11012496;0.08969601;0.06414629;0.036015242;0.009965716;-0.0055151004;-0.009462859;0.015497142;0.058448978;0.1075853;0.13850124;0.13191837;0.087836735;0.04299102;0.011206525;-0.0023379612;-0.0038922436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.013255315;-0.0046564583;0.056179207;0.14030722;0.2022894;0.18243384;0.13127011;0.091304235;0.07038903;0.06313386;0.048639994;0.00095999666;-0.009539046;0;0;0;-0.012143999;0.0023279998;0.051791996;0.10287601;0.117456004;0.09553201;0.037104;-0.00318;-0.008472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003565715;-0.0037333334;0.014811431;0.047497146;0.077500954;0.09021715;0.07104;0.036015242;-0.0033828567;0.008860956;0.05110857;0.075337134;0.07343238;0.041962054;-0.0014537176;0.012968841;0.07446309;0.12774584;0.1352887;0.097091675;0.043205492;-0.00048273944;-0.010459431;0;0;0;-0.006134858;-0.0020617147;0.025887089;0.064637266;0.08221807;0.097679555;0.08574172;0.10672001;0.110666975;0.09539017;0.05115429;0.015382858;-0.016228572;-0.0057074293;0.0011691437;0.024212573;0.048148576;0.054987438;0.044729147;0.017373715;-0.0013954284;-0.014420572;0.0071009523;0.037973337;0.064544916;0.07700724;0.08507551;0.095125936;0.1169268;0.13682775;0.14084938;0.10607179;0.08390126;0.10672001;0.11801067;0.113647245;0.13037488;0.14835049;0.17436573;0.19771428;0.16277334;0.082491435;0.021065144;-0.005386662;-0.0051078117;0.020348957;0.048743624;0.08246859;0.11391392;0.12961982;0.11480229;0.08057449;0.03947429;0.007391999;-0.0045424798;-0.002447237;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0004914218;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0015458316;0.012595665;0.05716142;0.11851375;0.16214056;0.15630074;0.10477302;0.045000877;0.009641411;-0.0023516682;0.008620158;0.04894203;0.10856128;0.19899838;0.30011198;0.36968324;0.3728949;0.30121076;0.17760126;0.07188117;0.014738569;0.0034177997;0.036805514;0.0937559;0.15699598;0.19421044;0.18293975;0.15059334;0.13677336;0.15257624;0.1785839;0.18668368;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0005796869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0026718078;0.023562005;0.08359705;0.1413243;0.18408325;0.19714314;0.17572859;0.13843066;0.09299609;0.057732526;0.07171943;0.10726139;0.17146812;0.25957197;0.32701495;0.3523297;0.32779324;0.2527239;0.18247385;0.1321637;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021326751;0.01589726;0.091251776;0.21499465;0.32917386;0.36930588;0.30185702;0.17760126;0.06920936;0.040325217;0.06816211;0.12742136;0.16684484;0.15771537;0.12778538;0.13260324;0.14770564;0.14644606;0.1350885;0.11652183;0.13727511;0.18168339;0.19529481;0.17774437;0.16613871;0.16515349;0.16025682;0.15260316;0.16073997;0.19970618;0.2497644;0.28014952;0.24380428;0.1659021;0.08447225;0.040437333;0.07998724;0.19528289;0.298887;0.32996222;0.32019088;0.33320245;0.3741556;0.36836597;0.28323367;0.13551193;0.05811635;0.0749937;0.14374802;0.18907811;0.17978163;0.14332005;0.14100036;0.14987648;0.14813982;0.11816308;0.055184755;0.0074514793;0.020284748;0.08034388;0.14434919;0.16556859;0.13323851;0.06478895;0.0102268215;0.03265927;0.12812868;0.23008557;0.26338822;0.21552876;0.12055579;0.075382665;0.10364109;0.1680524;0.22092798;0.24478625;0.2221298;0.16255756;0.089481704;0.03162561;0.004382238;-0.00065602385;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019768197;0.013079665;0.09461328;0.28962448;0.54935175;0.7742777;0.8725181;0.7992533;0.6071868;0.3842669;0.1907252;0.062710084;0.011866744;-0.0015802891;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011808437;0.009228075;0.0469276;0.10605725;0.13798375;0.12573797;0.074480616;0.022348557;-0.0024928923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002067788;0.0168467;0.07648367;0.15855141;0.21687283;0.20901804;0.14007078;0.060126804;0.012875571;-0.0016059475;0;0;0;0;0;0;-0.0041496516;0.03607775;0.13427085;0.2412141;0.27665728;0.22261582;0.10823326;0.023678893;-0.0029097653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020467953;0.017651424;0.067929104;0.11922146;0.1347911;0.106100984;0.049560443;0.008904436;-0.0011720967;0;0;0;0;-0.0019838172;0.01618193;0.073184304;0.15172178;0.20498492;0.22634505;0.1865647;0.12315125;0.06469814;0.02461848;-0.0026161447;0;0;-0.0013120485;0.011406074;0.042466637;0.076273754;0.0874699;0.07036953;0.034200728;0.007469929;-0.0034100006;0.023134463;0.06764338;0.09586647;0.112012886;0.12846887;0.13454194;0.1330099;0.106100984;0.049560443;0.008904436;-0.0011720967;0;-0.0012802412;0.009552774;0.05468989;0.12879543;0.19707496;0.221047;0.18063061;0.106286526;0.042630706;0.012305162;0.014516822;0.047472823;0.0954763;0.15080392;0.19827676;0.21970107;0.19936721;0.14587647;0.080285706;0.028375233;0.003936142;-0.00058896374;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.007670314;0.0666783;0.24828887;0.44591355;0.511345;0.4113471;0.19574443;0.08043255;0.12298526;0.21629117;0.23732334;0.18134476;0.07942617;0.012634868;0.005236464;0.032021612;0.06635656;0.09075239;0.087457165;0.058603875;0.025159523;0.0053926;-0.002207303;0.01023358;0.075113975;0.20137501;0.3549079;0.46908042;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38507646;0.38392648;0.28820455;0.21923852;0.25815672;0.34227303;0.35696128;0.27010378;0.15198319;0.1361212;0.24857831;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012023136;0.010453448;0.038902633;0.069856636;0.08009857;0.058065433;0.09039616;0.17961225;0.24775784;0.25390184;0.20422627;0.12619838;0.08879123;0.12198472;0.20180275;0.30389252;0.33765706;0.29299897;0.2403328;0.28126344;0.38250452;0.4317286;0.3658647;0.2618839;0.1952908;0.16809976;0.1631302;0.1347424;0.10367209;0.08768279;0.07656235;0.05455126;0.03621784;0.009158363;-0.0051428583;0.03545155;0.13197282;0.23701717;0.27059293;0.22910196;0.14515933;0.0930624;0.07543069;0.08127676;0.08058469;0.07668235;0.080804;0.09371736;0.09655096;0.11092826;0.1399916;0.16577007;0.18377806;0.17004944;0.11458938;0.04923919;0.010553641;-0.0013158654;0;0;0;0;-0.00027797933;0.0018270713;0.013376072;0.04135769;0.07924248;0.116407216;0.14417943;0.16052021;0.16199583;0.14367123;0.10389326;0.05659268;0.019844301;0.002743057;-0.00041145855;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0044864104;0.038997263;0.14525169;0.26094654;0.29929814;0.24082448;0.11310707;0.06080756;0.11971091;0.20704563;0.22718993;0.17361464;0.07605245;0.012149489;0.0046784454;0.029131608;0.060414024;0.082681306;0.07973119;0.053471774;0.022988679;0.004929486;-0.001866926;0.0083494;0.0612985;0.16431616;0.289585;0.38275036;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31406707;0.3144066;0.23941068;0.18542066;0.21733207;0.28388515;0.2928429;0.22028849;0.12403496;0.11108412;0.20284402;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010965543;0.009535014;0.035465464;0.06373375;0.07311291;0.053654168;0.07686827;0.14729081;0.20189273;0.20903072;0.17371908;0.115368284;0.086468235;0.11056275;0.16981342;0.24892229;0.27545184;0.23911752;0.19613665;0.22953425;0.3121284;0.35206923;0.30021653;0.22118568;0.1749672;0.1583384;0.15653045;0.12912208;0.09870958;0.08217449;0.07074331;0.04981066;0.03313783;0.008397639;-0.0047660233;0.03295341;0.12262318;0.22020984;0.25141156;0.21266197;0.1341726;0.08529858;0.06872131;0.07501379;0.075829245;0.07314408;0.077378325;0.089742675;0.0923054;0.10780929;0.14095901;0.17295836;0.1953971;0.18153043;0.12223521;0.052501023;0.011248313;-0.0014026994;0;0;0;0;-0.00025471233;0.0016801215;0.01220782;0.037660684;0.07220727;0.10706123;0.13425668;0.15142526;0.15427119;0.1373475;0.09924598;0.0540676;0.018960157;0.002605904;-0.00039186527;0;0;0;0;0;0;0;0;0;0
