;meta[fps=30]
;meta[frames=91]
;meta[profile=dand]
jaw_open_a;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.049775235;0.044297144;0.034468576;-0.015573331;0.071192384;0.13330285;0.16111238;0.1470781;0.05325256;0.03333257;0.107716575;0.12129601;0.08558629;0.057828575;0.05654629;0.18141945;0.21010058;0.1737562;0.08807391;0.01936;0.071267046;0.10848763;0.087756194;0.052365713;0.0807802;0.1502507;0.28066137;0.32563508;0.2560747;0.13460878;0.049694482;0.016792387;0.014666663;0.020830475;0.010544763;0.0028800007;-0.00052571384;-0.0009295241;0;0;0;0;0;0;-0.032928;0.049392004;0.09878401;0.1093661;0.10343162;0.060045265;-0.004472077;0.08843826;0.16165578;0.19849512;0.19787003;0.13331202;0.011791857;0.06193189;0.08348892;0.18216532;0.2996823;0.28598553;0.186736;0.18498516;0.13973866;0.18113601;0.21913144;0.18382554;0.14860342;0.11431774;0.104393154;0.08509716;0.046473145;0.02449829;0.014073906;0.006674287;0.00802743;0.02583619;0.045485713;0.053005714;0.04176762;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.003565715;-0.0037333334;0.014811431;0.047497146;0.077500954;0.09021715;0.056045715;0.038895242;0.06251429;0.14246859;0.16134858;0.16061716;0.14212573;0.120041154;0.13520686;0.16412799;0.14117411;0.12808913;0.120398864;0.09636038;0.08878857;0.055307433;0.035190098;0.017373715;-0.012366856;0.012459429;0.017462857;0.050514296;0.08764953;0.107446864;0.10574096;0.11684268;0.07795429;0.056454107;0.03259353;0.009001145;-0.0015253322;-0.0029165724;0;0;0;0;0;0;0;0;0;-0.014994286;0.00288;0.06393143;0.11458287;0.14745145;0.17088;0.15113145;0.11335132;0.08635246;0.050955884;0.019203661;0.043843057;0.07280549;0.09153098;0.12134431;0.18400185;0.15822174;0.16621105;0.15986516;0.14974172;0.117318854;0.112379424;0.06130057;0.06315886;0.0656;0.060640007;0.023542859;-0.0019657144;-0.005394286;-0.008941715;-0.003135999;0.037860576;0.094656;0.13655771;0.13221486;0.081627436;0.02503315;-0.00333714;-0.006966859;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0021326751;0.01589726;0.091251776;0.21499465;0.32917386;0.36930588;0.30185702;0.17760126;0.07188117;0.013096634;0.017619617;0.088634826;0.21030822;0.31098196;0.39846668;0.37431666;0.3127482;0.20835449;0.1786602;0.22154021;0.33696267;0.3514477;0.2819956;0.1663761;0.10883059;0.14337288;0.17194991;0.14522801;0.08075443;0.050093528;0.051605493;0.08348039;0.093654014;0.07652916;0.045005888;0.018179744;0.0039256504;-0.00049070624;0;0;0;0;0;0;0;0;0;0;0;-0.0013826604;0.013826603;0.027653206;0.034566507;0.027653206;0.013026779;0.0051355953;0.029568322;0.061255865;0.08376117;0.08070672;0.054070044;0.023207515;0.0025563482;0.02183716;0.06569784;0.09511158;0.08674786;0.104596496;0.14499804;0.22620906;0.27587554;0.27280587;0.2572383;0.29052374;0.31494886;0.28628656;0.19318314;0.082945324;0.017765617;-0.003162753;0.0070516653;0.040590014;0.095729426;0.14668462;0.16461435;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.19826509;0.050149404;-0.005831326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;-0.0034113259;0.034113258;0.068226516;0.085283145;0.068226516;0.028436461;0.053356636;0.11353592;0.1419199;0.11222388;0.06817404;0.03678984;0.076273754;0.0874699;0.07036953;0.034200728;0.004853784;0.025243016;0.052322898;0.06356384;0.066026516;0.10497475;0.18316115;0.2844404;0.31907558;0.2607448;0.15333472;0.062019076;0.01338873;-0.0016735911;0;0;0;0;0;0;0;0;0;0;0;-0.0047007115;0.04700711;0.09401422;0.11751778;0.09401422;0.046184894;0.0019994825;0.03039054;0.063086785;0.08640277;0.083376296;0.05596324;0.020677887;0.039277483;0.06417062;0.1169719;0.16079353;0.16806544;0.1231417;0.10451856;0.101778366;0.1428272;0.1665904;0.13404761;0.065169044;0.014273496;-0.0017533738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.050096393;0.095309325;0.17914099;0.27547264;0.31187785;0.25443402;0.12699807;0.10395559;0.1560896;0.24816269;0.33840704;0.36178687;0.37198612;0.46304098;0.5521702;0.53264153;0.4275861;0.23808034;0.09136469;0.0328187;0.019092292;-0.0019092292;0;-0.0037535187;0.027987186;0.16052555;0.37822968;0.5790235;0.649574;0.53088635;0.31233987;0.1263858;0.027304394;-0.003412122;0;0;0;0;0;0;0;0;0;0;0;-0.002890005;0.023536395;0.10697918;0.22085458;0.31115052;0.33570522;0.26743758;0.16215125;0.06807096;0.079078086;0.1704539;0.2500923;0.2410193;0.15280512;0.05500027;0.054569818;0.1061487;0.121706404;0.097882785;0.04754704;0.009036276;0.010224119;0.042792898;0.0768423;0.08810843;0.068369515;0.053100694;0.114534095;0.25123286;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.046441212;0.0813788;0.14708857;0.22509052;0.25551015;0.20902255;0.10423946;0.091947295;0.14549531;0.23317386;0.31675598;0.34025937;0.32300302;0.34471604;0.35965368;0.3190372;0.2564306;0.15359552;0.07122595;0.033369765;0.018257353;-0.0018257353;0;-0.0021912537;0.016324004;0.093843535;0.22122753;0.33881116;0.38013884;0.3107071;0.18275535;0.07391631;0.015934369;-0.0019927234;0;0;0;0;0;0;0;0;0;0;0;-0.0027699966;0.022568982;0.10244334;0.20985824;0.31242007;0.36389133;0.31755528;0.21454059;0.10409021;0.0769629;0.1376723;0.2040964;0.19667472;0.1244181;0.047136996;0.0528953;0.10168176;0.116613284;0.093833335;0.045618337;0.008785238;0.009261154;0.03901201;0.07010712;0.080424204;0.06269333;0.0467045;0.09422279;0.2049183;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.1458668;0.1186828;0.060772486;0.01788163;0.0037293977;0.0033898558;0.00087668677;-0.000101306025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
