;meta[fps=30]
;meta[frames=50]
;meta[profile=dand]
jaw_open_a;0;0;0;0;-0.024;0.0046400004;0.10224002;0.20328002;0.23216002;0.18888001;0.07344001;-0.029488001;0.0018720017;0.094464004;0.130608;0.12710401;0.083952;0.0011519989;-0.031908575;-0.005481144;0.066005036;0.16508803;0.23818333;0.22463179;0.14356482;0.06913098;0.024227813;0.062090974;0.1074144;0.12680563;0.21464641;0.32656643;0.36967564;0.34152323;0.2198693;0.067282304;-0.009011195;-0.018746521;0;-0.010096001;-0.010615999;0.041904002;0.13478401;0.219888;0.24971658;0.20744455;0.12544116;0.059485726;0.025362292;0.009878856;-0.001268571;-0.0032685718;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.005988572;0.0011657135;0.025462857;0.05075429;0.046057146;0.049485717;0.06944001;0.09083429;0.11156343;0.12821487;0.12005259;0.116299435;0.14103544;0.14408915;0.106674284;0.06890515;0.05018606;0.01490073;0.07274393;0.1681728;0.1887302;0.16046871;0.08835291;0.009173329;0.010211357;0.057423547;0.11731445;0.1815415;0.20466653;0.18724908;0.10743774;0.045018524;0.037349038;0.08122149;0.13173716;0.1729143;0.16839087;0.15568916;0.12510288;0.09414629;0.059252575;0.045245714;0.026800003;0.007488001;-0.001127999;-0.0024480005;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0010090845;0.008774025;0.032644957;0.05861278;0.067200735;0.05405043;0.026257666;0.0026064434;0.028376028;0.081506826;0.14978823;0.17310809;0.14046553;0.116683096;0.14457032;0.2057101;0.3123748;0.40296108;0.42903695;0.38121092;0.28023925;0.18941663;0.16126615;0.18358086;0.2047213;0.17197494;0.11885249;0.065777756;0.01707094;-0.0019847713;-0.0026718078;0.024809644;0.0725205;0.10033354;0.14140303;0.21472147;0.27926114;0.36328635;0.4364004;0.45394486;0.4310615;0.35023457;0.20649733;0.08354576;0.018034704;-0.002254338;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0034272294;0.029795423;0.110911824;0.19923255;0.22849521;0.1838458;0.08937037;0.016732194;0.023698771;0.07564554;0.109210126;0.10495194;0.06712917;0.016732195;-0.0028984344;0.007697351;0.03493198;0.07158006;0.10640686;0.12370893;0.10773641;0.072629705;0.034433667;0.03284627;0.064446434;0.11475997;0.17084512;0.21909118;0.23219332;0.20723684;0.14007078;0.060126804;0.012875571;-0.0016059475;0;-0.0006122893;0.0045643384;0.026194848;0.061729893;0.0945152;0.10603736;0.08666675;0.05098699;0.02062858;0.0044530137;-0.0005566267;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0020456025;0.019029949;0.055172827;0.075283736;0.11461498;0.19074757;0.26685792;0.2876715;0.25886643;0.2227645;0.24999948;0.3048438;0.2967889;0.19892302;0.085426606;0.016490404;0.014564617;0.049280003;0.07134097;0.06876193;0.04412193;0.004683083;0.05896531;0.17619085;0.25502774;0.24576919;0.15553632;0.058475472;0.064151585;0.12349651;0.19394262;0.26897368;0.3193453;0.32652822;0.26915064;0.1583316;0.06403711;0.013824381;-0.0017280475;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0019520891;0.018153261;0.0527181;0.07203026;0.10909046;0.18036093;0.2514633;0.27081946;0.2434245;0.20834513;0.23255505;0.28312644;0.27570164;0.18480115;0.07940168;0.015266564;0.014043465;0.04720193;0.06829807;0.06579326;0.042192295;0.0039000965;0.061473846;0.1833157;0.26532534;0.25567713;0.16224365;0.056922484;0.052129105;0.10402627;0.16920114;0.24238612;0.2942879;0.30383742;0.25028628;0.14732623;0.059645873;0.012873661;-0.0016092076;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00008572049;0.0006980097;0.003179006;0.0065368;0.008878195;0.008498576;0.0056453072;0.002387928;0.0005094248;-0.00006367809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.0045921695;0.039921258;0.14863321;0.26695812;0.30572715;0.24992256;0.13321467;0.048134282;0.045820944;0.08387528;0.09361067;0.14030328;0.2501619;0.36548936;0.39881092;0.35066026;0.2755041;0.27659595;0.3444654;0.3842167;0.35936207;0.34391692;0.34592927;0.3294079;0.28911555;0.2258004;0.17255409;0.14883476;0.123076454;0.08636915;0.05229804;0.02242092;0.008517724;0.012902271;0.024268921;0.025772093;0.03773427;0.09903974;0.2101886;0.31635875;0.36877763;0.36762708;0.32813472;0.26504245;0.18369178;0.091075234;0.019866005;-0.002443591;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0043305554;0.03764466;0.14019197;0.2517622;0.28785944;0.23948304;0.13986357;0.07087806;0.07382706;0.10638247;0.104565084;0.14438057;0.25528565;0.3748184;0.40962228;0.35634342;0.2672912;0.25171176;0.31346098;0.35952288;0.3474855;0.34088033;0.34347185;0.32334065;0.2836365;0.22339429;0.17131898;0.146662;0.11803899;0.09444914;0.0845501;0.071746945;0.060986683;0.057951286;0.05651987;0.05289001;0.05852706;0.10075358;0.19095993;0.28305298;0.3313417;0.332682;0.29996383;0.24435209;0.17017968;0.084379025;0.018457739;-0.0022682534;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;-0.0015195905;0.009859805;0.078597896;0.19626094;0.26689267;0.24890947;0.17240672;0.0973114;0.06882076;0.07130387;0.0457547;0.011588965;-0.0013470361;0;0;-0.0010761447;0.009993303;0.02920434;0.04226651;0.040726513;0.02612434;0.004920578;0.014869352;0.045791812;0.06631278;0.063937835;0.040624462;0.014041833;0.012302375;0.024268921;0.027831333;0.022390306;0.01088205;0.0023767957;-0.000292229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;0;0;-0.0015751141;0.010222169;0.081450045;0.20337674;0.2765655;0.25806457;0.17740074;0.09717048;0.06599902;0.06876193;0.04412193;0.01117335;-0.0012987952;0;0;-0.0011206749;0.010405207;0.03042892;0.044047713;0.042452056;0.027237594;0.006894747;-0.0008015422;0;0;0;-0.00031171093;0.0027052052;0.010130605;0.018257353;0.020984823;0.016921448;0.008260339;0.0018146025;-0.00022265062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;0;-0.000523229;0.0045532053;0.016890833;0.030051157;0.03711809;0.033238955;0.03830704;0.06819232;0.12796845;0.17834204;0.17986275;0.1345873;0.085224204;0.05695181;0.06935029;0.09206418;0.10401198;0.11500109;0.12024159;0.105994694;0.08063942;0.045830775;0.01685094;0.0047322535;0.00031171067;0.010642701;0.030065257;0.060995147;0.08771322;0.09840045;0.08825315;0.0775752;0.06208149;0.05945765;0.06418072;0.067571685;0.069387674;0.074857935;0.074242845;0.0649163;0.04683623;0.023105571;0.0050486033;-0.0006206387;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0;0;-0.0007291808;0.0063399766;0.02358705;0.042040896;0.052148674;0.047666714;0.048139844;0.07599901;0.13890618;0.19394706;0.19668657;0.15007822;0.099741586;0.07455049;0.09075888;0.113825865;0.115893126;0.11068316;0.101510905;0.08322866;0.06369386;0.040374912;0.018702656;0.007511676;0.0004898311;0.014847088;0.04249658;0.07895562;0.10471444;0.112350434;0.09517386;0.07735783;0.05663434;0.054152437;0.066560574;0.08305702;0.092059076;0.09645755;0.09128063;0.07725615;0.05489229;0.027127199;0.005900242;-0.00072639773;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;-0.0015641206;0.013592821;0.050666932;0.0910641;0.1044788;0.084092356;0.04090649;0.008009856;0.007597395;0.02524858;0.036470167;0.03506747;0.022443183;0.005610796;-0.0006545928;0;0;0;0;0;0;0;-0.00083122903;0.007718555;0.02256193;0.032655425;0.031467956;0.020186989;0.005106121;-0.000593735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;-0.0015641206;0.013592821;0.050666932;0.0910641;0.1044788;0.084092356;0.04090649;0.0079514105;0.008135098;0.026885064;0.03886645;0.0374053;0.023962775;0.0060199164;-0.00070134946;0;0;0;0;0;0;0;-0.0008794701;0.008163857;0.023897834;0.034603614;0.033360485;0.021411568;0.005428964;-0.0006308434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;-0.0014440484;0.013403568;0.03925012;0.056839526;0.05480386;0.0351788;0.008925109;-0.001681012;0.0064409645;0.012881929;0.014378459;0.028890513;0.053229406;0.0670735;0.065252535;0.041858315;0.010585446;-0.0012309399;0;0;0;0;0;0;0;0;0;0;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;0;0;0;0;0;0;-0.00018786144;0.0012173422;0.009731224;0.023419466;0.040792778;0.05993496;0.07104921;0.065197594;0.04720333;0.023251882;0.0050573503;-0.0006226266;-0.0011164339;0.009704388;0.03614574;0.06479769;0.075011;0.07039895;0.055166468;0.041829694;0.032122124;0.019202026;0.013384484;0.0235787;0.034987956;0.03371567;0.020512484;0.015175233;0.035509598;0.06493447;0.074476644;0.059924826;0.029132245;0.0063646277;-0.000782458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;0;0;-0.0045611574;0.042348154;0.12385736;0.17929737;0.1728087;0.11088001;0.02807306;-0.0032634216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;0;0;0;0;0;0;0;-0.00067504885;0.004371745;0.034991495;0.08742029;0.11890795;0.10531745;0.12876938;0.19511142;0.25028166;0.24337567;0.15611519;0.03947224;-0.0045903134;0;0;-0.0004824097;0.0044789887;0.013099278;0.018962411;0.018275904;0.011726266;0.000823807;0.019570993;0.058223143;0.08427327;0.08121183;0.04990714;0.032250945;0.06940949;0.12735617;0.14600317;0.117420375;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;0;0;0;0;0;0;0;-0.001464067;0.010397506;0.06761301;0.16246468;0.21735989;0.20200324;0.122967005;0.036756553;-0.004099972;0;0;0;0;0;0;-0.0016624581;0.01543711;0.04512386;0.06531085;0.06293591;0.040373977;0.010212242;-0.00118747;0;0;0;-0.0022432052;0.019498631;0.07263142;0.1304176;0.14953773;0.12027308;0.05842909;0.012735617;-0.0015669039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001569687;0.012774581;0.056798175;0.13382694;0.20127617;0.2105162;0.15516245;0.07617435;0.01663757;-0.0020456028;0;0;0;0;0;0;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.056460492;0.03621784;0.009158363;-0.0010650122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0074699284;0.0693668;0.20268421;0.29371625;0.2841654;0.18440305;0.050067443;-0.0012423896;0.0027650981;0.001200087;0.0002547124;-0.000031839045;0;0;0;0;-0.005970748;0.055440005;0.16208966;0.2346181;0.2261017;0.14505687;0.03670395;-0.0042947447;0.00020261211;0.0011767087;0.002735263;0.0041827704;0.0046951445;0.003849629;0.0022774376;0.00094292546;0.00020261211;-0.000025326513;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018257353;0.015869426;0.05911931;0.1061487;0.121706404;0.097882785;0.04754704;0.010358822;-0.001274675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;0;0;0;0;0;0;0;-0.00040912055;0.0038106658;0.0087390365;0.038326524;0.060171332;0.065921284;0.047371704;0.022207174;-0.0022487715;0;0;0;0;0;0;-0.00036737355;0.0034139764;0.009945061;0.014379521;0.0138414465;0.008868916;0.002230217;-0.00025975905;-0.002144868;0.019916102;0.058223143;0.0838057;0.08527519;0.06724606;0.040399957;0.029694173;0.025131691;0.012223519;0.0026718075;-0.0003284097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0028658318;0.026611524;0.07778459;0.11258169;0.10848652;0.06959422;0.01760212;-0.0023378313;0.0025310605;0.00940858;0.016913498;0.01940639;0.015625305;0.00760511;0.0016722655;-0.00020515667;0;0;0;0;0;0;0;0;0;0;0;-0.000224241;0.0019513736;0.0072389287;0.012989278;0.014885785;0.011969459;0.0058111814;0.0012714941;-0.00015625304;0;0;0;0;0;0;0;0;0;0
lip_lower_center_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.05163639;0.03313783;0.008397639;-0.00097595184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018146028;0.01684723;0.049280003;0.07134097;0.06876193;0.04412193;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002115181;0.0018424339;0.0068075433;0.012245785;0.014054821;0.011327351;0.005521736;0.0012301448;-0.0001502892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016253497;0.015092003;0.04399703;0.06488002;0.06617814;0.049074277;0.023080336;0.0114271715;0.008410404;0.0035880154;0.00076413713;-0.00009551714;0;0;0;0;0;0;0;0;0;-0.000523229;0.0045532053;0.016890833;0.03010181;0.036582332;0.03407723;0.024412805;0.016146343;0.01114923;0.0067387996;0.002745004;0.000615629;-0.00007597953;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;-0.004224796;0.03672622;0.1367548;0.2456393;0.27774832;0.26106623;0.23841988;0.25020236;0.29850933;0.34045506;0.38127595;0.43050474;0.49761996;0.49825743;0.41250077;0.2896284;0.22627538;0.21945226;0.25583076;0.2525107;0.22793333;0.26024616;0.33096796;0.40049323;0.42152685;0.38247484;0.30602217;0.21717621;0.10564772;0.027957495;-0.010457158;0.06691765;0.19041641;0.33215022;0.40137234;0.38632974;0.28511637;0.24077208;0.24048354;0.27017263;0.30039048;0.34523398;0.3613241;0.32767633;0.24062966;0.11836109;0.025849743;-0.003178338;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;0;0;0;0;0;0;-0.0010169566;0.009456528;0.023172362;0.080151446;0.14588347;0.21293193;0.23767008;0.2082938;0.1378085;0.100516066;0.08390329;0.12865087;0.19240132;0.20661555;0.16768041;0.096928425;0.03355345;0.021793786;0.035791088;0.034510847;0.022153737;0.0056219283;-0.00065310847;-0.0040893503;0.03797307;0.110991344;0.16064243;0.15479784;0.098686546;0.029704932;0.023407448;0.062081117;0.09505819;0.10664408;0.08715046;0.051258903;0.020717086;0.0044730525;-0.0005591315;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;0;0;0;0;0;0;0;-0.0019287111;0.017942857;0.047586005;0.11674964;0.18392333;0.2430844;0.2548153;0.21880402;0.15068662;0.1258083;0.12929954;0.18514031;0.24357013;0.23715842;0.17807189;0.096868165;0.041413017;0.04349109;0.06725904;0.06482844;0.04159856;0.010535085;-0.0012245785;-0.0042229407;0.039212488;0.114627965;0.16591182;0.15988171;0.10157999;0.033302594;0.039299786;0.09978449;0.15287276;0.17154813;0.14023678;0.08248843;0.033355013;0.007177144;-0.00089811714;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_in;0;0;0;0;0;0;-0.0031839043;0.029564295;0.08642556;0.12509255;0.12054676;0.07733398;0.019563567;-0.002274747;0;0;-0.001165205;0.0108134;0.03169061;0.045903143;0.044270363;0.027189352;0.018698944;0.03267027;0.04848218;0.04670097;0.02994651;0.007558988;-0.0008794699;0;0;0;-0.010390364;0.09648195;0.28202412;0.4081928;0.39334944;0.2523374;0.06382651;-0.0074216877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;0;0;0;0;-0.002766434;0.024051834;0.089513905;0.1588544;0.19890937;0.23339365;0.26922008;0.3013312;0.3212911;0.28962827;0.20757884;0.12669392;0.06395083;0.01136817;0.022403292;0.06738057;0.12921157;0.19957104;0.2426716;0.24386738;0.23983186;0.22236398;0.1852175;0.13830502;0.06520695;0.0957138;0.21729217;0.36367753;0.42482296;0.40278333;0.30232057;0.24862929;0.20414186;0.152178;0.09088877;0.041621752;0.036125068;0.09681406;0.17603317;0.20186062;0.16238189;0.07890738;0.017222028;-0.0021179644;0;0;0;0;0;0;0;0;0;0
lip_upper_right_up;0;0;0;0;-0.00010575905;0.0009184339;0.003434386;0.006150724;0.0070413263;0.00564976;0.0027330364;0.0004938669;0.0007049675;0.0029719684;0.006092973;0.007539506;0.006618985;0.0037083852;0.0007973675;0.0025684142;0.012226193;0.025348775;0.03468006;0.033430994;0.02240979;0.009625188;0.001958287;0.0007076579;0.0028202413;0.004081928;0.0039334944;0.0025233736;0.0006382651;-0.00007421688;0;0;0;-0.00067908445;0.005905808;0.021953354;0.038919333;0.050163746;0.05270698;0.04653955;0.038872015;0.030068967;0.01784545;0.007220003;0.0015585547;-0.00019481934;0;0;0;0;0;0;0;0;0;0;0;0
