;meta[fps=30]
;meta[frames=151]
;meta[profile=ciri]
jaw_open_a;0;0;0;-0.005881905;-0.008457142;0.011565717;0.09380267;0.20062172;0.26487774;0.25697067;0.18195201;0.09387887;0.031398863;0.07245714;0.06781028;0.09413258;0.16488914;0.22939202;0.20609371;0.18542859;0.07205944;-0.028897528;0.0014750503;0.09307887;0.12899962;0.12573105;0.058404572;0.035527617;0.05707277;0.10147658;0.100024685;0.08061898;0.07364205;0.16205807;0.19852252;0.19292986;0.14122058;0.07608138;0.044880457;0.033587195;0.021302858;0.0012342869;-0.000068570174;0.0024548557;0.028306289;0.11626332;0.22685076;0.2948078;0.24992643;0.21069808;0.12768734;0.079929605;0.054518864;0.041417144;-0.00850286;0.032457143;0.04978286;0.058605712;0.050285716;0.040045716;0.003669333;0.019788193;0.07084801;0.0976122;0.097017914;0.06426515;0.0012739046;-0.012604954;0;0;-0.02986667;0.023466673;0.1216;0.1623619;0.17352381;0.1273143;0.023733327;-0.0028190443;0.0049325717;-0.005673143;0.014139428;0.04059886;0.06093943;0.04381257;0.08857829;0.10278858;0.09393143;0.07456001;0.022093715;-0.037951242;0.05154286;0.16588421;0.27082214;0.31521603;0.24205564;0.13500497;0.053110868;-0.026959237;0.04087468;0.18369831;0.2356023;0.23565565;0.15608688;0.0030674224;-0.034538668;-0.01488762;0.028129527;0.09837714;0.12476952;0.118689515;0.089938276;0.03336838;0.039974097;0.12551315;0.20725305;0.2532645;0.25157583;0.15907614;0.10786379;0.13475247;0.14750598;0.14150476;0.111017145;0.034300957;0.014521904;0.021348573;0.0003809521;-0.004175238;-0.005881905;-0.01488762;0.036266673;0.11713524;0.15146667;0.13686736;0.07968335;0.011864377;0.008348955;0.036426973;0.035230175;0.021703318;0.0066176015;-0.00088502787;-0.0018505149;-0.032551628;0.025561912;0.13255318;0.18372726;0.17908421;0.11862401;0.0023466605;-0.023265526;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.018133335;0.014217147;0.067017145;0.10699582;0.12604344;0.11165257;0.050657522;0.024658289;-0.00820419;0.013388194;0.06413714;0.114556946;0.13034362;0.11733943;0.04587048;0.05426592;0.09973715;0.1184061;0.09698211;0.07035581;0.024422094;0.01591467;0.029148953;0.008795431;0.016156951;0.027754668;0.036799997;0.028505601;0.014695315;0.0023387442;0.03221303;0.04650423;0.045045946;0.027838176;0.008548574;-0.0011465137;-0.0023734863;0;0;0;-0.004123429;-0.0013577158;0.017408917;0.043255776;0.062424693;0.049919087;0.04619612;0.044394057;0.0645632;0.08640458;0.08210286;0.043451436;0.020982858;-0.0017600002;-0.0048;0;0;-0.02698667;0.021237338;0.09586157;0.15657645;0.20024732;0.20938517;0.15577774;0.13823651;0.10181225;0.049730614;0.0064413575;-0.0016827235;0.021529255;0.057249527;0.06744381;0.05041676;0.022470094;0.026730662;0.045516185;0.1147703;0.13232458;0.09028572;0.079332575;0.049700573;0.030774854;0.08269714;0.12512;0.1136;0.11059962;0.054184385;0.0074925707;-0.0077531417;0.010208;0.0033843815;0.016108194;0.039595433;0.0495101;0.022645332;0.049557347;0.08755354;0.14017525;0.16340573;0.15253942;0.10024075;0.07677258;0.10053791;0.110521905;0.08716495;0.08203581;0.081685334;0.048883814;0.04424655;0.02656579;0.013462552;0.026117796;0.04650423;0.045045946;0.019541034;0.0064114304;0.0315392;0.09153509;0.11817144;0.10547429;0.055817146;0.006537142;-0.014080001;0;0;-0.018133335;0.014217147;0.066681914;0.11320381;0.10518857;0.10550705;0.06793295;0.097750865;0.14937632;0.17994699;0.13441738;0.093008466;0.028401379;-0.0038015984;-0.007925031;-0.009990097;0.0025508588;0.03239315;0.08787963;0.13527316;0.13528231;0.08790705;0.038102858;-0.003131428;-0.008731429;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;-0.0014694943;0.013645305;0.039886277;0.057730135;0.055630855;0.03568772;0.0090268925;-0.0010496387;0;0;0;0;0;0;0;0;0;0;-0.0007085061;0.0070850607;0.014170121;0.01771265;0.014170121;0.0070850607;-0.0007085061;0;0;0;0;0;0;0;0;0;0;-0.0008492532;0.007380869;0.027510077;0.04938073;0.05660893;0.045516156;0.022099666;0.004804482;-0.0005916145;-0.00064409646;0.0064409645;0.012881929;0.01610241;0.012881929;0.0064409645;-0.00064409646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039046558;0.0031804051;0.014451425;0.02994829;0.0409464;0.039445423;0.02641731;0.011325603;0.002422567;-0.00030229604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0034781208;0.028340243;0.12861317;0.26665592;0.36166018;0.3812908;0.31578618;0.24312496;0.19664408;0.17180915;0.12652132;0.09336966;0.0733744;0.07051664;0.12607354;0.21580395;0.25519988;0.22304085;0.15192936;0.07273042;0.04988647;0.047298152;0.07784263;0.13232031;0.17571573;0.16757242;0.10483201;0.030908044;0.026655573;0.060929146;0.08460947;0.10889;0.13429107;0.15748541;0.16338629;0.1345756;0.079154685;0.032002058;0.0068799066;-0.004687114;0.03117427;0.1414745;0.29332152;0.4012979;0.3839316;0.28844073;0.16963212;0.096681185;0.05286028;0.05158497;0.060366154;0.11676037;0.16372932;0.18657088;0.17004384;0.13379075;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;-0.006011568;0.0558217;0.16317111;0.23616871;0.22284307;0.19337207;0.13168193;0.114148214;0.091187604;0.08063014;0.08751124;0.16607311;0.22270352;0.21592262;0.18289979;0.14071004;0.12125713;0.15346672;0.2206293;0.23914348;0.24835026;0.22323906;0.20596775;0.19673096;0.16342877;0.09614691;0.038899615;0.008397112;-0.001049639;0;0;0;0;0;-0.0032419523;0.031169498;0.0764471;0.11497122;0.11219588;0.09388063;0.09138012;0.1409655;0.179993;0.18936723;0.1573077;0.13308465;0.14917347;0.17521356;0.19927056;0.20840743;0.1787976;0.12512648;0.06959462;0.017777061;-0.002075422;0;0;0;0;-0.0027767716;0.024146462;0.08701028;0.18668063;0.2642616;0.2854593;0.26434377;0.24519293;0.22678065;0.19618751;0.13324955;0.05726305;0.012274478;-0.0015303736;-0.0038049405;0.035320345;0.10338941;0.14970472;0.14432532;0.09263062;0.023485662;-0.0027290606;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003239153;0.006478306;0.012956612;0.01943492;0.03239153;0.03886984;0.0485873;0.03886984;0.03239153;0.01943492;0.012956612;0.006478306;0.003239153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003239153;0.006478306;0.012956612;0.01943492;0.03239153;0.03886984;0.0485873;0.03886984;0.03239153;0.01943492;0.012956612;0.006478306;0.0063201883;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.00085879536;0.0069975914;0.03175634;0.06584097;0.09007808;0.086833745;0.05820724;0.025000487;0.00399658;0.012929641;0.024907848;0.053867143;0.10134341;0.14679237;0.1514064;0.122895196;0.05972882;0.011578098;0.011659737;0.038836632;0.056243137;0.054231334;0.032196872;0.03499591;0.051296584;0.065403625;0.051500678;0.032861643;0.027774395;0.063086785;0.08640277;0.083376296;0.05596324;0.024089212;0.0051642237;-0.00064377853;0;0;0;-0.0009446748;0.007697351;0.03493198;0.072425075;0.099085905;0.092900984;0.09018941;0.07982344;0.07129559;0.05158815;0.026161449;-0.0026161447;0;0;0;0;0;-0.0018310365;0.016992487;0.049799528;0.07213351;0.06956772;0.04466796;0.0113477595;-0.0013178795;0;0;-0.0014843377;0.013783135;0.040289164;0.05831326;0.056192778;0.0360482;0.009118073;-0.0010602411;0;0;0;0;0;-0.0026161447;0.026161449;0.052322898;0.065403625;0.052322898;0.025966102;-0.0011699758;0.008446677;0.019998534;0.030757332;0.034565184;0.028290676;0.016622195;0.006697279;0.0014111815;-0.0001778555;0;0;0;0;0;0;-0.0012987955;0.012054943;0.035306033;0.05113013;0.049301215;0.0316482;0.006379894;0.012519856;0.06109597;0.12670189;0.17334783;0.16710249;0.10933515;0.0729483;0.082336836;0.10272559;0.099954225;0.06393254;0.015935423;-0.0018607232;0;0;0;0;-0.0024915668;0.023134463;0.06764338;0.09791327;0.094361454;0.06053976;0.015320483;-0.001781205;0;0;0;0;0;0;-0.0034113259;0.031664103;0.09271808;0.13426629;0.12945543;0.08309639;0.021080242;-0.002449157;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0032432775;0.029763194;0.08661851;0.17979187;0.26948813;0.3123492;0.26144934;0.22530797;0.24324025;0.3092428;0.3867007;0.36985055;0.25271404;0.12462313;0.041515067;0.019964341;0.07232434;0.1046829;0.09587484;0.11118579;0.15221882;0.19472283;0.18948312;0.119650595;0.04984554;0.034608815;0.04773073;0.035294577;0.04262869;0.10506995;0.2215949;0.2997063;0.35462496;0.39205328;0.42529464;0.4278525;0.36113003;0.24036697;0.15066138;0.108950384;0.08224588;0.082532145;0.13374045;0.23047748;0.30074537;0.35705298;0.37511387;0.34045434;0.2640742;0.14902705;0.09898677;0.16177423;0.3070482;0.4306026;0.49065518;0.44727725;0.3520255;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;-0.004608868;0.042797163;0.12509255;0.18105207;0.17446531;0.11022913;0.04207726;0.059184242;0.12954703;0.17726329;0.17090662;0.11458938;0.039214343;0.108892865;0.21827334;0.2888057;0.24822763;0.13843304;0.009067445;-0.0019092292;0;0;0;0;0;-0.0052211573;0.045392893;0.16896121;0.30338934;0.3478638;0.27811238;0.14971028;0.09214395;0.12589835;0.17726329;0.16635713;0.15683362;0.1727361;0.189305;0.1709415;0.11050893;0.027957495;-0.003250699;0;0;0;0;-0.0019481931;0.018123759;0.052545547;0.075868204;0.07291808;0.046645306;0.011633495;-0.0013581689;0;0;0;-0.0032432775;0.030109785;0.086796634;0.14052965;0.14891616;0.11136241;0.045962505;0.010664964;-0.0012987952;0;0;0;0;0;0;-0.0025022223;0.02323842;0.06788247;0.0982316;0.0946395;0.060698275;0.015335803;-0.0017838025;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.004675664;0.04341688;0.122324266;0.22573213;0.305018;0.32391214;0.25035954;0.2034359;0.20730443;0.25358015;0.32208416;0.31530112;0.2230681;0.11516604;0.0405688;0.015928797;0.05996724;0.08681519;0.07889142;0.098160364;0.14352803;0.18645321;0.1811764;0.11438676;0.04763499;0.03309813;0.045643385;0.033744708;0.04082633;0.1006176;0.2123811;0.28533608;0.3265335;0.34243092;0.3548209;0.34952176;0.29520082;0.19908825;0.12917596;0.09752469;0.075144954;0.07573461;0.12385476;0.2140116;0.27864432;0.33841488;0.36811683;0.34472704;0.2726841;0.15670314;0.0897282;0.1309928;0.25059327;0.35141692;0.40040007;0.3649615;0.28721932;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;-0.004282314;0.039757982;0.116297856;0.16836098;0.16227521;0.10232282;0.041064195;0.06362316;0.13826606;0.18916398;0.18235089;0.12223521;0.046634175;0.06809102;0.13419153;0.1831858;0.16298026;0.09518314;0.012390509;-0.0018257353;0;0;0;0;0;-0.00542711;0.04717967;0.17565745;0.31549597;0.36180726;0.28927046;0.15616159;0.09758666;0.13446707;0.18916398;0.17799807;0.16265742;0.17061718;0.18218832;0.16330308;0.10564771;0.026706938;-0.003105976;0;0;0;0;-0.0018591328;0.017288823;0.050207723;0.072528444;0.06974531;0.044641457;0.01116593;-0.0013025062;0;0;0;-0.004675664;0.04341688;0.12567145;0.19608101;0.2017957;0.14453737;0.053510368;0.009054459;-0.0012394219;0;0;0;0;0;0;-0.0023879283;0.022164874;0.06490266;0.09398641;0.09061881;0.058167484;0.01475617;-0.0017144099;0;0;0;0;0;0;0;0;0;0;0;0
