;meta[fps=30]
;meta[frames=108]
;meta[profile=trss]
jaw_open_a;0;0;0;0;0;-0.018404573;0.003570287;0.078395426;0.154544;0.17560114;0.14949258;0.07650401;0.03491886;0.041944;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.001057143;-0.0012914286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.013255315;-0.0046564583;0.056179207;0.14030722;0.19799225;0.19665101;0.13904916;0.0732128;0.02328046;0.02509577;0.072068565;0.11027429;0.12203429;0.06587429;0.083268575;0.09654857;0.13028571;0.13870858;0.09261714;-0.00049142825;0.013051428;-0.017056458;-0.008606171;0.06768458;0.16906059;0.23758355;0.24517761;0.16407134;0.051530067;0.0074011455;0.058748335;0.14848731;0.22018835;0.21400048;0.14267795;0.07593419;0.05364892;0.05084983;0.044445716;0.018422859;-0.0014742861;-0.007337143;-0.0010057145;0.013074287;0.027550476;0.049264766;0.059376;0.06362933;0.082688764;0.10216459;0.09152077;0.068631634;0.02132191;0.00335962;0.021094855;0.044876195;0.041200005;0.049980953;0.05764191;0.06349715;0.057279814;0.035798002;0.00363638;0.0051069525;0.025152;0.0348;0.036923997;0.03012;0.019248;0.009216;0.0024960004;-0.00071399997;-0.00080400007;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.010636191;0.00833524;0.039113145;0.06088838;0.07657753;0.07464;0.041724954;0.025695242;0.012973717;-0.0010811428;-0.0029668575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030372571;-0.0010761147;0.012853029;0.03221303;0.04650423;0.045045946;-0.0009923009;0.031192388;0.109335765;0.15781544;0.18225066;0.17386667;0.13189486;0.1406781;0.19891353;0.17816989;0.11466514;0.053173333;0.06542477;0.12954667;0.24620192;0.28183314;0.22400154;0.13429973;0.076266974;0.0750132;0.062225983;0.072206326;0.07190126;0.07738239;0.11352108;0.17108572;0.1774327;0.1612212;0.10530836;0.032162752;-0.015478855;-0.006776689;0.041280005;0.095100954;0.13301334;0.14404571;0.100769535;0.053379048;0.017097142;0.00060952205;-0.0428541;0.0070651486;0.15661487;0.2960812;0.36567545;0.34639582;0.22109942;0.11227543;0.07083809;0.033188563;-0.040670484;0.023161914;0.16950858;0.23494096;0.2289981;0.15168;0.0029866553;-0.02974476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011808436;0.010265467;0.038219973;0.06864637;0.07872291;0.06333258;0.030780656;0.006722936;-0.00082659046;0;-0.0013359039;0.012404822;0.03626025;0.05248194;0.050573505;0.032443378;0.008206265;-0.0009542169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06389437;0.07777106;0.08795675;0.10535201;0.1411294;0.17747112;0.18688102;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0005796869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08181457;0.097632155;0.11704121;0.13635379;0.13268529;0.12173653;0.119601555;0.13186087;0.13510996;0.10742098;0.048221353;0.025957089;0.061783172;0.11314628;0.12978543;0.10445098;0.05079774;0.0103287315;0.00515134;0.029568322;0.061255865;0.08376117;0.078034915;0.07887969;0.09210676;0.13946025;0.23429891;0.34210157;0.39565226;0.3612725;0.2660219;0.18338645;0.16279596;0.15795536;0.12653276;0.09091422;0.06980575;0.067049734;0.067515634;0.079799265;0.10258787;0.16379613;0.20126346;0.185641;0.13268864;0.070791446;0.015797062;0.022662656;0.06951949;0.13282701;0.18263716;0.18285184;0.13010749;0.07104146;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025444792;0.0169952;0.124253646;0.33287588;0.586493;0.77508926;0.8121502;0.68610555;0.4730289;0.25839925;0.101393014;0.019520892;-0.0025444792;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00082221697;0.006700194;0.03039054;0.063086785;0.08640277;0.083376296;0.05438348;0.038757652;0.04735122;0.06747672;0.08296387;0.078934945;0.055514224;0.033723623;0.028483378;0.026400004;0.028205063;0.028000968;0.0382376;0.061342902;0.09570532;0.106959574;0.0911712;0.06704531;0.0527787;0.048041645;0.041350994;0.028063841;0.011385082;0.007882786;0.023763817;0.049913816;0.06824402;0.06574237;0.04402885;0.018876007;0.004037611;-0.0005038267;0;0;0;0;0;0;0;0;-0.0002449157;0.0021255184;0.007968507;0.014257593;0.016313136;0.01307675;0.006315326;0.0013382894;-0.0001661928;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.002920434;0.027115138;0.075284116;0.1497077;0.24068905;0.30310315;0.2962042;0.28867304;0.30622342;0.37781975;0.46626386;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002890005;0.023536395;0.10697918;0.22184707;0.2984331;0.33709413;0.36174497;0.38160428;0.3577094;0.28379405;0.17840438;0.10825831;0.08592645;0.070468925;0.02781463;0.050391406;0.16480042;0.29737774;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;0;0;0;0;0;-0.007670314;0.0666783;0.24828887;0.44591355;0.511345;0.4113471;0.19989575;0.043633956;-0.00536588;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;-0.007670314;0.0666783;0.24828887;0.44591355;0.511345;0.4113471;0.19989575;0.04325844;-0.002873167;0.018473255;0.049601477;0.087477274;0.11563645;0.12116689;0.10226699;0.07043156;0.03840911;0.015033716;0.0028726105;-0.00037551418;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0031171094;0.028944585;0.080762066;0.15588272;0.24248938;0.29799566;0.28383222;0.2652604;0.26449895;0.3114376;0.3800624;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027699966;0.022568982;0.10244334;0.2123811;0.28635654;0.31632867;0.32280982;0.3232787;0.29427242;0.23298295;0.15204811;0.09963617;0.08285386;0.06751881;0.027363764;0.041958507;0.13437523;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;0;0;0;-0.0044864104;0.038997263;0.14525169;0.26094654;0.29929814;0.24082448;0.11708083;0.025582558;-0.0031449401;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;-0.0044864104;0.038997263;0.14525169;0.26094654;0.29929814;0.24082448;0.11708083;0.02524065;-0.00087724364;0.01683969;0.045196127;0.07969959;0.10537922;0.11050929;0.093355455;0.06437073;0.03512884;0.013743527;0.0026096045;-0.00034190784;0;0;0;0;0;0;0;0;0;0
