;meta[fps=30]
;meta[frames=140]
;meta[profile=dand]
jaw_open_a;0;0;0;0;0;0;0;-0.0037180956;0.0029257152;0.01513143;0.02096762;0.020434286;-0.004873144;0.0038293344;0.075743996;0.15047163;0.1803383;0.16461258;0.09678477;0.01658057;0.06149258;0.15807392;0.19202514;0.17759085;0.11602057;0.0023679961;-0.029366856;-0.012269716;0.029869715;0.11142516;0.16115658;0.12958974;0.14654934;0.1909566;0.21018288;0.19974019;0.12145372;0.037947435;0.09003278;0.19857831;0.2250286;0.17424002;0.0792503;0.016996576;-0.014413716;-0.004036572;0.014398475;0.02560762;0.072937146;0.14534096;0.19995889;0.21912763;0.17692496;0.09947201;0.05278935;0.041404195;0.0426179;0.041874282;0.029348573;0.02546286;0.029881906;0.034595557;0.032919366;0.025539046;0.015974604;0.007547938;0.0021180965;-0.0006806349;-0.0006501589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.021824;0.017152002;0.088848;0.123136;0.12001599;0.075769894;0.004477711;-0.026189707;0.059573334;0.09147428;0.08001523;0.1217981;0.19131431;0.17816384;0.1899505;0.09272381;0.0186819;0.053683802;0.123108566;0.13728002;0.10843427;0.08128001;0.122880004;0.13984;0.1197562;0.043971043;0.037578665;0.049145903;0.07566324;0.10584686;0.14449678;0.15293868;0.20601143;0.15648076;0.076388955;0.04643429;0.072449155;0.1168983;0.13843544;0.118233144;0.08205714;0.057750855;0.04252115;0.029152002;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.006162285;-0.0021851447;0.02612114;0.054086097;0.09959925;0.14208916;0.1299901;0.091032386;0.044690285;0.0019626643;0.006543241;0.035828575;0.040932577;0.03331429;0.012973717;-0.016217144;0.008953144;0.061584003;0.07916571;0.08096685;0.081177145;0.06636571;0.08341486;0.08253258;0.056978293;0.061558865;0.06475887;0.043315813;0.0661181;0.082418285;0.10725407;0.1653181;0.16589616;0.121441536;0.11626178;0.12272328;0.1310361;0.15149195;0.17343937;0.17033994;0.15854041;0.1473698;0.15693715;0.15628038;0.15397944;0.12115355;0.083515435;0.045684576;0.033286102;0.020994289;0.0058331443;-0.00094704685;-0.0018940958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.014994286;0.00288;0.06393143;0.11805716;0.14994287;0.14643429;0.1136;0.07932953;0.098232396;0.116868585;0.11777524;0.11954667;0.0946438;0.054191243;0.046328384;0.08128153;0.13013943;0.17251503;0.15017447;0.11967391;0.08171277;0.058547813;0.035340186;0.034468573;0.043032378;0.03456;0.07151238;0.10628573;0.11144382;0.10486858;0.08128001;0.034986667;0.05005715;0.083657146;0.10379429;0.06807543;0.027166855;0.067924574;0.17981867;0.29277942;0.345168;0.27182403;0.137768;0.037968002;-0.0062559913;-0.012384003;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021065932;0.003038386;0.016635183;0.024062173;0.02317157;0.0148539785;0.0010070172;0.02186429;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.02817087;0.045664053;0.06360477;0.08122534;0.0915428;0.0946798;0.07800009;0.045888294;0.018565724;0.004007712;-0.000500964;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.0030868922;0.02865991;0.083827965;0.12135254;0.11696315;0.073939174;0.02865466;0.03147485;0.08458299;0.13731182;0.18178359;0.19937767;0.18438788;0.20136365;0.25590667;0.27488247;0.2343323;0.14363779;0.036625464;-0.0042581926;-0.0022829643;0.01955477;0.075867414;0.14661068;0.19201231;0.17918047;0.115450725;0.04946947;0.010152392;0.0051198513;0.04913884;0.11895032;0.18622692;0.20586039;0.16473554;0.09024793;0.030116519;0.03238374;0.055446696;0.0695944;0.060138576;0.05116703;0.05171284;0.08348039;0.092706956;0.08358082;0.0855959;0.11390918;0.15061028;0.16412364;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013125255;0.012188452;0.035618532;0.05154918;0.04967057;0.028774409;0.03671541;0.07657902;0.18447399;0.24320605;0.2314778;0.158015;0.0982271;0.047691766;0.052035842;0.032128487;0.020047145;0.029939989;0.076957606;0.12579444;0.17554253;0.20553358;0.23409326;0.26195166;0.32215318;0.3705339;0.36899096;0.2897504;0.17948823;0.110949196;0.12018125;0.16679429;0.1887799;0.15430881;0.09073649;0.036687262;0.0078913765;-0.0009876147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.011808435;0.1098272;0.31874028;0.460354;0.44259766;0.28322753;0.07076314;-0.008257158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020356628;0.013325462;0.101000324;0.2810257;0.5144095;0.71837527;0.80204767;0.74847543;0.59781164;0.40077114;0.21527137;0.08492532;0.015219766;-0.0020356635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0014353008;0.047099754;0.14010291;0.20280689;0.19545941;0.12540796;0.031744406;-0.003690434;-0.0020467953;0.017528966;0.07032579;0.109949656;0.111160986;0.10942749;0.115502134;0.12463452;0.122033745;0.08463692;0.06398396;0.10444913;0.16717248;0.18482389;0.14791158;0.08103211;0.029547328;0.0039011575;-0.0005947953;-0.00055689167;0.004140242;0.023928849;0.05642683;0.08652522;0.09713531;0.0794489;0.04673808;0.01891391;0.0040469416;-0.0005073255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013637352;0.012657689;0.037071332;0.05368663;0.051766265;0.033230606;0.00843289;-0.0025382172;0.0155855445;0.031171089;0.034269646;0.07476609;0.14294171;0.18274051;0.17756389;0.112587005;0.040832534;0.03195885;0.05113013;0.049301215;0.02915663;0.031165788;0.066710375;0.09791327;0.094361454;0.05904403;0.030277833;0.02716073;0.044629533;0.07166966;0.11348821;0.1494985;0.1694398;0.13838227;0.08232825;0.037936624;0.018847248;0.017013028;0.020024642;0.01632864;0.009626857;0.0039214343;0.0008794702;-0.0001085422;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0016899182;0.013770941;0.062475763;0.12954703;0.17726329;0.17090662;0.11458938;0.04923919;0.006537024;0.033596873;0.13005026;0.22996472;0.29802346;0.35191494;0.38732302;0.40931088;0.36961117;0.24960247;0.10548296;0.036730677;0.059612475;0.12954703;0.17589484;0.18270543;0.15570183;0.16563676;0.25064895;0.34746358;0.35850736;0.27244756;0.13331763;0.028456977;0.00076814496;0.032353368;0.078164846;0.12221293;0.13494857;0.10784863;0.05902469;0.021454617;0.0001814601;0.02227063;0.084315754;0.14800479;0.2213938;0.29231855;0.33483616;0.3344825;0.29688776;0.2706556;0.3183377;0.40034592;0.43033966;0.3631067;0.24271269;0.15500753;0.1223354;0.11763621;0.111568995;0.089059025;0.059619658;0.03196769;0.0125785265;0.002227744;-0.0002993415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0047769696;0.044356454;0.12732276;0.20811152;0.256872;0.25257486;0.18596226;0.11776438;0.109699965;0.11026216;0.11941868;0.096853025;0.048426513;-0.004842651;0;-0.004549495;0.04224425;0.12349688;0.17875135;0.17225736;0.10869432;0.04480473;0.046029307;0.06867658;0.093502134;0.11119284;0.16839066;0.20393129;0.20141904;0.15203886;0.12266752;0.09915487;0.17744328;0.26427332;0.29828134;0.25684792;0.15637496;0.03989528;-0.0046385545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0018034701;0.01469494;0.06668832;0.13826606;0.18916398;0.18235089;0.12223521;0.052501023;0.0074031358;0.032022174;0.12448454;0.22054105;0.28082648;0.3173356;0.33062613;0.33712593;0.30123016;0.20372534;0.08569824;0.033442125;0.064350486;0.13826606;0.18791798;0.19300473;0.16104323;0.15606835;0.21644591;0.28987166;0.29512984;0.2220968;0.1088205;0.023155663;0.0011555573;0.030724674;0.07449111;0.11672682;0.12900935;0.10317074;0.056428578;0.020438215;-0.0011488774;0.032258738;0.121608995;0.21363215;0.2933361;0.34412715;0.35063228;0.3262398;0.28066507;0.24393773;0.26915252;0.32875776;0.3507869;0.29711363;0.20128979;0.13319826;0.10976183;0.10750067;0.10185523;0.081396125;0.0545692;0.029269902;0.011504856;0.002032306;-0.00027336556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004570461;0.04244333;0.12151714;0.20126224;0.25401378;0.2565436;0.19503027;0.126583;0.11026773;0.10421163;0.11068519;0.08995085;0.044975426;-0.004497543;0;-0.00435282;0.040422224;0.118116155;0.17094001;0.1647058;0.10390733;0.042871375;0.04409596;0.06609012;0.086291954;0.09713264;0.14773796;0.18229707;0.1844373;0.14333506;0.11753727;0.09425674;0.17476222;0.26753885;0.30663076;0.2662456;0.16277985;0.041487228;-0.0048240963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
