;meta[fps=30]
;meta[frames=71]
;meta[profile=trss]
jaw_open_a;0;0;0;0;-0.010285715;0.0019885714;0.043817144;0.06097143;0.104571424;0.19228572;0.25078204;0.24680002;0.20726858;0.1126694;0.05339756;0.05799054;0.07128229;0.056840494;0.044634126;0.031816494;0.02143739;0.01010743;-0.018495087;-0.008538516;0.074754745;0.1868718;0.2553783;0.2636293;0.22098471;0.16572846;0.13150813;0.09603063;0.061874293;0.07227429;0.11286857;0.12576;0.09664;0.034661878;-0.002785959;0.007962124;0.02849045;0.036830697;0.035113797;0.023339756;0.011335837;0.0029524888;-0.0028077285;-0.0031314283;0.008731429;0.02784762;0.045485713;0.05085714;0.042201906;0.02129524;0.03016381;0.05858286;0.06975238;0.060609527;0.035437256;-0.00024922015;-0.006169448;0.0089424;0.019958401;0.031070402;0.0376032;0.03696;0.0316224;0.023688;0.014515202;0.006859201;0.001862401;-0.00063840015;-0.0005856001;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.019062858;0.019085715;0.06635429;0.08661716;0.10891429;0.14426287;0.14833143;0.15557715;0.12300572;0.049828574;-0.0041485713;-0.025536004;0.0026902868;0.060217153;0.119868584;0.13695315;0.11147088;0.043421723;-0.004312;-0.010182858;0.0030272;0.007432229;0.0010102866;0.012082284;0.047093946;0.08308755;0.09253851;0.06806217;0.026825145;0.02120686;0.07015315;0.13105372;0.1383863;0.098870866;0.043611437;-0.00048456874;-0.010624002;-0.013988571;0.013284572;0.039250284;0.08156342;0.12352915;0.13865145;0.099940576;0.07034515;0.021558862;-0.0028891407;-0.005997716;0;-0.04163048;0.032700963;0.16950858;0.23494096;0.2289981;0.15168;0.0029866553;-0.02974476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.017521095;0.031436678;0.03602885;0.028956909;0.014049414;0.0030439526;-0.00037524587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013359039;0.012404822;0.03626025;0.05248194;0.050573505;0.032443378;0.008206265;-0.0009542169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;-0.00087924284;0.0060851783;0.041436873;0.105460055;0.17654581;0.21651672;0.22288898;0.22124824;0.22103654;0.19763693;0.14472415;0.07126784;0.013902464;0.011938328;0.06287756;0.13036513;0.1761289;0.19127518;0.18732831;0.17903592;0.15921293;0.11620718;0.07608211;0.081528306;0.11554733;0.16795173;0.22468232;0.26085907;0.25071096;0.19329335;0.09456768;0.017862938;0.025513379;0.056107964;0.07013496;0.056107964;0.027106922;0.0042462675;0.040590014;0.095729426;0.14668462;0.16461435;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032138936;0.022182364;0.15203516;0.38703674;0.6478744;0.80129665;0.7580991;0.5901743;0.4834661;0.48337862;0.52081823;0.47437176;0.32013983;0.13750269;0.029459868;-0.0036737365;0;0;0;0;0;0;-0.0018118194;0.012033152;0.087161034;0.2549823;0.48854837;0.71448135;0.8474005;0.8440924;0.73680264;0.56599736;0.3705547;0.19727793;0.077009864;0.0133757405;-0.0018118198;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0017891569;0.015553736;0.057909045;0.10310712;0.12713352;0.12506606;0.098900616;0.07010314;0.04695543;0.023430003;0.0051527712;-0.0006321687;0;0;0;0;0;0;-0.0002938988;0.0023966746;0.0108462665;0.022511248;0.030094415;0.036279332;0.04412888;0.051922124;0.05147365;0.03896752;0.025413979;0.027378075;0.04003338;0.045802414;0.036021695;0.016794221;0.003021687;-0.00039759045;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0034065545;0.031816777;0.08941371;0.14219026;0.1484523;0.10916839;0.04318309;0.009802194;-0.0012050966;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014555786;0.012646557;0.042679895;0.11958287;0.28111976;0.4762575;0.59515905;0.57451105;0.41954952;0.22310708;0.09085101;0.03326989;0.028493237;0.056816146;0.09651602;0.11942789;0.110530615;0.10781746;0.16250093;0.259821;0.33212122;0.33713675;0.3207932;0.3439229;0.40571252;0.4230566;0.4207503;0.45663422;0.5302184;0.52954304;0.40907228;0.19989575;0.04336861;-0.0036218578;0.012925871;0.037890404;0.07272994;0.10646952;0.12636797;0.12585483;0.109844185;0.08425545;0.05506763;0.029245108;0.011378229;0.0019474144;-0.00026534396;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0049094465;0.04527601;0.13432792;0.21956137;0.23456244;0.17660369;0.074187204;0.01663757;-0.0020456028;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013971328;0.012145591;0.042971574;0.09773806;0.19306928;0.2982539;0.3540757;0.34215832;0.26238266;0.15379596;0.074220434;0.033294223;0.026244625;0.051746555;0.08798247;0.108949006;0.100800626;0.09923556;0.15178922;0.24409555;0.3128018;0.31498224;0.2885278;0.29217702;0.33356628;0.34666258;0.32788646;0.31520835;0.3297085;0.3141415;0.23896906;0.11708083;0.025339425;-0.0015411878;0.011789682;0.034588214;0.06634182;0.0970761;0.1151908;0.114805065;0.10029062;0.077060774;0.050421186;0.026789214;0.010406859;0.0017861036;-0.00024313455;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;-0.00067908445;0.005905808;0.021953354;0.039464828;0.045281574;0.036459044;0.017745256;0.0039019524;-0.0004786989;0;0;0;0;0;0;-0.0012833583;0.0104579;0.047449972;0.09834101;0.13386203;0.13524467;0.10779209;0.07492862;0.051188275;0.033191197;0.022131475;0.023634367;0.034499716;0.039520487;0.031115426;0.014539087;0.0026272773;-0.00034510848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;-0.00083493994;0.0072584115;0.027024223;0.048537843;0.055662666;0.044780612;0.0217641;0.0047535915;-0.000584458;0;0;0;0;0;0;-0.0017780878;0.014486763;0.06576477;0.13633478;0.18584538;0.18535443;0.1413774;0.089341916;0.05426932;0.032806683;0.022131475;0.023634367;0.034499716;0.039520487;0.031115426;0.014539087;0.0026272773;-0.00034510848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
