;meta[fps=30]
;meta[frames=69]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;0;-0.0074666673;0.0058361916;0.026605714;0.047984764;0.052693333;0.040731426;0.012099046;0.00039619065;-0.00384;-0.0021485714;0.00043428582;-0.01557029;0.055184;0.075739436;0.13187888;0.124196574;0.10501259;0.09206401;0.14388573;0.10451811;0.07712001;0.10226286;0.12063239;0.15885714;0.16545144;0.10506667;0.011942861;0.018422859;-0.0014742861;-0.004228572;0;0;0;0;-0.0074666673;0.0058361916;0.030445715;0.042224765;0.03687619;0.025782857;0.018745905;0.02446019;0.08341181;0.115440756;0.116082296;0.09276496;0.06329447;0.020468572;0.021180952;0.012773333;0.0066285715;-0.00648;-0.00036571495;0.015154285;0.06621715;0.08893715;0.08331429;0.049348574;0.013988573;-0.014537144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.010697143;0.0020571437;0.045577142;0.09065143;0.103542864;0.08425143;0.032777146;-0.0027428567;-0.007497143;-0.019062858;0.014605715;0.070674285;0.11993144;0.12864001;0.087849155;0.018774858;0.043286864;0.09514515;0.116649166;0.09365486;0.065549724;0.087067425;0.14665754;0.20763429;0.22350629;0.16855468;0.08842668;0.058739815;0.037912384;0.044632383;0.08733867;0.09642057;0.11269639;0.14630707;0.14244115;0.17338058;0.16466439;0.113348566;0.06287543;0.02855924;0.020059431;0.087924585;0.10047086;0.08178972;0.022464003;0.011485715;0.0069714286;0.053942855;0.07021715;0.06308571;0.032548573;0.020982858;-0.013988571;0;0;0;0;-0.014687999;0.022032;0.044064;0.051407997;0.044064;0.022032;-0.014687999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00035496868;0.0028912772;0.013137659;0.022533834;0.08414286;0.12969719;0.14131285;0.10413371;0.049121182;-0.0049667;-0.00054056395;0.0046971333;0.017521095;0.031436678;0.03602885;0.028956909;0.014049414;0.0030439526;-0.00037524587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0021469884;0.018664485;0.06949086;0.12181058;0.17072375;0.1976279;0.19668798;0.16735536;0.120183624;0.04977911;0.07256821;0.14576618;0.22232063;0.2211398;0.15015464;0.08600836;0.14976676;0.24854967;0.28734574;0.25166282;0.18353316;0.14381242;0.13356416;0.101108834;0.1108812;0.15620054;0.2346551;0.26642337;0.2221088;0.1375826;0.12889588;0.15062985;0.18301764;0.20547155;0.19365644;0.15702118;0.11230562;0.060494497;0.04369097;0.08186252;0.16340357;0.21706672;0.22629139;0.20783931;0.20299986;0.21358381;0.20230463;0.18492869;0.13793683;0.096582994;0.05319522;0.028053982;-0.0028053983;0;-0.0024082055;0.020925978;0.0745506;0.17212334;0.26000744;0.27547294;0.20627905;0.107499704;0.024282435;-0.0029456678;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010520242;0.10520242;0.21040484;0.26300606;0.21040484;0.10520242;-0.010520242;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.0422129;0.03339784;0.033408005;0.042243395;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0.0045086127;0.012238308;0.024476616;0.039936002;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014432531;0.014432531;0.027815424;0.046577718;0.049110364;0.04711446;0.044406876;0.05415182;0.048331093;0.038884338;0.018177833;0.0032602416;-0.00042939768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010496387;0.010496387;0.020992775;0.026240967;0.020992775;0.010496387;-0.0010496387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.1727769;0.2500923;0.2410193;0.1518366;0.0670735;0.05133582;0.062186323;0.12256362;0.27623153;0.44032505;0.5373785;0.48632467;0.30657884;0.15896142;0.10584811;0.09545033;0.08435305;0.09805904;0.14622208;0.18385749;0.18223213;0.15640093;0.124483965;0.1099523;0.11063881;0.07098844;0.017971616;-0.0020892052;0;0;-0.001569687;0.01569687;0.03139374;0.039242174;0.03139374;0.01569687;-0.001569687;0;-0.0019092292;0.019092292;0.038184583;0.04006042;0.10486289;0.26738116;0.44305164;0.5191089;0.44657087;0.27288797;0.1434616;0.09083701;0.06446426;0.027675478;0.00593186;-0.00073964556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.14101206;0.2040964;0.19667472;0.12384756;0.05512458;0.042711817;0.053541914;0.08541992;0.16846302;0.25630426;0.32068372;0.30550447;0.21032134;0.12888132;0.09980872;0.09180442;0.079274766;0.109777905;0.17002717;0.2125089;0.20208885;0.16565207;0.12490702;0.117960304;0.11800484;0.075701214;0.019147953;-0.0022265061;0;0;-0.0014305303;0.014305304;0.028610608;0.03576326;0.028610608;0.014305304;-0.0014305303;0;-0.0018257353;0.018257353;0.036514707;0.041156974;0.07551196;0.16350906;0.25825378;0.30636394;0.27286926;0.18353625;0.11653201;0.08455938;0.05881896;0.02528755;0.0054224357;-0.0006759675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
