;meta[fps=30]
;meta[frames=107]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.0021485714;0.00043428582;0.009097142;-0.0054011443;0.025401143;0.11736914;0.20408916;0.22788802;0.19299433;0.0902423;0.014765714;0.00045485547;0.0066285715;-0.00049142825;-0.02338286;0.004205715;0.09314287;0.18092191;0.20293336;0.19594666;0.13532192;0.09107048;0.09743239;0.088464;0.046877716;0.08551697;0.17526403;0.25426215;0.2902332;0.22794975;0.12908953;0.08537601;0.100997336;0.13923201;0.1563886;0.121920004;0.071634285;0.029668573;0.0046171425;-0.002811428;-0.008213334;0.0046476196;0.023908572;0.033112384;0.027961906;0.022217145;0.01864381;0.032087617;0.038285714;0.032651428;0.026125714;0.029222857;0.04132572;0.052740574;0.056361143;0.07538058;0.09400231;0.09317259;0.07506286;0.04237029;-0.0023786682;0.01499124;0.05229715;0.09285334;0.10442667;0.08102857;0.024579048;0.0011809539;-0.007817144;0;-0.010560001;-0.01104;0.04377601;0.14073601;0.22963202;0.25944686;0.2159863;0.12752458;0.07755886;0.090674296;0.12084573;0.11586287;0.06958446;0.030055312;0.07036708;0.17513786;0.25907874;0.26398998;0.17400873;0.067067735;0.009604571;-0.0054107457;-0.0053638094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.008950858;0.0017097152;0.038192004;0.07583087;0.086566865;0.056411438;0.040614862;0.036886856;0.07532799;0.12352915;0.13865145;0.09610057;0.07107658;0.022488385;0.03985372;0.08828039;0.13005714;0.13910858;0.11046095;0.04946286;0.016847238;-0.0014780966;0.0023710504;0.027673911;0.045156576;0.0508061;0.037886985;0.025459051;0.03275886;0.059487242;0.10076495;0.14331429;0.1683708;0.15872002;0.1163124;0.05993144;0.013881913;-0.0248381;0.010336511;0.06052572;0.11289905;0.15419428;0.14148572;0.07477333;0.022308568;0.011443808;0.044815235;0.075337134;0.07343238;0.048639994;-0.0032640037;-0.008734475;0.018002287;0.035828575;0.040932577;0.019965718;0.023457529;0.044556953;0.07916647;0.093546666;0.11009524;0.11203047;0.1096381;0.08577524;0.04323048;0.0024685697;0.018148575;0.052336;0.06041943;0.077725716;0.09713487;0.122544006;0.139944;0.094937146;0.07947429;0.07463771;0.09403201;0.10233066;0.10358858;0.07007131;0.07160197;0.061047316;0.06039589;0.047159467;0.03855452;0.027838176;-0.00030171234;-0.0041636582;0.035018973;0.093390636;0.12629591;0.11684128;0.11358838;0.1508386;0.22912876;0.29256308;0.28520495;0.18978614;0.09263021;0.02407836;-0.0051330654;-0.008359182;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0025477596;0.022149764;0.08244794;0.14308389;0.21353017;0.2991814;0.3557989;0.3714469;0.34899294;0.28923655;0.21889047;0.15865028;0.08683853;0.024726149;-0.0038144826;0.008774025;0.032644957;0.05861278;0.064423956;0.079833366;0.09923261;0.13577317;0.18248922;0.20710303;0.18187521;0.15046643;0.11737848;0.094512805;0.118028305;0.13370104;0.1412971;0.15476875;0.18014568;0.19675718;0.20685518;0.16857436;0.108737804;0.05444047;0.018671641;0.0033206753;-0.00045086755;0;-0.0026718078;0.024809644;0.070573896;0.1218893;0.16411817;0.17536123;0.17100762;0.17247233;0.17951016;0.18458326;0.1823628;0.14289089;0.10408552;0.07671655;0.073222324;0.07283014;0.05678367;0.05369308;0.07604944;0.12997139;0.17337407;0.2055622;0.18468869;0.14445652;0.080192395;0.029575957;-0.0031560727;0;0;0;0;0;-0.0024082055;0.020925978;0.07803945;0.13795474;0.18011801;0.20141613;0.19006215;0.1839659;0.18047994;0.1564186;0.130701;0.11403967;0.11978667;0.14812025;0.1565267;0.124495745;0.07172181;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0047233743;0.038486753;0.1746599;0.36212534;0.49542943;0.47758564;0.32013983;0.13750269;0.029459868;-0.0036737365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012197647;0.039303534;0.087145425;0.14989555;0.2455793;0.34668428;0.4472471;0.4724556;0.42895064;0.32472852;0.22362354;0.13525838;0.076167546;0.031984948;0.008538354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.003280121;0.028515184;0.10616658;0.19068435;0.21867473;0.17592381;0.08550182;0.01867482;-0.0022960848;0;0;-0.0034272294;0.029795423;0.110911824;0.19923255;0.22648607;0.20250605;0.14386676;0.098393016;0.073564835;0.046878293;0.026007716;0.077381976;0.18577732;0.2844404;0.31863824;0.26360747;0.17504317;0.122572094;0.12190706;0.14322428;0.14984387;0.122100025;0.07880242;0.03940121;0.013494219;0.002401446;-0.00032602414;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0045860726;0.017851148;0.054496396;0.07885544;0.07596627;0.048718076;0.012304096;-0.0014313253;0;0;-0.0013442533;0.010030411;0.057424378;0.1352352;0.20692869;0.23209935;0.18966216;0.10998265;0.0592533;0.062088512;0.092708945;0.10770724;0.08394326;0.064211644;0.109478585;0.20680381;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.002113273;0;-0.0004612049;0.0031852673;0.02180613;0.05541729;0.09270445;0.114635535;0.1091488;0.07897736;0.04426431;0.017396282;0.003644199;-0.0004612048;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.004018844;0.03493945;0.13005024;0.23361617;0.2679322;0.21558149;0.10078281;0.057855763;0.12723371;0.23046567;0.2935927;0.33217472;0.3466336;0.35378632;0.31613052;0.21377802;0.08852219;0.049738668;0.08383167;0.14438893;0.17222026;0.1502335;0.08874853;0.04179894;0.01117335;-0.0012987952;0;0;-0.00039520487;0.0025938796;0.019537592;0.05465516;0.09806648;0.1310299;0.13557199;0.110523775;0.07130387;0.0356742;0.012234652;0.0021708438;-0.0035382896;0.030109785;0.08809543;0.1275417;0.11782485;0.12336143;0.18556629;0.29505473;0.33733243;0.30435786;0.26958427;0.31158063;0.38281992;0.36841106;0.2845152;0.23722312;0.24706133;0.35379896;0.4747765;0.47988492;0.38247782;0.24584712;0.1079002;0.064524144;0.067559615;0.054575376;0.05007598;0.06855784;0.08009857;0.06442953;0.03130468;0.0068353736;-0.00084050605;0;0;0;-0.0034065545;0.032609966;0.080777645;0.13234909;0.14568496;0.19819805;0.27039805;0.32110953;0.28107974;0.17398477;0.044262946;-0.0051469402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22390305;0.104645796;0.06006001;0.13219881;0.23971903;0.3025154;0.33372766;0.33648744;0.33521166;0.29727754;0.20121162;0.08173505;0.061932508;0.1228616;0.19985123;0.2242092;0.18184991;0.09451519;0.038852535;0.010653833;-0.0012394219;0;0;-0.00037293983;0.0024268918;0.018624727;0.052172612;0.09373036;0.12533003;0.12976636;0.10576463;0.06822016;0.034054417;0.01162793;0.0020372532;-0.0049539767;0.04341688;0.12691087;0.18368678;0.17283258;0.14984389;0.16384304;0.23934942;0.27530748;0.24839461;0.2199677;0.25421134;0.312351;0.30007294;0.23715019;0.21198624;0.23670548;0.30588952;0.35788772;0.31975338;0.23170455;0.14921917;0.081542075;0.06430521;0.06469671;0.051727306;0.04611929;0.06249432;0.07311291;0.05884935;0.028627306;0.0062787486;-0.00077092793;0;0;0;-0.0049094465;0.04769733;0.11033452;0.1679565;0.17345783;0.19771376;0.23215783;0.27107158;0.23407261;0.14407721;0.03670395;-0.00426747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
