;meta[fps=30]
;meta[frames=25]
;meta[profile=grlt]
jaw_open_a;-0.010514287;0.04169144;0.1340343;0.21869716;0.25453717;0.20041144;0.10157715;0.027977148;-0.0045714253;-0.009142859;0;-0.01116343;0.008800002;0.039236575;0.07216458;0.07981258;0.062180575;0.019268572;0.0013120004;-0.0061714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;-0.005630476;0.022628572;0.072525725;0.1171901;0.12821487;0.119789705;0.10310095;0.08514743;0.08302933;0.09577144;0.08858972;0.09990096;0.1044861;0.08575543;0.056988955;0.03614324;0.009801144;0.00038552354;-0.0037881907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.0004914218;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.00248335;0.021591548;0.08021506;0.14318265;0.19131719;0.19832231;0.16604806;0.118571006;0.07471161;0.030923788;0.008439095;-0.0009814121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.00946464;0.02192711;0.119553454;0.31687364;0.5585648;0.7381802;0.77347636;0.65343386;0.45050374;0.24609455;0.09656478;0.018591326;-0.0024233137;0;0;0;0;0;0;0;0;0;0
jaw_left;0.009552774;0.05468989;0.12879543;0.19707496;0.221047;0.18063061;0.106286526;0.04302724;0.009319522;-0.0011636149;0;-0.001428675;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0010263133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0016899182;0.013770941;0.062475763;0.12954703;0.17726329;0.17090662;0.108794905;0.0996139;0.19714005;0.34141728;0.44098926;0.40561613;0.2617639;0.13158329;0.07799276;0.07973593;0.11012997;0.11539704;0.097397126;0.06707768;0.036580108;0.014317827;0.00273582;-0.00035763258;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0018034701;0.01469494;0.06668832;0.13826606;0.18916398;0.18235089;0.11743987;0.09418122;0.16509879;0.28840885;0.38266408;0.3611254;0.24127258;0.12597713;0.072421566;0.072487816;0.100361176;0.105246946;0.08890997;0.061305467;0.033456042;0.013089075;0.0024853374;-0.00032562655;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.00954058;0.054593936;0.12856774;0.19684912;0.22088799;0.18059008;0.10631939;0.043053214;0.009291956;-0.0011614944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0.0099302195;0.05679261;0.13376665;0.20476063;0.22974761;0.18781136;0.1105683;0.044769477;0.009685305;-0.0012097354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0.0036440487;0.02081969;0.04900355;0.070498616;0.11943907;0.24040887;0.40375245;0.51972777;0.4928929;0.33098128;0.14218469;0.025241911;0.04464183;0.1370322;0.24971892;0.29511413;0.28675827;0.24642907;0.25889662;0.28231266;0.3006869;0.25388992;0.17486148;0.09535709;0.03731485;0.007149868;-0.00093374104;0;0;0;0;0;0;0;0;0;0
corner_left_out;0.0034547965;0.019667475;0.046261244;0.066251926;0.116023235;0.24138556;0.41088837;0.53122586;0.5043779;0.33868724;0.14549108;0.025815979;0.045883477;0.1412143;0.2518559;0.2931511;0.2786199;0.23240532;0.24113266;0.26370043;0.28073463;0.23709509;0.1634047;0.08920777;0.034970064;0.006721266;-0.0008766869;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;-0.006262049;0.05443808;0.20268166;0.36260328;0.43100432;0.37217444;0.21441257;0.08353574;0.025340425;0.0062787486;-0.00077092793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;-0.006262049;0.05443808;0.20268166;0.36253092;0.43169174;0.37398347;0.21694522;0.08588747;0.026787652;0.0065681934;-0.00080710853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
