;meta[fps=30]
;meta[frames=158]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;0;0;0;-0.007817144;0.0074285725;0.02432;0.04273524;0.04764952;0.07461333;0.102780946;0.1038156;0.08248609;0.09790325;0.14245184;0.21859506;0.2649646;0.21004346;0.119956605;0.056967635;0.044454105;0.059132945;0.061881907;0.028556189;0.033600006;0.052327625;0.054896776;0.11582782;0.18299887;0.17322056;0.11408305;0.12286934;0.14763887;0.17443506;0.20074363;0.14833371;0.07926096;0.07693563;0.09549715;0.055611435;0.018034289;-0.03282286;-0.005481144;0.066005036;0.16508803;0.23818333;0.23062035;0.1423991;0.04366812;-0.011821712;-0.010983318;0.025462857;0.044872385;0.060662854;0.069961905;0.06166858;0.05347429;0.044076193;0.023314288;0.0064457157;-0.0009980943;-0.0021180958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.021280002;0.016752;0.0812282;0.1253783;0.12847087;0.1057402;0.063254856;0.07322057;0.08128762;0.06461714;0.02617143;-0.0069600004;-0.005074286;0.020114286;0.039897144;0.045531433;0.037017148;0.014354287;-0.001268571;-0.0032685718;0;0;0;0;0;0;-0.0055771433;0.0010971427;0.009229715;0.044896007;0.12056687;0.18600687;0.18328688;0.13750401;0.03745372;-0.011337147;0.06682514;0.19921371;0.28734174;0.27218288;0.17286861;0.07807087;0.043723434;0.04336457;0.04723429;0.018422859;-0.0014742861;-0.004228572;0;0;0;-0.020159999;0.003908572;0.08587428;0.17070858;0.19494858;0.15271239;0.06629334;0.013552003;0.019990098;0.054384764;0.065235436;0.050465528;0.029076954;0.021625906;0.029050287;0.038629334;0.04117333;0.027291428;0.0005790464;-0.0053638094;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.010697143;0.0020571437;0.045577142;0.09065143;0.103542864;0.08425143;0.01464381;0.0067200037;0.060830485;0.12024381;0.16662857;0.18065982;0.13699353;0.113634266;0.09559926;0.067168005;0.04701715;0.028076194;0.007844573;-0.0011817139;-0.002564572;-0.016228572;0.014352761;0.05653029;0.09748116;0.09685943;0.085724965;0.03867429;0.050048012;0.090256765;0.1588846;0.1964419;0.20782787;0.17166173;0.09104611;0.06775314;0.067958854;0.1023101;0.1257219;0.18300113;0.15133715;0.13156343;0.087904915;0.063207775;0.011418218;0.083077185;0.15467612;0.17423786;0.15714987;0.10183314;-0.008426672;-0.03148952;0.043474283;0.13954285;0.22773331;0.26511997;0.20877713;0.10595048;0.029257145;-0.004769518;-0.00953905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.029664002;0.023280004;0.12081601;0.167472;0.12338513;0.1158697;0.17191997;0.31218588;0.3813181;0.33117715;0.17789713;0.063306674;0.076548584;0.16329142;0.2104838;0.20745143;0.16095239;0.065508574;-0.0054857135;-0.014994286;0;0;0;0;0;0;0;0;-0.004224;0.00080457155;0.018002287;0.021245718;0.043744;0.095462866;0.12479086;0.135856;0.16132115;0.162208;0.17349029;0.19854632;0.16226743;0.09050514;0.03829943;0.0011428552;-0.011062856;0;0;0;0;0;0;-0.005988572;0.0011657135;0.025462857;0.03530286;0.07012572;0.11018287;0.10569143;0.060015995;0.05673828;0.10156343;0.17784916;0.23000228;0.23100571;0.16271088;0.09750858;0.06775771;0.032777146;-0.0027428567;-0.007497143;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006933977;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.020954605;0.004587399;0.014504099;0.018130125;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;0;0;0;-0.00024332535;0.0018193739;0.010361208;0.024365932;0.03723196;0.041739047;0.034092586;0.020068774;0.008134701;0.0017748441;-0.00022106033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018101495;0.01680901;0.049127858;0.07110347;0.06650177;0.061456338;0.07625911;0.11574223;0.13423449;0.10801736;0.052520107;0.011002122;0.0028578797;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.017521095;0.031436678;0.03602885;0.028956909;0.014049414;0.0030439526;-0.00037524587;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;-0.0031560727;0.029614123;0.08004688;0.14187299;0.17349097;0.1871291;0.17667805;0.15731458;0.13564911;0.17723723;0.27898204;0.39902973;0.4485016;0.37912238;0.26807585;0.19291739;0.18268962;0.19890176;0.185641;0.13268864;0.06884484;0.035394296;0.06081607;0.11224598;0.13976178;0.12428199;0.075495265;0.030837908;0.008439095;-0.004137485;0.028404653;0.091769435;0.17115073;0.20027822;0.16750085;0.0866596;0.021457953;0.038395785;0.1214432;0.25431067;0.3835905;0.44643235;0.3823309;0.25931326;0.11137718;0.02145429;0.017950257;0.07803945;0.13709357;0.18840063;0.2212865;0.22586198;0.21166202;0.1712426;0.101006255;0.040842872;0.008788341;-0.0010997351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0045134467;0.039178003;0.14557536;0.27240032;0.34581414;0.3136583;0.1938897;0.07956523;0.017211689;-0.0021469882;0;0;-0.00248335;0.021591548;0.08034388;0.14434919;0.16556859;0.13323851;0.06478895;0.014184437;-0.0017426389;0;0;0;0;0;0;-0.0025477596;0.022149764;0.08244794;0.1466579;0.18357216;0.1687676;0.15841912;0.2127182;0.29736862;0.31500685;0.24761322;0.120753765;0.026407955;-0.005653736;0.020925978;0.07803945;0.14018044;0.16077365;0.12933816;0.06286024;0.013697786;-0.0016853859;0;0;0;-0.0010090845;0.008774025;0.032644957;0.05861278;0.067200735;0.05405043;0.026257666;0.0030007735;0.023045773;0.08837827;0.1587841;0.18212545;0.14356135;0.09913098;0.09709301;0.11604817;0.11369495;0.07294989;0.01846887;-0.0021469882;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009224098;0.008556147;0.025127718;0.036057737;0.037841067;0.038065307;0.042185407;0.055099934;0.06257013;0.051158223;0.030115886;0.012216629;0.00263576;-0.00032946997;0;-0.0024491574;0.022742176;0.06647712;0.09550546;0.09932498;0.07878122;0.042976875;0.023931762;0.028690126;0.037717022;0.0477469;0.046475668;0.028827956;0.017217785;0.018527715;0.024253014;0.019402413;0.009701206;-0.0014984388;0.0043035187;0.019544272;0.04057553;0.053981118;0.06826999;0.07885088;0.07754179;0.06313397;0.037967872;0.009711808;-0.0011291567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010742892;0.009980314;0.02911157;0.042108797;0.040327594;0.027926749;0.013795592;0.01219887;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029341377;0.011922941;0.023167195;0.04957157;0.067797124;0.06536387;0.043846272;0.018909402;0.0040967725;-0.00050891587;0;0;0;0;0;0;0;-0.00052481936;0.004564338;0.01696916;0.030455427;0.034908436;0.028069884;0.0136294;0.0029739765;-0.0003657832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.005115398;0.0444689;0.1655797;0.29505473;0.3629484;0.33378112;0.21537626;0.122885704;0.13083695;0.21150813;0.30621943;0.34131977;0.3119918;0.30213788;0.34956113;0.4008817;0.37061736;0.24960247;0.10481353;0.04143789;0.088792704;0.22456358;0.34456486;0.36461082;0.27197403;0.13331763;0.029106004;-0.003579109;0;0;-0.0019092292;0.019092292;0.038184583;0.04773073;0.038184583;0.019092292;-0.004845768;0.023928262;0.10858093;0.22508489;0.307908;0.2967889;0.19892302;0.085426606;0.018305006;-0.002282615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.009548003;0.088663206;0.25912824;0.37503645;0.36023578;0.24034394;0.10765344;0.10879267;0.17709817;0.19872497;0.16244777;0.09555609;0.03864288;0.008319715;-0.001040892;0;0;0;0;0;0;0;0;-0.004018844;0.03493945;0.12885015;0.2403636;0.3416519;0.37668034;0.33505023;0.27959356;0.22914314;0.16546392;0.11187638;0.055751715;0.012178988;-0.0014973255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.13336773;0.25688317;0.34553894;0.3469268;0.25031513;0.15292425;0.13277327;0.19574758;0.2846058;0.31773174;0.28669629;0.26548898;0.29292956;0.32875997;0.3022323;0.20372534;0.08350141;0.05457539;0.11396003;0.23512836;0.322695;0.31831622;0.21990275;0.1088205;0.023767954;-0.0029222895;0;0;-0.0018257353;0.018257353;0.036514707;0.045643385;0.036514707;0.018257353;-0.0045565455;0.022262836;0.10086609;0.2090821;0.2860126;0.27570164;0.18480115;0.07940168;0.01700695;-0.0021209703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005588531;0.05189244;0.15169929;0.21957062;0.21036774;0.14487135;0.08672985;0.119466916;0.1890304;0.21207473;0.17333354;0.101973996;0.041257165;0.008906028;-0.0011132535;0;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.1341982;0.2468912;0.34435204;0.372617;0.32214487;0.25821632;0.20340917;0.14021926;0.09252303;0.046261236;0.010091641;-0.0012412774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
