;meta[fps=30]
;meta[frames=53]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.011783621;-0.012261334;0.048827432;0.15684117;0.255293;0.283744;0.2496229;0.16344383;0.10988801;0.12087847;0.13712001;0.11291201;0.084832005;0.03369143;-0.0062857145;-0.006939429;0;0;0;-0.008950858;0.0017097152;0.038192004;0.07025372;0.091938294;0.08415619;0.06166934;0.055293713;0.0533379;0.04008762;0.02429714;0.0005790464;-0.0053638094;0;0;0;0;0;-0.0012914286;-0.00236;0.0047199996;0.020234285;0.039645713;0.054817144;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.001057143;-0.0012914286;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.05257372;0.041401908;0.015402517;0.0024338285;0.01733684;0.06683642;0.12223452;0.123202756;0.098800935;0.07680915;0.06474012;0.09445487;0.117238104;0.10674286;0.095913135;0.081048384;0.065568;0.06229715;0.04158781;0.026822861;-0.00037485504;0.009402668;0.042244565;0.08144456;0.10843123;0.10922057;0.06653257;0.040435813;0.01378743;-0.0018468556;-0.0038400008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0004914218;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.080013484;0.123148866;0.19484371;0.26054084;0.2918912;0.28691468;0.23591107;0.17261073;0.115397036;0.055184755;0.0074514793;0.020284748;0.08034388;0.14201613;0.18722932;0.1954885;0.1661645;0.1373309;0.12863085;0.13574931;0.14854534;0.17049879;0.18783239;0.19834355;0.1761127;0.1297902;0.06188574;0.01641253;-0.0019084339;0;0;0;0;-0.0005796869;0.0038502652;0.028501268;0.07646857;0.1348237;0.17824654;0.18688102;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0005796869;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;-0.0032138936;0.022182364;0.15203516;0.38703674;0.6478744;0.80129665;0.76282245;0.5516876;0.3088062;0.12125325;0.02538875;-0.003213893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.2607448;0.1516728;0.076364145;0.06842478;0.0948057;0.10898749;0.0857205;0.03997374;0.0071725314;-0.0009446748;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.001493986;0.012882567;0.04959543;0.08706754;0.098456115;0.07516686;0.056645658;0.08251656;0.1356833;0.1566069;0.118813805;0.12819111;0.20499112;0.3163654;0.4005541;0.4249566;0.4215111;0.43746582;0.3895351;0.26907998;0.13331763;0.029106004;-0.003579109;0;-0.00047583625;0.0032766226;0.022570731;0.057595424;0.09651602;0.11942789;0.11214623;0.09239055;0.12102167;0.21936405;0.3586621;0.46860456;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014327569;0.012355997;0.047550384;0.083455026;0.09435378;0.07176588;0.056467548;0.08730576;0.14479303;0.16698799;0.12837107;0.12073231;0.17250523;0.2662896;0.3490995;0.37801623;0.374401;0.3774114;0.32473704;0.21887615;0.1088205;0.023767954;-0.0029222895;0;-0.00043210128;0.0029669786;0.020578166;0.052492436;0.08798247;0.108949006;0.10251837;0.08338284;0.10326306;0.18074477;0.29298407;0.38231826;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;0;0;0;0
