;meta[fps=30]
;meta[frames=32]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;0;-0.008950858;0.0017097152;0.038192004;0.07371277;0.084441155;0.07913144;0.05517791;0.042893715;0.04432457;0.035472758;0.039268572;0.061796576;0.05584458;0.05812115;0.10054857;0.15759085;0.21823086;0.2160244;0.1320122;0.053476583;0.033408005;0.052190475;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.010636191;0.00833524;0.039113145;0.06088838;0.07657753;0.07464;0.041724954;0.025695242;0.012973717;-0.0010811428;-0.0029668575;-0.0052967626;0.004156953;0.012064;0.036120385;0.054931812;0.08658286;0.10761295;0.1259581;0.14317258;0.15655772;0.12402743;0.085536;0.038102858;-0.003131428;-0.008731429;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.063526995;0.08097247;0.10004549;0.12461286;0.15130374;0.1773769;0.19979991;0.20475017;0.19200039;0.17911726;0.14007188;0.09552428;0.057123005;0.02356582;-0.0036403378;0.008855136;0.05056635;0.11907436;0.18225066;0.20450065;0.16718598;0.098456115;0.03987912;0.008635666;-0.0010782655;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;-0.001428675;0.013260436;0.038836632;0.054363333;0.06954651;0.10434363;0.1529721;0.19613081;0.1900164;0.12733708;0.054660738;0.011705066;-0.0014599524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.002920434;0.027115138;0.075284116;0.1497077;0.24068905;0.30213505;0.3046362;0.32057425;0.35700586;0.40725142;0.44255152;0.43643942;0.4033962;0.37868792;0.4129464;0.38935658;0.3055639;0.18215567;0.07212545;-0.007570122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0031171094;0.028944585;0.080762066;0.15588272;0.24248938;0.2972071;0.2906973;0.29127806;0.3059491;0.33458397;0.36850777;0.38503602;0.38150188;0.3751756;0.39790082;0.35701475;0.26758707;0.15484126;0.059315242;-0.0062731816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018813978;0.015340628;0.069467;0.14398594;0.19695675;0.1898542;0.12725599;0.054683;0.011711427;-0.0014605885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019526458;0.015908387;0.07222342;0.1497615;0.20489424;0.19751339;0.13239476;0.056853842;0.01217454;-0.0015184776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.00843846;0.07835077;0.22491944;0.36804485;0.455182;0.44579113;0.3518641;0.33753192;0.38943046;0.4529935;0.4785584;0.38834244;0.27996168;0.23525453;0.22443333;0.2008012;0.15314505;0.08522027;0.08475456;0.13151787;0.16220619;0.21458326;0.28892666;0.3492869;0.3594101;0.29614574;0.17430206;0.07055799;0.01522931;-0.0019036635;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0086351335;0.08018021;0.23010965;0.376718;0.46632892;0.45664534;0.36517024;0.3687554;0.451686;0.5442784;0.580196;0.471341;0.3302959;0.25897053;0.23433425;0.20528944;0.15509917;0.08251414;0.085302286;0.14535375;0.18645786;0.23929194;0.3027184;0.34779978;0.3499122;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0024547232;0.021341063;0.07943897;0.14266339;0.16216202;0.14590573;0.09256143;0.049729023;0.026893413;0.014305304;-0.0014305303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
