;meta[fps=30]
;meta[frames=98]
;meta[profile=yenn]
jaw_open_a;0;0;0;-0.019712;-0.006939434;0.083564796;0.20870583;0.28633237;0.30518585;0.20133872;0.15556727;0.20025098;0.21508542;0.18272382;0.09883429;0.063171804;0.15895467;0.23183315;0.20746057;0.12915885;0.0026879963;-0.026431998;-0.010656001;0.008400002;0.043344002;0.041914668;0.072729155;0.112610295;0.10313524;0.08410972;0.06328229;0.03585707;0.073277265;0.119093955;0.122791335;0.09474653;0.045667358;0.058118407;0.105664;0.116998106;0.095725715;0.063177146;0.019603807;0.01729143;0.04256;0.045215238;0.07168;0.11811429;0.12105524;0.10766515;0.10433943;0.09281695;0.09148914;0.084996;0.033048;-0.004920572;-0.007125714;0.009097142;0.014662856;0.01712;0.031540573;0.053540576;0.07605258;0.08755658;0.070144005;0.035552002;0.009792001;-0.0015999987;-0.0032000006;0;0;0;-0.040896006;0.032128006;0.16651201;0.23078401;0.20007542;0.153792;0.108893715;0.17612115;0.24292572;0.21612574;0.1152;0.036533587;0.012891934;0.0438141;0.11634235;0.22656615;0.33501107;0.37907612;0.3468262;0.26323965;0.17284116;0.10323101;0.06412954;0.038055617;0.027484445;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.05007452;0.07232092;0.07006813;0.03688564;0.01841006;0.024378518;0.032519925;0.03529143;0.012192;0.009178666;0.04093257;0.063088;0.061504;0.040752;-0.017301336;0.0062171477;0.06881829;0.10638324;0.120432004;0.08576305;0.036159236;0.02370438;0.06503848;0.113694176;0.13297799;0.124868885;0.120714985;0.08022889;0.07631544;0.08762606;0.07725166;0.08483201;0.089914516;0.07643429;0.07862858;0.084182866;0.0670019;0.047565717;0.020982858;-0.010689525;0.002194286;0.036388572;0.042821333;0.05065257;0.0651143;0.036532003;0.09013981;0.17752628;0.17276381;0.1671259;0.15405372;0.07740952;0.038750473;0.03391999;0.059328;0.17810896;0.306176;0.3322606;0.31671318;0.2144823;0.12348801;0.06587429;0.02333714;-0.03808;0.010285714;0.04402286;0.078546286;0.13983543;0.19155507;0.1856777;0.15173486;0.094046466;0.045412567;0.043129146;0.05191619;0.04723429;0.018422859;-0.0031393021;-0.007474794;0.0053973333;0.026629081;0.05472762;0.08102707;0.09124623;0.08366984;0.065136775;0.040932577;0.019214734;0.0054308604;-0.0017264767;-0.0016650164;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008299303;0.006198594;0.03539644;0.083352044;0.12757547;0.14315043;0.11703017;0.06891927;0.02791538;0.0060449657;-0.0018139665;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.00079982466;0.006518256;0.029568322;0.05791859;0.11195971;0.19642864;0.26263565;0.33045158;0.37415493;0.33732763;0.26699227;0.20161079;0.19171174;0.25986427;0.30435345;0.24904345;0.14218785;0.030866764;0.04921136;0.15503593;0.23850487;0.25372866;0.18870835;0.110869266;0.0973683;0.17063975;0.26056635;0.29377958;0.2351811;0.13581847;0.051313024;0.08713434;0.21499465;0.32833654;0.37569433;0.33845124;0.23822981;0.13630036;0.08050968;0.08004211;0.10875331;0.15071142;0.18139905;0.19990726;0.21357763;0.1949513;0.13430724;0.06430707;0.01707094;-0.0019847713;0;-0.0026718078;0.024809644;0.0725205;0.10496388;0.10114701;0.064886756;0.01641253;-0.0019084339;0;0;0;0;0;0;0;-0.0028053983;0.028053982;0.056107964;0.07013496;0.056107964;0.028053982;-0.0028053983;-0.0010090845;0.008774025;0.032402825;0.058615167;0.09369218;0.13215668;0.15884374;0.16302288;0.1363495;0.09299942;0.07059202;0.07762556;0.09797805;0.11035026;0.10291183;0.08213248;0.05495559;0.029451115;0.011579268;0.0020397983;-0.00027465555;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0043355916;0.032328878;0.18540993;0.4367809;0.6686111;0.75009805;0.6130852;0.35420352;0.20307887;0.2439098;0.37742382;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.08193996;0.107745886;0.11745318;0.117964804;0.1221007;0.13061649;0.1442835;0.14197835;0.12231416;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0045086127;0.012238308;0.024476616;0.039936002;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0007172531;0.005860483;0.026373923;0.054528728;0.074576825;0.071900256;0.048230905;0.020800343;0.00450645;-0.00055980746;0;-0.0012635425;0.011728123;0.034343857;0.04973458;0.047953375;0.030781446;0.0078094685;-0.00090730115;-0.0013637352;0.012657689;0.037071332;0.052684702;0.061064582;0.0604788;0.047900364;0.035665978;0.03598458;0.058605675;0.10791665;0.14862883;0.1432757;0.09604195;0.04024888;0.018136276;0.026146077;0.039467473;0.03806266;0.024438556;0.006207711;-0.00072096393;0;-0.0010019279;0.009298315;0.027248198;0.03758886;0.05439408;0.085243054;0.113838084;0.13918844;0.14364313;0.111046344;0.07051969;0.037065696;0.009711808;-0.0013545905;0.0016643135;0.009791062;0.023191847;0.0356408;0.040021453;0.032726858;0.01919805;0.0077315434;0.0016364824;-0.00020595186;0;0;0;0;0;0;0;-0.00090253033;0.007856387;0.029107595;0.052263256;0.059916876;0.048207838;0.023430003;0.004896193;0.0010647471;0.012589832;0.03478386;0.06336902;0.08819881;0.098211184;0.09159263;0.07329393;0.049333017;0.026660826;0.010613016;0.0019301695;-0.00025657844;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.004608868;0.042797163;0.11827387;0.24412341;0.35530776;0.44796568;0.46205756;0.40591252;0.2675147;0.13331763;0.029106004;-0.0062434953;0.024740197;0.06754737;0.14903936;0.230551;0.25059143;0.21408969;0.16074632;0.12543653;0.13482223;0.1720351;0.21745454;0.2819664;0.31540203;0.28638664;0.19327769;0.08122408;0.034642812;0.047061067;0.07134097;0.063646525;0.08859083;0.17675306;0.29607895;0.34101728;0.27251884;0.15016487;0.07838601;0.06398042;0.10163768;0.16648695;0.23098794;0.2508071;0.20285073;0.09861558;0.01389618;0.06402778;0.24828887;0.44591355;0.511345;0.4113471;0.19989575;0.043633956;-0.0060108253;0.004808512;0.027581593;0.06503737;0.09958477;0.10523213;0.1515646;0.22551282;0.31478235;0.39222527;0.41173077;0.33192942;0.23029962;0.1141836;0.024914604;-0.0055671935;0.018665548;0.10701518;0.25215742;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.004282314;0.039757982;0.10920643;0.23510051;0.3403957;0.41653302;0.4108869;0.34616235;0.21681161;0.1088205;0.023767954;-0.005130241;0.0204987;0.055396777;0.12925853;0.20770147;0.23144253;0.20270577;0.15434326;0.11683905;0.12018477;0.147866;0.1799167;0.2298979;0.25636068;0.23243615;0.1568685;0.06563593;0.030599771;0.045401808;0.06829807;0.061618563;0.07848435;0.14577493;0.24144976;0.27831328;0.22216266;0.12498492;0.07096989;0.06230739;0.09246792;0.1415063;0.18903038;0.20332085;0.16456872;0.079983056;0.012983035;0.03684938;0.14525169;0.26094654;0.29929814;0.24082448;0.11708083;0.025582558;-0.003730697;0.004359501;0.02512223;0.059267566;0.090841286;0.09520264;0.14607237;0.2282171;0.32099894;0.39341792;0.40322566;0.3164051;0.21633755;0.10747903;0.02347294;-0.0049270736;0.015214462;0.087316155;0.2057663;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004087309;0.037950803;0.110969074;0.1606285;0.15480341;0.09931887;0.02513558;-0.002922289;0;0;0;-0.0015585547;0.014472293;0.042303625;0.061228927;0.05900242;0.037850607;0.0095739765;-0.0011132531;0;0;0;-0.0015585547;0.014472293;0.042303625;0.061228927;0.05900242;0.037850607;0.0095739765;-0.0011132531;0;-0.0015585547;0.014472293;0.042303625;0.061228927;0.05900242;0.037850607;0.0095739765;-0.0011132531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025910968;0.024064079;0.0702908;0.101715155;0.097994104;0.0628487;0.01587777;-0.0018468868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
