;meta[fps=30]
;meta[frames=173]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.029936764;0.023550479;0.121842295;0.16884267;0.16455162;0.108969145;-0.024784764;0.014668189;0.08150857;0.11234285;0.116902865;0.08171429;-0.008774856;0.007579423;0.06480869;0.16168411;0.23212099;0.23351896;0.15340939;0.080457464;0.06882318;0.0913082;0.10559164;0.07624992;0.045685336;0.061865143;0.08578972;0.10239391;0.10205714;0.077348575;0.09003428;0.12633145;0.12016001;0.079268575;0.037325718;0.022422856;0.03075337;0.053877942;0.09699704;0.1425079;0.1774423;0.16146867;0.11266318;0.04766995;0.046308883;0.08124144;0.14438859;0.1663543;0.15505525;0.13011809;0.12360382;0.09732192;0.08854095;0.06596953;0.021927617;0.006403811;0.0066285715;-0.00049142825;-0.0015314287;0;-0.005577143;0.008365714;0.016731428;0.01952;0.016731428;0.008365714;-0.011047619;-0.005630476;0.022628572;0.072525725;0.118384756;0.11728001;0.112548575;0.14279619;0.18533333;0.19998477;0.17210667;0.08822476;0.021600002;0.005588571;0.0046019056;-0.00049142825;-0.0015314287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.029375998;0.036246855;0.09985372;0.12626742;0.107670866;0.07924114;0.00049828953;0.023657145;0.04201143;0.0408;0.034605715;0.038224;0.047015995;0.10378742;0.14967315;0.15515658;0.16995202;0.123522304;0.07334515;0.04669029;0.015360001;-0.015451429;0;0;0;0;0;0;-0.005881905;-0.0113371415;0.021554286;0.106460944;0.18053715;0.21549715;0.17616381;0.08900572;0.01827429;-0.027977148;0.012297151;0.10269259;0.14392687;0.14728229;0.101750866;0.025197707;0.039033152;0.08567773;0.07983164;0.07385906;0.051604573;0.049118474;0.05345219;0.048891433;0.019093333;0.0038933342;-0.0061714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0052967626;0.004156953;0.018220192;0.026398476;0.0430461;0.063987814;0.061795052;0.09829181;0.10127239;0.07407238;0.036937147;0.017036194;0.011026288;0.048;0.08762423;0.12631132;0.13511726;0.11151452;0.07262614;0.03985098;0.049088467;0.07870386;0.09923887;0.07306059;0.035301343;0.027702862;0.06583544;0.118669726;0.12575085;0.100690305;0.072128005;0.052978296;0.064576;0.112937145;0.10372572;0.07924572;0.04423314;0.009814856;0.005994973;0.045242213;0.07347414;0.0937079;0.0785149;0.040023163;0.031489827;0.029203806;0.051367622;0.060049526;0.08594286;0.10568763;0.13025525;0.1172;0.08389334;0.020175233;-0.0035657145;-0.021729525;0.012114288;0.049599998;0.09775238;0.12608;0.14218667;0.12428494;0.111286856;0.09408609;0.088234656;0.07177143;0.05897753;0.04224915;0.012909718;-0.001727999;-0.0036022866;-0.011154287;0.0021942854;0.04747429;0.094342865;0.107725725;0.087622866;0.0015161888;0.0226781;0.12464001;0.18357334;0.17894097;0.11853715;0.0023619023;-0.023253333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.011184;0.016776001;0.02020343;0.049627814;0.07455771;0.10259695;0.11660266;0.12397714;0.07439238;0.03910095;0.00095999666;-0.016126476;0.0012822861;0.028009145;0.055829722;0.05466972;0.06361486;0.04392229;0.037806857;0.055131424;0.07732572;0.07882286;0.093074284;0.07585143;0.04864;0.023268571;0.006285715;-0.001714286;-0.020190477;0.014217147;0.067154296;0.108860955;0.12545143;0.09592685;0.032593522;0.027693715;0.04786514;0.053340953;0.07933563;0.09866057;0.091142096;0.07455391;0.04273371;0.0018712364;-0.012097521;0.035812575;0.13059199;0.20503317;0.249056;0.21872;0.119908586;0.03604571;0.004754285;-0.013988571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022837596;0.021205885;0.0619923;0.08972821;0.08646797;0.055471815;0.014033349;-0.0016317108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0013750268;0.012768855;0.037314653;0.05400391;0.052035842;0.03337851;0.008439095;-0.002928015;0.016925426;0.062971175;0.11314628;0.12978543;0.10445098;0.05079774;0.011128556;-0.0043679285;0.027863136;0.08149014;0.11796507;0.11369495;0.07294989;0.01846887;-0.0021469882;-0.002075422;0.017905882;0.068803824;0.1183241;0.15740287;0.1849201;0.1928389;0.20786782;0.21617308;0.20565642;0.1988827;0.20273297;0.21307068;0.21675363;0.20440045;0.20811802;0.23200113;0.24512738;0.21846154;0.17749335;0.14292549;0.1557074;0.21833746;0.28365535;0.29832876;0.2576529;0.19616793;0.14563975;0.12501673;0.10320096;0.067463145;0.01707094;-0.0019847713;0;-0.0026718078;0.024809644;0.0725205;0.10242327;0.12341557;0.14126228;0.19595084;0.28950086;0.35461086;0.31290203;0.2272439;0.17430444;0.21486342;0.2964452;0.33527604;0.2739963;0.16121258;0.06524698;0.014112876;-0.0017629165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0062595443;0.05943937;0.15407981;0.24441968;0.2734571;0.26033306;0.20623505;0.20125867;0.19154283;0.17434019;0.15934995;0.16224706;0.17749652;0.21720865;0.2426501;0.2519276;0.2544639;0.21706446;0.15343238;0.08766654;0.025971401;-0.0029127474;0;0;0;0;0;0;0;-0.0035568436;0.030923784;0.11508931;0.2035989;0.26555812;0.2794985;0.28769642;0.3240149;0.35827148;0.314226;0.21277799;0.09140445;0.019580537;-0.0035518345;0.009651429;0.035909455;0.06447405;0.0709198;0.08666021;0.11695766;0.13743898;0.1293798;0.086118095;0.02505297;-0.0028053983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.04232377;0.06960124;0.22159038;0.32072294;0.30906028;0.19826509;0.040124822;0.08725783;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;-0.002137446;0.013991737;0.10605034;0.295077;0.54013;0.7542939;0.84215;0.78589916;0.62770224;0.42080972;0.22603492;0.089171596;0.01598075;-0.0021374463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;-0.0025444792;0.0169952;0.124253646;0.33287588;0.586493;0.77508926;0.8121502;0.68610555;0.4730289;0.25839925;0.101393014;0.019520892;-0.0025444792;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0046942183;0.043594997;0.12735617;0.18429905;0.17756389;0.1138858;0.025366267;0.03076608;0.068226516;0.085283145;0.068226516;0.034113258;-0.0053851237;0.01608094;0.07300714;0.15134452;0.20701498;0.19855505;0.14087647;0.0985571;0.10929444;0.14699093;0.16663016;0.13467978;0.093163386;0.08244913;0.09470604;0.09820483;0.07630953;0.05041447;0.058823507;0.093071945;0.10770724;0.086654834;0.042116757;0.009224099;-0.0027285838;0.012998026;0.05901768;0.12233889;0.1673299;0.16125949;0.10805681;0.044269312;0.028990068;0.058392037;0.11783386;0.15911569;0.15317038;0.124399416;0.10687496;0.09025832;0.07456278;0.048718076;0.012304096;-0.0014313253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002608193;0.022670608;0.08445615;0.151641;0.1738663;0.13983254;0.064770125;0.044082176;0.083846524;0.12402171;0.11954219;0.07670845;0.019428916;-0.0022583134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004091205;0.040912054;0.08182411;0.10228013;0.08182411;0.040912054;-0.004091205;0;0;0;0;-0.0022129882;0.01923463;0.07166845;0.12866822;0.14541075;0.13970333;0.099761;0.06522391;0.04060074;0.02107229;-0.002107229;0;0;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0080074705;-0.004235663;0.030179763;0.08815905;0.12757352;0.12290845;0.07768306;0.029879447;0.0342935;0.0695505;0.10125037;0.114927486;0.09818019;0.06639283;0.033007957;0.0072122905;-0.0008866267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;-0.005115398;0.0444689;0.1655797;0.29737774;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;-0.001961367;0.014609223;0.08401834;0.1980817;0.30338117;0.34039202;0.27686405;0.17535187;0.11126706;0.09341455;0.08772176;0.06901335;0.045576584;0.04833189;0.12416947;0.26437816;0.3895551;0.40387985;0.30881363;0.14955978;0.04477282;0.049483553;0.110986;0.151811;0.14631265;0.09804955;0.040179543;0.026279457;0.05292984;0.10685004;0.14108999;0.17090848;0.1827702;0.18040638;0.22595327;0.35837662;0.4901494;0.53835195;0.453827;0.2615533;0.101280995;0.030391812;0.0020676823;0.04690266;0.17587544;0.26998243;0.27615175;0.188214;0.059907857;0.0071674953;0.040485308;0.058594227;0.056460492;0.03621784;0.009158363;-0.0010650122;0;-0.007670314;0.0666783;0.24828887;0.44591355;0.511345;0.4113471;0.19958144;0.04567177;0.010406691;0.04394344;0.080524005;0.11248736;0.12559222;0.117147446;0.09351196;0.062600635;0.03356607;0.0132074505;0.002339131;-0.00031430856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.16909203;0.28011674;0.37728596;0.43710542;0.42290315;0.39274326;0.31615832;0.19897453;0.12964001;0.08963136;0.05912543;0.036782444;0.019092292;-0.0019092292;0;0;0;0;0;0;-0.0032432775;0.028725643;0.09709423;0.20105724;0.28033572;0.27951932;0.19552809;0.09659698;0.01960439;0.0112587;0.040485308;0.053070262;0.101469316;0.24049532;0.4326755;0.57307416;0.60821474;0.50758564;0.3484316;0.20992172;0.104570106;0.022911863;-0.0028165306;0;-0.00037551424;0.002492713;0.018473255;0.049601477;0.087477274;0.11563645;0.12116689;0.10226699;0.07043156;0.03840911;0.015033716;0.0028726105;-0.00037551418;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;-0.0018838102;0.01405;0.080530345;0.18970968;0.29037002;0.32572767;0.26489434;0.16785426;0.10661385;0.089575335;0.08406378;0.066121675;0.043684054;0.04707113;0.11237734;0.22886817;0.3293977;0.33672568;0.25550273;0.12367698;0.038618755;0.047872562;0.106205255;0.14532073;0.14012854;0.09396926;0.03859761;0.025169436;0.050658364;0.10224953;0.13352083;0.1782875;0.21767904;0.23721293;0.2507844;0.2885617;0.31288332;0.3232404;0.27953696;0.17338084;0.078254744;0.029551309;0.001778237;0.044980902;0.15711714;0.23730847;0.23894124;0.16038267;0.048059143;0.0071879043;0.036997113;0.053566027;0.05163639;0.03313783;0.008397639;-0.00097595184;0;-0.0044864104;0.038997263;0.14525169;0.26094654;0.29929814;0.24082448;0.1167938;0.02744633;0.011231424;0.04007563;0.07339881;0.10253468;0.11453687;0.106947996;0.08546592;0.057297654;0.030733397;0.012080097;0.0021339213;-0.00028703382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.13800628;0.22858796;0.3078219;0.35661212;0.34467614;0.32396105;0.26743406;0.17543758;0.12096472;0.08628269;0.05663398;0.03516461;0.018257353;-0.0018257353;0;0;0;0;0;0;-0.004675664;0.04331112;0.12347092;0.22836721;0.29370403;0.27630943;0.17998521;0.089733765;0.018242508;0.010232652;0.036997113;0.050337594;0.07793142;0.15262106;0.25483403;0.3463195;0.40101662;0.37978077;0.30013028;0.20120995;0.10018277;0.021852605;-0.00268795;0;-0.00034190784;0.0022676964;0.01683969;0.045196127;0.07969959;0.10537922;0.11050929;0.093355455;0.06437073;0.03512884;0.013743527;0.0026096045;-0.00034190784;0;0;0;0;0;0;0;0;0;0
