;meta[fps=30]
;meta[frames=130]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;-0.020159999;0.003908572;0.08587428;0.17070858;0.18877715;0.16785143;0.08016001;0.01642286;0.004411429;0.008180318;-0.008325079;0.0035809523;0.017361268;0.035550483;0.052571435;0.05922032;0.054191753;0.04224;0.02649905;0.012383495;0.0034590499;-0.0010971429;-0.0010768258;0;-0.020159999;0.003908572;0.08587428;0.1676;0.19394286;0.17166857;0.09426743;0.041844577;0.031392;0.01909029;0.01035886;0.03703087;0.07343544;0.086566865;0.070400015;0.027330289;-0.016900573;-0.0037668576;0.07261715;0.07992686;0.13928688;0.1837166;0.16988868;0.13769536;0.11764442;0.036041144;0.036685713;0.049090613;0.05270204;0.0352;0.017332243;0.004545304;-0.0009404089;-0.0015673464;-0.020159999;0.003908572;0.08587428;0.16513143;0.20032002;0.17981716;0.090148576;0.022034287;-0.0026361917;-0.0069523817;0.026140956;0.08047239;0.10069334;0.0897981;0.047786668;0.0011276177;-0.022384763;0.0023085717;0.050422855;0.10020572;0.1069562;0.09891048;0.061028577;0.047550477;0.037913904;0.056569144;0.05995734;0.068501346;0.07226972;0.075849146;0.05099246;0.04095406;0.038032457;0.044111546;0.0666432;0.09878813;0.124235906;0.12156573;0.10400092;0.07790767;0.047570292;0.022377148;0.0062857177;-0.002112;-0.0019309721;0;-0.025600005;0.020114293;0.104228586;0.14445716;0.12896001;0.095565714;0.052251425;0.079009525;0.11132191;0.10518857;0.07510857;0.060670476;0.06592001;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0051885718;0.0010628572;0.017112382;0.04502476;0.05476572;0.0962214;0.10602635;0.1269495;0.14751787;0.1519345;0.10625922;0.07737967;0.02371475;-0.0031780559;-0.0065974877;0;0;0;0;0;0;0;0;0;-0.0051885718;0.0010628572;0.022011431;0.043771427;0.04998857;0.040662855;0.008937143;0.000057143116;0.025577148;0.053856004;0.067136005;0.06250058;0.054784004;0.078569144;0.12081982;0.14357029;0.15058286;0.1044038;0.075497136;0.035062857;0.046460953;0.07689143;0.095954284;0.07286857;0.051771425;-0.0025142871;-0.009142857;0;0;0;0;0;0;0;-0.0051885718;0.0010628572;0.022011431;0.043771427;0.04998857;0.027314283;0.026278099;0.046990473;0.06271238;0.10593523;0.13756953;0.13107811;0.11827811;0.067644954;0.04174781;0.039579436;0.03701791;0.044562295;0.05149258;0.036524948;0.074567616;0.08993143;0.06956953;0.028933331;0.044982858;0.05759238;0.067299046;0.06804572;0.040937144;-0.007931428;-0.0072713154;-0.0031428575;0.004415087;0.026837489;0.059186295;0.091665834;0.11089007;0.10866241;0.093018524;0.06990721;0.04277304;0.020144463;0.0056219464;-0.0018756578;-0.0017398864;0;-0.013836191;0.01081905;0.056411427;0.07823238;0.069241896;0.05197714;0.030986663;0.049504764;0.06786285;0.05518857;0.021417141;-0.01240762;-0.0019001911;0.04206629;0.08078325;0.1110644;0.12215771;0.097112395;0.066511236;0.040722292;0.01378743;-0.0018468556;-0.0038400008;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006752676;0.0062733414;0.018298702;0.02646839;0.025488727;0.016339377;0.0041180826;-0.00047933505;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0035568436;0.030923784;0.11508931;0.20675497;0.23713484;0.18911316;0.10662659;0.08317376;0.12787105;0.17786796;0.17509565;0.13958128;0.11729968;0.13476828;0.17211594;0.19371717;0.18084638;0.14449072;0.09685461;0.051960304;0.020437744;0.0036228448;-0.00048665082;0;-0.0035568436;0.030923784;0.11508931;0.20535512;0.24854249;0.24255887;0.20007496;0.16713586;0.13909264;0.093832694;0.05045852;0.044657722;0.06338339;0.07124899;0.08426512;0.10140394;0.10609534;0.14847845;0.20472726;0.21337079;0.24064398;0.25576356;0.21646498;0.17617264;0.1425999;0.10881212;0.1391729;0.17589557;0.16751209;0.12112285;0.06774872;0.026538815;0.0055065113;-0.00069930457;-0.0035568436;0.030923784;0.11508931;0.20421436;0.26117396;0.252623;0.2084344;0.17780164;0.15521413;0.10949879;0.089302786;0.09179567;0.10720628;0.10515471;0.067463145;0.01707094;-0.004210483;0.019344363;0.07207798;0.12953496;0.14560637;0.14746828;0.13712576;0.1560956;0.16053508;0.15739095;0.14732036;0.16102053;0.18000351;0.20017447;0.18903159;0.15718816;0.11418041;0.05640854;0.014900097;-0.0017319038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022257112;0.019344363;0.07207798;0.12834935;0.15746252;0.1701715;0.1772506;0.19497514;0.19954133;0.19871187;0.19066685;0.17336693;0.13729514;0.081475824;0.020903554;-0.0024299135;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014908238;0.029816477;0.059632953;0.08944942;0.14908238;0.17889884;0.22362357;0.17889884;0.14908238;0.08944942;0.059632953;0.029816477;0.014908238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0080074705;-0.0009860243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0080074705;-0.0009860243;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0034411452;0.026320485;0.050602924;0.08407446;0.11447424;0.119416274;0.09080964;0.06252507;0.019034242;-0.002107229;0;0;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0080074705;-0.0009860243;-0.002009157;0.018660245;0.054496396;0.07885544;0.07596627;0.048718076;0.012304096;-0.0030495184;0.014074701;0.05230302;0.09393073;0.10770724;0.086654834;0.042116757;0.009224099;-0.0026288677;0.014957353;0.029914705;0.037393384;0.029914705;0.014957353;-0.0019155907;0.0027815423;0.020258024;0.05930458;0.11367587;0.16628377;0.19725335;0.19649234;0.171511;0.1317034;0.08617535;0.045837734;0.017870104;0.003096435;-0.0004198556;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12129025;0.09290362;0.07221965;0.091614105;0.10770724;0.086654834;0.042116757;0.009224099;-0.0011331328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21547017;0.24367999;0.23283689;0.16472808;0.10626001;0.06553721;0.032777883;0.0049972697;0.06411719;0.17846438;0.32679424;0.45640537;0.50963736;0.47549886;0.379675;0.25434497;0.13649598;0.053760245;0.009620984;-0.0012876632;0;-0.0037071332;0.03222868;0.11997529;0.21178529;0.277111;0.335038;0.37907156;0.4074952;0.36983386;0.24558587;0.14208563;0.15300998;0.23078631;0.26799902;0.2156483;0.104848415;0.022911863;-0.0052044587;0.02387928;0.04243164;0.11105814;0.1733892;0.193384;0.16466285;0.17914471;0.23716825;0.37216452;0.46276343;0.44056994;0.31860825;0.17826998;0.06997272;0.014628143;-0.0018527708;-0.0037071332;0.03222868;0.11745378;0.23400027;0.3607887;0.43130213;0.38573667;0.26949078;0.13007435;0.05921579;0.083217524;0.14052965;0.14891616;0.11136241;0.045962505;0.010664964;-0.0027543737;0.012646557;0.047185235;0.084760316;0.09721483;0.07820603;0.03132416;0.075127885;0.12742963;0.21966155;0.23877054;0.1918228;0.15566064;0.23890784;0.32576746;0.38306853;0.34601182;0.2693347;0.27127418;0.3351119;0.4029512;0.4014561;0.35040948;0.26908892;0.17609441;0.09368639;0.036509596;0.0063335216;-0.0008584297;0;0;0;0;0;-0.0014555786;0.012646557;0.047185235;0.084760316;0.09721483;0.07820603;0.03800924;0.0053566033;0.02609651;0.07930073;0.11479496;0.11063881;0.07098844;0.017971616;-0.0020892052;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.20019075;0.22464335;0.23375534;0.1879227;0.14234054;0.09577874;0.04804306;0.0019556151;0.052322894;0.14565061;0.26667362;0.37244505;0.41586187;0.3880306;0.3098555;0.20762174;0.11143665;0.043911666;0.007854622;-0.0010514061;0;-0.0034455187;0.029957645;0.11147561;0.19718495;0.25404435;0.29580805;0.3201772;0.33487767;0.30150792;0.19988015;0.120926574;0.14323172;0.221209;0.25633493;0.20618843;0.10018277;0.021852605;-0.0049701193;0.022821693;0.04069609;0.10470147;0.16284668;0.181508;0.15272401;0.15755394;0.19561322;0.30344418;0.37763137;0.35950127;0.25994462;0.14543858;0.05706217;0.011927707;-0.0015108433;-0.0034455187;0.029957645;0.1097111;0.21238087;0.31647006;0.36709523;0.3198432;0.21940549;0.104144834;0.06718483;0.12274916;0.19608101;0.2017957;0.14453737;0.053510368;0.009054459;-0.0026365544;0.012145591;0.045220345;0.08123965;0.09317929;0.07497761;0.030998537;0.0625203;0.10309226;0.18664247;0.2096367;0.1750266;0.14183961;0.20241356;0.2650418;0.31345922;0.28827104;0.23695335;0.25418037;0.32138535;0.38560754;0.38405848;0.33514512;0.25730845;0.1683612;0.08958529;0.034964178;0.0060763597;-0.0008229169;0;0;0;0;0;-0.0013971328;0.012145591;0.045220345;0.08123965;0.09317929;0.07497761;0.036453478;0.0048537836;0.027964922;0.08460725;0.122457854;0.11800484;0.075701214;0.019147953;-0.0022265061;0;0;0;0;0;0;0;0;0;0;0;0;0;0
