;meta[fps=30]
;meta[frames=150]
;meta[profile=mrrr]
jaw_open_a;0;0;0;0;0;0;-0.069984004;0.054960005;0.2698446;0.39845866;0.41021183;0.38770977;0.30708194;0.3916526;0.47250286;0.35091808;0.22051048;0.18816002;0.17785145;0.13793524;0.12569141;0.11550476;0.18854477;0.26276574;0.2585486;0.17563428;0.11297144;0.08660572;0.049252573;0.013458289;0.0041965726;0.011666284;-0.009596955;0.048697915;0.14874515;0.19103391;0.16627505;0.14203885;0.047801904;0.029310482;0.03239543;-0.001125716;0.031747438;0.2044366;0.40210977;0.5562292;0.58856916;0.47966915;0.3074846;0.13673088;0.041651424;0.032993145;0.07412115;0.09949714;0.08094857;0.031474285;-0.005291428;-0.005142858;0.010834286;-0.054948576;0.11965715;0.21970288;0.23284571;0.19186288;0.19405715;0.07730285;0.15846857;0.12260571;-0.00932572;-0.02521828;0.20886171;0.41527203;0.47116116;0.38484922;0.16310172;0.020037716;-0.0017135242;0.056847245;0.06013257;0.09505676;0.19112839;0.26159316;0.2709562;0.24998093;0.15001142;0.058765713;0.02313143;-0.002639999;-0.0072000003;-0.017743673;-0.028483266;0.07050775;0.26718238;0.49224696;0.6338228;0.60365856;0.40175414;0.19620769;0.048871614;-0.012865316;-0.00901224;0.02784762;0.045485713;0.053005714;0.04176762;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.04902858;0.009478864;0.20886171;0.41527203;0.47426972;0.3730549;0.13616078;0.051766492;0.1451543;0.22508195;0.20117335;0.107748576;0.0024076132;-0.023649523;0;-0.003722449;-0.0059755105;0.014791836;0.05605224;0.10326858;0.1329698;0.12664163;0.08428409;0.04116245;0.010697139;-0.0022530626;-0.0037224481;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.020128;0.015792001;0.081984;0.111758485;0.10880305;0.081254855;0.026630098;0.02665143;0.04779429;0.02258286;0.03091048;0.06660572;0.08410667;0.06902858;0.057188574;0.05248762;0.09148191;0.116777144;0.09501714;0.015739426;0.0010377141;0.08188115;0.17972116;0.20529145;0.16704915;0.042594288;0.013164188;0.059904;0.12644573;0.18382479;0.18109715;0.13652574;0.2075048;0.30722287;0.3717566;0.35214117;0.22984003;0.08896344;0.030051436;0.035114855;0.043726865;0.047860578;0.090205714;0.13696745;0.14509144;0.11499886;0.045828573;-0.003908572;-0.010468571;0;0;0;-0.022400001;0.013440002;0.097440004;0.13888;0.118697144;0.10690285;0.08868571;0.09387429;0.112388566;0.07590857;-0.026029717;-0.009862857;0.1304663;0.24611852;0.31628576;0.2810366;0.14037105;0.032097135;-0.0014697199;-0.0133180935;-0.012068572;0.00233143;0.05140572;0.10224;0.116777144;0.07787429;0.04027428;0.05104;0.10795428;0.26070857;0.41982627;0.47667468;0.4159615;0.32557327;0.25320035;0.296113;0.3585587;0.3519419;0.32241768;0.34527805;0.37558076;0.34153017;0.2251886;0.06893715;-0.009234281;-0.019200005;0;0;0;0;0;0;0;-0.023984762;0.017295238;0.086659044;0.14282665;0.18060951;0.21166475;0.16426285;0.14106667;0.22491051;0.38472384;0.537741;0.59437716;0.5132404;0.34592152;0.20155889;0.17085335;0.24212496;0.27683547;0.31028345;0.30530632;0.1787482;0.099441916;0.07934553;0.09782096;0.13522287;0.19405715;0.1944381;0.2168137;0.216512;0.21593907;0.15736382;0.101479635;0.032804575;-0.0043794257;-0.009124573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006431422;0.005238651;0.023798173;0.04935783;0.06752994;0.065096684;0.043632526;0.01873128;0.0040077125;-0.0005000098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010957593;0.008177641;0.046794802;0.11020093;0.1669867;0.20167695;0.23606533;0.27604353;0.30404854;0.2747509;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0059564607;0.055306412;0.15855506;0.2639507;0.3043093;0.26852143;0.17915803;0.12707308;0.093923576;0.06560123;0.06669739;0.09191018;0.11268348;0.1024829;0.086807504;0.089148924;0.12755018;0.14860737;0.11960513;0.055814542;0.03325542;0.07487623;0.13729274;0.15744582;0.12666516;0.059106592;0.035216335;0.073224224;0.13675122;0.15820919;0.12654588;0.09656915;0.080192395;0.076917045;0.062792785;0.033737417;0.0130569115;0.04357116;0.076870956;0.10162339;0.10648453;0.08984449;0.061852586;0.03371112;0.013184118;0.0025112608;-0.00032866813;0;0;0;0;0;-0.0024547232;0.018585762;0.10870917;0.18059748;0.19813123;0.1408639;0.08628746;0.052293483;0.07281868;0.05825495;0.029127475;-0.0029127474;0;0;-0.0013998363;0.011407664;0.051745277;0.107303604;0.14383866;0.16944987;0.17420712;0.17811653;0.1941383;0.20268238;0.19877297;0.19151135;0.1566872;0.099751934;0.065354325;0.077164195;0.13556513;0.18737483;0.1806619;0.121135935;0.05205731;0.011158616;-0.0013912488;0;0;0;-0.00094706053;0.0070516653;0.040590014;0.095729426;0.14668462;0.16461435;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;-0.0026718078;0.024809644;0.0725205;0.10496388;0.10114701;0.064886756;0.01641253;-0.0019084339;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027767716;0.025782945;0.07305009;0.13077544;0.1658429;0.18399689;0.17799962;0.1597073;0.115512736;0.062517576;0.021219738;0.031345345;0.08479376;0.14208564;0.17589557;0.16751209;0.12112285;0.06774872;0.026538815;0.0055065113;-0.00069930457;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004818796;0.04474218;0.13083376;0.18938556;0.1825205;0.11710363;0.02963904;-0.0034457834;0;0;0;-0.0018798074;0.015315182;0.06953061;0.14413767;0.19715713;0.1900164;0.12733708;0.054660738;0.011705066;-0.0014599524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003249639;0.030179763;0.08786483;0.13051566;0.12879278;0.08618435;0.025800966;0.00062554254;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.006223615;0.049009643;0.1813924;0.36380583;0.4952333;0.47758564;0.32013983;0.13750269;0.029459868;-0.0036737365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.005159929;0.04790885;0.14010291;0.20113435;0.20791723;0.19705643;0.20063289;0.25489178;0.29006872;0.23454918;0.16252966;0.12402437;0.11008484;0.09084411;0.07788266;0.07999651;0.11447423;0.13339159;0.107369296;0.05223543;0.011418796;-0.0014034942;0;0;0;0;-0.0024915668;0.023134463;0.06764338;0.09791327;0.09345177;0.06795085;0.048966177;0.06802613;0.094418384;0.09968109;0.11714922;0.17489266;0.26708654;0.34480113;0.36209473;0.30587345;0.21087243;0.1151388;0.04513009;0.008663893;-0.0011305484;0;0;0;0;0;0;-0.005160724;0.051607236;0.10321447;0.12901808;0.10059833;0.077768676;0.04716217;0.065403625;0.052322898;0.023292437;0.022321524;0.092901774;0.16680507;0.19125292;0.15381579;0.074716784;0.016278146;-0.0020030604;0;-0.001995904;0.017342893;0.06467604;0.11625544;0.13339159;0.107369296;0.05223543;0.011418796;-0.0014034942;0;0;-0.0010446404;0.007220015;0.049325522;0.12554426;0.21010767;0.2597531;0.2455216;0.19420041;0.14709823;0.11665416;0.09131334;0.061663322;0.026559042;0.0056871353;-0.00070930144;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012431329;0.009277112;0.05308893;0.12506339;0.19149014;0.21487114;0.17565809;0.10340002;0.038981363;0.033970926;0.09177261;0.16680507;0.19125292;0.15381579;0.07222522;0.039412607;0.065640315;0.09791327;0.094361454;0.06053976;0.015320483;-0.001781205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018146028;0.01684723;0.04278974;0.13160507;0.24349724;0.31179625;0.30412778;0.24113525;0.13711011;0.07356749;0.03800924;0.008277037;-0.0010186266;-0.005523962;0.045008823;0.2042775;0.42024195;0.61033;0.6408479;0.5055112;0.2976097;0.13595344;0.036551807;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.009548003;0.088663206;0.25155813;0.45073766;0.512783;0.42106944;0.20661607;0.101040706;0.079653256;0.12334845;0.115861826;0.07225013;0.015685737;-0.0019092292;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.3724277;0.2481469;0.11981944;0.066048205;0.11617967;0.242422;0.3477691;0.3790766;0.3475554;0.2738992;0.2458909;0.2743245;0.29244047;0.25151175;0.17062609;0.073263206;0.015692422;-0.0019570997;0;0;0;-0.0025029646;0.018665548;0.10701518;0.25215742;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;-0.002348964;0.020422628;0.07600179;0.13488176;0.16897142;0.19699387;0.22849153;0.26898906;0.2864141;0.27683192;0.25018436;0.23063265;0.19449645;0.13239476;0.056853842;0.01217454;-0.0015184776;-0.0018146028;0.01684723;0.042073548;0.13825864;0.26436052;0.3240717;0.30963653;0.29029784;0.28609487;0.3238703;0.3317288;0.30146897;0.31516832;0.39370263;0.4603143;0.44056994;0.31860825;0.17826998;0.06997272;0.014628143;-0.0018527708;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017403858;0.016164437;0.040448193;0.13101134;0.24771181;0.31966326;0.31155133;0.24401951;0.1346665;0.070153505;0.036453478;0.007970893;-0.0009796628;-0.0032284341;0.026295036;0.119483225;0.24400839;0.37486202;0.41816017;0.3602654;0.2375571;0.12354659;0.035919115;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005588531;0.05189244;0.14542611;0.28230244;0.33705595;0.29257223;0.15489432;0.10600768;0.11017309;0.15925087;0.14383231;0.08560917;0.013347907;-0.0018257353;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.2023282;0.09964729;0.0607725;0.10539725;0.20870714;0.29067042;0.3169487;0.30238515;0.25741753;0.24881877;0.28065893;0.2943441;0.2513058;0.17062609;0.073263206;0.015692422;-0.0019570997;0;0;0;-0.0020409646;0.015214462;0.087316155;0.2057663;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;-0.0025048195;0.02177523;0.08107266;0.14407909;0.17843965;0.19986607;0.21963556;0.24996915;0.26529568;0.2610182;0.24244353;0.22863436;0.19473025;0.13239476;0.056853842;0.01217454;-0.0015184776;-0.0017403858;0.016164437;0.04123118;0.12373809;0.22788292;0.27384022;0.26095766;0.2536421;0.2643709;0.3056654;0.31061676;0.27277792;0.2687139;0.3237856;0.3753225;0.35950127;0.25994462;0.14543858;0.05706217;0.011927707;-0.0015108433;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.0085954275;0.07981357;0.23331559;0.33769974;0.3254261;0.20876834;0.052811608;-0.006140704;0;-0.0032692535;0.030354703;0.08876338;0.12848796;0.12120637;0.10225972;0.10510594;0.15033093;0.1750869;0.14085436;0.068456724;0.014934292;-0.0018368679;0;0;0;0;-0.0032692535;0.030354703;0.08876338;0.12848796;0.123830855;0.07944916;0.020109061;-0.0023378318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008594314;0.08594314;0.17188628;0.21485785;0.1684519;0.120287;0.060093407;0.08585965;0.06868772;0.028318934;0.048940837;0.19502026;0.35029072;0.40172297;0.3231969;0.15708894;0.034312695;-0.0042186733;0;-0.0026244945;0.022810556;0.08499688;0.15266874;0.1750869;0.14085436;0.068456724;0.014934292;-0.0018368679;0;0;-0.0021832485;0.015057066;0.10338592;0.26325816;0.44075912;0.5452034;0.5190411;0.37534556;0.21006419;0.08244036;0.017238561;-0.002183248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006024926;0.052375223;0.19502026;0.35029072;0.40172297;0.3231969;0.15381968;0.064667396;0.08454471;0.12848796;0.123830855;0.07944916;0.020109061;-0.0023378318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
