;meta[fps=30]
;meta[frames=139]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;-0.02688;0.03501714;0.08475429;0.11574858;0.11072;0.06966857;-0.0074057155;0.00045714242;-0.00384;0;0;-0.0053028576;0.004114286;0.021668572;0.03008;0.029348573;0.0040228553;0.023634287;0.017462859;0.073767625;0.14217143;0.15909334;0.15231998;0.16477713;0.10862019;0.10282515;0.08856838;0.04611885;0.0819581;0.1689646;0.25412726;0.2942515;0.20740119;0.1590781;0.1074941;0.093439244;0.078386284;0.09449143;0.049607623;0.08416001;0.07458287;0.06448762;0.037554283;0.04176762;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;-0.025600005;0.020114293;0.104228586;0.14445716;0.13549717;0.09737143;0.014953136;0.013426287;0.06580457;0.09185828;0.08308915;0.063360006;0.021379428;-0.0013645724;0.0062674293;0.04379429;0.081133716;0.088484585;0.06584686;0.034409147;0.00075428473;-0.007945143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.02505143;0.01968762;0.095817134;0.15060571;0.14881523;0.11868189;0.044754285;0.0347581;0.060464762;0.07804572;0.058590475;0.04187048;0.004586668;0.0008723793;0.05178667;0.12330666;0.11964952;0.14195812;0.1573181;0.14570668;0.12541564;0.08885435;0.009237327;0.017936764;0.074618414;0.11047773;0.124194555;0.11353957;0.08816763;0.055135507;0.025885973;0.0074087665;-0.0022572705;-0.0022796197;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0046445713;-0.0016274289;0.019693715;0.04913371;0.06395429;0.06984229;0.061723437;0.08559544;0.09381487;0.07109486;0.060678102;0.05824;0.06943999;0.09904426;0.09141302;0.080503784;0.10802074;0.12767544;0.10717351;0.08786348;0.07806903;0.07215909;0.057692032;0.05284571;0.03622095;0.056060962;0.067794286;0.09833906;0.104396194;0.11613714;0.1069562;0.07214476;0.010767237;-0.0014780966;0.0023710504;0.027673911;0.045156576;0.05257372;0.026864763;0.042800006;0.031311244;0.06415011;0.10644876;0.13793525;0.112731434;0.09814857;0.028769521;0.00073142844;-0.009142857;0;-0.03576991;0.028076194;0.12944916;0.2175421;0.25861794;0.19954899;0.09266286;0.052539423;0.09774476;0.18494475;0.21327236;0.15563276;0.09588419;0.019256376;0.0135980975;0.02572343;0.042283807;0.066738285;0.07430514;0.06530361;0.05279695;0.022532571;0.020364193;0.015800381;0.029793529;0.043448374;0.059655614;0.12028952;0.19944382;0.24716191;0.27702096;0.22566096;0.11431619;0.03145143;-0.0051961853;-0.010270478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006430477;0.0011123809;0.025996191;0.043260958;0.08842667;0.098544754;0.07361523;0.042575236;-0.0003321909;-0.0020876173;0.033222098;0.10869943;0.20130439;0.21086171;0.16560762;0.11548647;0.044083804;0.0586362;0.10863237;0.107382864;0.113752365;0.09258514;0.067867436;0.06927391;0.08147099;0.093782865;0.10819201;0.10158833;0.0789821;0.0495482;0.023276705;0.006637718;-0.002028191;-0.002044953;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.0037763137;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;-0.0025121355;0.023326471;0.06819153;0.09870103;0.09511476;0.061018996;0.015436686;-0.001794882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0031374653;0.025563473;0.11602324;0.24059723;0.32920483;0.31738213;0.21277799;0.0889855;0.042038035;0.06058419;0.11992122;0.16419688;0.16379136;0.11434669;0.07701008;0.07929009;0.1284567;0.17593567;0.19344842;0.18843879;0.18249497;0.16394824;0.12110111;0.089140564;0.09479192;0.16106945;0.23971124;0.24927966;0.21495406;0.17720048;0.16584958;0.19184437;0.21453518;0.17952068;0.14070122;0.1051156;0.09431266;0.09230285;0.07652916;0.045005888;0.018179744;0.0039256504;-0.0034034539;0.028180415;0.06530662;0.1134087;0.15398441;0.1758121;0.16170162;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;-0.00241894;0.022457495;0.0646383;0.10432431;0.12595358;0.12037088;0.08278905;0.07983069;0.10009105;0.11098296;0.099031806;0.07765561;0.05372719;0.052095473;0.049364038;0.058188155;0.080959596;0.10398246;0.10114701;0.064886756;0.01641253;-0.0019084339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004422796;0.04106473;0.12008822;0.17102908;0.19258963;0.19146365;0.1764264;0.19183579;0.21978839;0.21032493;0.17924252;0.12719117;0.05793171;0.0594668;0.12956715;0.21601564;0.25775784;0.24499519;0.17157775;0.109701544;0.054247234;0.014365735;-0.0016698795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;-0.010520242;0.10520242;0.21040484;0.26300606;0.21040484;0.10520242;-0.010520242;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.038151532;0.031108519;0.03227859;0.0393216;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.0034113259;0.034113258;0.068226516;0.085283145;0.068226516;0.034113258;-0.0034113259;0;0;0;0;0;0;0;0;0;-0.002107229;0.02107229;0.040379282;0.06907735;0.090014465;0.08832338;0.08326869;0.09727712;0.08965398;0.074709885;0.046878293;0.026007716;0.077381976;0.18577732;0.2844404;0.31907558;0.2573335;0.18744798;0.1302456;0.09867187;0.0644457;0.05518555;0.038733255;0.052680727;0.04214458;0.02107229;-0.002107229;0;-0.0034696395;0.03221225;0.09423423;0.13642389;0.1314964;0.08112965;0.051551573;0.08409514;0.14224194;0.16579519;0.14090604;0.07864697;0.045574065;0.045092385;0.062493257;0.073015496;0.058800638;0.028630087;0.0062954463;-0.0022009944;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008214218;0.0035963387;0.02654844;0.06251182;0.09570532;0.107375935;0.08777736;0.051657602;0.020929163;0.004516629;-0.0005645786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017653016;0.016396629;0.047869883;0.069260255;0.06671567;0.042780727;0.010798556;-0.0012563858;0;0;-0.0015797594;0.014668437;0.042886756;0.05956965;0.08311231;0.1063952;0.10487906;0.123862654;0.14896388;0.1429311;0.12062627;0.082065314;0.044583134;0.06634724;0.12571757;0.17558123;0.19604917;0.18292871;0.14607473;0.097878814;0.052534427;0.020701215;0.0037028932;-0.00049566285;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.001569687;0.01569687;0.03139374;0.039242174;0.025029643;0.074788354;0.1712072;0.2500923;0.2410193;0.14781217;0.1073176;0.13182403;0.1704669;0.13637352;0.06182266;0.0522728;0.1727769;0.2500923;0.2410193;0.15272163;0.050653014;0.10472743;0.24193034;0.34912363;0.3837977;0.33323565;0.2387928;0.16777837;0.099535964;0.040715378;0.01117335;-0.0012987952;0;0;0;0;-0.006818676;0.064943485;0.16648328;0.2566531;0.28050452;0.24797715;0.2268198;0.3103286;0.40285292;0.43126687;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;-0.0063640974;0.05909148;0.16894284;0.2834181;0.36515814;0.37766;0.29494804;0.20129657;0.10008257;0.021870414;-0.0076929503;0.046468675;0.13584659;0.19662648;0.18948312;0.12155982;0.030753246;-0.0035757693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004608868;0.042797163;0.12509255;0.18105207;0.17446531;0.111919045;0.028306313;-0.0032915182;0;0;0;0;0;-0.0022747475;0.021125834;0.05450487;0.15621911;0.2816345;0.33828056;0.28674436;0.17236942;0.050877027;0.045185957;0.14017071;0.2567465;0.3586409;0.4005093;0.3737509;0.29844612;0.19997777;0.10735472;0.042291507;0.007561094;-0.0010123184;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0014305303;0.014305304;0.028610608;0.03576326;0.023415424;0.062546276;0.13958155;0.2040964;0.19667472;0.11907727;0.10282748;0.13811761;0.17728555;0.14182846;0.065719046;0.04114955;0.14101206;0.2040964;0.19667472;0.124342956;0.043897424;0.09125336;0.21086498;0.30473265;0.35943604;0.33753464;0.2677912;0.19285625;0.11182256;0.037282847;0.010653833;-0.0012394219;0;0;0;0;-0.007091423;0.06623856;0.18524532;0.30237073;0.3417316;0.29965064;0.23941995;0.27100292;0.32996824;0.35163215;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;-0.005195182;0.048240975;0.13734166;0.23600195;0.31550086;0.33955428;0.27659655;0.19310534;0.095629;0.020859303;-0.007353872;0.044464447;0.12992778;0.18803403;0.1811764;0.116212495;0.029377636;-0.0034165739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004282314;0.039757982;0.116297856;0.16836098;0.16227521;0.10412629;0.026369255;-0.003065157;0;0;0;0;0;-0.002170844;0.020149885;0.05303167;0.1408822;0.24447039;0.28749764;0.2395164;0.14252682;0.043058153;0.04398229;0.13425328;0.24578108;0.34324127;0.38320193;0.35747623;0.28538942;0.19119617;0.10264146;0.040477768;0.007268555;-0.00097149925;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.06906622;0.14611448;0.1835198;0.16431616;0.09454859;0.031204484;-0.0034065545;0;0;0;0;0;0;0;0;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.030503135;0.013796917;0.011982315;0.03948338;0.057147;0.05506892;0.03532723;0.008935711;-0.0010390362;0;0;0;-0.0034065545;0.034065545;0.06813109;0.08516386;0.06660593;0.049317114;0.02709658;0.03812892;0.030503135;0.015251568;-0.0015251568;0;0;0;0;0;0;-0.0032432775;0.030109785;0.08809543;0.1275417;0.12294025;0.07889254;0.019986605;-0.0023229884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018146028;0.01684723;0.049280003;0.068097696;0.098871715;0.13002425;0.15778507;0.19258353;0.2062487;0.16598977;0.115097396;0.05703196;0.012446171;-0.0015307232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
