;meta[fps=30]
;meta[frames=44]
;meta[profile=yenn]
jaw_open_a;0;0;0;-0.0047085714;0.0008914286;0.020114286;0.012880002;0.05076572;0.15210287;0.24314286;0.26001143;0.19849144;0.08471657;0.03907086;0.07257314;0.104472004;0.080698855;0.03391657;0.015490857;0.024405714;0.039885715;0.051824003;0.05857371;0.06466057;0.060704004;0.039378293;-0.02874514;0.059693713;0.11924113;0.113328;0.12834172;0.18790285;0.20971859;0.2852463;0.23738895;0.10824927;0.02789448;0.03178743;0.05922032;0.054191753;0.04224;0.02649905;0.012383495;0.0034590499;-0.0010971429;-0.0010768258;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.014582858;0.002811429;0.06214858;0.11833143;0.1421143;0.13675429;0.08836572;0.046217147;0.022836572;0.017258286;0.031251434;0.037926294;0.07833029;0.158692;0.21949144;0.22204402;0.17693372;0.07094858;-0.0059200013;-0.023670858;-0.0027154286;0.031639773;0.07912961;0.09064138;0.1457536;0.13872917;0.094106294;0.06937361;0.06766468;0.052510858;0.08680801;0.070632;0.02748;-0.0023639996;-0.006264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039046558;0.0031804051;0.014451425;0.02994829;0.0409464;0.03859617;0.033798177;0.038835682;0.0518033;0.05630663;0.045516156;0.022099666;0.004804482;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.004830724;0.04199509;0.15635443;0.2808261;0.32204828;0.2590878;0.12592088;0.02750292;-0.003381507;0;-0.0019466028;0.016925426;0.062971175;0.11140866;0.14394125;0.16872893;0.1834776;0.19599427;0.22004424;0.2346813;0.22968625;0.19604868;0.13324955;0.052468825;0.05395718;0.1535906;0.2781495;0.32271716;0.2814382;0.19277917;0.1514928;0.17007951;0.19371717;0.18084638;0.14449072;0.09685461;0.051960304;0.020437744;0.0036228448;-0.00048665082;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;-0.0018786145;0.016331423;0.060804494;0.10794579;0.13623036;0.14169626;0.12252345;0.09506427;0.06657354;0.033007957;0.0072122905;-0.0008866267;0;0;0;0;0;0;-0.0010186266;0.008858712;0.032930028;0.05919724;0.067922354;0.05468856;0.026617883;0.0058529284;-0.0007180483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0026105787;0.022699231;0.084451385;0.14794579;0.20611884;0.25985554;0.28343984;0.26193735;0.19316417;0.12947272;0.14346117;0.21722072;0.2521059;0.19773532;0.14308448;0.1871462;0.29472724;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;-0.0052211573;0.045392893;0.16896121;0.30338934;0.3478638;0.2785146;0.14434317;0.09378538;0.17481568;0.32679424;0.45640537;0.50963736;0.47549886;0.379675;0.25434497;0.13649598;0.053760245;0.009620984;-0.0012876632;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0037572293;0.03266285;0.121608995;0.21497475;0.2804396;0.3129883;0.2981292;0.25094396;0.17896241;0.11640844;0.1189184;0.17596635;0.20456026;0.16039403;0.11627512;0.15259054;0.24054131;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;-0.00542711;0.04717967;0.17565745;0.31549597;0.36180726;0.29002252;0.1483317;0.08322124;0.14185163;0.26667362;0.37244505;0.41586187;0.3880306;0.3098555;0.20762174;0.11143665;0.043911666;0.007854622;-0.0010514061;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025883138;0.025883138;0.051766276;0.06142611;0.080287814;0.13216972;0.18842714;0.21914247;0.17637476;0.08578965;0.018761097;-0.0023056862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027942655;0.027942656;0.05588531;0.066349894;0.08637063;0.14144439;0.20106466;0.23378317;0.18807857;0.09140922;0.019965082;-0.0024547232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;-0.0034455187;0.029952079;0.11153128;0.19665061;0.2614364;0.29991597;0.3323673;0.32365608;0.26287052;0.21104749;0.25677407;0.360431;0.45371884;0.4491698;0.39131486;0.40167814;0.44756064;0.4459247;0.41457102;0.38449314;0.35548958;0.307436;0.2087461;0.08838674;0.032179702;0.023543078;0.032148805;0.028329233;0.021832705;0.013228849;0.027649341;0.08601914;0.20558934;0.36484605;0.5071459;0.5665309;0.52868885;0.42223713;0.2829531;0.15185022;0.059807684;0.010672389;-0.001429912;0;0;0;0;0;0;0;0;0;0
