;meta[fps=30]
;meta[frames=24]
;meta[profile=grlt]
jaw_open_a;0.0047199996;0.020234285;0.039645713;0.054817144;0.057977147;0.047274284;0.02348343;0.008291429;0.03591315;0.09413372;0.11959544;0.10906972;0.05973943;0.0041234293;-0.013878858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.0041234293;-0.003670857;0.018907428;0.047288388;0.07572115;0.09963428;0.10220495;0.08738286;0.066358864;0.036015242;0.009965716;-0.0016228557;-0.0032457153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0.028501268;0.07646857;0.1348237;0.17824654;0.18688102;0.15786089;0.10752761;0.069334835;0.078106;0.12356633;0.17703351;0.21061002;0.20557697;0.17282681;0.12835269;0.076604545;0.031038292;0.0067272317;-0.0008397111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;-0.008257158;0.07123548;0.27378076;0.48027065;0.5438719;0.43217283;0.210786;0.051011387;0.026639437;0.11448394;0.28760982;0.5160767;0.7181791;0.80204767;0.74847543;0.59781164;0.40077114;0.21527137;0.08492532;0.015219766;-0.0020356635;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0009446748;0.0071725314;0.039746314;0.0879947;0.11353592;0.10216483;0.059584487;0.01661928;-0.0018893495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0.075113975;0.20137501;0.3549079;0.46908042;0.49146506;0.4140736;0.29376557;0.19058576;0.13852118;0.13828887;0.21733293;0.34456843;0.4565924;0.48719093;0.40981326;0.2701377;0.1660714;0.12472517;0.117337495;0.111568995;0.089059025;0.059619658;0.03196769;0.0125785265;0.002227744;-0.0002993415;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0.0612985;0.16431616;0.289585;0.38275036;0.40104946;0.3378403;0.24049374;0.15886478;0.12182515;0.12528217;0.19067246;0.29227334;0.3808017;0.40330204;0.34030414;0.22664782;0.14340124;0.11193267;0.10722793;0.10185523;0.081396125;0.0545692;0.029269902;0.011504856;0.002032306;-0.00027336556;0;0;0;0;0;0;0;0;0;0
