;meta[fps=30]
;meta[frames=92]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;-0.038948577;0.0305981;0.13382217;0.21107474;0.31912836;0.40413716;0.3754405;0.33942285;0.249707;0.10628756;0.05269304;0.065941945;0.06649143;0.066080004;0.05641143;0.028045718;0.016228573;0.011725715;-0.007817144;0;0;0;0;0;0;0;0;0;0;-0.005988572;0.0011657135;0.025462857;0.03262096;0.07222858;0.10297524;0.13505524;0.16635811;0.16898286;0.12508953;0.08416001;0.031474285;0.017097145;0.028228572;0.041310474;0.053005714;0.04176762;0.021302858;0.0059428583;-0.0040685707;-0.002925715;0.013074287;0.029135238;0.048076194;0.062217146;0.047466666;0.03783619;0.03826286;0.030460954;0.025173333;0.019474285;-0.0054247626;0.0008076199;0.023908572;0.033112384;0.03225905;0.021348573;0.0003809521;-0.010057143;0.0046476196;0.023908572;0.033112384;0.03225905;0.019230478;-0.0017447621;0.0045561916;0.02784762;0.044754285;0.052182857;0.037881903;0.023588572;0.05578972;0.11295087;0.1489463;0.13940114;0.084864;0.01966628;-0.006957717;-0.0054674274;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.022369524;0.017584765;0.07678171;0.121273905;0.1834051;0.23236024;0.21917108;0.19462708;0.12992825;0.03503117;-0.026947958;0.026006553;0.13424762;0.15420951;0.18387808;0.18313752;0.13953066;0.13428724;0.15284877;0.091809526;0.13068953;0.18948877;0.22139123;0.20426667;0.18546285;0.12134095;0.1105981;0.11466057;0.09672534;0.08842971;0.10284801;0.08361448;0.053479616;0.03335009;0.04185905;0.0903162;0.13880382;0.1324343;0.06627048;0.031024758;0.05097143;0.068937145;0.07343238;0.048639994;0.00095999666;-0.009539046;0;0;0;0;0;0;0;-0.013348572;0.010483812;0.05435428;0.06132114;0.08444038;0.096751995;0.08870399;0.10164495;0.096832;0.044688005;0.017824003;-0.0017600002;-0.0048;0;0;-0.006162285;-0.0021851447;0.02612114;0.056539427;0.10737829;0.117540576;0.08702629;0.043565717;0.010857143;-0.013577144;-0.0035504769;-0.006986667;0.0074971444;0.057203814;0.14400001;0.20898287;0.20038097;0.13417144;0.049782872;-0.007337139;-0.011504765;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007085061;0.0070850607;0.014170121;0.01771265;0.014170121;0.0070850607;-0.0007085061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;-0.0025477596;0.022149764;0.08244794;0.14685638;0.18147062;0.17059611;0.11238053;0.09339399;0.088740975;0.11386433;0.14200182;0.147021;0.10810564;0.07137544;0.018053785;-0.004771085;0.024809644;0.0725205;0.10496388;0.10114701;0.064886756;0.01641253;-0.004995326;0.028460719;0.08266382;0.15521175;0.19914152;0.21742551;0.19885765;0.19775788;0.19423562;0.17489247;0.11955384;0.09028802;0.0871725;0.12462791;0.17319994;0.19263017;0.1715563;0.13361424;0.079154685;0.032002058;0.0054800706;0.010546483;0.051745277;0.107303604;0.1468397;0.13891491;0.119241826;0.116700746;0.13843592;0.17350718;0.19454098;0.16636772;0.12110444;0.06639919;0.017233156;-0.0020038553;0;0;0;0;0;0;0;-0.0035661475;0.034714416;0.07837462;0.12974371;0.1670524;0.18234609;0.16104822;0.13321298;0.08980375;0.08671018;0.12281155;0.15549682;0.14778435;0.09562399;0.036899567;0.006043053;-0.00083589385;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0047233743;0.038486753;0.1746599;0.36212534;0.49542943;0.47758564;0.31357962;0.19453306;0.24179305;0.377695;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032138936;0.022182364;0.15203516;0.38703674;0.6478744;0.80129665;0.76282245;0.5516876;0.3088062;0.12125325;0.02538875;-0.003213893;0;0;0;0;0;0;0;-0.0043355916;0.032328878;0.18540993;0.4367809;0.6686111;0.75009805;0.6130852;0.36076376;0.1460485;0.03157664;-0.003944893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0.0045086127;0.012238308;0.024476616;0.039936002;0.064412616;0.08631417;0.106282175;0.10241959;0.08373912;0.0592625;0.037360944;0.021901553;0.010950777;0.0032210823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012987955;0.011408197;0.040644348;0.07535665;0.08805304;0.072812065;0.03708193;0.009711808;-0.0011291567;0;-0.0015797594;0.014668437;0.042886756;0.062077124;0.05982411;0.03838073;0.009711808;-0.0011291567;0;0;0;0;0;-0.0010019279;0.009298315;0.026246268;0.04876579;0.06531086;0.06390603;0.044270363;0.023717592;0.006207711;-0.00072096393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0004898314;0.003832772;0.01961552;0.041626133;0.056123868;0.053038564;0.03429138;0.013215906;0.0021215416;-0.0002958072;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;-0.004018844;0.03493945;0.13005024;0.22906667;0.31017646;0.33907837;0.28355303;0.1951737;0.1076924;0.027957495;-0.0064012054;0.025660485;0.116593234;0.24183197;0.33086997;0.31894702;0.20940015;0.12981644;0.16139889;0.24906534;0.32071155;0.32223725;0.25764853;0.17892206;0.11321507;0.04923919;0.008739039;0.013586883;0.06640183;0.13216169;0.1768217;0.16706218;0.10954781;0.043459542;0.02933051;0.105716385;0.25215742;0.38608363;0.4316943;0.36712602;0.25404486;0.1713041;0.12965849;0.13714829;0.20890689;0.31648642;0.39487135;0.37142354;0.24323839;0.16626437;0.19573663;0.24722902;0.2410193;0.15463085;0.039130844;-0.004549494;-0.0006449448;0.004808512;0.027581593;0.06503737;0.09958477;0.11172239;0.08961058;0.06747075;0.08417937;0.13423309;0.17417458;0.18957216;0.22160456;0.3013966;0.38936403;0.49777594;0.566808;0.53353775;0.43609947;0.30330214;0.16109516;0.089991674;0.06259154;0.02414646;0.003936462;-0.0005454939;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.23833638;0.31873548;0.3420192;0.2797605;0.18847375;0.102725424;0.026706938;-0.0060761357;0.024202121;0.10982464;0.22766696;0.31144372;0.30019987;0.19708702;0.12226861;0.15200302;0.23409043;0.3055368;0.31434098;0.2605736;0.18778913;0.12115257;0.052501023;0.009507927;0.011325494;0.07822459;0.16918108;0.23088872;0.21919957;0.142797;0.051469404;0.02426892;0.086076744;0.2057663;0.31505066;0.3521039;0.30082533;0.21164656;0.14810239;0.11689769;0.12251803;0.17753859;0.2616054;0.3230599;0.3029962;0.19853017;0.13574268;0.15975925;0.2017586;0.19667472;0.1261687;0.031913254;-0.0037108439;-0.00058575685;0.004359501;0.02512223;0.059267566;0.090841286;0.10195637;0.081555635;0.06372094;0.08650404;0.14251941;0.18659031;0.19756536;0.20955138;0.2582673;0.32256585;0.38539338;0.40262508;0.34983236;0.27748284;0.20460926;0.13218397;0.08846281;0.05978392;0.023055471;0.0037338494;-0.00051877584;0;0;0;0;0;0;0;0;0;0;0
