;meta[fps=30]
;meta[frames=72]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.005881905;-0.013353144;0.021945145;0.115048386;0.20542514;0.2232663;0.16857183;0.063513145;-0.0048262845;0.0027497124;0.028796187;0.047230475;0.06410286;0.05527619;0.04008762;0.02429714;0.0005790464;-0.0053638094;-0.0012914286;-0.00236;0.0047199996;0.020234285;0.039645713;0.054817144;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.001057143;-0.017035428;-0.005549715;0.06673372;0.1667383;0.2404023;0.2326766;0.14356115;0.027392007;0.0072548618;0.054726858;0.092640005;0.090192;0.059616;-0.0065546683;-0.015867429;0.045577146;0.07248763;0.07117715;0.06166858;0.03737905;0.0068114274;0.041074287;0.042925715;0.023408761;0.015060572;0.02997943;0.05073219;0.0953585;0.11095544;0.08731277;0.044268195;0.012219429;-0.0019359993;-0.004006096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.012251429;0.009630479;0.042482287;0.0762103;0.084843054;0.084539436;0.059848003;0.13913448;0.17044458;0.15993373;0.1010743;0.031405717;-0.03753143;0.001394286;0.027600462;0.05097874;0.0909495;0.12914836;0.13642973;0.11581351;0.07737967;0.02371475;-0.0031780559;-0.0065974877;0;0;0;0;0;0;-0.002761143;-0.0009782857;0.011684572;0.02928457;0.042276576;0.026047999;0.036995053;0.060848005;0.08083771;0.110023625;0.13273409;0.11304686;0.1277863;0.14074667;0.10110628;0.08810666;0.05184609;0.044492185;0.07767924;0.083236575;0.082116574;0.09722209;0.08472838;0.10419809;0.10654477;0.06818439;0.05694629;0.045948956;0.04247304;0.037418235;0.030855514;0.04320131;0.06789867;0.08675244;0.08442776;0.056189388;0.02744163;0.007131426;-0.0015020424;-0.002481632;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0039125285;0.034016166;0.12659825;0.22743046;0.26084837;0.20989494;0.100101896;0.039251246;0.060227674;0.11014527;0.15764856;0.18406966;0.18502265;0.1850995;0.18131913;0.18014365;0.19602719;0.2004507;0.17332636;0.1437516;0.12596954;0.14542925;0.17692399;0.18688102;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0013068002;0.005925687;0.026880292;0.05568715;0.07614652;0.07336975;0.049154583;0.017971726;0.033603944;0.08107647;0.14654388;0.18952063;0.17980789;0.11681191;0.08980493;0.10556026;0.12843284;0.15980989;0.16950235;0.16262722;0.17454062;0.20606317;0.18580514;0.14669754;0.09213824;0.052001964;0.051362168;0.08348039;0.093654014;0.07652916;0.045005888;0.018179744;0.0039256504;-0.00049070624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.00481482;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.19826509;0.050149404;-0.005831326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0015569641;0.013531593;0.050435144;0.09053134;0.10378303;0.0817923;0.057055816;0.041887738;0.040264778;0.03307952;0.01653976;-0.0016539762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0024650604;0.020086268;0.09114045;0.18903357;0.25870416;0.24946414;0.16729017;0.06964592;0.036364418;0.059029453;0.08808615;0.0847464;0.05427109;0.013609519;-0.0036936149;0.02107229;0.04214458;0.052680727;0.04214458;0.02107229;-0.002107229;0;0;-0.00055689167;0.004140242;0.023928849;0.05642683;0.08652522;0.09713531;0.0794489;0.04673808;0.01891391;0.0040469416;-0.0005073255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0032432775;0.028354928;0.1003171;0.21305478;0.29750484;0.342279;0.35717526;0.35578403;0.35970885;0.3976646;0.41156137;0.3659319;0.2654747;0.18369234;0.21664184;0.33323565;0.3862432;0.31072286;0.14947234;0.04321371;0.07105895;0.20137501;0.3549079;0.46908042;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;-0.0020456025;0.019029949;0.055172827;0.07966161;0.07111277;0.09959348;0.16020362;0.21087316;0.21870784;0.23881134;0.21125278;0.26384658;0.3282427;0.31636983;0.2312802;0.18174599;0.11647022;0.12485469;0.19465715;0.26907012;0.32135278;0.33830285;0.2782222;0.16364042;0.0661803;0.014262262;-0.001783803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.004675664;0.042966563;0.12646668;0.23951475;0.3095985;0.33512262;0.3319387;0.33427152;0.33277476;0.3536316;0.35016823;0.3017862;0.21622159;0.1505007;0.17905007;0.27598938;0.31986547;0.25732848;0.123813234;0.035640802;0.057942048;0.16431616;0.289585;0.38275036;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;-0.0019520891;0.018153261;0.0527181;0.076154865;0.068104185;0.09449478;0.15091796;0.19826837;0.20529872;0.23196484;0.21377431;0.25837865;0.3010979;0.27318493;0.1864662;0.15511328;0.11463669;0.132797;0.19853514;0.26541093;0.30951795;0.32350114;0.26619685;0.15662156;0.063386224;0.013707119;-0.0017123694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
