;meta[fps=30]
;meta[frames=73]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.011783621;-0.012261334;0.048827432;0.15684117;0.25573644;0.29761606;0.23428118;0.11875811;0.032736007;-0.0052883765;-0.016592765;0.0046476196;0.023908572;0.016600383;0.04541105;0.08830857;0.09302096;0.08601676;0.051478855;0.0024662842;0.021305904;0.066270486;0.086255245;0.08051809;0.07814857;0.09711238;0.10127238;0.084434286;0.031519238;0.0042579;0.058774102;0.13783316;0.15741944;0.12807773;0.049808007;-0.004186285;-0.011389716;0;-0.022176001;0.004299428;0.09446172;0.1824766;0.21855775;0.18830517;0.109616004;0.047105145;0.031321142;0.016441904;0.004396192;0.026072383;0.08387048;0.105881914;0.09406847;0.04816566;0.051994555;0.13223925;0.24364999;0.30810648;0.29603922;0.19704816;0.09622531;0.02166269;-0.0063934736;0.005701225;0.036041144;0.05192228;0.05023086;0.030966861;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.04792915;0.03977448;0.040688004;0.044041146;0.07582095;0.11504761;0.096882276;0.09388648;0.09903313;0.083;0.101849906;0.13016799;0.11403656;0.13935049;0.149104;0.12682973;0.10013487;0.044220954;0.035611436;0.07486477;0.11084954;0.11597714;0.088121906;0.0135878045;-0.0022834283;0.013948194;0.051275436;0.10277258;0.13299581;0.13017371;0.12017068;0.09698287;0.07163429;0.05126781;0.032872003;0.032898292;0.046723813;0.02187505;0.09012344;0.10816229;0.104524575;0.08679087;0.04539429;-0.03897905;0.0067961924;0.035565715;0.049340952;0.046570234;0.029451756;0.006900461;0.016910806;0.042613555;0.054840166;0.047302537;0.03307494;0.03802318;0.05676147;0.07447249;0.071426615;0.045037717;0.01378743;-0.0018468556;-0.0038400008;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.09051655;0.10209263;0.16102913;0.25877696;0.33313048;0.3168914;0.21277799;0.09140445;0.016454523;0.026639113;0.08431222;0.121734224;0.117000125;0.07383492;0.027439939;0.028169679;0.07942664;0.13459231;0.15161555;0.151637;0.14701621;0.12758358;0.10300773;0.06439689;0.043734387;0.097182475;0.17813025;0.20215328;0.18027067;0.17115946;0.23248689;0.3270248;0.36930588;0.29794452;0.21161743;0.1984794;0.2405271;0.2813664;0.27243674;0.22872081;0.17712367;0.1349858;0.07502054;0.057062175;0.082647115;0.15040845;0.16913496;0.13476673;0.06720169;0.035968937;0.046283618;0.080918156;0.10014229;0.0953177;0.068866804;0.038455013;0.015058566;0.0031399182;-0.0003981129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;-0.010525808;0.09774362;0.28566074;0.41343436;0.39837763;0.25554726;0.064618774;-0.007514458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.2607448;0.15333472;0.062019076;0.01338873;-0.0016735911;0;0;-0.0022543378;0.020956991;0.06095061;0.08808615;0.0847464;0.053229406;0.02266663;0.032109406;0.06059278;0.06953857;0.053991456;0.045927;0.060492057;0.07811989;0.07596627;0.04650509;0.031538725;0.07023713;0.12866822;0.14751798;0.11863104;0.057616416;0.012543182;-0.0015438435;0;-0.0015569641;0.013531593;0.050435144;0.09053134;0.10212905;0.09998605;0.073595576;0.05015762;0.031994898;0.01653976;-0.0036631336;0.018660245;0.054496396;0.07885544;0.07460424;0.058097348;0.076934345;0.16316453;0.27564764;0.34095767;0.3245508;0.23460175;0.13124481;0.051447283;0.010751295;-0.0013620307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020456025;0.019029949;0.055172827;0.07966161;0.07656399;0.0453261;0.04395402;0.11680141;0.2124087;0.24039218;0.22615366;0.18211336;0.16135862;0.14635567;0.11136241;0.0439542;0.028121332;0.06373245;0.11676356;0.13387704;0.10767107;0.052301753;0.011394704;-0.0014021425;-0.0014917593;0.010839746;0.06528673;0.16926682;0.26048827;0.3458043;0.38993362;0.356349;0.26265875;0.16632281;0.081640415;0.055159837;0.07613074;0.07963842;0.14763555;0.31593254;0.49003553;0.5225184;0.41004828;0.19989575;0.043633956;-0.00536588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019520891;0.018153261;0.0527181;0.076154865;0.07323257;0.043377906;0.042110477;0.11180012;0.20322436;0.22835605;0.23086087;0.21674669;0.21594702;0.19935209;0.14453737;0.05158472;0.025800573;0.06102734;0.11184995;0.1282746;0.10321667;0.050180167;0.010990591;-0.0013500978;-0.0013618796;0.009828726;0.060191005;0.15667017;0.24225226;0.31436786;0.34277716;0.30280358;0.21680957;0.13679247;0.07076022;0.050793096;0.07038264;0.07751025;0.116112866;0.21002021;0.30313882;0.30995193;0.23958506;0.11708083;0.025582558;-0.0031449401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
