;meta[fps=30]
;meta[frames=177]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;-0.022511998;0.0043919994;0.09585599;0.1851722;0.20159313;0.19771771;0.1900145;0.21393831;0.22479776;0.18376078;0.07349257;-0.012117337;-0.012147809;0.023908572;0.033112384;0.03225905;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;-0.0034011425;-0.0012068575;0.01443657;0.013622858;0.06766018;0.13895619;0.16526325;0.1523779;0.12474361;0.08888382;0.10800763;0.11788191;0.07502324;0.03771886;0.051570285;0.09481143;0.11575772;0.092626296;0.03369143;-0.02201143;0.0055862865;0.06220408;0.08577307;0.092140414;0.08009144;0.043748576;0.038525384;0.036371592;0.057400815;0.13162713;0.22528675;0.29695833;0.3074846;0.23583373;0.12740533;0.07758383;0.07513486;0.07578133;0.07599696;0.050560005;0.000121903206;0.0025295247;0.032621715;0.047021717;0.045494862;0.028041147;0.008649145;-0.0011611421;-0.010212572;0.011725715;0.02345143;0.027360002;0.02345143;0.011725715;-0.03286857;0.01968762;0.09641142;0.14671999;0.15899047;0.11974857;0.028994283;-0.00054095115;-0.012249144;0.005805715;0.045408003;0.062907435;0.061298292;0.040580574;-0.025881903;0.012931046;0.10852571;0.15046093;0.14668189;0.09718856;0.001980949;-0.019078093;0;0;-0.026331428;0.03638857;0.077988565;0.10523428;0.111616;0.064667426;0.023369148;0.12118401;0.1937463;0.21019885;0.169536;0.06681143;-0.005668572;-0.026995199;-0.004133487;0.049762744;0.12408504;0.17891657;0.17316392;0.09868984;0.03422995;0.030415546;0.05392335;0.083344765;0.08224001;0.061706673;0.051852185;0.053376004;0.038104385;0.025968764;0.021723432;0.027867427;0.042198855;0.063771434;0.05496;0.07698286;0.09258286;0.09424458;0.08042743;0.06021486;0.024795434;-0.00004799877;0.059958857;0.09519314;0.100708574;0.08014857;0.038788572;-0.02688;0;-0.008950858;0.0017097152;0.038192004;0.07583087;0.071877345;0.08188954;0.087216005;0.0806842;0.07473981;0.053668573;0.0011276177;-0.010544761;0;0;0;-0.005881905;0.0046476196;0.023908572;0.033112384;0.03225905;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.008544;0.001632;0.036456;0.072384;0.078407995;0.06800457;0.04409029;0.033572573;0.034980576;0.03331429;0.012973717;-0.013332573;0.00072685734;0.048286483;0.09742782;0.114139445;0.12091277;0.11108877;0.11500647;0.1108556;0.09254857;0.09980191;0.16543238;0.24381715;0.2712762;0.22195812;0.15890591;0.14276572;0.15066211;0.15182325;0.09131583;0.05945601;0.07451429;0.10991696;0.11763428;0.11531428;0.0988838;0.10899018;0.1200343;0.14214218;0.12692206;0.11426652;0.16467385;0.22034286;0.2394807;0.24375314;0.21697833;0.1397806;0.0868023;0.051149715;0.005242285;-0.01648743;0.0033691432;0.019089716;0.043547433;0.073423445;0.09897486;0.090440586;0.08234553;0.07824705;0.07143201;0.07965581;0.09442934;0.08298057;0.06627352;0.04369677;0.01378743;-0.0018468556;-0.012373336;-0.00027428637;0.0366781;0.075794294;0.10610286;0.100175254;0.05801143;0.018011427;0.00060952205;-0.0060952376;-0.006430477;0.005074287;0.026148574;0.036220953;0.03529143;0.018422857;-0.0013104783;0.016347429;0.050822094;0.073788956;0.067579426;0.068038106;0.07182781;0.13638401;0.22323352;0.26671243;0.24180114;0.17377831;0.057792004;0.031183243;0.03434971;0.06349715;0.11180191;0.13493332;0.11193141;0.1145219;0.07310476;0.038148575;0.017775241;0.0014704746;-0.005988572;0.016365716;0.032571428;0.037211433;0.030285716;0.011794287;-0.0009828572;-0.0074240007;-0.0016594288;0.019983543;0.05007452;0.07232092;0.07006813;0.036047548;0.014730061;0.029201377;0.0579104;0.07037715;0.057268575;0.022285715;-0.0018628573;-0.019780573;0.011532193;0.05978972;0.082870856;0.080775626;0.053504;0.0010559985;-0.01963581;0.013714286;0.027428571;0.031999998;0.027428571;0.013714286;-0.01865143;-0.00027428637;0.050331432;0.07689144;0.079405725;0.057874292;0.012297145;-0.014537144;-0.009081906;0.0071314303;0.03145143;0.05659124;0.07101029;0.05264153;0.034429718;0.046272006;0.048259813;0.04515505;0.03190857;-0.012691051;-0.020334093;0.05553601;0.17867202;0.291696;0.339528;0.267376;0.13550399;0.037296;-0.006151997;-0.012176001;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006126072;0.0049905544;0.02266456;0.04697801;0.06330562;0.06892978;0.08177879;0.112735495;0.14916727;0.16260526;0.13329983;0.07843258;0.031751093;0.006853188;-0.00085664843;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0047942246;0.041682698;0.15512097;0.2764891;0.33991224;0.30969837;0.21456462;0.13474391;0.09203173;0.057308488;0.028883435;0.0063057044;-0.0037144092;0.02729061;0.079772554;0.11546027;0.11126171;0.07137544;0.018053785;-0.0020992775;0;0;0;0;0;0;0;-0.004422796;0.04106473;0.11794122;0.19530436;0.2082507;0.18051161;0.14222723;0.1478416;0.14646038;0.11732218;0.07787269;0.088408686;0.13124181;0.1501246;0.11816308;0.055184755;0.0069576725;0.02638935;0.07959806;0.12074457;0.14468247;0.15607376;0.1598627;0.17382015;0.16636275;0.1304338;0.10968835;0.1243835;0.17049596;0.21862662;0.22254713;0.20210694;0.18384959;0.18008031;0.16483764;0.1287612;0.06360858;0.028478602;0.04976051;0.107303604;0.1468397;0.1415867;0.09494269;0.040807094;0.008748263;-0.004246743;0.031560726;0.06312145;0.07890182;0.06312145;0.031560726;-0.0075788684;0.04106473;0.11754762;0.19787359;0.23201784;0.19834591;0.11219444;0.049581114;0.009753529;0.011401939;0.037314653;0.05400391;0.052035842;0.03337851;0.0027662741;0.051691372;0.15401064;0.22292894;0.21203655;0.16589063;0.09098936;0.066079535;0.056107964;0.028053982;-0.0074500497;0.045046676;0.1043007;0.16786157;0.20019662;0.19227712;0.1457161;0.12758765;0.099419884;0.075949;0.05295976;0.026257666;0.0057324586;-0.002915467;0.018027546;0.08158527;0.16914088;0.23142962;0.22314794;0.1496302;0.06434811;0.013789107;-0.0017193086;-0.0013998363;0.011407664;0.051745277;0.107303604;0.14390069;0.16887732;0.17212453;0.1800159;0.19100015;0.199147;0.20186818;0.20424417;0.2063041;0.20918322;0.20798662;0.1907957;0.15503044;0.09097505;0.06535433;0.057842728;0.060277406;0.049094465;0.024547232;-0.0024547232;0;-0.0023330606;0.021660727;0.0619115;0.1054337;0.12513244;0.105672374;0.08850422;0.10370669;0.115420416;0.10437929;0.067463145;0.01707094;-0.0019847713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032072298;0.02390844;0.13721111;0.32334706;0.49507955;0.55543387;0.45396876;0.26707473;0.108054474;0.023325311;-0.0029156639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032072298;0.02390844;0.13721111;0.32334706;0.49507955;0.55543387;0.45396876;0.26707473;0.108054474;0.023325311;-0.0029156639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002942169;0.0029421693;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012197647;0.039303534;0.087145425;0.14989555;0.2455793;0.34668428;0.4472471;0.4724556;0.42895064;0.32472852;0.22362354;0.13525838;0.076167546;0.031984948;0.008538354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0031310245;0.027219038;0.10134082;0.1820169;0.20496501;0.20070225;0.20361838;0.23698176;0.24915302;0.20223041;0.098307416;0.021491352;-0.0026415905;0;0;0;0;0;0;-0.00062024116;0.0046226517;0.02654844;0.06251182;0.09570532;0.107375935;0.08777736;0.051657602;0.019163862;0.020913258;0.047305305;0.069260255;0.06509748;0.056855433;0.063101575;0.09267435;0.10770724;0.08499291;0.05646182;0.064260155;0.09534616;0.1080778;0.09313159;0.073619425;0.07554218;0.10747028;0.13600773;0.12795731;0.09308387;0.050280876;0.012961448;-0.002641392;0.0074130734;0.0565143;0.15189365;0.26122445;0.3349047;0.33568978;0.26610526;0.16850029;0.10515923;0.084844075;0.083670646;0.07528401;0.048718076;0.012304096;-0.0014313253;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017653016;0.016396629;0.047869883;0.069260255;0.06671567;0.042780727;0.010798556;-0.0012563858;-0.001428675;0.013260436;0.038836632;0.055333454;0.06164242;0.068458706;0.07564025;0.121887445;0.17868245;0.18984888;0.15285496;0.088714615;0.022795184;-0.002650603;0;0;-0.0018527715;0.018527715;0.03705543;0.046319287;0.03705543;0.015100487;0.027942654;0.110911824;0.19923255;0.22849521;0.1838458;0.08937037;0.01953759;-0.003996897;0.012998026;0.05901768;0.12233889;0.1673299;0.16125949;0.10626766;0.061930273;0.067838624;0.10277109;0.11927713;0.09595846;0.046637356;0.010186267;-0.0012524099;0;0;0;0;0;0;-0.002107229;0.02107229;0.04214458;0.052680727;0.04214458;0.02107229;-0.002107229;-0.0034113259;0.034113258;0.068226516;0.085283145;0.068226516;0.034113258;-0.0034113259;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07448326;0.08026092;0.08448982;0.085450664;0.07515718;0.048718076;0.010998806;0.008309642;0.055743374;0.13131657;0.20106466;0.22561467;0.18444099;0.10857002;0.043942887;0.009484921;-0.001185615;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032432775;0.030109785;0.08809543;0.12540427;0.13886349;0.17042609;0.23582786;0.32828167;0.37094522;0.3031908;0.17831905;0.07208872;0.015529888;-0.0038240252;0.015340628;0.069467;0.14083765;0.22514804;0.28573498;0.2685501;0.23004632;0.19521078;0.17392167;0.16801956;0.14699581;0.08214287;0.050024405;0.05787247;0.08604891;0.098456115;0.07751582;0.03622303;0.0045665647;0.017266555;0.050692774;0.088649936;0.16060904;0.27004817;0.38570726;0.46140525;0.44020084;0.32116938;0.19519016;0.11730618;0.10494082;0.12944654;0.1366135;0.19396353;0.24263757;0.26888862;0.22759798;0.14378789;0.03286694;0.041197788;0.13496783;0.28247464;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;-0.00086611096;0.007058025;0.032021612;0.06635656;0.08614353;0.12843044;0.19525014;0.30596095;0.3949477;0.3864335;0.26972452;0.13331763;0.02410156;0.04288957;0.13584659;0.19662648;0.18948312;0.12155982;0.030753246;-0.0035757693;0;0;0;-0.0021374465;0.015923236;0.09153354;0.21584125;0.33060464;0.36610258;0.34793246;0.30519652;0.32942164;0.39485756;0.4328829;0.36758503;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;-0.0014474518;0.0117926905;0.05353857;0.110986;0.151811;0.14631265;0.09439808;0.07382762;0.12724039;0.21128453;0.23995058;0.22606833;0.23158337;0.30330357;0.38383856;0.36874282;0.2796269;0.24343953;0.30543438;0.38353574;0.3724277;0.24591762;0.13719733;0.15922637;0.27961132;0.3787287;0.439106;0.4956871;0.57512885;0.57838964;0.46358982;0.24398056;0.06567637;-0.007570122;0;-0.0072064595;0.06691765;0.19034515;0.33281818;0.40603688;0.3608555;0.2365923;0.14923532;0.12492296;0.20499074;0.33231646;0.40536517;0.37863228;0.2546233;0.10935487;0.023422854;-0.002921177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004675664;0.04341688;0.12691087;0.1816718;0.19202876;0.19974732;0.23188321;0.30772728;0.34898633;0.2852229;0.16778767;0.06786392;0.014650416;-0.0045365067;0.022042412;0.10003246;0.20522079;0.30246347;0.34774318;0.29443693;0.24236265;0.2250434;0.22733372;0.22025344;0.17878847;0.08829545;0.04686685;0.055521276;0.08247537;0.09435378;0.074270695;0.034692314;0.004373972;0.016468354;0.04869687;0.082945324;0.14131159;0.22694461;0.31643587;0.3763289;0.35915312;0.26234302;0.16154179;0.10227011;0.098257;0.12401897;0.13157237;0.17574495;0.21270612;0.23304874;0.19840287;0.12787955;0.03291333;0.035145406;0.109907776;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;-0.0007881832;0.0064234696;0.029131608;0.060414024;0.078399;0.11837963;0.17541012;0.26516765;0.33326498;0.32052192;0.21962072;0.1088205;0.018979851;0.04154216;0.12992778;0.18803403;0.1811764;0.116212495;0.029377636;-0.0034165739;0;0;0;-0.0020149883;0.015021497;0.08619549;0.20316127;0.31106704;0.34448877;0.32719254;0.28223008;0.29144967;0.33504465;0.35841742;0.2994206;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;-0.001388672;0.011327351;0.05122902;0.106205255;0.14532073;0.14012854;0.09047365;0.070809595;0.121830426;0.2021443;0.23002592;0.21193556;0.20222245;0.2503094;0.31282967;0.30091232;0.2282169;0.1986489;0.24919058;0.31293544;0.3039181;0.20071955;0.11199327;0.12989439;0.22810556;0.31078687;0.3429154;0.3458488;0.37973064;0.3806101;0.31669265;0.17964566;0.056864973;-0.0062731816;0;-0.005970748;0.055440005;0.15706275;0.28219908;0.35351908;0.32274786;0.22060505;0.14305489;0.121989734;0.20759666;0.3417687;0.42050913;0.3938541;0.26484293;0.113752216;0.02437134;-0.0030391817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
