;meta[fps=30]
;meta[frames=105]
;meta[profile=dand]
jaw_open_a;0;0;0;0;0;0;0;-0.0061714286;0.006697143;0.01897143;0.032525714;0.037257146;0.033257145;0.027291432;0.040621717;0.029284574;0.045878857;0.10472687;0.15342173;0.1614126;0.11105372;0.050518863;0.062125716;0.12339886;0.16841143;0.15528001;0.096525714;0.055405717;0.041485712;0.018373331;0.0035580923;0.03754286;0.107436195;0.13926096;0.10755201;0.07141562;0.07635581;0.12776916;0.15736917;0.18934628;0.138032;0.09061943;0.073174864;0.01787429;0.009142862;0.15008;0.26016;0.29755428;0.259456;0.12334934;0.038851053;0.040292576;0.05087391;0.04001219;-0.0085942885;0.007065898;0.13729677;0.28361145;0.32389033;0.24280384;0.118660584;0.07288229;0.09393067;0.1259383;0.09951086;0.008336761;0.023844577;0.09309715;0.11400838;0.11234286;0.08457142;0.019706663;0.0059885723;0.014388572;0.0070857145;-0.025588572;0.047321912;0.17362286;0.22756572;0.19358476;0.136704;0.07938286;0.117740214;0.16257374;0.10722592;0.06528763;0.08043887;0.12189562;0.13624533;0.10978744;0.042698663;0.022129271;0.05226972;0.107187815;0.1816366;0.2621288;0.3001331;0.2747109;0.20723811;0.13800435;0.08689932;0.059620578;0.039491557;0.02890362;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.010697143;0.0020571437;0.044114284;0.07378286;0.13652572;0.14656001;0.10388572;0.05664;0.019634286;-0.019062858;0;-0.0066779433;-0.0024137143;0.02250789;0.07446309;0.12774584;0.12687728;0.09873739;0.076363586;0.068576306;0.08791772;0.09368381;0.054979045;0.020114286;0.00060952205;-0.0060952376;-0.0104228575;0.008198097;0.030468572;0.06104;0.10831239;0.13409144;0.121659435;0.08784038;0.08126172;0.077584386;0.12238934;0.17057943;0.16401751;0.08332189;0.06025142;0.072563805;0.12835048;0.16178286;0.13161144;0.05115429;-0.0042971415;-0.026285717;0.002811429;0.06214858;0.10511543;0.14462173;0.19266285;0.18623999;0.18730363;0.18652801;0.1500541;0.120451055;0.09979428;0.058392376;0.02727619;-0.009691431;-0.0007619035;0.030720005;0.08434286;0.10459429;0.07648;0.047862858;0.07595428;0.113028586;0.14502859;0.097180955;0.06216381;0.072175235;0.11350857;0.14236586;0.12144152;0.07091931;0.08571491;0.124780506;0.15546699;0.15190919;0.118474066;0.070097074;0.03029181;0.00824686;-0.0010895242;-0.006570667;0.004844191;0.023215242;0.047469724;0.070014484;0.07844573;0.071740955;0.05593448;0.035216767;0.01669486;0.004877717;-0.001441524;-0.0014750481;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0049142176;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0021469884;0.018664485;0.06949086;0.12481159;0.14313257;0.115150146;0.05596483;0.010823685;0.009904772;0.051745277;0.107303604;0.14455672;0.1612832;0.1706269;0.17361264;0.15887286;0.11484669;0.07452912;0.0820128;0.12507209;0.1782215;0.19965202;0.20004922;0.18899223;0.15978244;0.09829391;0.0780311;0.096931756;0.14904153;0.16913496;0.13410531;0.07367486;0.051348142;0.05955864;0.06764801;0.08588042;0.085825495;0.078837775;0.057514776;0.029127475;-0.0029127474;-0.0013998363;0.011407664;0.051745277;0.107303604;0.14383866;0.16944987;0.17180249;0.1990282;0.27227798;0.34102;0.32716998;0.24624166;0.120753765;0.026407955;-0.006022302;0.025782945;0.07538314;0.109114714;0.10515471;0.067463145;0.014294169;0.023798175;0.072577745;0.1371687;0.16126266;0.1375981;0.073178895;0.026069213;-0.0028053983;0;0;0;0;0;-0.0022829643;0.01969647;0.0756842;0.13280554;0.1501246;0.11678805;0.06651608;0.059892863;0.09736687;0.13401978;0.15717193;0.16450843;0.15957133;0.18464099;0.2530684;0.35843107;0.47191092;0.5293328;0.4939075;0.39440176;0.2642728;0.14184295;0.055893272;0.009997812;-0.0013382898;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.18941313;0.12709667;0.2807244;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020467953;0.017651424;0.067929104;0.11922146;0.1347911;0.10410507;0.06690334;0.073580466;0.115083344;0.13339159;0.107369296;0.05223543;0.011418796;-0.0014034942;0;-0.0024915668;0.023134463;0.06764338;0.09791327;0.093267694;0.07004973;0.05070106;0.061841212;0.07039935;0.08496209;0.08095298;0.07169907;0.051550582;0.023553258;0.020054461;0.08445615;0.151641;0.1738663;0.13983254;0.06792434;0.014798316;-0.0018209642;0;0;-0.0028690128;0.024937669;0.092901774;0.16680507;0.19125292;0.15132423;0.09785125;0.08392153;0.0959102;0.094361454;0.06053976;0.012828915;0.021353256;0.06764338;0.09791327;0.094361454;0.06053976;0.015320483;-0.001781205;0;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12086166;0.09648035;0.087845735;0.11690484;0.1347911;0.104672305;0.062820874;0.04774107;0.055071045;0.054231334;0.034813017;0.008504016;0.0011312772;0.016444338;0.04577591;0.083811715;0.117054164;0.13069947;0.12195248;0.09738315;0.06525254;0.035022948;0.013800809;0.0024685953;-0.0003304419;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0034065545;0.032863233;0.07858454;0.1240665;0.13430287;0.14418857;0.19728962;0.31377932;0.39174038;0.38446975;0.2991979;0.19424042;0.12141586;0.07319696;0.048869587;0.053699996;0.08390311;0.09209944;0.12267493;0.20358896;0.30565476;0.33999863;0.27433345;0.13150303;0.045953237;0.045700897;0.07134097;0.06492788;0.07744772;0.1353122;0.21832378;0.28797352;0.29306942;0.22222872;0.14818567;0.108464256;0.08554237;0.078189336;0.060744666;0.061329115;0.14310202;0.2816341;0.38639903;0.3724277;0.24746503;0.12575309;0.09215399;0.12143143;0.14255208;0.10924167;0.10636763;0.16016744;0.21089654;0.22328146;0.18039747;0.116352394;0.10765845;0.114145555;0.16565393;0.22279444;0.25418207;0.20756309;0.20270245;0.28559214;0.45708695;0.5100462;0.41014475;0.2103492;0.08253659;0.06449076;0.08009857;0.06442953;0.029810693;0.019717941;0.048754927;0.08706754;0.098456115;0.072511375;0.07990338;0.16569513;0.29334593;0.38020563;0.42733034;0.432101;0.42196363;0.39847088;0.36618778;0.34707195;0.37638533;0.4042016;0.3788261;0.30246955;0.20261197;0.10871265;0.04281808;0.0076345694;-0.0010232037;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0049094465;0.04799791;0.107723944;0.15820162;0.15891688;0.14669894;0.16508709;0.2590707;0.32011926;0.31550318;0.25127572;0.17095672;0.11310097;0.07053573;0.0468379;0.05145345;0.08041918;0.0890046;0.11126966;0.17157458;0.25066006;0.27733362;0.22390305;0.10708012;0.03993239;0.044279646;0.06829807;0.062122867;0.07409786;0.12947997;0.20723669;0.291952;0.31326246;0.25378332;0.17422661;0.11850887;0.07708165;0.07128717;0.055843566;0.053118873;0.11742593;0.22967248;0.31527328;0.3039181;0.20194969;0.10293697;0.07623002;0.100888565;0.11836665;0.09008259;0.0938825;0.14928539;0.19848007;0.21029724;0.17053165;0.11028423;0.101142675;0.10520799;0.16025187;0.22148775;0.25597757;0.21254675;0.17485674;0.18035257;0.27160037;0.29805866;0.23972793;0.12661585;0.061048016;0.060588803;0.07311291;0.05884935;0.027194548;0.018634748;0.04677946;0.083455026;0.09435378;0.069482595;0.07737816;0.15023611;0.25688836;0.32435;0.3557029;0.351824;0.343872;0.328642;0.31207603;0.31035867;0.34703222;0.3758501;0.3520296;0.28118774;0.18843816;0.10111347;0.039815143;0.007127049;-0.0009538109;0;0;0;0;0;0;0;0;0;0;0;0;0
