;meta[fps=30]
;meta[frames=118]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;0;0;-0.010828192;-0.011314284;0.04485486;0.14433677;0.23550479;0.2740823;0.21579278;0.10936306;0.023899436;-0.021811042;0.013749336;0.13293715;0.23997715;0.26221713;0.19965714;0.06409784;-0.012263312;0.049353145;0.16906059;0.24375498;0.22845381;0.124238946;0.092456855;0.14629519;0.19779596;0.2142781;0.15125334;0.046960756;0.017596956;0.025673145;0.005793526;0.03294476;0.073088;0.09817904;0.10212495;0.12993829;0.16590326;0.23032077;0.26025602;0.20794061;0.105876595;0.042491443;0.027811054;0.02418895;0.04807772;0.084292576;0.09812344;0.15909097;0.16803886;0.12102469;0.071407095;0.041397713;0.008226284;0.044523887;0.05853989;0.06998857;0.07708343;0.08111726;0.083329834;0.08390583;0.08324755;0.08079909;0.07646903;0.069791086;0.061849605;0.054666974;0.048307203;0.04197669;0.03505189;0.026486862;0.017674973;0.00985966;0.0041837734;0.0009179433;-0.0045403424;-0.0019364577;0.01816686;0.045424324;0.05534759;0.06723918;0.07900866;0.09668181;0.111081585;0.116637185;0.0810732;0.080801524;0.10755505;0.1042745;0.092529505;0.09093333;0.0736381;0.070910476;0.06726857;0.02617143;-0.020656003;-0.0023954283;0.078395426;0.15166019;0.18422401;0.1572983;0.07088305;0.005643757;-0.010130288;0.004464762;0.032600816;0.060048983;0.07748572;0.07386123;0.049175512;0.02411755;0.0062497947;-0.0013779604;-0.0021551016;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.0032015245;-0.0034110483;0.013325716;0.04284344;0.07008153;0.06293181;0.0790202;0.08624686;0.13192685;0.17592229;0.19441675;0.1936;0.18943621;0.17006019;0.17549334;0.1548343;0.1129943;0.09914698;0.049978215;0.08607605;0.16939247;0.17280822;0.17678507;0.1801984;0.116342865;0.0907581;0.073737144;0.0014019012;-0.014445714;-0.018133335;0.009462859;0.06832763;0.13569525;0.15169829;0.12193524;0.058172952;0.038416006;0.04768153;0.06171581;0.06196877;0.062819056;0.05599696;0.04575162;0.014303998;0.003329521;0.054476194;0.08940801;0.18446514;0.20555887;0.15268914;0.08983314;0.036739428;-0.031151999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0052419053;-0.0054857144;0.021760002;0.06983619;0.11395047;0.13264;0.1044419;0.037111945;-0.010887842;0.060580146;0.23397988;0.43995693;0.56670576;0.53979564;0.34148967;0.18937448;0.10656587;0.06736783;0.12307767;0.27359998;0.3612114;0.37785143;0.34941712;0.2728381;0.23603049;0.25309718;0.23099124;0.13536076;0.049014863;0.023839246;0.05250438;0.08957029;0.100576006;0.08425143;0.032777146;-0.0027428567;-0.007497143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006933977;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;0;-0.00055344583;0.004809254;0.01792974;0.03034887;0.05606025;0.06789254;0.062114753;0.041260343;0.018645398;-0.0019036628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007977255;0.0054896106;0.03788146;0.09655926;0.1617613;0.20020059;0.1906339;0.13714814;0.083545744;0.049051978;0.031532735;0.042980164;0.08200222;0.121303245;0.13373828;0.10801736;0.052520107;0.011493544;-0.0014122413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.093654014;0.07652916;0.045005888;0.018179744;-0.0012485918;0.051251713;0.10348484;0.12935604;0.10348484;0.05174242;-0.005974067;0.006518256;0.029568322;0.061255865;0.08376117;0.07770571;0.08193318;0.10469765;0.12294036;0.113074616;0.07294989;0.01846887;-0.0021469882;0;-0.0057587;0.053469554;0.15394026;0.24724242;0.29523715;0.28262833;0.2736227;0.34499717;0.430167;0.44674537;0.36631486;0.2277382;0.13926943;0.12619708;0.14225228;0.16093108;0.16702066;0.16408253;0.21960986;0.24643403;0.22725019;0.16913256;0.121502355;0.09304297;0.14157927;0.18244536;0.2160855;0.239581;0.2544519;0.26277763;0.26519886;0.26248446;0.254212;0.24006766;0.21991517;0.19639906;0.17348638;0.15241443;0.13190009;0.10970195;0.084148206;0.05789484;0.03436327;0.016730484;0.0060035535;-0.0004414195;0.0139920665;0.06427796;0.13329361;0.18236518;0.1757954;0.11783531;0.050597366;0.0078312615;0.026511965;0.078713365;0.14374802;0.18907811;0.18206461;0.12362358;0.06531615;0.01707094;-0.0019847713;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.0739208;0.059455473;0.028883435;0.0054264613;0.0053097573;0.041436873;0.105460055;0.17654581;0.21836917;0.2079307;0.1504548;0.08423351;0.03309633;0.0069541945;-0.00087924255;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.00027990367;0.002087615;0.011960051;0.028241115;0.043248035;0.048516635;0.039635524;0.023299064;0.009394267;0.0011267718;0.007602724;0.029107595;0.052263256;0.059916876;0.048207838;0.023013646;0.008546601;0.014755533;0.030591667;0.054974563;0.07836454;0.08097518;0.07581255;0.06806684;0.053579286;0.041121453;0.027089162;0.006833253;-0.00079518085;0;-0.0009224098;0.008556147;0.025127718;0.036057737;0.037841067;0.038065307;0.042185407;0.055099934;0.06257013;0.051158223;0.030115886;0.012216629;0.00263576;-0.00107694;0.006504579;0.024129761;0.04217043;0.06089097;0.062441573;0.04754982;0.026781688;0.010750843;-0.0011271688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000094967305;0.00067226856;0.0043410063;0.01095373;0.018223727;0.022384796;0.02123519;0.014432304;0.01717068;0.028559035;0.03696387;0.036984317;0.029827232;0.018098315;0.018784823;0.038436398;0.068253025;0.09634067;0.111541875;0.11355116;0.10419519;0.08613002;0.060471516;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005523962;0.045008823;0.2042775;0.4235171;0.577489;0.5762347;0.42541263;0.23234041;0.11983279;0.12592785;0.21192743;0.30621943;0.34500462;0.27828252;0.19589564;0.20335312;0.2969573;0.3831331;0.38507423;0.29678774;0.1919332;0.12017457;0.075342745;0.03800924;0.008277037;-0.0010186266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018146028;0.015797064;0.056714684;0.12136686;0.17283256;0.17475294;0.12420565;0.061273452;0.013409135;-0.0016476148;-0.004016618;0.03491274;0.13005026;0.23364958;0.26799902;0.2156483;0.104848415;0.022911863;-0.0028165306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032284341;0.026295036;0.119483225;0.24776785;0.33726743;0.34297103;0.266279;0.16051273;0.099793874;0.11894146;0.19734696;0.2846058;0.32073754;0.25919893;0.17883335;0.17363334;0.24393009;0.31219035;0.3160637;0.24894567;0.16874136;0.11192649;0.07263978;0.036453478;0.007970893;-0.0009796628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017403858;0.014899038;0.05658295;0.124582306;0.18042122;0.18439184;0.13260143;0.0652923;0.014260774;-0.0017533738;-0.003845177;0.033424877;0.12448454;0.22354682;0.25633493;0.20618843;0.10018277;0.021852605;-0.00268795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10240816;0.07203305;0.038674414;0.037520345;0.045281574;0.036459044;0.017745256;0.0039019524;-0.0004786989;0;0;0;-0.0008423616;0.007818748;0.022895906;0.03315639;0.031968918;0.020520965;0.005206313;-0.0006048675;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;-0.0006456868;0.005610796;0.020918028;0.035407018;0.06540363;0.079207964;0.072467215;0.048137065;0.021752965;-0.00222094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10225231;0.07338565;0.043745283;0.046593364;0.055662666;0.044780612;0.0217641;0.0047535915;-0.000584458;0;0;0;-0.0010390364;0.009648195;0.028202415;0.040819287;0.039334945;0.025233738;0.0063826507;-0.00074216875;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;-0.0006456868;0.005610796;0.020918028;0.035407018;0.06540363;0.079207964;0.072467215;0.048137065;0.021752965;-0.00222094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;0;-0.002469567;0.0184095;0.10565256;0.24897721;0.38121128;0.42768404;0.34955594;0.20564756;0.07863206;0.06266873;0.09776404;0.1454521;0.15499824;0.15629072;0.15221843;0.17377102;0.18780024;0.24137154;0.32331586;0.40278766;0.4209151;0.39355543;0.3535588;0.32822013;0.3211097;0.3193685;0.29521912;0.26423067;0.23173478;0.19997367;0.18710372;0.1812417;0.18985346;0.23729733;0.29404506;0.35335788;0.3911942;0.40178218;0.37450305;0.32488105;0.26127517;0.28417882;0.37760288;0.44990712;0.4257396;0.33014858;0.21332967;0.1368225;0.09601051;0.07373828;0.07178368;0.109593205;0.17568132;0.2511846;0.32393262;0.38362035;0.42494655;0.45086265;0.4652967;0.46946552;0.46471998;0.45019338;0.42525467;0.38966885;0.34814277;0.3077361;0.27052322;0.23405434;0.19446483;0.14905792;0.100982025;0.073271364;0.0997999;0.17544411;0.25277987;0.29276496;0.31535044;0.33502018;0.34838885;0.30845279;0.2087461;0.089683674;0.013888952;0.04701045;0.14247786;0.22261909;0.30104962;0.39949274;0.46754217;0.46862024;0.3600743;0.18937363;0.11067592;0.16497299;0.2572038;0.3126605;0.34186333;0.35659727;0.3615383;0.34826642;0.32335323;0.29277462;0.26005596;0.24940531;0.2738873;0.3318115;0.38462102;0.36844704;0.266508;0.1491934;0.05856029;0.012242598;-0.0015506021;0;0;0;0;0;0;0;0;0;0
