;meta[fps=30]
;meta[frames=45]
;meta[profile=default]
jaw_open_a;-0.0026514288;0.002057143;0.010834286;0.01504;0.014674286;0.009737142;0.00022857121;-0.00192;0;-0.004297143;0.00086857163;0.018262856;0.036262855;0.041394286;0.03365714;-0.01510858;0.021040013;0.111657165;0.15108575;0.16660574;0.1260343;0.029371426;0.0033371435;0.011725715;-0.007817144;0;0;0;-0.005881905;0.0046476196;0.012068572;0.03542095;0.08268191;0.12034542;0.11250286;0.09281524;0.055248253;0.03628444;0.04993524;0.06540698;0.05975365;0.046369523;0.028977783;0.013612702;0.003916193;-0.0011631751;-0.0012088892;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.016228572;0.010354286;0.058971427;0.10082286;0.14322287;0.15696;0.10829715;0.053622864;0.026834287;0.067858286;0.16899657;0.2393265;0.25831923;0.20806707;0.14169905;0.09596953;0.06398476;0.019459045;-0.0017859049;-0.016468462;-0.016752329;0.041270204;0.15653946;0.28849635;0.37168327;0.3540546;0.22857015;0.11649242;0.05976816;0.053060897;0.057489634;0.05518857;0.021417141;-0.0017714287;-0.004914286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007317481;0.005048761;0.03463508;0.08814116;0.14753273;0.18247521;0.17372571;0.12565225;0.07035278;0.027621986;0.005779009;-0.0007317479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0028053983;0.028053982;0.056107964;0.07013496;0.05416136;0.04497941;0.060165774;0.11314628;0.12978543;0.10445098;0.05079774;0.011128556;-0.001366916;-0.0031560727;0.031560726;0.06312145;0.07890182;0.06312145;0.031560726;-0.0031560727;0;0;0;0;0;-0.0022257112;0.019344363;0.07207798;0.12953496;0.14860737;0.11960513;0.058176227;0.012724485;-0.0015637232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.63833785;0.4894395;0.39813668;0.42122698;0.43238118;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;-0.00090968685;0.007411085;0.03364569;0.06980733;0.091974325;0.12534331;0.15877323;0.1668899;0.14088643;0.086002514;0.021908289;-0.0025482893;-0.0010121517;0.006990095;0.04783104;0.12188054;0.20406225;0.2524631;0.24037977;0.17226446;0.11137621;0.09052486;0.10192298;0.106695086;0.086654834;0.042116757;0.009224099;-0.0011331328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;-0.009548003;0.088663206;0.25736487;0.39120576;0.41055474;0.31258956;0.140918;0.09665116;0.1694455;0.25545922;0.3357634;0.40051788;0.41156137;0.3659319;0.27126917;0.13331763;0.029106004;-0.003579109;0;0;-0.0012023136;0.010453448;0.038902633;0.069856636;0.08009857;0.06442953;0.03130468;0.0068353736;-0.00084050605;0;-0.0014555786;0.012646557;0.047185235;0.084760316;0.09721483;0.07820603;0.03800924;0.008277037;-0.0010186266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;-0.005588531;0.05189244;0.15009509;0.23427536;0.2563727;0.20935209;0.10924985;0.09155099;0.15877496;0.2409868;0.31053394;0.3562828;0.35016823;0.3017862;0.22101693;0.1088205;0.023767954;-0.0029222895;0;0;-0.0010965543;0.009535014;0.035465464;0.06373375;0.07311291;0.05884935;0.028627306;0.0062787486;-0.00077092793;0;-0.0013971328;0.012145591;0.045220345;0.08123965;0.09317929;0.07497761;0.036453478;0.007970893;-0.0009796628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0035676053;0.033120766;0.09690498;0.14029588;0.13523428;0.08678179;0.021985263;-0.0025552867;0;0;0;0;0;0;0;-0.0011689159;0.010164001;0.037811644;0.06790844;0.07787206;0.06264832;0.030447474;0.006657254;-0.00081824115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
