;meta[fps=30]
;meta[frames=15]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;-0.029568002;0.044352002;0.088704005;0.10348801;0.088704005;0.044352002;-0.029568002;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;-0.01599086;0.023986291;0.047972582;0.055968013;0.047972582;0.023986291;-0.01599086;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;-0.005174242;0.05174242;0.10348484;0.12935604;0.10348484;0.05174242;-0.005174242;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.0037524584;0.03752458;0.07504916;0.09381145;0.07504916;0.03752458;-0.0037524584;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;-0.0037472104;0.037472103;0.074944206;0.09368026;0.074944206;0.037472103;-0.0037472104;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;-0.0039002823;0.039002825;0.07800565;0.09750706;0.07800565;0.039002825;-0.0039002823;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;0;0;0;0;-0.0014266341;0.014266342;0.028532684;0.03566585;0.028532684;0.014266342;-0.0014266341;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;0;0;0;0;-0.0013470365;0.013470364;0.026940728;0.03367591;0.026940728;0.013470364;-0.0013470365;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;0;0;0;0;0;0;-0.002115181;0.02115181;0.04230362;0.052879527;0.04230362;0.02115181;-0.002115181;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;0;0;0;0;0;0;0;0;-0.0015735835;0.015735835;0.03147167;0.039339587;0.03147167;0.015735835;-0.0015735835;0;0;0;0;0;0;0;0;0;0
cheek_right_down;0;0;0;0;0;0;0;0;0;0;-0.00044872062;0.0044872058;0.0089744115;0.011218014;0.0089744115;0.0044872058;-0.00044872062;0;0;0;0;0;0;0;0;0;0
cheek_left_down;0;0;0;0;0;0;0;0;0;0;-0.0004828338;0.004828338;0.009656676;0.012070845;0.009656676;0.004828338;-0.0004828338;0;0;0;0;0;0;0;0;0;0
nose_down;0;0;0;0;0;0;0;0;0;0;-0.0014957351;0.014957353;0.029914705;0.037393384;0.029914705;0.014957353;-0.0014957351;0;0;0;0;0;0;0;0;0;0
tongue_roll;0;0;0;0;0;0;0;0;0;0;-0.012753109;0.1275311;0.2550622;0.31882775;0.2550622;0.1275311;-0.012753109;0;0;0;0;0;0;0;0;0;0
tongue_low;0;0;0;0;0;0;0;0;0;0;-0.014677448;0.14677449;0.29354897;0.3669362;0.29354897;0.14677449;-0.014677448;0;0;0;0;0;0;0;0;0;0
