;meta[fps=30]
;meta[frames=127]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;-0.0064566853;-0.002282973;0.027385602;0.06839863;0.09728869;0.09303201;0.063554294;0.038196348;0.037221942;0.049808685;0.057977147;0.047274284;0.030422857;0.014577143;0.003931428;-0.008523811;0.0045447634;0.026605714;0.042681906;0.045196187;0.079817146;0.077013336;0.07038476;0.050468575;0.017874286;-0.03276983;-0.0061046905;0.07340709;0.18341215;0.25886542;0.2613157;0.17914017;0.07679726;0.020724572;0.0038921116;-0.0010857142;-0.002994286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.022511998;0.0043919994;0.09585599;0.18271886;0.22313826;0.18753257;0.11895771;0.13375314;0.20227544;0.20971203;0.17753944;0.08632458;0.015905146;-0.003910858;-0.0040868563;0.019508569;0.114336014;0.215196;0.28660202;0.293508;0.225114;0.12109886;0.05929571;0.07828173;0.12257259;0.2034309;0.26683435;0.22317716;0.14262858;0.07497144;-0.0148662925;0.0067565725;0.050084572;0.058432;0.050084572;0.025042286;-0.016694859;0;-0.02929981;0.02296381;0.113496386;0.15887848;0.20217294;0.17384838;0.07390477;0.034191243;0.017295238;-0.039035432;0.004601141;0.10042058;0.19960916;0.22794515;0.18328002;0.072493725;0.0030628564;0.001689141;0.0208;0.016948571;0.0066285715;-0.015028574;0.013020952;0.036083814;0.0809143;0.14012192;0.17906286;0.16845715;0.1440305;0.07300571;0.020114286;-0.003207616;-0.0065980963;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.006162285;-0.0021851447;0.02612114;0.065325715;0.08856686;0.094922975;0.07785692;0.054599326;0.038167782;0.026084574;0.008548574;-0.0011465137;-0.0023734863;0;0;-0.010697143;0.0020571437;0.045577142;0.09065143;0.103542864;0.08425143;0.032777146;-0.011885714;0.006217142;0.027428571;0.031999998;0.018346664;0.020845715;0.024802744;0.050184835;0.06281874;0.06531017;0.047159467;0.03855452;0.014489604;0.019032383;0.0438719;0.0736189;0.1072;0.1295492;0.12874666;0.14154159;0.13581716;0.10558477;0.06618921;0.031080637;0.008853339;-0.0027326983;-0.0027225404;0;0;0;0;0;-0.008544;0.001632;0.036456;0.072384;0.082632;0.061492573;0.027257144;0.021956572;0.03366324;0.061692197;0.06612343;0.07311467;0.088006474;0.12672228;0.1418061;0.13373277;0.098444566;0.075962864;0.06510057;0.086980574;0.086445995;0.086748004;0.054017816;0.05337505;0.06533324;0.09967143;0.114041895;0.13524723;0.11446856;0.10490819;0.060806092;0.041356195;0.05526857;0.09589028;0.13522285;0.13358629;0.07163124;0.03216458;0.02248229;0.053094104;0.077240385;0.11022173;0.11959924;0.16084725;0.13684571;0.11742628;0.10294095;0.10771201;0.1057783;0.13608915;0.11393372;0.083435446;0.06166858;0.027330289;-0.0023634292;-0.018989716;-0.013386667;0.052891437;0.17016384;0.27780572;0.32044956;0.2515429;0.14116572;0.074468575;0.057851434;0.062598094;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008492532;0.007380869;0.027510077;0.04938073;0.05660893;0.04461919;0.028785547;0.043186273;0.089826815;0.13843623;0.15531474;0.12695222;0.074697696;0.030239137;0.0065268464;-0.00081585575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.083181486;0.08455699;0.08257132;0.09967608;0.13979898;0.1776262;0.18688102;0.15786089;0.10668743;0.0780645;0.09274274;0.12624054;0.17014407;0.1976279;0.19426903;0.18863201;0.19768988;0.1745549;0.1360976;0.078379385;0.04836926;0.05964744;0.09824236;0.11797652;0.11665779;0.108848974;0.12960128;0.14903611;0.16539589;0.17574339;0.15576161;0.11227556;0.06351984;0.01641253;-0.0019084339;0;0;0;0;0;0;0;0;0;0;0;0;-0.0047942246;0.041682698;0.15512097;0.27548003;0.34942767;0.33317;0.2716062;0.25918442;0.28933996;0.27454615;0.20553777;0.12685814;0.094846316;0.10190665;0.10318717;0.08004905;0.064289026;0.09776334;0.16062719;0.20904286;0.2147745;0.1669651;0.1557613;0.14484441;0.13568322;0.10123568;0.06274931;0.04481337;0.10366518;0.14183004;0.13358705;0.12297377;0.10201057;0.086751215;0.061612837;0.031331714;-0.0054662325;0.021660727;0.05711991;0.14966416;0.25781986;0.29903728;0.27981934;0.20820537;0.11118823;0.053793985;0.029127475;-0.00793527;0.043667596;0.1625077;0.29190454;0.33476916;0.2693504;0.13093194;0.028631521;-0.0035189139;0;0;0;-0.005174242;0.05037789;0.1136711;0.18760146;0.24065351;0.26178944;0.23056507;0.19277091;0.11352797;0.045983724;0.00992386;-0.0012404826;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;-0.0016522092;0.010787955;0.082221694;0.22887954;0.4190586;0.58527064;0.6534973;0.6097623;0.48691577;0.3262627;0.17511475;0.069004044;0.012342976;-0.0016522094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00016221688;0.00132;0.0060179285;0.012455712;0.005664868;0.1297099;0.23764457;0.2880622;0.22771436;0.113236934;-0.011336098;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.010220723;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002377186;0.009159078;0.021982873;0.041059993;0.068556204;0.10195608;0.13625315;0.15705964;0.15378252;0.13001609;0.09476761;0.0628477;0.036937192;0.019128626;0.007361959;0.0018486215;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012197647;0.039303534;0.087145425;0.14989555;0.2455793;0.34668428;0.4472471;0.4724556;0.42895064;0.32472852;0.22362354;0.13525838;0.076167546;0.031984948;0.008538354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.00082221697;0.006700194;0.03039054;0.063086785;0.08640277;0.083376296;0.05596324;0.024089212;0.0051642237;-0.00064377853;0;0;0;0;0;0;0;0;0;-0.002107229;0.02107229;0.04214458;0.052680727;0.04214458;0.02107229;-0.0048187957;0.022094894;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.002113273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031310245;0.027219038;0.10134082;0.1820169;0.20873496;0.1663703;0.09514696;0.0682611;0.08833963;0.10378303;0.08344628;0.040516056;0.008808218;-0.0021637864;0.007076115;0.053945467;0.1449894;0.2493506;0.3196818;0.32043108;0.25400957;0.16275899;0.07931757;0.059148002;0.089505754;0.15710202;0.21106748;0.20640244;0.14282508;0.07651229;0.017642409;0.020425545;0.04548434;0.056855425;0.04548434;0.02274217;-0.0022742173;0;-0.0040819286;0.03790362;0.11079521;0.15825424;0.17560245;0.14127712;0.07775542;0.03922892;0.02107229;-0.0053873495;0.028515184;0.10616658;0.19068435;0.21867473;0.17592381;0.08550182;0.01867482;-0.0035392176;0.009277112;0.05308893;0.12506339;0.19149014;0.21388248;0.18303739;0.14561617;0.14125064;0.16110098;0.1694239;0.13936076;0.082007006;0.0332041;0.0071990388;-0.0008985546;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0016899182;0.013770941;0.062475763;0.12797289;0.18764104;0.2515685;0.30353984;0.32493553;0.3002538;0.27127922;0.2856015;0.3729582;0.46682963;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.007898995;0.05909148;0.1664128;0.3091838;0.41379622;0.40472317;0.28015015;0.1428749;0.106048495;0.1910491;0.28310028;0.2728027;0.169888;0.08873185;0.16043277;0.29737774;0.33991888;0.28149164;0.1880934;0.18175155;0.2761035;0.3908075;0.43653625;0.40735042;0.32518494;0.21775232;0.116758;0.045940254;0.008197256;-0.0010984101;0;0;0;0;0;0;0;0;0;0;-0.0040778467;0.03545155;0.13197282;0.23701717;0.27179524;0.21864851;0.10625669;0.023205765;-0.0028532683;-0.00035234462;0.002444704;0.016151078;0.045181934;0.08620753;0.12533113;0.1376298;0.11461887;0.071006626;0.028975755;0.004633917;-0.004817046;0.033998746;0.15428352;0.3198443;0.43578961;0.437258;0.33939973;0.20835645;0.11485767;0.057250157;0.01966673;-0.009349472;0.06691765;0.19559859;0.28310028;0.26955944;0.20511319;0.13235837;0.12090301;0.13679282;0.119377844;0.07858083;0.054137502;0.03621784;0.009158363;-0.006286169;0.045392893;0.16493958;0.3335807;0.52317894;0.6344987;0.57431066;0.40452838;0.19989575;0.043633956;-0.006262049;0.006686942;0.03828292;0.090156816;0.13795248;0.15473291;0.12644145;0.07440057;0.030119067;0.006523666;-0.0008145305;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0018034701;0.01469494;0.06668832;0.13689877;0.19770598;0.25674024;0.2995488;0.3137259;0.28560734;0.24898721;0.24490568;0.30684665;0.38059756;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.006447592;0.048240975;0.13581689;0.25233737;0.3376868;0.3302651;0.228588;0.1164871;0.08735327;0.15837881;0.2346181;0.2261017;0.14088218;0.072996005;0.13085362;0.24268919;0.27727795;0.23064935;0.16046801;0.16757429;0.26043877;0.36784232;0.41071495;0.38319036;0.30595782;0.20495486;0.10997334;0.043316692;0.007725979;-0.0010353257;0;0;0;0;0;0;0;0;0;0;-0.0037900712;0.03295341;0.12262318;0.22020984;0.25250807;0.20312698;0.098707154;0.02156483;-0.0026512125;-0.00033230608;0.002289405;0.015371243;0.04315303;0.082405224;0.11982388;0.13157983;0.10953742;0.06784722;0.027698297;0.0044301916;-0.004067271;0.028109647;0.12770796;0.2648763;0.36079308;0.3633358;0.28668502;0.1815215;0.104713716;0.054259963;0.018846262;-0.008015794;0.055440005;0.16208966;0.2346181;0.22142604;0.18847375;0.16361482;0.17805743;0.1896501;0.15054895;0.08228796;0.04829663;0.03313783;0.008397639;-0.006403062;0.04717967;0.17497002;0.31650347;0.43107945;0.45704606;0.36478522;0.23373307;0.11708083;0.025582558;-0.0040021455;0.0064012064;0.03657037;0.086110145;0.13186485;0.148007;0.12104402;0.07130387;0.028888924;0.0062342198;-0.0007792774;0;0;0;0;0;0;0;0;0;0
