;meta[fps=30]
;meta[frames=141]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.020159999;0.003908572;0.08587428;0.17070858;0.18877715;0.16196954;0.08480762;0.028162286;0.03908267;0.096126474;0.11826286;0.116138674;0.08063391;0.045417145;0.017165717;0.020420574;-0.00013257067;0.016326856;0.09260343;0.19960916;0.22794515;0.18542859;0.07205944;-0.006034286;-0.016493717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.015451429;0.023177143;0.046354286;0.054080002;0.04370286;0.009835886;-0.013601834;0.082687095;0.19136642;0.26841968;0.25329283;0.15791729;0.032358408;0.0096;0.030625826;0.10240457;0.12152229;0.10143544;0.042144004;0.011062858;-0.014582858;0.018262856;0.036262855;0.033927616;0.039493334;0.04349714;0.041139048;0.038179047;0.016127998;0.009379048;0.040044196;0.054770295;0.06285258;0.075300574;0.06815543;0.07022172;0.07048229;0.03931378;0.013613715;0.023241146;0.05765893;0.09897651;0.14313143;0.16379936;0.14991239;0.11664763;0.07306159;0.034179058;0.009660958;-0.0030526984;-0.02482794;0.004205715;0.09314287;0.17056;0.22497636;0.20239674;0.15023348;0.16125782;0.23372805;0.27799645;0.27065736;0.19070044;0.11910139;0.07182933;0.06394688;0.06830737;0.055612195;0.06072534;0.08053791;0.095937535;0.101294495;0.08818134;0.062531054;0.04848228;0.03328686;0.03890819;0.031565715;0.020514287;0.015520001;0.009257143;-0.0061714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0051885718;0.0010628572;0.022011431;0.035238095;0.056693334;0.07540572;0.063946664;0.040072992;0.024052115;0.018893406;0.06263527;0.116139285;0.14087132;0.11056094;0.06344534;0.03872183;0.045851424;0.06524648;0.098617144;0.09946972;0.10109945;0.10258059;0.07900115;0.045552004;0.022285715;-0.0018628573;-0.005097143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.009142857;0.0051809507;0.026879998;0.06808381;0.11164953;0.11161417;0.0760134;0.05295969;0.03317303;0.025010904;0.047297377;0.07885533;0.099801145;0.1144055;0.13659109;0.13264915;0.10925714;0.070870854;0.052112762;0.057952005;0.073728;0.07007848;0.055561144;0.046633143;0.0739962;0.10135772;0.11037258;0.09810285;0.086159244;0.08784153;0.069313526;0.053814866;0.05654096;0.06751696;0.06645028;0.052988954;0.02513524;0.00777143;-0.004497778;0.0031390467;0.028434288;0.058387313;0.08630858;0.0971327;0.08886349;0.06918095;0.0433727;0.020347938;0.0057142884;-0.0018082543;-0.0056076194;0.00073142844;0.016365716;0.032571428;0.032757554;0.023202615;0.029509226;0.06576784;0.120201156;0.15829945;0.15084279;0.10052833;0.049251266;0.012844405;-0.0026866964;-0.0083761625;-0.004106667;0.016292576;0.052246865;0.085251056;0.09923887;0.078144014;0.031083437;0.0104137175;0.024774859;0.09178863;0.12464328;0.13196081;0.115411155;0.101293065;0.09161143;0.10205388;0.064862035;0.04790204;0.060453873;0.092950195;0.11898123;0.11634939;0.077407345;0.037746936;0.009815507;-0.0021289806;-0.0033959176;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;-0.00018130122;0.0012595663;0.008502074;0.021600746;0.03610621;0.04457829;0.042397227;0.030656265;0.017165;0.006762671;0.0014408671;-0.00018130118;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0035568436;0.030923784;0.11508931;0.20675497;0.23713484;0.19081357;0.092771366;0.018013233;0.017202385;0.0756842;0.13280554;0.1501246;0.115007006;0.086745486;0.07305629;0.07759502;0.05809893;0.07522832;0.15935162;0.2894498;0.35800672;0.33154148;0.21849327;0.11046755;0.047221575;0.010641905;-0.0013096628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0029127474;0.029127475;0.05558314;0.09762833;0.13077545;0.13329151;0.10475251;0.09445507;0.0776684;0.08185274;0.08070672;0.054070044;0.020216761;0.03172676;0.087842725;0.16701779;0.19697185;0.1629087;0.11411553;0.10379735;0.12947294;0.17345282;0.18951705;0.18849364;0.20582463;0.2180243;0.19300233;0.13960195;0.06876947;0.031237723;0.035167668;0.052994825;0.060809862;0.06602346;0.06705187;0.066219315;0.05405043;0.025696268;0.009403013;0.027180472;0.07769395;0.14237712;0.19889383;0.22213058;0.20730367;0.16553119;0.11092455;0.059574954;0.02346102;0.004192194;-0.0015704824;0.008774025;0.032644957;0.053438533;0.11894315;0.15753527;0.15561369;0.1092173;0.05103749;-0.006911871;0.01415581;0.06427796;0.13222586;0.19004184;0.2250139;0.22601967;0.18991779;0.13520491;0.07053095;0.01846887;-0.004093591;0.016925426;0.062971175;0.110474475;0.15459509;0.17697147;0.15576161;0.11227556;0.06351984;0.01641253;-0.0019084339;-0.00089355593;0.0061465194;0.042455155;0.108232744;0.18133464;0.22444823;0.21373372;0.15454431;0.08644797;0.03387538;0.0070400736;-0.0008935558;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.010538135;0.03101603;0.13022476;0.3227659;0.55978143;0.7380292;0.77347636;0.65343386;0.45050374;0.24609455;0.09656478;0.018591326;-0.0024233137;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0063455426;0.013359038;0.055036053;0.09647929;0.10898749;0.0857205;0.03997374;0.0071725314;-0.0009446748;-0.003280121;0.028515184;0.10616658;0.19068435;0.21867473;0.17592381;0.08550182;0.01867482;-0.0022960848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002107229;0.02107229;0.04214458;0.052680727;0.04214458;0.018360725;0.019987663;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.076919444;0.038656604;0.039196365;0.07534338;0.08556145;0.07438916;0.039973736;0.02107229;-0.002107229;0;0;0;0;0;0;0;-0.001428675;0.013260436;0.038836632;0.055201452;0.06328844;0.068508804;0.069427244;0.06851225;0.056000613;0.026853258;0.008715183;0.019679401;0.056590375;0.103318736;0.14407794;0.16067247;0.14990927;0.11984788;0.08048998;0.043335598;0.01717591;0.0031012062;-0.0038407235;0.029795423;0.110911824;0.19923255;0.22745058;0.19106582;0.1386959;0.14508186;0.20770623;0.2597531;0.2472074;0.17874846;0.10003306;0.039298967;0.0082646515;-0.0020068092;0.0071725324;0.041163336;0.09700412;0.14852388;0.16663016;0.13619062;0.080122426;0.032416344;0.006997594;-0.0008746992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21547017;0.24708655;0.19877134;0.09659698;0.019602163;0.0102886865;0.04959543;0.08706754;0.098456115;0.07751582;0.03622303;0.0065147574;-0.00085720496;0;0;-0.005794483;0.050374705;0.18753585;0.3364571;0.3886172;0.32831642;0.19824675;0.11629183;0.10607494;0.11539704;0.097397126;0.06707768;0.036580108;0.014317827;0.00273582;-0.00035763258;0;0;0;0;0;0;-0.0009527221;0.007763828;0.03522378;0.0672416;0.1526953;0.25569162;0.32009315;0.29683635;0.20393988;0.06853186;0.10311694;0.25721902;0.37503645;0.36138055;0.23181641;0.0586202;-0.0068168207;-0.0019637786;0.019637786;0.03736634;0.061696492;0.13772427;0.24355939;0.29124856;0.2597461;0.20023341;0.205475;0.29273918;0.34101728;0.2726435;0.14708856;0.09158176;0.12596792;0.17225885;0.21737531;0.25043595;0.2422142;0.2317756;0.23847145;0.23763798;0.28506848;0.40032133;0.5188339;0.5989488;0.56685;0.41600567;0.24655838;0.16093609;0.14151154;0.13572906;0.1084222;0.0726707;0.039055396;0.015437112;0.0028091092;-0.00037355835;0;0;0;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.1727769;0.24813095;0.25562853;0.2386492;0.23721258;0.2988317;0.3352766;0.32269114;0.32922018;0.36355802;0.35187295;0.3057691;0.20727104;0.15444718;0.16696332;0.20563059;0.2089274;0.20218746;0.14619559;0.081781164;0.03205373;0.0066683837;-0.0008460721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.20019075;0.22955279;0.18466087;0.089733765;0.01817163;0.009945803;0.047550384;0.083455026;0.09435378;0.074270695;0.034692314;0.0062331045;-0.00082046766;0;0;-0.004795338;0.041680202;0.15528212;0.27858606;0.32202518;0.27336627;0.16810957;0.10319579;0.09700471;0.105246946;0.08890997;0.061305467;0.033456042;0.013089075;0.0024853374;-0.00032562655;0;0;0;0;0;0;-0.00086700154;0.0070658177;0.032044772;0.060377657;0.14690304;0.25567493;0.32550246;0.30396006;0.20832543;0.0724134;0.06532569;0.14987357;0.21957062;0.21159232;0.13574266;0.03434015;-0.003992868;-0.0018819543;0.018819543;0.03581335;0.058552474;0.13686706;0.24777862;0.29995808;0.26975977;0.19848563;0.17660834;0.23786509;0.27831328;0.22209959;0.12351544;0.09045628;0.13534376;0.18437588;0.22681533;0.252163;0.23703943;0.22281095;0.22797756;0.22937359;0.2559102;0.30692723;0.33884308;0.3576542;0.3348189;0.25901443;0.17623416;0.14125971;0.13698062;0.12987213;0.10373417;0.06956226;0.03734346;0.014741949;0.0026322259;-0.00035253025;0;0;0;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.14101206;0.2022126;0.21072471;0.206699;0.22162294;0.28665918;0.32155296;0.3024889;0.29174268;0.3060754;0.28711095;0.27037865;0.21325955;0.1894439;0.20464854;0.23225641;0.2216694;0.21570078;0.15596676;0.08726314;0.034237303;0.0071566254;-0.000906506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
