;meta[fps=30]
;meta[frames=23]
;meta[profile=trss]
jaw_open_a;0;0;0;0;-0.010636191;0.00833524;0.02532572;0.08710095;0.112609535;0.101851426;0.05482667;0.019398097;-0.021405715;-0.0062228567;0.012257142;0.053384576;0.10495886;0.14514343;0.15357259;0.12515487;0.08025601;0.038393147;0.01037143;-0.002828571;-0.0033942861;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.008525714;0.0015885702;0.036411427;0.030758094;0.11537524;0.2237943;0.26577526;0.27662092;0.22369523;0.14063236;0.18496764;0.2554362;0.26375318;0.22711924;0.14364535;0.09844459;0.0938604;0.10077297;0.08864115;0.05691086;0.027280001;0.0074045714;-0.0019674287;-0.002426286;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.0013359039;0.012404822;0.03626025;0.05248194;0.050573505;0.032443378;0.008206265;-0.0009542169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0057587;0.053469554;0.15634845;0.22631644;0.21811014;0.13993594;0.035415765;-0.004117446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0002809639;0.0026134944;0.0066265073;0.020489158;0.02898699;0.035210606;0.047313266;0.071857855;0.09472525;0.10566629;0.10538366;0.115006484;0.14615624;0.17931029;0.18906619;0.1596763;0.11004806;0.060078695;0.02355127;0.0045265676;-0.00059042184;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.002348964;0.020422628;0.07600179;0.1365405;0.1539425;0.15076046;0.13359779;0.11809204;0.09923167;0.064717114;0.01637224;-0.0024746226;0.003817624;0.027846918;0.07456;0.13133757;0.17357484;0.18187137;0.15366778;0.10595973;0.05789042;0.022717463;0.004383991;-0.0005709598;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0025048195;0.02177523;0.08107266;0.14561352;0.16478004;0.154629;0.12737472;0.10530633;0.08721411;0.057926275;0.015715424;-0.0027566934;0.006429038;0.04719985;0.12652345;0.22298045;0.2947178;0.3088081;0.26080462;0.17974518;0.09812854;0.03846708;0.007393393;-0.00096435566;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.0008238074;0.008238073;0.016476147;0.020595184;0.016476147;0.008238073;-0.0008238074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;-0.0008238074;0.008238073;0.016476147;0.020595184;0.016476147;0.008238073;-0.0008238074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.006785278;0.058991283;0.21957248;0.39434206;0.45220342;0.36170155;0.197608;0.07856784;0.05988003;0.113692835;0.19053885;0.25730634;0.28963536;0.30557856;0.3641801;0.4881033;0.60743624;0.63969225;0.5404019;0.37256584;0.2035112;0.079850174;0.015371522;-0.0020037168;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.0069411336;0.060343884;0.224635;0.40349862;0.4627515;0.37023184;0.20179383;0.07944917;0.06017412;0.115928635;0.19578412;0.26526034;0.29828215;0.31423792;0.37389997;0.50080055;0.62321925;0.6563221;0.5542305;0.38192;0.20845848;0.08169317;0.015683789;-0.0020465772;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;-0.0035104584;0.03259605;0.09240372;0.16106173;0.24851523;0.27309957;0.2238344;0.14195462;0.054887097;-0.0057777846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;-0.00435282;0.040422224;0.11512522;0.19486012;0.28441763;0.30020726;0.23625828;0.14658946;0.056902077;-0.005989302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;-0.0017756389;0.015435254;0.057482827;0.1032264;0.11752428;0.10302973;0.069157146;0.042609766;0.035484944;0.047836486;0.069541216;0.09762817;0.11035595;0.12005071;0.14934686;0.20495793;0.2566184;0.27010226;0.22818336;0.1573155;0.08592715;0.03370805;0.006496389;-0.00084648986;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;-0.0020873498;0.018146027;0.067560546;0.121344596;0.13863713;0.116775624;0.06851145;0.031601544;0.023371823;0.04216817;0.072771505;0.10591393;0.11837212;0.12371841;0.14551376;0.19364269;0.24060677;0.2534663;0.21411142;0.1476107;0.08059717;0.03159107;0.006064726;-0.00079138397;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;-0.00085720496;0.00857205;0.0171441;0.021430125;0.0171441;0.00857205;-0.00085720496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;0;-0.00091286766;0.009128677;0.018257353;0.022821693;0.018257353;0.009128677;-0.00091286766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;-0.0013931569;0.012936002;0.0378188;0.054740246;0.052752294;0.033842895;0.008562506;-0.0009955663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;0;-0.0005820724;0.005062121;0.01881716;0.033826996;0.03881278;0.030891187;0.018088777;0.017689595;0.022888485;0.025080007;0.017907474;0.006797206;-0.00071566284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;-0.002920434;0.026480583;0.0837018;0.14435923;0.19110848;0.18372387;0.12749718;0.06815336;0.023771668;-0.002571615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;0;-0.0035104584;0.03231032;0.095854804;0.16201915;0.23198341;0.24036993;0.18531585;0.112130575;0.04368034;-0.0045977356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;-0.0024547232;0.021341063;0.07943897;0.14266339;0.16359255;0.13160044;0.06395083;0.013965762;-0.0017171932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;-0.0038629887;0.033581283;0.12504338;0.224571;0.2575233;0.2071625;0.100671485;0.021975618;-0.0027024222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;-0.0016197836;0.014082653;0.052414745;0.09412556;0.10792989;0.086819835;0.04218673;0.009212171;-0.001132735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;0;-0.0005863133;0.005443808;0.015919521;0.023044338;0.0222094;0.01424964;0.0036069397;-0.0004193253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;0;0;-0.002144868;0.019916102;0.058223143;0.08427327;0.08121183;0.05210025;0.013180917;-0.0015325785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;0;0;-0.0018813979;0.017466944;0.05109832;0.073975675;0.07130387;0.0457547;0.011588965;-0.0013470361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
