;meta[fps=30]
;meta[frames=157]
;meta[profile=dand]
jaw_open_a;0;0;0;0;0;-0.026400002;0.0051039997;0.11246401;0.22360802;0.255376;0.19323088;0.07671545;0.057147816;0.13777144;0.18966857;0.16299713;0.0778462;0.006522122;-0.0005829643;0.03311674;0.042671025;0.036333717;0.025487678;0.031248331;0.048884243;0.06501355;0.06252017;0.039378293;0.01212343;-0.0016091412;-0.0033645723;0;0;0;0;0;0;0;0;0;0;-0.0031085713;-0.0010057145;0.013074287;0.032621715;0.043791242;0.048024382;0.041206867;0.026904384;-0.0017676197;0.012969142;0.07863924;0.15351924;0.17049448;0.15060876;0.08671543;0.029680762;0.040025905;0.050742857;0.027939048;0.018087622;0.00584381;-0.012830476;0.028464766;0.051123813;0.11619049;0.1904762;0.19073522;0.110933326;0.13312761;0.09339429;0.09642666;0.12297142;0.09950857;0.025508573;0.04723429;0.012540953;0.0031733336;0.01968;0.02647467;0.021569744;0.047691107;0.100507006;0.18040209;0.23769343;0.22637193;0.1506129;0.07005192;0.017844241;0.010399343;0.029403428;0.05192228;0.05023086;0.030966861;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;-0.024533335;0.019306669;0.09984001;0.13217524;0.14097524;0.10678857;0.036380954;0.02857143;0.058521908;0.062582865;0.061881907;0.04263619;0.022537144;0.0005790464;-0.0053638094;0;-0.02698667;0.021237338;0.109824024;0.15218136;0.14830935;0.09820802;0.0018773334;-0.023539811;0.00086857163;0.018262856;0.036262855;0.03357714;0.022362059;0.028410055;0.12382949;0.26417235;0.36314332;0.3211662;0.21206948;0.10453488;0.06878355;0.12978104;0.21877943;0.22445714;0.21669488;0.19345371;0.13019545;0.08234801;0.105664;0.18035886;0.30756918;0.42326123;0.45448232;0.36230576;0.24263659;0.14397715;0.08347886;0.048848573;0.033656;0.01212343;-0.0016091412;-0.0033645723;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.015451429;0.012114288;0.054349717;0.09551543;0.094716586;0.10485029;0.14177944;0.20231164;0.22984497;0.20424002;0.12752762;0.09980952;0.10818679;0.1260086;0.15027483;0.16488752;0.17231543;0.17078859;0.11605226;0.056614537;0.014719345;-0.0031680025;-0.0051004076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0052297143;-0.001846857;0.022144001;0.055424005;0.079972565;0.0608;0.041883428;0.08526629;0.174528;0.24493717;0.2517486;0.17315431;0.07476116;0.0074034375;0.014716953;0.053273145;0.061563425;0.069619805;0.09445486;0.10982399;0.14573105;0.19070171;0.19198172;0.13974857;0.11164953;0.07306667;0.06971429;0.09857525;0.15159619;0.15270095;0.1469638;0.09488763;0.04126019;0.026601141;0.04919467;0.09127315;0.15258516;0.17770973;0.16484877;0.16131854;0.12680164;0.092531376;0.07361567;0.050087184;0.040187653;0.051075924;0.063952334;0.075219594;0.06973127;0.045037717;0.01378743;-0.0018468556;-0.0038400008;0;0;0;0;0;0;0;-0.006430477;0.0011123809;0.025996191;0.057249527;0.06744381;0.056579046;0.024655238;0.00060952205;-0.020778667;0.011532193;0.047355432;0.08529371;0.13368991;0.14216687;0.11541028;0.15800536;0.21459658;0.24638632;0.23064686;0.17000689;0.12624915;0.1216823;0.13768686;0.15529144;0.13524573;0.08642286;0.084540956;0.08713143;0.059941486;0.061490435;0.1022656;0.13488959;0.17459536;0.20032322;0.142176;0.061053265;0.020282518;0.027143314;0.049801145;0.08471771;0.081984;0.050560005;0.010049145;-0.012248571;0.015547426;0.08674287;0.17063202;0.235972;0.24971889;0.20338686;0.13035315;0.06230401;0.01679543;-0.004632572;-0.0054937145;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00019943138;0.0013855231;0.009352281;0.023760822;0.039716832;0.04903612;0.046636946;0.033721894;0.0188815;0.007438938;0.0015849539;-0.0001994313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.0739208;0.054281235;0.07716682;0.14189994;0.22257099;0.23958005;0.18196434;0.08579659;0.068051286;0.11657506;0.1994681;0.24689303;0.23336945;0.18415454;0.15937072;0.17055653;0.19010927;0.17481248;0.11783531;0.050597366;0.010832273;-0.0013511715;0;0;0;0;0;0;0;0;0;0;-0.0031374653;0.025563473;0.11602324;0.24059723;0.32920483;0.31738213;0.21277799;0.09140445;0.018470543;0.007209588;0.035909455;0.06447405;0.0709198;0.086793795;0.11371333;0.15069543;0.19576943;0.19427858;0.14078756;0.07672859;0.057706278;0.04802336;0.11590398;0.18638241;0.25370243;0.2719041;0.30917585;0.31182617;0.3666245;0.35628197;0.30741772;0.23268461;0.19259176;0.18567155;0.19105692;0.14000869;0.07541655;0.026502188;0.021723706;0.07127892;0.11589961;0.13946256;0.13784266;0.11257369;0.09380738;0.068866804;0.038455013;0.015058566;0.0031399182;-0.0003981129;0;0;0;0;0;0;0;0;0;0;-0.006011568;0.0558217;0.16317111;0.23616871;0.22618093;0.15740286;0.08867348;0.10109928;0.16300412;0.20708416;0.22247379;0.1944742;0.1391134;0.068374425;0.018053785;-0.0020992775;-0.006612724;0.06140387;0.17485788;0.30004162;0.40017357;0.4276085;0.36798665;0.31271243;0.24746187;0.20114896;0.1986191;0.19771855;0.20399728;0.18772788;0.14124797;0.07953399;0.029652292;-0.007113688;0.034401905;0.12812868;0.22637843;0.29780588;0.3144486;0.28090483;0.27944055;0.314805;0.32628495;0.2851458;0.19318314;0.082945324;0.017765617;-0.0022156925;-0.0017376293;0.01415581;0.06427796;0.13329361;0.18236518;0.1757954;0.11783531;0.050597366;0.010832273;-0.0013511715;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0037699523;0.03277497;0.122003004;0.21789148;0.2623341;0.24317029;0.16876045;0.13464558;0.14953615;0.15506822;0.124899045;0.07465555;0.019163854;-0.0022265061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00090968685;0.007411085;0.03364569;0.06937078;0.098418735;0.115024894;0.110717796;0.08886544;0.060194798;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;-0.0031012052;0.028785547;0.08428917;0.122060254;0.11252604;0.12714942;0.12237833;0.12679158;0.10321447;0.051607236;-0.005160724;0;0;0;0;-0.00041235806;0.0028315254;0.019645737;0.05000529;0.08375117;0.1037143;0.09882848;0.07152038;0.040076204;0.015704595;0.003241383;-0.00041235794;0;0;0;0;0;0;0;0;0;0;-0.0014843377;0.013783135;0.040289164;0.05831326;0.056192778;0.0360482;0.009118073;-0.0010602411;0;0;0;0;0;-0.00090968685;0.007411085;0.03364569;0.068883866;0.103617355;0.1222776;0.108210325;0.07418507;0.03824714;0.01002988;-0.0011662652;0;0;0;0;-0.0019737976;0.01608094;0.07300714;0.15134452;0.20701498;0.19951724;0.13370393;0.055590294;0.027001163;0.06499824;0.13792889;0.18872823;0.1819851;0.12203799;0.051631894;0.017040728;0.040823393;0.113107316;0.19926517;0.263315;0.2757663;0.23286237;0.16044164;0.08760984;0.03438442;0.0066564586;-0.00086595194;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;-0.0022747475;0.021125834;0.06171133;0.08930146;0.0860359;0.055180244;0.013941638;-0.0016216385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.052443873;0.071130574;0.1392086;0.23258457;0.26799902;0.2156483;0.104848415;0.022911863;-0.0028165306;0;0;0;-0.0032432775;0.030109785;0.08809543;0.12526695;0.1440661;0.13793948;0.13402827;0.15603726;0.15986314;0.11482092;0.06309548;0.01637224;-0.0019036626;0;0;-0.0032432775;0.030109785;0.08809543;0.1260897;0.1329433;0.14773835;0.1954862;0.29160556;0.3636823;0.34624085;0.2503441;0.14002882;0.054931086;0.0114533035;-0.0014519999;0;0;0;0;0;0;0;0;0;0;-0.004608868;0.042797163;0.12509255;0.18105207;0.17078045;0.14194348;0.16457295;0.27918312;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;-0.0050697555;0.047076885;0.13546439;0.21773748;0.2611061;0.24740566;0.17368901;0.10595684;0.10022061;0.1777587;0.2958804;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;-0.0013158651;0.010720627;0.048671428;0.10089636;0.13800998;0.13301148;0.089135945;0.038262516;0.008193546;-0.0010219666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;-0.002170844;0.020149885;0.05900242;0.085442185;0.082380734;0.052879523;0.013414699;-0.0015585544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.047791217;0.06656271;0.13288218;0.22257087;0.25633493;0.20618843;0.10018277;0.021852605;-0.00268795;0;0;0;-0.004675664;0.04341688;0.12691087;0.18151595;0.19715714;0.1703463;0.13466282;0.13900821;0.13969472;0.09709423;0.05213736;0.013600241;-0.0015808195;0;0;-0.004675664;0.04341688;0.12691087;0.18229076;0.1866447;0.17956886;0.19681633;0.27805442;0.34798503;0.33122578;0.23949955;0.13401611;0.05261663;0.011033448;-0.0013960191;0;0;0;0;0;0;0;0;0;0;-0.004282314;0.039757982;0.116297856;0.16836098;0.15926942;0.12861784;0.13751642;0.22737823;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;-0.0047105458;0.04373378;0.12615201;0.20063235;0.23598555;0.2177653;0.14737283;0.087664604;0.08255329;0.14521274;0.24144793;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;-0.001262429;0.010297591;0.046571832;0.09655022;0.13210976;0.12738955;0.08542659;0.03674849;0.007875155;-0.0009818894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16542941;0.15946239;0.10688343;0.045932826;0.009836707;-0.0012268052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16542941;0.15946239;0.10688343;0.045932826;0.009836707;-0.0012268052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000081824095;0.00066628185;0.003034505;0.0062396717;0.008474639;0.008112275;0.005388702;0.002279386;0.00048626904;-0.00006078363;0;0;0;0;-0.00003520664;0.00023573142;0.0017113487;0.004615131;0.008146508;0.010757923;0.011226324;0.009435377;0.0064565907;0.00351301;0.0013807125;0.00027246878;-0.00003520664;0;0;0;0;0;0;0;0;0;0;0;0;0
