;meta[fps=30]
;meta[frames=99]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;0;0;-0.015970744;-0.0056118853;0.06768458;0.16906059;0.24375498;0.23592047;0.14555705;0.03836161;-0.029224835;0.031627588;0.1540343;0.20208763;0.18819812;0.09018972;0.00666133;0.07120839;0.18777946;0.2069768;0.18028991;0.06573791;0.06205372;0.15391925;0.21712762;0.18989716;0.12822096;0.023984762;0.0011923817;-0.0006095242;0.0428;0.050864764;0.060451813;0.061449915;0.09588421;0.14636801;0.24155886;0.2606065;0.20794061;0.105876595;0.042491443;0.027811054;0.021004189;0.058325335;0.094875425;0.10132724;0.08920076;0.05749028;0.0012495234;-0.011763809;0;0;0;0;0;0;0;0;0;-0.021280002;0.016752;0.07062127;0.11437212;0.18461259;0.24648455;0.228139;0.22406448;0.21832505;0.18926504;0.15346622;0.11368606;0.09152001;0.0688021;0.08425257;0.08932191;0.056975238;0.033341713;0.1051898;0.1864023;0.24638908;0.22315371;0.1423991;0.04366812;-0.0058331406;-0.012149031;0;-0.0034011425;-0.0012068575;0.01443657;0.036041144;0.05192228;0.05023086;0.030966861;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.05007452;0.057326633;0.07294813;0.094218984;0.15989578;0.16207756;0.175819;0.16738288;0.11747048;0.09028572;0.12665142;0.09810589;0.11409829;0.101840384;0.10479695;0.15633944;0.16056685;0.17293066;0.18286857;0.10165943;0.1022903;0.13352686;0.08427276;0.04726705;0.063492574;0.07719314;0.1254842;0.14637259;0.11292191;0.047392007;0.031970296;0.04710706;0.067728005;0.07678172;0.0771802;0.06648229;0.04893715;0.0032457141;0.012167621;0.067428574;0.1001143;0.09758477;0.06464;0.0012799983;-0.012678095;0;0;0;0;0;0;0;0;0;-0.029664002;0.023280004;0.11608915;0.16581258;0.18323155;0.15821852;0.050624914;0.053484123;0.14488411;0.20928453;0.2381568;0.18376696;0.1222979;0.06804286;0.05753486;0.049721904;0.023785142;-0.01996343;0.017408917;0.043255776;0.06036755;0.056661945;0.04471041;0.043879773;0.062163204;0.08474743;0.093074284;0.07585143;0.04864;0.023268571;0.006285715;-0.001714286;-0.002057143;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09809827;0.03151779;0.02605728;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;-0.00072520494;0.0072520496;0.014504099;0.018130125;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;-0.0006933977;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;0;0;0;0;0;-0.0018101495;0.01680901;0.049127858;0.07110347;0.06851516;0.04395123;0.009656912;0.011381901;0.04717327;0.084713005;0.0971369;0.07741264;0.045220107;0.022795051;0.017110663;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08376117;0.08070672;0.054070044;0.023207515;-0.0001989536;0.051122084;0.10348484;0.12935604;0.10348484;0.050632425;0.004477187;0.035909455;0.06447405;0.0709198;0.08731861;0.110373564;0.12427078;0.11291953;0.07294989;0.01846887;-0.0021469882;0;-0.0060473504;0.057560757;0.15007447;0.20643769;0.22117797;0.19811454;0.20924644;0.3190186;0.4310246;0.4469004;0.36631486;0.2277382;0.13926943;0.12619708;0.14170122;0.16736966;0.17032583;0.1499218;0.11390298;0.06637247;0.01707094;-0.0019847713;0;0;0;0;0;0;0;0;-0.0045134467;0.039178003;0.14557536;0.27139124;0.354425;0.34741175;0.26037708;0.16271736;0.14169371;0.2068348;0.30184364;0.32452762;0.2535741;0.15216133;0.10251047;0.1324309;0.16840021;0.18509708;0.19273275;0.2672976;0.36447033;0.4299411;0.38384336;0.25931326;0.11137718;0.023862496;-0.0029757267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0004163566;0.0033938312;0.015387702;0.031849537;0.04352502;0.041915573;0.028063841;0.012035859;0.0014635571;0.010068476;0.0303229;0.04386748;0.04225061;0.02651186;0.011854025;0.017870892;0.031921208;0.053067718;0.073763624;0.075950906;0.07348585;0.06830126;0.053579286;0.041121453;0.027089162;0.006833253;-0.00079518085;-0.00097012066;0.009701206;0.019402413;0.023891471;0.022096485;0.02518338;0.035458174;0.055767886;0.06257013;0.051158223;0.030115886;0.012216629;0.00263576;-0.0012518798;0.008556147;0.025127718;0.03641928;0.035146996;0.022583134;0.005757109;-0.0006679518;0;0;0;0;0;0;0;0;0;-0.0010742892;0.009980314;0.028695215;0.04550263;0.055937946;0.057843994;0.049216524;0.04862571;0.055938303;0.062048756;0.059900727;0.044775795;0.032052543;0.024245065;0.023656031;0.019402413;0.009172888;0.0033333977;0.019544272;0.04057553;0.055560876;0.05360155;0.03596412;0.0154646775;0.0033098618;-0.000412858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0064902664;0.060264107;0.17619085;0.25502774;0.24576919;0.15767376;0.03989528;-0.0046385545;0;0;0;0;0;-0.007670314;0.0666783;0.24828887;0.4431193;0.5373785;0.48632467;0.307937;0.14525801;0.07561141;0.10150829;0.19893394;0.30751824;0.34500462;0.27828252;0.19589564;0.20335312;0.2969573;0.3827741;0.38927492;0.29888248;0.17851385;0.09172166;0.041258644;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019092292;0.013976892;0.082653485;0.21331042;0.33556232;0.35717306;0.29635242;0.24189854;0.2541909;0.30432892;0.2967889;0.19892302;0.085426606;0.018305006;-0.002282615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0067537366;0.06271327;0.1833157;0.26532534;0.25567713;0.16401929;0.041487228;-0.0048240963;0;0;0;0;0;-0.0044864104;0.038997263;0.14525169;0.25862542;0.32068372;0.30550447;0.21162385;0.115793355;0.07042292;0.09519911;0.18486738;0.28584522;0.32073754;0.25919893;0.17883335;0.17363334;0.24393009;0.3118471;0.32008255;0.25092727;0.15579978;0.08454045;0.039854463;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018257353;0.014082654;0.07280676;0.18076447;0.2792039;0.29383984;0.24434014;0.20968658;0.23285004;0.28309026;0.27570164;0.18480115;0.07940168;0.01700695;-0.0021209703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14516081;0.12523912;0.07992787;0.04560256;0.030438196;0.020520965;0.005206313;-0.0006048675;0;0;0;-0.0008423616;0.007818748;0.022895906;0.03315639;0.031968918;0.020520965;0.005206313;-0.0006048675;-0.0008460725;0.008460725;0.01692145;0.021151813;0.01692145;0.008460725;-0.0008460725;0;0;0;0;0;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;-0.0021118412;0.01961051;0.05731583;0.08295406;0.07993435;0.051276434;0.011266396;0.013278885;0.05503548;0.098831825;0.11332638;0.090314746;0.052756786;0.026594227;0.019962441;0.01692145;0.008460725;-0.0008460725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;-0.0021931087;0.019070027;0.07094206;0.12735617;0.14496413;0.12706858;0.085234374;0.053265456;0.03780422;0.025233738;0.0063826507;-0.00074216875;0;0;0;-0.0010390364;0.009648195;0.028202415;0.040819287;0.039334945;0.025233738;0.0063826507;-0.00074216875;-0.0008460725;0.008460725;0.01692145;0.021151813;0.01692145;0.008460725;-0.0008460725;0;0;0;0;0;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;-0.0021118412;0.01961051;0.05731583;0.08295406;0.07993435;0.051276434;0.011266396;0.013278885;0.05503548;0.098831825;0.11332638;0.090314746;0.052756786;0.026594227;0.019962441;0.01692145;0.008460725;-0.0008460725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
