;meta[fps=30]
;meta[frames=27]
;meta[profile=ciri]
jaw_open_a;0;0;0;0;0;0;-0.007817144;0.011725715;0.02345143;0.027360002;0.02345143;0.011725715;-0.020606479;-0.013367621;0.053001154;0.17044346;0.27816385;0.32373947;0.25278023;0.12706669;0.044283435;0.022006098;0.03386971;0.053005714;0.04176762;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.013348572;0.010483812;0.05435428;0.06797714;0.065790474;0.079131424;0.09886477;0.15004952;0.181792;0.14207236;0.090395436;0.07268115;0.056707066;0.10983773;0.18482743;0.18983313;0.15884951;0.09791086;0.002072377;-0.020601902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.0018559522;0.013829785;0.079449706;0.18727942;0.28682017;0.32181767;0.26305065;0.15474379;0.06259187;0.01349263;-0.001687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0026718078;0.024809644;0.06936442;0.13652459;0.16426845;0.14378856;0.07953399;0.029652292;-0.004657056;0.011204895;0.06406995;0.15088558;0.23105174;0.25931323;0.21110097;0.13193245;0.091172114;0.10664568;0.14532009;0.16461435;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013470366;0.01005904;0.05746772;0.13531592;0.20686102;0.2350051;0.2086072;0.14351158;0.08072942;0.035931572;0.009711808;-0.0011291567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009857859;0.0073556355;0.042111218;0.099172495;0.15174775;0.1702062;0.13658263;0.10050617;0.14014617;0.25933346;0.38518763;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009429256;0.0070413277;0.040227413;0.09472116;0.14505132;0.16280773;0.13110748;0.09364872;0.119093984;0.21262395;0.31419343;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;-0.0010742896;0.008019135;0.04586232;0.10799855;0.16526985;0.18482229;0.15576899;0.113681145;0.09393965;0.09644596;0.09847003;0.0812712;0.04776673;0.01928099;0.0041390765;-0.000518405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;-0.0010742896;0.008019135;0.04586232;0.10799855;0.16526985;0.18477942;0.1560833;0.11556496;0.098378755;0.103262775;0.10613385;0.08755533;0.051469035;0.02079743;0.004465631;-0.00055922434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;-0.005588531;0.05588531;0.11177062;0.13971327;0.11177062;0.05588531;-0.0066824877;0.008155694;0.04679115;0.11030596;0.16560754;0.21930161;0.24849738;0.2553016;0.29811358;0.38236094;0.455508;0.47842613;0.39355913;0.23152143;0.09365243;0.020194419;-0.0025252297;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;-0.0054549407;0.054549407;0.109098814;0.13637352;0.109098814;0.054549407;-0.0065488974;0.008155694;0.04679115;0.11030596;0.16547766;0.22051133;0.2513919;0.26477537;0.32816035;0.44475132;0.5469413;0.58005124;0.47670057;0.28052497;0.11353142;0.024528684;-0.0030651577;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;-0.00035438564;0.0026346995;0.015227449;0.035907984;0.0550615;0.061813384;0.050558396;0.029742418;0.012036123;0.0025753265;-0.0003228435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;-0.00051395193;0.0038444344;0.021866146;0.05146013;0.078740396;0.08836447;0.07225571;0.04258565;0.017264703;0.0037479533;-0.00046756642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;-0.0016253497;0.015092003;0.0422795;0.08228797;0.09839302;0.08554423;0.046838276;0.017262848;-0.001964892;0.0009061883;0.005296302;0.012568258;0.017804632;0.035675127;0.058816873;0.07757037;0.098419935;0.12156131;0.13600986;0.14022167;0.11555568;0.06798266;0.027504776;0.005937352;-0.0007421689;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;-0.0016253497;0.015092003;0.0427582;0.07750098;0.08881905;0.073576756;0.03726429;0.0124758575;-0.00154334;0.001326627;0.007796483;0.018450318;0.026634583;0.046263095;0.06975681;0.08229352;0.083250925;0.0755398;0.06182822;0.05609126;0.04689208;0.027573425;0.011138098;0.0023823625;-0.000298723;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;0;0;0;0;0;0;-0.0004490122;0.0033471817;0.019209558;0.04526859;0.06931115;0.07776074;0.063555636;0.037390467;0.015127628;0.0032655436;-0.00040819295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
