;meta[fps=30]
;meta[frames=149]
;meta[profile=dand]
jaw_open_a;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.01897904;0.068469346;0.1598903;0.19805107;0.18630402;0.11614629;0.0036464701;-0.011926855;0.03833143;0.11854172;0.21541028;0.26960912;0.24760687;0.15333487;0.04912458;-0.0036114242;0.021901712;0.11080685;0.17334402;0.18577829;0.16093716;0.09140572;0.03656229;0.029202288;0.030500576;-0.010182099;0.044694867;0.14658745;0.19146821;0.1811383;0.12492343;0.020743612;0.011924572;0.019721141;0.037855998;0.10535086;0.1824823;0.19920535;0.1764305;0.08015773;0.039893337;0.09691277;0.16826287;0.1351619;0.13070019;0.16336687;0.21651089;0.24639316;0.2184309;0.0951383;0.0069497144;-0.03370286;0.0041485713;0.100708574;0.19857146;0.23305146;0.20899427;0.11333715;0.03937143;0.020217147;0.013348572;-0.0029495507;0.0007111838;0.015459267;0.02849045;0.036830697;0.035113797;0.023339756;0.011335837;0.0013851421;-0.003145144;0.0052375505;0.023314286;0.042880002;0.055262044;0.05270204;0.0352;0.017332243;0.004545304;-0.0009404089;-0.0015673464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.014171429;-0.0049828575;0.06000457;0.15008;0.21095316;0.21502629;0.1506766;0.06605258;0.022342857;0.015401139;0.017097143;0.017805714;-0.01040686;0.011908574;0.116070874;0.22546403;0.2654949;0.23537485;0.12357257;0.03847886;0.006729145;0.016548574;0.046205718;0.05322286;0.1374705;0.23057145;0.2498057;0.2527962;0.20883429;0.10494171;0.12659553;0.1991223;0.23533762;0.20213278;0.15862767;0.12796527;0.11102782;0.10177097;0.075474285;-0.0043580984;-0.010163808;0.023908572;0.033112384;0.03225905;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;-0.015856763;0.012487622;0.06451658;0.08939125;0.08711163;0.057677723;0.0010895232;-0.015594667;-0.0015085716;0.01816686;0.045522284;0.065746285;0.063698284;0.039378293;0.01212343;-0.0058331415;-0.0025600006;0.018002287;0.035828575;0.040932577;0.03331429;0.012973717;-0.0010811428;-0.026098285;0.0044342848;0.098560005;0.18479392;0.2409463;0.2161783;0.11048991;0.027972573;0.0007177151;-0.011297525;-0.0057074293;0.0011691437;-0.0006201892;0.064795814;0.16038857;0.19344953;0.15556724;0.09930514;0.037912376;0.034300953;0.09894401;0.11597942;0.11040915;0.10232115;0.06895544;0.046212956;0.06608609;0.08042019;0.09753522;0.0979581;0.07335619;0.072300956;0.058620952;0.030624764;0.014720001;0.043115426;0.10708572;0.16042972;0.15523659;0.09573487;0.02923886;-0.0039314274;-0.008155431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0037485713;-0.0012342866;0.015826285;0.03932343;0.056749713;0.041590855;0.044376384;0.064831994;0.074020565;0.06556952;0.04690285;0.021878853;0.033857528;0.07207085;0.115716584;0.12949829;0.12723657;0.12808573;0.122588955;0.11241714;0.13043125;0.13724951;0.11108571;0.053607613;0.055436186;0.08557714;0.10773333;0.11430095;0.07157942;0.00012037584;0.002567013;0.043255776;0.062424693;0.050010517;0.045479927;0.050595965;0.053835575;0.06797409;0.082620956;0.07363048;0.07740953;0.06680381;0.033859048;0.009325715;-0.0015238083;-0.0030476195;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.00094706053;0.0070516653;0.040590014;0.095729426;0.14668462;0.15837425;0.19251567;0.24856639;0.27722389;0.24320605;0.14835092;0.059295524;0.073578484;0.138835;0.17311165;0.16684748;0.12446449;0.079796396;0.046249703;0.03802317;0.06749416;0.111133836;0.1428706;0.14482868;0.13875556;0.14740218;0.1599578;0.14013822;0.09494269;0.040807094;0.0025081614;0.05684939;0.16941169;0.24522184;0.23437954;0.16854572;0.09908636;0.12649101;0.21693528;0.30175775;0.38631657;0.43733436;0.39500773;0.30812207;0.21777737;0.16756265;0.18205327;0.20248486;0.16596626;0.12710959;0.09408568;0.07719855;0.06968527;0.08426512;0.10140394;0.11126958;0.09936249;0.07366078;0.049057484;0.056704342;0.067200735;0.050718304;0.053409908;0.1289295;0.25474086;0.34951538;0.33696264;0.225909;0.097058184;0.020800028;-0.0025935622;0;0;0;-0.00069930474;0.0048072087;0.03325378;0.08479376;0.14208564;0.17589557;0.16751209;0.12112285;0.06774872;0.026538815;0.0055065113;-0.00069930457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034781208;0.028340243;0.12861317;0.26665592;0.36227566;0.37441087;0.311361;0.23728755;0.1774691;0.123847835;0.062346157;0.01641253;-0.0069309557;0.043667596;0.1625077;0.29190454;0.33476916;0.2666786;0.15574157;0.101152025;0.09748734;0.13554892;0.19301541;0.24649812;0.26192063;0.20825428;0.13750744;0.15061478;0.22349359;0.29500335;0.35368642;0.3964271;0.42378405;0.38130155;0.28509623;0.18676032;0.13297722;0.10217899;0.067463145;0.01707094;-0.0019847713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.4680037;0.53678685;0.43192232;0.20999137;0.045897838;-0.0056418087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032138936;0.022182364;0.15203516;0.38703674;0.6478744;0.80129665;0.76282245;0.5516876;0.3088062;0.12125325;0.02538875;-0.003213893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.19826509;0.050149404;-0.005831326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;-0.0054056398;0.05019023;0.14677449;0.21246436;0.204767;0.13137978;0.03325605;-0.006331229;0.020086268;0.09114045;0.18903357;0.25870416;0.24946414;0.16729017;0.071900256;0.014261573;0.008041663;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0020734342;0.010989401;0.036420874;0.1148782;0.21341063;0.25818726;0.22004244;0.1297258;0.03325605;-0.003866169;-0.0013120485;0.011406074;0.04180531;0.08175784;0.11198798;0.1094858;0.073660254;0.054009218;0.07438784;0.11512628;0.12962162;0.14014424;0.17423843;0.23057461;0.24994123;0.20223041;0.098307416;0.021491352;-0.0060688197;0.029795423;0.110911824;0.19923255;0.22849521;0.1838458;0.08937037;0.01953759;-0.002401446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00085879536;0.0069975914;0.03175634;0.06584097;0.09007808;0.086833745;0.05820724;0.025000487;0.0053563393;-0.000667952;0;0;-0.0043472536;0.03779574;0.14066473;0.2527005;0.2898315;0.23321661;0.11338723;0.02480646;-0.0030483257;0;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12290845;0.07788425;0.027613979;0.032615352;0.072425075;0.099085905;0.09302556;0.08716242;0.095143914;0.10380524;0.093626715;0.06053976;0.015320483;-0.001781205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0025029646;0.018665548;0.10701518;0.25215742;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;-0.005115398;0.0444689;0.16514221;0.29649934;0.39861703;0.4203644;0.40967053;0.42102453;0.4337145;0.37762773;0.2885051;0.17702952;0.1030583;0.06156624;0.03130468;0.0068353736;-0.0059559043;0.0444689;0.1655797;0.29737774;0.33693945;0.30978495;0.26529047;0.26612318;0.26821613;0.21864851;0.10480112;0.035852324;0.044331968;0.084760316;0.09721483;0.07820603;0.030338928;0.07495534;0.24727023;0.44591355;0.511345;0.4113471;0.19989575;0.043633956;-0.00536588;0;0;-0.0015385159;0.012535229;0.05689614;0.11799815;0.16099042;0.15895395;0.12694712;0.102437265;0.106121175;0.11823002;0.11368112;0.08215697;0.0459077;0.016136285;0.016535942;0.08721511;0.22340287;0.37407374;0.46276343;0.44056994;0.31860825;0.17826998;0.06997272;0.014628143;-0.0018527708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002669581;0.021752965;0.09870993;0.20158231;0.3036343;0.39388567;0.4263392;0.3695054;0.33690158;0.38160652;0.4750196;0.50776595;0.4113471;0.19989575;0.043633956;-0.007976458;0.022699231;0.084451385;0.15165292;0.16843894;0.19049616;0.21595813;0.22905925;0.2046085;0.13244002;0.033512626;-0.0038963857;0;-0.002936539;0.023928262;0.10858093;0.22508489;0.307908;0.2949743;0.21577026;0.13470662;0.089645974;0.06647932;0.04412193;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0020409646;0.015214462;0.087316155;0.2057663;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.1341982;0.2468912;0.3440342;0.3720047;0.3640978;0.3639781;0.3606005;0.30842626;0.23919079;0.15123545;0.09186009;0.056511514;0.028627306;0.0062787486;-0.0049456274;0.036292054;0.13512109;0.24268919;0.2745232;0.25685647;0.23144367;0.2439778;0.2495858;0.20312698;0.09731002;0.03371042;0.04256913;0.08123965;0.09317929;0.07497761;0.031967066;0.046968155;0.14427203;0.26094654;0.29929814;0.24082448;0.11708083;0.025582558;-0.0031449401;0;0;-0.0012802412;0.010431181;0.04734888;0.09811991;0.13374831;0.1322602;0.10720041;0.089663975;0.095944464;0.10795599;0.103770785;0.07503343;0.041964553;0.014917751;0.013815949;0.07113418;0.18230316;0.30526993;0.37763137;0.35950127;0.25994462;0.14543858;0.05706217;0.011927707;-0.0015108433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0024825546;0.02023894;0.09169643;0.18782806;0.2770219;0.34719583;0.36248636;0.30744714;0.2590796;0.25407222;0.2847145;0.2963758;0.24082448;0.11708083;0.025582558;-0.0069021694;0.03266285;0.121608995;0.21842027;0.24535356;0.24913399;0.23713222;0.22285289;0.19150274;0.12453592;0.03149764;-0.0036626025;0;-0.00273081;0.022262836;0.10086609;0.2090821;0.2860126;0.27396125;0.20096558;0.1266036;0.085305035;0.0636723;0.042192295;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00012987954;0.0012023135;0.00356241;0.005176627;0.005009639;0.0032284344;0.0008349398;-0.00009648194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;-0.002777567;0.020699088;0.11888617;0.28022256;0.4291387;0.48113617;0.39685327;0.2411956;0.10767385;0.03372601;0.0018888188;0.039432544;0.13793094;0.2457228;0.3475844;0.40806296;0.3984055;0.32872143;0.21972002;0.13430288;0.16126809;0.2578356;0.36515483;0.4058754;0.42490035;0.45953196;0.47690707;0.43573067;0.37754536;0.30915877;0.30181628;0.30982614;0.26991102;0.18571287;0.09178493;0.062798604;0.14193143;0.2543856;0.28761342;0.27337158;0.25605473;0.29066858;0.34067404;0.3774522;0.35847104;0.32163203;0.28055835;0.21787941;0.16463065;0.18446717;0.277374;0.3571038;0.39262497;0.34418035;0.23650602;0.15134045;0.11930224;0.1474207;0.23799312;0.32183406;0.35131115;0.35774297;0.32292694;0.25917643;0.18422948;0.08983491;0.028404815;0.056414902;0.1501246;0.25157392;0.31135085;0.29643726;0.21429425;0.11979877;0.045355525;0.020668494;0.07373728;0.19116783;0.32028452;0.3963356;0.37733874;0.27279633;0.15253954;0.05978805;0.012470021;-0.0015808191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0028922316;0.023567567;0.106934644;0.21959753;0.31891364;0.3892239;0.3944473;0.32896078;0.25041354;0.18844037;0.15579422;0.17361018;0.19499241;0.17751321;0.1432654;0.100070335;0.08388085;0.13280804;0.2070573;0.2238329;0.25455362;0.29433116;0.3156314;0.28160667;0.19076893;0.11668377;0.11691014;0.13896182;0.10057373;0.070387654;0.11305822;0.24389686;0.33370993;0.3196989;0.23446435;0.14664365;0.106368676;0.114454456;0.14420155;0.15454552;0.19380067;0.23456801;0.22811669;0.17936547;0.103929594;0.026706938;-0.003105976;0;0;0;0;0;0;0;0;0;0
