;meta[fps=30]
;meta[frames=65]
;meta[profile=yenn]
jaw_open_a;0;0;-0.0047085714;0.0008914286;0.020114286;0.039897144;0.04242286;0.03601143;0.027428573;0.031353146;0.043753143;0.045494862;0.024932574;0.00764343;0.011913143;0.030226285;0.015894856;0.05150401;0.16066974;0.27229717;0.2999246;0.24254633;0.07708268;0.0061965724;0.052100573;0.10241524;0.09984001;0.06614858;0.0013409498;-0.0129828565;-0.033584766;0.026392385;0.13673145;0.18332952;0.1939581;0.14084573;0.02399238;-0.0054704747;0.009257143;-0.0061714286;0;0;-0.018133335;0.014217147;0.073874295;0.09653334;0.10448762;0.070994295;0.057165712;0.081112385;0.111977145;0.0906819;0.056678098;0.002285714;0.0003809521;-0.023238096;0.028594287;0.057188574;0.06672;0.057188574;0.028594287;-0.019062858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.014582858;0.002811429;0.058994286;0.11871238;0.16482286;0.1544;0.087443806;0.010895231;0.015664762;0.05249523;0.102232374;0.1807619;0.18921143;0.12758096;0.07056077;0.023896001;0.015961148;0.07962743;0.09094173;0.073995434;0.019859053;0.004517715;0.022120161;0.05286966;0.077871025;0.09399511;0.085594565;0.08050939;0.04975891;0.032515913;0.024746668;0.04142367;0.0567458;0.067699805;0.09317485;0.14097372;0.16561982;0.13696305;0.09258057;0.10071772;0.17244342;0.23975316;0.24748495;0.1659764;0.108717725;0.10729753;0.13877638;0.13449143;0.09057524;0.029592378;0.0011428581;-0.009417143;0;-0.009417143;0.010773334;0.024746668;0.046857145;0.07292953;0.08702477;0.075428575;0.06680381;0.033859048;0.009325715;-0.0015238083;-0.0030476195;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0026718078;0.024809644;0.071120664;0.11637154;0.15289229;0.17219035;0.1632522;0.13687289;0.121596836;0.108322725;0.1306285;0.16232088;0.16987112;0.18244891;0.25745037;0.33271164;0.34351742;0.26825973;0.12815517;0.054414462;0.071864225;0.109114714;0.10515471;0.067463145;0.01707094;-0.0019847713;-0.006011568;0.0558217;0.16317111;0.23616871;0.22758076;0.1459952;0.0369282;-0.0042939764;0;0;0;0;-0.0027767716;0.025782945;0.07538314;0.109114714;0.10515471;0.06455039;0.046198413;0.05627018;0.07281868;0.05825495;0.029127475;-0.0029127474;0;-0.0029127474;0.029127475;0.05825495;0.07281868;0.05825495;0.029127475;-0.0029127474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008851953;0.076947264;0.28655574;0.51480407;0.5904655;0.47511455;0.23099048;0.050487623;-0.006205989;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010671327;0.009280555;0.034498125;0.062016156;0.07115676;0.05729278;0.026883477;0.015429955;0.026495956;0.039467473;0.03806266;0.024438556;0.006207711;-0.00072096393;0;0;0;0;0;0;0;0;0;-0.00090968685;0.007411085;0.03364569;0.06951471;0.09775423;0.105207734;0.08353323;0.050435666;0.021983039;0.016704097;0.02027181;0.026240967;0.020992775;0.010496387;-0.0010496387;0;-0.0010496387;0.010496387;0.020992775;0.026240967;0.020992775;0.010496387;-0.0010496387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0026105787;0.022699231;0.084451385;0.15165292;0.17020528;0.16990468;0.20423633;0.29732543;0.38457328;0.3724277;0.24591762;0.13719733;0.15922637;0.27961132;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;-0.0018146028;0.01684723;0.049280003;0.07134097;0.06876193;0.04412193;0.01117335;-0.0012987952;-0.004608868;0.042797163;0.12509255;0.18105207;0.17446531;0.111919045;0.028306313;-0.004614063;0.011498794;0.042792898;0.0768423;0.08810843;0.069057874;0.05128238;0.05679892;0.06717313;0.098871715;0.13030814;0.15780734;0.15887333;0.13438712;0.09339496;0.08976153;0.09791841;0.09620289;0.06255504;0.04676777;0.04411644;0.046991084;0.038184583;0.019092292;-0.0019092292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0037572293;0.03266285;0.121608995;0.21842027;0.24747618;0.22600429;0.20908564;0.25183457;0.31264323;0.3039181;0.20071955;0.11199327;0.12989439;0.22810556;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;-0.0017403858;0.016164437;0.04720193;0.06829807;0.06579326;0.042192295;0.010653833;-0.0012394219;-0.004282314;0.039757982;0.116297856;0.16836098;0.16227521;0.10412629;0.026369255;-0.004271367;0.010488515;0.03901201;0.07010712;0.080424204;0.0629939;0.04765448;0.054108553;0.0627744;0.10921014;0.16727744;0.21259797;0.21141553;0.16626103;0.097281404;0.08137301;0.08912372;0.08770432;0.056993224;0.043544903;0.041937143;0.044967417;0.036514707;0.018257353;-0.0018257353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.01672106;-0.005382486;0.029879717;0.11134787;0.20011145;0.22957787;0.18477358;0.08831633;0.034126777;0.039888144;0.061228927;0.05900242;0.037850607;0.0095739765;-0.0011132531;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16542941;0.15946239;0.10688343;0.045932826;0.008278151;0.013245488;0.042303625;0.061228927;0.05900242;0.036214128;0.025938798;0.031616393;0.04091206;0.03272964;0.01636482;-0.0016364823;0;-0.0016364823;0.01636482;0.03272964;0.04091206;0.03272964;0.01636482;-0.0016364823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.01672106;-0.005618218;0.03193701;0.11890658;0.21356651;0.24491574;0.1970347;0.09409959;0.036352914;0.04255224;0.06531085;0.06293591;0.040373977;0.010212242;-0.00118747;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16542941;0.15946239;0.10688343;0.045932826;0.008174249;0.014210305;0.04512386;0.06531085;0.06293591;0.03862617;0.027690317;0.03376868;0.043695193;0.034956153;0.017478077;-0.0017478076;0;-0.0017478076;0.017478077;0.034956153;0.043695193;0.034956153;0.017478077;-0.0017478076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
