;meta[fps=30]
;meta[frames=143]
;meta[profile=default]
jaw_open_a;0;-0.008832;-0.001344001;0.034319997;0.09578401;0.10797637;0.09398667;0.10407543;0.16334517;0.24167243;0.2915932;0.22315547;0.14052954;0.12777029;0.18163735;0.24779198;0.27355427;0.22282287;0.14282286;0.0682743;0.018411431;-0.0050685713;-0.006022858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.024036575;0.0046262853;0.10245716;0.2028624;0.2312095;0.19212866;0.08501257;0.015073957;0.010835592;0.017419755;0.01923788;0.046760168;0.07800556;0.08602483;0.06965552;0.027330289;-0.0023634292;-0.006235429;0;-0.005881905;-0.006628572;0.040822856;0.066940956;0.07172572;0.048720457;0.015012266;0.011934171;0.06839863;0.09858012;0.09539201;0.04338286;0.041139204;0.04393052;0.049071543;0.042057145;0.024045717;-0.01979429;0.051885717;0.13664001;0.16146287;0.13943622;0.117683806;0.080403805;0.08017524;0.10234667;0.08644572;0.060248386;0.046497524;0.07661258;0.13389562;0.22342174;0.30323967;0.32632917;0.261664;0.17136228;0.078784004;0.058473144;0.12893486;0.2174248;0.2344389;0.19227889;0.10134019;0.039250284;0.036210284;0.03281676;0.023012573;0.044134866;0.07487087;0.08464687;0.06293334;0.033166476;0.0062308554;0.04019505;0.13431619;0.21238859;0.21193904;0.16656762;0.06681143;-0.005668572;-0.017386666;-0.0021257142;0.008731429;0.02784762;0.04301714;0.04240914;0.04468419;0.08054401;0.15593602;0.24785373;0.3219109;0.3395246;0.30952692;0.2582492;0.18622173;0.11258058;0.06840229;0.049398847;0.046546288;0.04584229;0.030966861;0.009435431;-0.0012799992;-0.0026331437;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0.0067047635;0.030590858;0.045740385;0.063997336;0.07498381;0.07549295;0.08697085;0.08753867;0.07425295;0.06366629;0.04852267;0.03418324;0.026765715;0.030404571;0.047075815;0.06427162;0.069851436;0.057022862;0.03673143;0.017714288;0.004902857;-0.0012514286;-0.0015885715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004224;0.00080457155;0.018002287;0.035828575;0.040932577;0.03331429;0.012973717;-0.0010811428;-0.0029668575;-0.004224;0.00080457155;0.011887239;0.03850972;0.055666283;0.08467505;0.10525409;0.09962667;0.087070465;0.08400762;0.05397333;0.07987811;0.12789333;0.12414477;0.09997715;0.057412267;0.00026483514;-0.00012982672;0.03221303;0.04650423;0.045045946;0.018329604;0.022811431;0.0273792;0.030906519;0.028525716;0.014262858;-0.023344764;0.01081905;0.056411427;0.05916952;0.09616;0.114544764;0.10335239;0.09659429;0.07671619;0.012845714;-0.0005939066;-0.008559809;0.0046514287;0.020026287;0.039285716;0.05431486;0.057426292;0.046922863;0.030158857;0.010258288;0.0047520003;0.016977716;0.03453372;0.040932577;0.03331429;0.012973717;-0.0010811428;-0.0029668575;-0.004224;0.00080457155;0.014112001;0.032704003;0.061243434;0.0810103;0.070404574;0.04459429;0.021714287;0.014605715;0.019245716;0.0388;0.06669714;0.051664762;0.10721525;0.19700572;0.20974477;0.17668954;0.11257143;0.0015573306;-0.02456076;0.0016045709;0.011734858;0.027565718;0.044365715;0.056635436;0.05978972;0.054555435;0.045581724;0.03361372;0.020228574;0.009645714;0.0024365704;-0.0009051429;-0.0008045713;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022837596;0.021205885;0.0619923;0.08972821;0.08646797;0.055471815;0.014033349;-0.0016317108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0010971109;0.008228331;0.04671739;0.1064763;0.16522448;0.19412673;0.1834086;0.1531956;0.1267447;0.10155136;0.082470596;0.09715086;0.1580274;0.2504464;0.3253881;0.3415715;0.2885051;0.19887373;0.108555295;0.042521104;0.008133507;-0.0010627592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011099931;0.009651429;0.035909455;0.063553914;0.08025544;0.103133395;0.14011377;0.19258657;0.22963731;0.21820998;0.16817687;0.1230347;0.11313725;0.12636356;0.15568358;0.17217103;0.17614083;0.2067645;0.27821153;0.34558645;0.3644847;0.3309845;0.2358562;0.14469986;0.072970696;0.03370628;0.026655573;0.061255865;0.08376117;0.08070672;0.051157296;0.052334994;0.06323025;0.07219836;0.056308344;0.0460529;0.060058422;0.11314628;0.12978543;0.10445098;0.048020974;0.036911502;0.07283061;0.117969856;0.15572107;0.18653749;0.19932163;0.20140587;0.1768256;0.13381058;0.11017671;0.10697239;0.105734944;0.08789789;0.07877801;0.09668229;0.12488189;0.1460063;0.13989949;0.109570354;0.10007412;0.12435594;0.15299033;0.16383895;0.13346562;0.088806115;0.06791151;0.07135397;0.07305963;0.05645446;0.05674657;0.086786754;0.12596369;0.14633991;0.13156267;0.08566959;0.051903438;0.026257666;0.0057324586;-0.0016519885;0.0070516653;0.040590014;0.095729426;0.14668462;0.16395593;0.13996598;0.10282308;0.08522732;0.09203661;0.10797967;0.11510577;0.10727357;0.090401106;0.06784627;0.04360533;0.02296848;0.008600834;0.0014112866;-0.00019609155;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;-0.0002942169;-0.005507421;0.07933399;0.2808859;0.49728817;0.5665683;0.45322424;0.2204909;0.04819273;-0.005923899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.10805308;0.116600476;0.13459879;0.1657796;0.2322884;0.29513338;0.3539577;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0011271689;0.009284531;0.040498756;0.08708423;0.10870626;0.112623125;0.13588142;0.20295204;0.28252423;0.31864616;0.2636234;0.17420822;0.117896445;0.11180032;0.12834643;0.1361111;0.114919536;0.07916025;0.043233983;0.01698506;0.003307952;-0.00042939768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0037699523;0.03277497;0.122003004;0.21915582;0.25134474;0.20223041;0.098307416;0.021491352;-0.0026415905;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;-0.002107229;0.02107229;0.04214458;0.052680727;0.041322365;0.027772484;0.02828331;0.063086785;0.08640277;0.083376296;0.05385601;0.045161508;0.047308806;0.05203695;0.04214458;0.02107229;-0.005356868;0.030179763;0.08815905;0.12757352;0.12089929;0.09748916;0.07441302;0.07653881;0.07596627;0.048718076;0.011173548;0.006104206;0.05535095;0.14833364;0.2613994;0.34551042;0.36209473;0.30587345;0.21087243;0.11136885;0.07790506;0.1306669;0.21802527;0.25134474;0.20223041;0.098307416;0.021491352;-0.0026415905;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0031680004;0.028986327;0.110911824;0.19923255;0.22849521;0.1838458;0.08621615;0.04882145;0.083266035;0.12402171;0.11954219;0.07670845;0.018740289;0.002391904;0.03206328;0.097746804;0.19491948;0.29654676;0.36946645;0.3915105;0.3650246;0.30786863;0.23148192;0.14904872;0.07880082;0.029720671;0.0050128186;-0.0006886265;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.003962624;0.035125915;0.12251697;0.19925328;0.29345354;0.36870044;0.3589162;0.28569;0.17326464;0.043153867;0.0022367113;0.054372676;0.14582922;0.2570627;0.3397802;0.3560267;0.3006215;0.20713884;0.11304392;0.044292174;0.008496904;-0.0011090785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014504098;0.00998906;0.06880381;0.17533259;0.29367298;0.3633865;0.34197134;0.28508615;0.2656169;0.32728052;0.4187065;0.42688492;0.3213205;0.16974995;0.044262946;-0.0051469402;-0.0032432775;0.030109785;0.08809543;0.1275417;0.12294025;0.07600253;0.043523;0.10465619;0.22184707;0.3035485;0.29262528;0.18859512;0.1586653;0.18042885;0.22785;0.2196365;0.20427363;0.22566058;0.3237574;0.40845856;0.4462352;0.42059636;0.35985354;0.28853852;0.17936733;0.09818893;0.040715378;0.01117335;-0.0012987952;0;0;0;0;0;-0.005115398;0.0444689;0.1655797;0.29737774;0.34101728;0.27183044;0.15198319;0.1361212;0.24857831;0.38608363;0.43317607;0.3500554;0.24325807;0.21435505;0.25184757;0.26572424;0.2156483;0.104848415;0.022911863;-0.0028165306;0;-0.002348964;0.020422628;0.07600179;0.1365405;0.1566069;0.1235173;0.079939;0.120424315;0.25050983;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0037931323;0.033623867;0.11727148;0.19166368;0.27230307;0.32781267;0.30721363;0.23845129;0.14339116;0.03567002;0.0026263508;0.050604317;0.13555667;0.23882343;0.31562534;0.33071133;0.27933472;0.19257194;0.10515093;0.04122098;0.007929145;-0.0010339338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015108436;0.010416869;0.071566276;0.18230316;0.30526993;0.37763137;0.3556561;0.2933695;0.26664034;0.3091695;0.3765933;0.37209693;0.27252546;0.14002998;0.03670395;-0.00426747;-0.004675664;0.04341688;0.12691087;0.18368678;0.17700727;0.110781826;0.05129091;0.09910358;0.2123811;0.29053125;0.28003663;0.18141554;0.14216995;0.15273705;0.19191547;0.18820935;0.17579241;0.19063973;0.2659941;0.3476192;0.4014998;0.4214999;0.39379847;0.3310351;0.20797424;0.110063635;0.037282847;0.010653833;-0.0012394219;0;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22186206;0.12403496;0.11108412;0.20284402;0.31505066;0.3534579;0.285044;0.20338154;0.19324648;0.23839019;0.2544795;0.20618843;0.10018277;0.021852605;-0.00268795;0;-0.0025048195;0.02177523;0.08107266;0.14561352;0.16698799;0.13230087;0.08050676;0.10157694;0.20401293;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0.025293114;0.073920004;0.10583809;0.11290613;0.105402805;0.07808914;0.061878316;0.044185016;0.015219284;-0.0016364822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.030503135;0.015251568;-0.0015251568;0;0;0;-0.0015251568;0.015251568;0.030503135;0.03812892;0.030503135;0.015251568;-0.0047684344;0.030109785;0.08809543;0.1275417;0.1214856;0.092400014;0.059469983;0.05482401;0.05506892;0.03532723;0.008935711;-0.0010390362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
