;meta[fps=30]
;meta[frames=37]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;-0.0064566853;-0.002282973;0.027385602;0.06839863;0.093002975;0.10076343;0.080057144;0.046464913;0.024787659;0.012340113;-0.005494096;-0.0075451434;0.018253716;0.058549337;0.0953585;0.105286874;0.09106134;0.06093867;0.052158482;0.05685258;0.057784382;0.06073905;0.088571444;0.110830486;0.10548876;0.076024234;0.051523656;0.07089327;0.120534874;0.13754149;0.101376;0.04155611;-0.002725492;-0.009715198;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0030372571;-0.0010761147;0.012853029;0.03221303;0.04650423;0.045045946;0.027838176;0.0012800012;0.00024777226;0.028597945;0.059532955;0.0681981;0.065917715;0.04995962;0.043293722;0.047476575;0.041401908;0.020994289;0.0058331443;-0.00094704685;-0.0018940958;0;0;0;-0.002916572;-0.0036708578;0.010560004;0.04395978;0.07634378;0.081734404;0.06013166;0.024660114;-0.0015990869;-0.0057727997;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.059929594;0.09448324;0.13127115;0.15170792;0.13871476;0.11948276;0.11146447;0.11956553;0.1276542;0.123663664;0.10338727;0.09321317;0.09884497;0.11846031;0.13813148;0.17216176;0.19786309;0.20587279;0.21546935;0.25939363;0.2969332;0.28495198;0.21644032;0.14369506;0.1273419;0.16310312;0.17860651;0.13579069;0.066791646;0.015020324;-0.0018295198;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27176365;0.3965381;0.38680243;0.25375545;0.07120314;-0.0011927704;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;-0.0054336297;0.042527866;0.21754813;0.46079144;0.6211237;0.58685297;0.37948638;0.14640708;0.023854781;-0.0033063614;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.00082221697;0.006700194;0.03039054;0.063086785;0.08640277;0.083376296;0.05596324;0.024089212;0.0051642237;-0.00064377853;-0.00055689167;0.004140242;0.023928849;0.05642683;0.08652522;0.09713531;0.0794489;0.04673808;0.01891391;0.0040469416;-0.0005073255;0;0;0;-0.0006612725;0.004768859;0.029302418;0.07570345;0.11978128;0.1289831;0.09807474;0.048223898;0.010863758;-0.0013225446;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.002890005;0.023536395;0.10697918;0.21898247;0.32550964;0.41318947;0.4357818;0.3893514;0.35008582;0.35814747;0.39379457;0.4121909;0.39324945;0.34908897;0.3344603;0.3485234;0.37881276;0.40151998;0.4169033;0.36248782;0.30869398;0.27994978;0.27305204;0.23751107;0.15931691;0.06777782;0.06355748;0.11513079;0.14172456;0.12828277;0.08495719;0.039545733;0.007857715;-0.0010000729;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0027699966;0.022568982;0.10244334;0.2103592;0.3052952;0.37210158;0.3751958;0.32467008;0.2885544;0.29814962;0.32803342;0.34461197;0.33649692;0.31477535;0.316368;0.3297391;0.34309667;0.34425572;0.34441212;0.29530638;0.25196633;0.22851378;0.2228436;0.19375116;0.13042207;0.05786412;0.059034526;0.1074384;0.13357092;0.1218517;0.081289575;0.03778846;0.00752708;-0.00095721264;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00048003488;0.0034631088;0.021258686;0.054929696;0.08692058;0.09360678;0.071182296;0.035008248;0.007886284;-0.0009600695;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00047513648;0.0034386162;0.02094029;0.054089632;0.08554906;0.09211279;0.07002384;0.034444943;0.0077393344;-0.0009429253;0;0;0;0;0;0;0;0;0;0
