;meta[fps=30]
;meta[frames=79]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.02185143;0.004205715;0.09314287;0.18509714;0.21136002;0.16981332;0.06468572;0.0030628578;0.012579049;0.02477714;0.05450057;0.13240534;0.20624688;0.21907659;0.17424686;0.06924343;-0.0058080014;-0.015840001;0;0;0;0;0;0;0;0;-0.027967999;0.02192;0.11395199;0.13613255;0.15822169;0.19519083;0.18170668;0.18569753;0.19455998;0.13933715;0.11271618;0.11141944;0.11737145;0.096394666;0.08014172;0.07220877;0.06848914;0.04954286;0.02416;0.0240099;0.07894583;0.1635927;0.22702387;0.23571782;0.17231454;0.085655175;0.03535574;0.015195425;-0.011590098;-0.0044083823;0.06245486;0.09448687;0.09705144;0.07014858;0.013778288;-0.017298289;0;0;0;0;-0.0029104766;-0.0031009526;0.012114286;0.038948577;0.06371048;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0038400001;0.00073142844;0.016365716;0.032571428;0.037211433;0.030285716;0.011794287;-0.0009828572;-0.002697143;-0.012269716;0.002413713;0.052221723;0.098547444;0.116651446;0.11852916;0.09286173;0.076842286;0.06886629;0.04782629;0.014665145;-0.0019657137;-0.0040777153;0;0;0;0;-0.010656001;0.008400002;0.043344002;0.056208003;0.059243433;0.05510172;0.03329143;0.029627431;0.030285716;0.011794287;-0.0009828572;-0.007993905;0.004156953;0.021572573;0.029903242;0.029148953;0.012452574;0.001711238;0.021775242;0.048;0.08762423;0.12631132;0.13511726;0.11543681;0.07673281;0.014476497;0.003973033;0.030435659;0.04401981;0.04839315;0.057243425;0.07694781;0.109494865;0.15054172;0.13739887;0.12593524;0.11384381;0.11481905;0.09473523;0.09135237;0.093470484;0.1121981;0.10415238;0.078156196;0.032777146;-0.0027428567;-0.007497143;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0010090845;0.008774025;0.032644957;0.05861278;0.067200735;0.05310337;0.03330933;0.04632247;0.095024504;0.14668462;0.16461435;0.1345756;0.077803515;0.043008946;0.056867518;0.102804005;0.14183004;0.13672023;0.09164206;0.039347142;0.008421922;-0.0010505931;0;0;0;0;-0.0059564607;0.055306412;0.16171114;0.23306628;0.23435806;0.1773734;0.0932988;0.07740846;0.13695043;0.22154056;0.30461946;0.33319607;0.2867651;0.19852723;0.11730429;0.083074145;0.09458676;0.12158537;0.12880403;0.10445098;0.05079774;0.011128556;-0.0043679285;0.027863136;0.08149014;0.11563201;0.1353557;0.1363099;0.107910015;0.10581598;0.1351362;0.13479032;0.14452572;0.15781794;0.15260555;0.16466734;0.18767066;0.16092871;0.111223534;0.08204835;0.085903384;0.11990214;0.16998662;0.20458414;0.21450321;0.204868;0.1668687;0.098456115;0.03987912;0.008635666;-0.0010782655;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00016221688;0.00132;0.0060179285;0.012455712;0.013059519;0.045738805;0.17947708;0.4017333;0.6088206;0.6817833;0.55735016;0.32796702;0.13277136;0.02870604;-0.0035862664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;-0.004227712;0.12077419;0.32926318;0.4670866;0.44427815;0.28303137;0.07076314;-0.008257158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014727532;0.040297415;0.08059483;0.13173461;0.21232943;0.28515393;0.35102123;0.3393657;0.27738357;0.19678874;0.12396424;0.072824486;0.036412243;0.010842353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0034272294;0.029795423;0.110911824;0.19923255;0.22849521;0.1838458;0.08937037;0.01953759;-0.002401446;-0.0028690128;0.024937669;0.092901774;0.16680507;0.19125292;0.15381579;0.074716784;0.016278146;-0.0020030604;0;0;0;0;0;0;0;0;-0.0038963861;0.036180727;0.10575905;0.14964509;0.17730145;0.20553833;0.2231675;0.22571206;0.1838458;0.08937037;0.01953759;-0.0038301211;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.003000111;0.01608094;0.07300714;0.15134452;0.20701498;0.19951724;0.13370393;0.057393767;0.012290318;-0.0015329499;-0.001661928;0.014257593;0.056855433;0.088781945;0.09228074;0.063853025;0.021954946;-0.0023616874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.0025029646;0.018665548;0.10701518;0.25215742;0.38608363;0.43317607;0.354072;0.20417286;0.11830355;0.1724815;0.31756952;0.4369667;0.42613846;0.3077759;0.18053629;0.11654611;0.09832178;0.083000444;0.04881801;0.019730559;0.0042600497;-0.0005325062;0;0;0;0;0;0;0;0;0;0;-0.0050044446;0.046468675;0.13584659;0.1915111;0.23395203;0.28713953;0.32813102;0.3374415;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;-0.0072064595;0.06691765;0.19423012;0.2948991;0.317209;0.26514772;0.15520978;0.09179376;0.053921256;0.016329754;-0.0018215608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0020409646;0.015214462;0.087316155;0.2057663;0.31505066;0.3534579;0.2888892;0.16650559;0.09687159;0.14255135;0.2630209;0.36186478;0.353302;0.25698894;0.15439524;0.10408658;0.09000467;0.075781;0.044569094;0.018014291;0.0038667005;-0.00048426524;0;0;0;0;0;0;0;0;0;0;-0.0047881026;0.044464447;0.12992778;0.18385933;0.21746844;0.2513336;0.27206683;0.2748967;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;-0.005970748;0.055440005;0.16084366;0.24527194;0.26734245;0.22975178;0.14161971;0.08786677;0.051655784;0.015613377;-0.0017419631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
