;meta[fps=30]
;meta[frames=125]
;meta[profile=dand]
jaw_open_a;0;0;-0.026400002;0.0051039997;0.11246401;0.22360802;0.255376;0.20776804;0.080784015;-0.04026629;-0.01199315;0.14266057;0.2757943;0.33561605;0.28694862;0.12607391;0.012612573;-0.01058743;0.061287623;0.1037943;0.08886857;0.07539962;0.098022856;0.116431996;0.155184;0.124176;0.045168;-0.014281904;-0.0046643806;0.023908572;0.031192385;0.03149105;0.029585373;0.021020953;0.019624991;0.030023314;0.04330926;0.05614949;0.019439999;0.07546226;0.16685715;0.2158514;0.22568078;0.17557028;0.04352914;-0.014287233;0.012219432;0.07723428;0.14777143;0.18170972;0.14669257;0.10815543;0.11888458;0.13428114;0.12251429;0.0752;0.0010971427;-0.023689143;-0.002866288;0.03451612;0.08626012;0.12331999;0.11826054;0.0778932;0.040110532;0.03250317;0.046235427;0.05922032;0.054191753;0.04224;0.02649905;0.012383495;0.0034590499;-0.0010971429;-0.0010768258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.031968;0.0061919973;0.13617599;0.26290286;0.31935772;0.27444118;0.13161829;0.031481143;0.0007301214;-0.004523104;0.062108085;0.18668804;0.33547106;0.43150896;0.4093244;0.276881;0.1444875;0.009323095;0.06604114;0.10483984;0.14090288;0.16525714;0.15007773;0.064565025;0.095718876;0.08047818;0.1020855;0.16426332;0.23090194;0.25698015;0.2249029;0.15520185;0.07466425;0.01331567;-0.008684345;-0.0046162307;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0065874294;0.0012822861;0.028009145;0.045022868;0.060000006;0.097772576;0.13472457;0.14498398;0.15861714;0.17691886;0.17742631;0.17549944;0.17279087;0.11262781;0.090534106;0.108704;0.1211581;0.12111239;0.14187428;0.12363536;0.123199716;0.12703773;0.12738287;0.15042561;0.16877167;0.1591677;0.15871179;0.16866286;0.14047238;0.11035429;0.052160002;0.0013409498;-0.0129828565;0;-0.011154287;0.0021942854;0.034483813;0.09898667;0.16896002;0.17761524;0.12495238;0.06116571;0.0014780916;-0.019065902;0.00080457155;0.015739432;0.02953143;0.054176003;0.07374629;0.07637485;0.09352686;0.12882286;0.12176915;0.09797487;0.03997714;0.01865143;0.038208;0.09436891;0.1259063;0.1270775;0.077697836;0.047298755;0.016131662;-0.0021622847;-0.004485487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008533334;-0.004768;0.029008005;0.10469868;0.174352;0.182672;0.12965867;0.053712003;-0.004511998;-0.018925717;-0.010689307;0.026342534;0.100126065;0.18457732;0.23769343;0.22637193;0.13247958;0.087670214;0.071073964;0.13115518;0.15875657;0.14262858;0.06689524;0.018185144;-0.023527618;0.0023131426;0.020348957;0.048743624;0.08246859;0.11391392;0.12961982;0.11480229;0.08057449;0.03947429;0.007391999;-0.0045424798;-0.002447237;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;-0.00061387965;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.0739208;0.059455473;0.028883435;0.0063057044;-0.00077542063;0;-0.0031560727;0.031560726;0.06312145;0.075814925;0.0908343;0.12194654;0.16626516;0.19889463;0.16462986;0.10552996;0.09821541;0.123856165;0.14330073;0.11279202;0.049870953;0.037537232;0.054860566;0.07013496;0.056107964;0.028053982;-0.0028053983;0;-0.0024082055;0.020925978;0.07803945;0.14018044;0.16077365;0.12793832;0.0742679;0.06544307;0.10561821;0.1468397;0.1415867;0.093832694;0.05045852;0.04229568;0.08119266;0.17443562;0.28013188;0.3458576;0.34739414;0.26766932;0.15399632;0.066442125;0.017777061;-0.002075422;0;0;0;-0.0004866507;0.0031648201;0.024330946;0.06779871;0.12416272;0.17343847;0.19371717;0.18084638;0.14449072;0.09685461;0.051960304;0.020437744;0.0036228448;-0.00048665082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031560727;0.031560726;0.06312145;0.07890182;0.06312145;0.031560726;-0.0031560727;0;0;0;0;0;-0.0057587;0.053469554;0.15634845;0.22631644;0.21415253;0.17433783;0.16354445;0.22552726;0.2671459;0.22966214;0.1560021;0.12889324;0.16528636;0.22092798;0.24478625;0.2221298;0.16255756;0.089481704;0.03162561;0.004382238;-0.00065602385;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006085041;0.049578723;0.22503966;0.46659774;0.6384785;0.6155845;0.4127542;0.17735793;0.03804655;-0.0047424594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019768197;0.013079665;0.09461328;0.28962448;0.54935175;0.7742777;0.8725181;0.7992533;0.6071868;0.3842669;0.1907252;0.062710084;0.011866744;-0.0015802891;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0037699523;0.03277497;0.122003004;0.21915582;0.25134474;0.20223041;0.098307416;0.01862234;0.022296079;0.092901774;0.16680507;0.19125292;0.15381579;0.074716784;0.016278146;-0.0046192054;0.026161449;0.052322898;0.06344986;0.06917198;0.09100288;0.11118616;0.12866424;0.10127819;0.047307692;0.008499688;-0.0011188195;0;0;0;0;0;0;0;0;0;-0.003249639;0.030179763;0.08815905;0.12757352;0.12290845;0.07882892;0.019916626;-0.0034624822;0.009962821;0.03706537;0.06665206;0.07649242;0.058928862;0.05485078;0.07863861;0.103200555;0.099954225;0.06393254;0.015935423;-0.0032777356;0.011546025;0.052397966;0.10863761;0.14862883;0.1432757;0.09604195;0.041250806;0.008837962;-0.001102121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027386027;0.023804137;0.088678956;0.15922303;0.1825596;0.14682417;0.07132056;0.015538232;-0.0029566528;0.007220015;0.049325522;0.12554426;0.21010767;0.2597531;0.2472074;0.17874846;0.10003306;0.03588764;0.04237791;0.06718187;0.085283145;0.068226516;0.033716727;-0.00042568648;0.015680436;0.047472823;0.0954763;0.15080392;0.19827676;0.21970107;0.19936721;0.14587647;0.080285706;0.028375233;0.003936142;-0.00058896374;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.002348964;0.020422628;0.07600179;0.1365405;0.1566069;0.12411103;0.08036575;0.05159372;0.044657037;0.050481576;0.066433385;0.08120069;0.093980834;0.073992364;0.03457653;0.0029753547;0.029291546;0.08809543;0.12663229;0.13035117;0.112515226;0.089661;0.09296702;0.09183003;0.061534066;0.0264175;0.005662229;-0.004390893;0.030024435;0.13626665;0.28247464;0.38639903;0.3724277;0.24558587;0.14208563;0.15300998;0.23078631;0.26799902;0.21370009;0.122972175;0.07545742;0.073051676;0.07291808;0.046645306;0.011633495;-0.0027199003;0.01109468;0.050359562;0.1044492;0.14164513;0.1462179;0.15652144;0.21816523;0.3352977;0.45534486;0.50963736;0.47549886;0.379675;0.25434497;0.13649598;0.053760245;0.009620984;-0.0012876632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005523962;0.045008823;0.2042775;0.4235171;0.5793927;0.5584969;0.37435144;0.1607649;0.034439605;-0.011965246;0.0666783;0.24828887;0.44400993;0.5303817;0.44942036;0.24748732;0.08170721;0.013392766;-0.0000765914;0.013376072;0.04135769;0.07924248;0.116407216;0.14417943;0.16052021;0.16199583;0.14367123;0.10389326;0.05659268;0.019844301;0.002743057;-0.00041145855;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025048195;0.02177523;0.08107266;0.14561352;0.16698799;0.1325161;0.083549656;0.05077548;0.04252238;0.048309065;0.06364635;0.07783587;0.09006496;0.07089474;0.033115383;0.0012741179;0.0426337;0.12691087;0.1828592;0.18375191;0.14414003;0.09215665;0.08347561;0.083717756;0.056145366;0.024138113;0.0051759603;-0.0036510252;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.19988015;0.120926574;0.14323172;0.221209;0.25633493;0.2043293;0.1174716;0.07206032;0.0698405;0.06974531;0.044641457;0.01116593;-0.0036169593;0.01885851;0.08558334;0.17744142;0.24170904;0.24088202;0.2091914;0.21302691;0.28110895;0.37064484;0.41586187;0.3880306;0.3098555;0.20762174;0.11143665;0.043911666;0.007854622;-0.0010514061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032284341;0.026295036;0.119483225;0.24776785;0.33900785;0.32680658;0.21907711;0.094069906;0.020158794;-0.0070001367;0.038997263;0.14525169;0.2593657;0.31510633;0.27244088;0.15660132;0.057198945;0.012408541;0.000099302146;0.01220782;0.037660684;0.07220727;0.10706123;0.13425668;0.15142526;0.15427119;0.1373475;0.09924598;0.0540676;0.018960157;0.002605904;-0.00039186527;0;0;0;0;0;0;0;0;0;0
