;meta[fps=30]
;meta[frames=84]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.011783621;-0.012261334;0.048827432;0.15684117;0.25573644;0.29761606;0.23428118;0.11875811;0.032736007;-0.0052883765;-0.01071086;-0.010656001;0.008400002;0.039168768;0.06631086;0.071037725;0.053349335;0.013245713;-0.0013211427;-0.004175238;0;0;0;0;0;-0.008950858;0.0017097152;0.036960766;0.07231392;0.098306306;0.09080078;0.04550019;0.0140662845;0.018745905;0.04015848;0.065746285;0.063698284;0.039378293;0.01212343;-0.0016091412;-0.03133257;0.02192;0.11395199;0.15798399;0.13216455;0.10625371;0.09522287;0.15959467;0.20572953;0.19455998;0.13933715;0.10873295;0.11684116;0.13186057;0.10943087;0.08889829;0.07385906;0.060206477;0.04642514;0.030861713;0.018441904;0.056827433;0.1396503;0.22663775;0.267264;0.21043201;0.10665601;0.029376004;-0.004799996;-0.009600002;0;-0.0029104766;-0.0031009526;0.012114286;0.038948577;0.06371048;0.07419429;0.05846858;0.029630478;0.008182858;-0.0013866652;-0.0026514293;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.02642515;0.046476196;0.13233145;0.21623316;0.26133865;0.23851736;0.14976001;0.08453258;0.074064;0.05705372;0.027673142;0.010379429;0.031298287;0.04464686;0.08086096;0.102992;0.09456914;0.10815009;0.13445027;0.12418285;0.12897067;0.111385144;0.07967543;0.065001145;0.039849143;0.027172575;0.057677723;0.08957029;0.100576006;0.08425143;0.032777146;-0.0027428567;-0.007497143;0;0;-0.010656001;0.008400002;0.043344002;0.060048003;0.05467201;0.03946743;0.017085716;0.024987431;0.037211433;0.030285716;0.011794287;-0.0052068573;-0.0018925713;0.018002287;0.035828575;0.040932577;0.03331429;0.006116574;0.00024457133;0.025300574;0.044967998;0.07569144;0.11331773;0.13088687;0.12508686;0.11605714;0.103497155;0.098150104;0.10303772;0.106692575;0.108220965;0.113508575;0.108845726;0.0757181;0.032777146;-0.0027428567;-0.007497143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.0018320967;0.015925882;0.059309363;0.10653833;0.122187495;0.09830821;0.047787193;0.010439133;-0.0012834219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.093654014;0.07652916;0.045005888;0.018179744;0.002054192;0.015769152;0.060663868;0.10806937;0.13441578;0.119358234;0.070474885;0.04566644;0.06872224;0.105368935;0.14980015;0.17307112;0.15383291;0.111788906;0.061705634;0.03267239;0.058758296;0.10752905;0.1364745;0.15738378;0.16442473;0.1762415;0.19612642;0.19543989;0.19582154;0.20872447;0.20827219;0.17299;0.11783531;0.050597366;0.010832273;-0.007307632;0.055306412;0.16171114;0.23407537;0.22457494;0.15350248;0.06927042;0.052415136;0.081666656;0.13695043;0.22154056;0.30461946;0.3331226;0.2877059;0.19793682;0.115021326;0.079393856;0.09120168;0.119451985;0.12901;0.10445098;0.05079774;0.011128556;-0.004522989;0.029413737;0.08178594;0.14839268;0.18793303;0.1725463;0.13065857;0.12545569;0.13584949;0.15048482;0.16571648;0.1750392;0.19447419;0.20299774;0.16718598;0.098456115;0.03987912;0.008635666;-0.0010782655;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.0018633745;0.09883037;0.27298024;0.39638704;0.38680243;0.25375545;0.07120314;-0.0011927704;0.0012166266;-0.00037373498;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012197647;0.039303534;0.087145425;0.14989555;0.2455793;0.34668428;0.4472471;0.4724556;0.42895064;0.32472852;0.22362354;0.13525838;0.076167546;0.031984948;0.008538354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31653896;0.2827952;0.23545304;0.20948537;0.18248394;0.1343421;0.06472375;0.027074318;0.035298076;0.05368663;0.051766265;0.033230606;0.00843289;-0.0009796626;0;0;0;0;0;0;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;-0.0038963861;0.036180727;0.10575905;0.1530723;0.1440788;0.12442193;0.13484675;0.19644943;0.22849521;0.1838458;0.08937037;0.018391736;0.007561375;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0021533498;0.010030411;0.057424378;0.1352352;0.20692869;0.23209935;0.18966216;0.11160084;0.0451786;0.0097854985;-0.0012217956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005794483;0.050374705;0.18681392;0.34062096;0.4348144;0.39554438;0.25990003;0.18867412;0.2541852;0.3632367;0.40116075;0.30923113;0.15100724;0.032980125;-0.009849507;0.050374705;0.18753585;0.33156127;0.4359611;0.443957;0.33867392;0.20846224;0.10481001;0.022911863;-0.0028165306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004016618;0.03491274;0.13005026;0.23364958;0.2628836;0.26011717;0.27042815;0.32028958;0.33820072;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004795338;0.041680202;0.15406813;0.2877904;0.37675828;0.35154212;0.239701;0.1735747;0.21737139;0.30288798;0.33348426;0.25596657;0.12506565;0.027291402;-0.008151797;0.041680202;0.1547934;0.27877197;0.37722087;0.3969638;0.3142714;0.19991523;0.10018277;0.021852605;-0.00268795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003845177;0.033424877;0.12448454;0.22354682;0.25216022;0.24248047;0.23530386;0.26454177;0.27562532;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0038184584;0.035457116;0.10364387;0.15001085;0.14455591;0.09273397;0.023456238;-0.0027274697;0;0;0;0;0;0;0;0;0;0;0;-0.0013423049;0.010017608;0.05732363;0.13499613;0.20669156;0.23193237;0.18961954;0.11163534;0.045205873;0.009756553;-0.001219569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
