;meta[fps=30]
;meta[frames=54]
;meta[profile=default]
jaw_open_a;0;0;0;0;0;0;0;0;-0.026880004;0.021120006;0.10407621;0.15972574;0.15862857;0.120807625;0.039679997;0.018925715;0.023984762;0.019474285;0.00045714242;-0.00384;0;-0.004297143;0.00086857163;0.018262856;0.036262855;0.03709714;0.03214857;0.031218285;0.04443657;0.06275199;0.063698284;0.039378293;-0.00914743;0.024125721;0.063716576;0.094128005;0.11087545;0.10117487;0.045997716;0.04106286;0.018422859;-0.023986286;0.00016342742;0.09585599;0.18623886;0.21842968;0.1927143;0.10455543;0.047120005;0.043524574;0.047274284;0.030422857;0.014577143;0.003931428;-0.001057143;-0.0012914286;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.004937143;-0.0017371441;0.02091886;0.052278858;0.060864;0.08433829;0.09357258;0.09798857;0.12382629;0.12926324;0.1129981;0.091008015;0.09793526;0.16716954;0.25277716;0.2419855;0.2004724;0.13020344;0.09306516;0.095565714;0.079328;0.04653867;0.05133714;0.06709029;0.06849524;0.04690285;0.021878853;0.042739812;0.066793144;0.07298515;0.09017144;0.082557715;0.06906972;0.039686862;0.007995427;0.021101713;0.08490057;0.11386973;0.120105155;0.10953489;0.094820574;0.079624005;0.060964573;0.026088;-0.002256001;-0.0059519997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;-0.0018320967;0.015925882;0.059309363;0.105784506;0.1297258;0.113384835;0.06663297;0.025515763;0.0062548923;-0.0007538314;0;0;0;-0.0027366942;0.02230005;0.10118517;0.2098018;0.28705713;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;-0.0030010126;0.027863136;0.07868474;0.1436001;0.19226043;0.20878269;0.16968839;0.117583394;0.056022074;0.014900097;-0.004093591;0.020530935;0.07614652;0.13768637;0.18735336;0.19581011;0.18309279;0.17066506;0.18528698;0.20212844;0.21113244;0.17483163;0.1176645;0.046598237;0.05082351;0.0762231;0.120904066;0.15802191;0.18017167;0.15677452;0.12933816;0.06286024;0.008903561;0.039997313;0.15512097;0.2766895;0.33645988;0.3190836;0.24821043;0.19977975;0.18410173;0.15786089;0.108834416;0.059400007;0.023251882;0.0044299527;-0.0005796869;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;-0.003412121;0.03168875;0.092567;0.13395217;0.12905386;0.08277036;0.020912457;-0.004969084;0.022050366;0.082118325;0.14746629;0.16909522;0.13601568;0.066087484;0.014416629;-0.0017732534;0;0;0;0;0;0;0;0;-0.0028952537;0.028952535;0.05790507;0.07238134;0.05790507;0.028952535;-0.0028952537;0;0;-0.0031310245;0.027219038;0.10134082;0.1820169;0.20873496;0.16792727;0.081615366;0.017825965;-0.0021917173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.17068769;0.27098438;0.2828034;0.20037071;0.14117905;0.19253342;0.2529385;0.24065377;0.20214267;0.205475;0.29273918;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;-0.002626721;0.022860656;0.08659997;0.1337991;0.13769828;0.0943983;0.031438824;-0.0034065545;0;0;0;-0.0015348978;0.01023358;0.075113975;0.20137501;0.3549079;0.46908042;0.49146506;0.41502634;0.285992;0.15612124;0.06120387;0.01176987;-0.0015348978;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.13878556;0.22636147;0.24120483;0.1750776;0.13915665;0.2018699;0.26309884;0.25150242;0.20031133;0.17660834;0.23786509;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;-0.0025103863;0.020194415;0.099302195;0.16094859;0.17294389;0.1232928;0.046584077;-0.0049094465;0;0;0;-0.00125241;0.0083494;0.0612985;0.16431616;0.289585;0.38275036;0.40104946;0.3387073;0.23343527;0.12743965;0.049957234;0.009601809;-0.0012524099;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16202398;0.19107768;0.19938363;0.17985159;0.13892396;0.08161036;0.020985931;-0.0024391373;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16332926;0.18046391;0.14888647;0.098436624;0.05183975;0.019774716;-0.0021001522;0;0;-0.0030684038;0.026674654;0.099314004;0.17837654;0.20456026;0.16456872;0.079983056;0.017469445;-0.002147883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16188762;0.1923479;0.20304625;0.1851312;0.14398928;0.08484435;0.02178469;-0.0025326505;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015808195;0.01289147;0.058352273;0.1209416;0.16336599;0.18009654;0.14815173;0.097518206;0.051105004;0.019407347;-0.0020634152;0;0;-0.0030158025;0.026218778;0.09759861;0.17527892;0.20099507;0.16169028;0.078574516;0.017159684;-0.0021098931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;0;0;-0.0012974965;0.007653615;0.0753561;0.17693767;0.22967896;0.26065895;0.31543788;0.39814016;0.43685538;0.37412724;0.19961001;0.051899858;-0.0060338317;-0.004377868;0.03805099;0.14177002;0.25464275;0.2889504;0.26007545;0.22810946;0.2610779;0.32000187;0.31142145;0.2087461;0.08675694;0.04397462;0.096889764;0.20044681;0.30961242;0.3680582;0.32731983;0.22493836;0.11149787;0.024083283;-0.0006042182;0.00735582;0.025341814;0.09787304;0.23366906;0.39773837;0.52103007;0.5464014;0.46148798;0.31808427;0.17363967;0.06804203;0.013047326;-0.0017032772;0;0;0;0;0;0;0;0;0;0
