;meta[fps=30]
;meta[frames=169]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;0;-0.0021180953;-0.0021257142;0.008731429;0.02784762;0.045485713;0.03248914;0.07254248;0.08285258;0.07775086;0.060589723;0.028854858;-0.020516573;0;0;0;0;-0.00553143;-0.005782859;0.022930292;0.073718876;0.120283455;0.13999546;0.1102263;0.055867434;0.0153874345;-0.0025142836;-0.0050285733;0;0;-0.01217524;-0.012670476;0.050422862;0.16204192;0.2622933;0.2774095;0.26384762;0.26009142;0.28768;0.31188568;0.2629791;0.12857144;0.037554294;0.0141181005;0.02716027;0.044244904;0.040021226;0.025874289;0.020040818;0.019676084;0.02334302;0.038305443;0.063469194;0.08287243;0.07861735;0.049541492;0.011765031;-0.003238398;0.010212569;0.036041144;0.05192228;0.05023086;0.030966861;0.0019687633;0.0045561926;0.027812572;0.042224765;0.04117333;0.027291428;0.0005790464;-0.01007238;0.0008914286;0.019085715;0.03586286;0.042400006;0.06016;0.09910857;0.14052571;0.1392381;0.11381333;0.068502866;0.029340954;0.022064762;0.01961143;-0.0023161904;0.0026819054;0.025848161;0.04753632;0.061015517;0.058057137;0.038661223;0.018873468;0.0049567334;-0.0009600009;-0.0017371424;0;0;-0.0034011425;-0.0012068575;0.01443657;0.035565715;0.046966847;0.055405714;0.05437257;0.04267581;0.044912763;0.05194972;0.041761525;0.031097906;0.018953143;0.0003809521;-0.004175238;-0.014582858;0.002811429;0.06214858;0.12352;0.14105144;0.11474286;0.044594288;-0.0037714285;-0.010194286;0;0;0;0;0;-0.033584766;0.026392385;0.13673145;0.18332952;0.15308952;0.20214857;0.13543466;0.14636953;0.17727086;0.118038855;0.014852576;0.04167772;0.024457145;0.039277717;0.053965718;0.043931432;0.01712;-0.0013714291;-0.012464764;0.0067047635;0.033206858;0.047622096;0.053415623;0.047323424;0.024079237;0.007701332;0.015780574;0.042544007;0.075264014;0.08536001;0.070400015;0.027330289;-0.0023634292;-0.012117335;0.0046476196;0.023908572;0.033112384;0.03225905;0.021348573;0.0003809521;-0.004175238;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;-0.018133335;0.014217147;0.073874295;0.10241524;0.09984001;0.06614858;-0.00995048;-0.024876188;0.04685715;0.15080382;0.24620192;0.28263775;0.22155428;0.13060877;0.083698295;0.08005487;0.088968396;0.078144014;0.03961677;0.010962289;-0.0017851414;-0.003570287;0;0;-0.0029104766;-0.0031009526;0.012114286;0.038948577;0.06371048;0.06776381;0.0613943;0.054430485;0.050849527;0.05646477;0.072365716;0.07544381;0.066468574;0.04939429;0.020982858;-0.0017600002;-0.0048;0;0;-0.021723429;-0.007643433;0.09204298;0.23002699;0.33172482;0.3211045;0.19816597;0.060664695;-0.008126162;-0.016896006;0;0;0;0;0;-0.008525714;0.0015885702;0.036411427;0.062971435;0.084457144;0.10740572;0.10610286;0.08908572;0.068388574;0.028982857;-0.0095542865;-0.0053142854;0.030582856;0.06080001;0.06944;0.05650286;0.01129143;0.00014857309;0.040571433;0.09065143;0.103542864;0.08425143;0.032777146;-0.0027428567;-0.016457144;0.013440002;0.026880004;0.03136;0.026880004;0.008198096;-0.014445715;0.021760002;0.06983619;0.10820571;0.12178286;0.13472304;0.14756572;0.16074972;0.14569752;0.09573487;0.02923886;-0.0039314274;-0.008155431;0;0;0;0;0;-0.007154286;0.0013142859;0.028731428;0.054617148;0.08363429;0.09706286;0.07330286;0.04454858;0.020982858;-0.0017600002;-0.0048;0;0;0;-0.006430477;0.005074287;0.01761524;0.042925715;0.04653715;0.106758095;0.11255468;0.11291125;0.08581638;0.06037943;0.03486324;0.077389725;0.066716954;0.039480384;0.023040002;0.043817144;0.07732572;0.10513143;0.09249524;0.123036206;0.20100573;0.23150097;0.19600761;0.113142855;-0.015695248;-0.010163804;0.068342865;0.107745536;0.11840294;0.09042548;0.038180463;0.041583028;0.06776458;0.08567968;0.08442776;0.056189388;0.02744163;0.007131426;-0.0015020424;-0.002481632;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012742614;0.0103809275;0.047137175;0.09774865;0.13373446;0.12891664;0.086412564;0.037104733;0.0079436675;-0.0009908592;0;0;0;0;0;0;0;0;-0.0004914218;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006126072;0.0049905544;0.02266456;0.04697801;0.06424743;0.061909597;0.041477907;0.017796148;0.0038092353;-0.0004752002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;-0.0020006753;0.018575424;0.054326758;0.07864338;0.07579664;0.04863326;0.012312579;-0.0014313253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.00094706053;0.0070516653;0.040590014;0.095729426;0.14668462;0.15885566;0.18804516;0.23550315;0.25831848;0.22499005;0.13907474;0.035415765;-0.004117446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00049142184;0.0036641937;0.021011857;0.049562037;0.07397567;0.09828435;0.16168731;0.26786304;0.3721637;0.40810907;0.33428606;0.19666414;0.07956739;0.017175911;-0.0021469886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030010126;0.027863136;0.08149014;0.11796507;0.1112116;0.09454144;0.09881275;0.14220218;0.16556859;0.1312919;0.081714384;0.076296814;0.117078856;0.1745251;0.19981304;0.17206681;0.117064536;0.05602924;0.03138897;0.06792713;0.12481159;0.14313257;0.115150146;0.05596483;0.01222352;-0.001502892;0;0;0;0;-0.0010496388;0.00782458;0.044905458;0.10582268;0.16202606;0.18177836;0.1485716;0.08600644;0.046770945;0.05937901;0.10634938;0.1468397;0.1415867;0.09494269;0.040807094;0.008748263;-0.0010906702;0;0;-0.0022257112;0.019344363;0.07207798;0.12953496;0.14860737;0.11960513;0.058176227;0.012724485;-0.0015637232;0;0;0;0;0;-0.006011568;0.0558217;0.16317111;0.23616871;0.22758076;0.1459952;0.035553172;0.008474879;0.037314653;0.05400391;0.049488083;0.055528276;0.09088703;0.14712499;0.16986257;0.13667369;0.06644214;0.014527955;-0.0017855787;0;0;0;0;0;-0.0057587;0.053469554;0.15489995;0.24002603;0.25483438;0.19165689;0.08377131;0.02587598;0.0063057044;-0.00077542063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;-0.011336098;0.11336098;0.22672196;0.27760714;0.2739398;0.32768446;0.43304276;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006085041;0.049578723;0.22503966;0.46659774;0.6384785;0.6155845;0.4127542;0.17735793;0.03804655;-0.0047424594;0;0;0;0;0;0;0;-0.011027037;0.10239808;0.29926366;0.43312174;0.41734797;0.26771617;0.067695856;-0.00787229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.0011371087;0.011371085;0.02274217;0.028427713;0.02274217;0.011371085;-0.0017573497;0.0046226517;0.02654844;0.06251182;0.09570532;0.10641375;0.09494989;0.092820935;0.11793329;0.1530405;0.16606556;0.13619062;0.080122426;0.032416344;0.006997594;-0.0008746992;0;0;-0.00044530135;0.0033344587;0.018922659;0.0443976;0.06779447;0.07600604;0.06210893;0.03661278;0.014893738;0.0032602423;-0.00040554232;0;0;0;0;0;0;0;0;-0.00034987958;0.0028340244;0.013099492;0.027224129;0.037297163;0.035967622;0.024124198;0.010321449;0.0022182371;-0.00027640493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008031326;0.0069816876;0.025990484;0.046756633;0.05367471;0.04323796;0.021064343;0.004635905;-0.0005685544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008031326;0.0069816876;0.025990484;0.046756633;0.05367471;0.04323796;0.021064343;0.004635905;-0.0005685544;0;0;0;0;0;0;0;0;0;0;0;-0.001428675;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0010263133;0;0;0;0;-0.0005619278;0.005216386;0.015267471;0.022106025;0.021310845;0.013677109;0.0034669877;-0.0015487472;0.009962821;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.0065952297;-0.0008090965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.0025029646;0.018665548;0.10701518;0.25215742;0.38608363;0.43051168;0.3788122;0.2798036;0.19604573;0.15109889;0.12879893;0.107124634;0.085553505;0.058603875;0.025159523;0.0053926;-0.0026051984;0.014401045;0.0827509;0.1950733;0.29877472;0.33523858;0.27402598;0.1611974;0.06519861;0.014050001;-0.0017572705;0;0;0;0;0;0;-0.0018108919;0.013500052;0.07746388;0.18258469;0.279562;0.31364056;0.25633398;0.15079199;0.060987722;0.013166077;-0.004425712;0.019178167;0.13158175;0.33511624;0.56108284;0.6939814;0.66061556;0.47767153;0.26727143;0.104895465;0.021958116;-0.0027799516;0;0;0;0;-0.0009094164;0.0074109253;0.033622693;0.06967439;0.09294105;0.11225266;0.13753587;0.16295801;0.16226913;0.12531424;0.061273452;0.013409135;-0.0067630135;0.0444689;0.1655797;0.29546854;0.35909095;0.32106334;0.21665873;0.13729009;0.100339375;0.070383586;0.038820993;0.010074199;-0.0011715135;0;0;0;0;-0.0037627956;0.030670121;0.13904531;0.2881945;0.39419183;0.37993103;0.2546233;0.10935487;0.021541456;0.012419451;0.069467;0.14176166;0.2123753;0.2969091;0.37321588;0.41187027;0.3695332;0.24864978;0.11493671;0.058183514;0.07012893;0.09982763;0.09620289;0.06300869;0.040322036;0.0531171;0.08402067;0.09721483;0.07820603;0.03800924;0.008277037;-0.0010186266;0;0;0;0;0;-0.004608868;0.042797163;0.12509255;0.18105207;0.17446531;0.10542878;0.088204525;0.17298248;0.2981032;0.3264318;0.25036693;0.15000902;0.16080348;0.22566254;0.30598325;0.3573515;0.35709542;0.33537304;0.3081234;0.2507241;0.17599754;0.16796486;0.26555094;0.43692625;0.57508063;0.58112407;0.4625519;0.35742486;0.32137695;0.29034796;0.2129839;0.104848415;0.022911863;-0.0028165306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0020409646;0.015214462;0.087316155;0.2057663;0.31505066;0.35124996;0.3093879;0.2291357;0.1620006;0.12765451;0.1122545;0.09628155;0.07815037;0.053471774;0.022988679;0.004929486;-0.0021860586;0.011715136;0.06723345;0.15844008;0.24258903;0.2721626;0.22244468;0.13086663;0.052946698;0.011429403;-0.0014286753;0;0;0;0;0;0;-0.0016865786;0.012583473;0.072057165;0.169721;0.25985926;0.29157954;0.23836792;0.14031072;0.056805603;0.012260631;-0.0031547477;0.011177061;0.07690035;0.19600572;0.3282618;0.40614656;0.38666466;0.27957442;0.15638661;0.061349787;0.012797634;-0.0016221683;0;0;0;0;-0.0008275923;0.006744643;0.030588187;0.06343472;0.084310554;0.10549299;0.13721801;0.16975164;0.17216395;0.13369657;0.0652923;0.014260774;-0.005928073;0.036292054;0.13512109;0.24086347;0.29559094;0.2687163;0.18796428;0.12547107;0.09385096;0.06477092;0.035471957;0.009237403;-0.0010735472;0;0;0;0;-0.003907519;0.031839043;0.14449136;0.2995764;0.40985528;0.39509356;0.26484293;0.113752216;0.021666138;0.01900323;0.10003246;0.20649733;0.28719702;0.34259254;0.36119497;0.35194385;0.2997501;0.20285833;0.09456752;0.050791956;0.06411759;0.09094945;0.08770432;0.057421826;0.03743314;0.05064278;0.08056369;0.09317929;0.07497761;0.036453478;0.007970893;-0.0009796628;0;0;0;0;0;-0.004282314;0.039757982;0.116297856;0.16836098;0.16227521;0.09737255;0.08908252;0.17683397;0.29949108;0.32400858;0.24525894;0.14611076;0.16446273;0.23514801;0.31417114;0.35739046;0.34605476;0.32046103;0.299312;0.25309256;0.18723248;0.15775076;0.18477553;0.26202863;0.3350465;0.34504092;0.29666102;0.27375323;0.28786463;0.2759007;0.20398046;0.10018277;0.021852605;-0.00268795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
