;meta[fps=30]
;meta[frames=103]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.015744;-0.005549715;0.06673372;0.1667383;0.2404023;0.2326766;0.14356115;0.0380221;-0.0140708545;-0.00047085967;0.09249524;0.19729646;0.26787478;0.23369849;0.15689328;0.09490379;0.087986745;0.08759132;0.081337154;0.066016;0.09234515;0.11309258;0.10906972;0.05973943;0.0041234293;-0.013878858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.017318401;-0.0061046905;0.07340709;0.18341215;0.26444256;0.25594428;0.15791729;0.048294406;-0.006486856;-0.013456459;-0.005881905;0.0046476196;0.02112;0.035763815;0.04292191;0.035702858;0.014106667;0.0046019056;-0.00049142825;-0.0015314287;0;0;0;-0.008950858;0.0017097152;0.038192004;0.07583087;0.086566865;0.070400015;0.027330289;-0.0060091442;-0.012315812;0.0046765762;0.05348306;0.13468191;0.22685143;0.3000381;0.3337463;0.31891203;0.2826309;0.23152386;0.16771545;0.10138439;0.047993533;0.010182857;-0.005024386;-0.0036457132;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.002761143;-0.0009782857;0.011684572;0.02928457;0.042276576;0.040950857;0.025307432;0.0077714296;-0.0074989703;-0.004440688;0.027385602;0.06654994;0.092393145;0.109578066;0.099384695;0.06926812;0.044029262;0.016859429;-0.005430857;0.0141074285;0.05114058;0.070875436;0.08347886;0.08446172;0.083474286;0.094144;0.09878401;0.08456229;0.06355201;0.038884576;0.018313145;0.0051108594;-0.001705143;-0.0015817148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030372571;-0.0010761147;0.012853029;0.031447466;0.03966781;0.050908346;0.06139002;0.06972526;0.063055545;0.06487162;0.08155086;0.10774573;0.11168725;0.08915448;0.023717714;-0.015433718;0.04154858;0.15974097;0.26056382;0.2947901;0.2431147;0.14838554;0.099718116;0.088367246;0.085350096;0.07673752;0.053466666;0.045385912;0.052948575;0.067233525;0.080851056;0.08821333;0.0659558;0.045597717;0.01880762;0.007179432;0.008580572;0.013577146;0.013049145;0.011532193;0.009386669;0.0067760013;0.0040815244;0.0018563813;0.00037714274;-0.00024723832;-0.00012571423;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00038486757;0.0028690123;0.016465334;0.03880165;0.059409555;0.06665207;0.05447625;0.032048967;0.012966538;0.0027990371;-0.00034987964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00072711334;0.005925687;0.026880292;0.05568715;0.07614652;0.07336975;0.049154583;0.02109774;0.0009017363;0.028957143;0.13377225;0.27721483;0.3792397;0.36163154;0.2794978;0.23347566;0.2527011;0.259704;0.22214672;0.15795965;0.1426044;0.16528589;0.1875609;0.18261139;0.17751299;0.18591774;0.18748504;0.16368638;0.12574194;0.08235132;0.043897327;0.01718736;0.0030286855;-0.00040792787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.059743527;0.09345506;0.15955178;0.25355628;0.3399747;0.36807778;0.30185702;0.17760126;0.06933341;0.037665334;0.08050849;0.1481064;0.16986257;0.13667369;0.06644214;0.014527955;-0.0017855787;0;0;0;-0.0011099931;0.009651429;0.035909455;0.06447405;0.0739208;0.059455473;0.028883435;0.005938331;0.0017437123;0.016531812;0.05295428;0.109687254;0.17299096;0.22299576;0.24687502;0.24107578;0.21596317;0.17796625;0.13218625;0.08491578;0.04460965;0.016190674;0.0026240943;-0.00036737334;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008257158;0.07123548;0.27378076;0.48033375;0.54335976;0.42975387;0.20642577;0.048978373;0.014367327;0.02259904;0.022432052;0.019469207;0.014885786;0.009740966;0.0052227485;0.0020865551;0.0003848677;-0.000050891595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0024650604;0.020086268;0.09114045;0.18903357;0.25870416;0.24946414;0.16729017;0.071900256;0.013045739;0.017322218;0.08732994;0.18106267;0.24771471;0.23879282;0.16006991;0.06875134;0.014729934;-0.002781543;0.0071725314;0.039746314;0.0879947;0.11353592;0.10216483;0.059584487;0.01661928;-0.0018893495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027115666;0.022094894;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.002113273;0;0;0;0;-0.0006414459;0.0047816876;0.027442224;0.064669415;0.09901592;0.11108677;0.090793744;0.05341495;0.021610893;0.0035192063;0.009379689;0.03706537;0.06665206;0.07649242;0.061600674;0.029993426;0.006534001;-0.00039215665;0.0027669643;0.0090414705;0.018861426;0.029833067;0.038505707;0.042661984;0.041704185;0.037531875;0.031031402;0.02304686;0.014731389;0.0076507004;0.0027101089;0.00043443346;-0.00006122889;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009527221;0.0077736243;0.034464538;0.078777134;0.11495453;0.16010807;0.23704301;0.35679853;0.4886607;0.5804692;0.5783439;0.50480574;0.38755128;0.25352114;0.13480718;0.052533317;0.009079697;-0.0012323717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004018844;0.03493945;0.13005024;0.23361617;0.2679322;0.21558149;0.10480165;0.022916315;-0.0028165304;-0.002348964;0.020422628;0.07600179;0.1325239;0.19151963;0.25607052;0.29492307;0.28140816;0.21400067;0.104848415;0.022911863;-0.0028165306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00086700154;0.0070584696;0.031425133;0.07289671;0.10791209;0.14679804;0.20756963;0.30151284;0.40623635;0.48072365;0.4792722;0.41831934;0.32117355;0.21010986;0.11175505;0.043581646;0.0075812573;-0.0010264198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;-0.0025048195;0.02177523;0.08107266;0.14176834;0.20041285;0.25882638;0.2888391;0.27059567;0.20443504;0.10018277;0.021852605;-0.00268795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
