;meta[fps=30]
;meta[frames=75]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.0061714286;0.009257143;0.018514287;0.0216;0.018514287;0.009257143;-0.020708572;0.007286859;0.03850972;0.11241143;0.19730286;0.2322377;0.20873599;0.17773259;0.10339201;0.05587658;0.02341638;0.005401904;0.01596343;0.033112384;0.03225905;0.013881905;0.0062171435;0.011580952;0.053714294;0.09688381;0.11660191;0.09408001;0.0629181;0.013653332;-0.004281904;-0.010346667;0.009257143;0.018514287;0.0216;-0.008365713;0.04176;0.072358094;0.11610972;0.153808;0.20665982;0.21413374;0.22738059;0.14592801;0.07929982;0.054190863;0.067534484;0.07480381;0.05510857;0.03136762;0.031230915;0.04071641;0.045675106;0.05453976;0.08233797;0.115872666;0.104629576;0.07718009;0.057595428;0.047070693;0.038949877;0.027873965;0.008649145;-0.0011611421;-0.0023954292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.013577144;0.011840001;0.042319994;0.08393143;0.10077715;0.121554285;0.08697144;0.06813714;0.050603434;0.051872004;0.039110094;0.05909638;0.04693181;0.039832383;0.06391619;0.08835353;0.11095315;0.11830248;0.11955352;0.11243276;0.12971124;0.133568;0.107104;0.07703163;0.068342865;0.03623924;0.042585906;0.07605943;0.0800922;0.093644194;0.10834972;0.12545069;0.12513144;0.13319314;0.11025981;0.106683426;0.08600686;0.07677029;0.047048002;0.03841143;0.033611435;0.054987438;0.036012955;0.023590859;0.02607886;0.055720385;0.08422858;0.079405725;0.031413335;0.03180191;0.0498671;0.07497686;0.09403994;0.08851854;0.05357932;0.043856114;0.034812085;0.017104328;0.004482611;-0.0009195111;-0.0015516732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;-0.0007085061;0.0070850607;0.014170121;0.01771265;0.013526025;0.013526025;0.012173423;0.01610241;0.012881929;0.005381784;0.009193881;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;-0.00054056395;0.0046971333;0.017521095;0.026706943;0.0799451;0.15736273;0.1971783;0.20446646;0.21572946;0.23888314;0.28367603;0.276742;0.18553033;0.07970576;0.017080486;-0.0021298127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0035661475;0.035661478;0.071322955;0.08915369;0.068081;0.062906764;0.11045611;0.20538805;0.28881145;0.3320933;0.31557053;0.26640686;0.21083711;0.12588985;0.0928248;0.1039066;0.11340297;0.0973602;0.090936884;0.09255905;0.10530261;0.1340675;0.14684446;0.16098116;0.18707424;0.17933291;0.14737427;0.15369442;0.17585504;0.17746888;0.17137201;0.14378835;0.12056675;0.0992301;0.064886756;0.013256458;0.024723759;0.10849423;0.21148859;0.31293297;0.3575618;0.3069776;0.20218964;0.12783143;0.09770896;0.10637122;0.10515471;0.06430707;0.048631668;0.060738567;0.081641376;0.08201944;0.07982911;0.07776208;0.09914056;0.10274424;0.11264982;0.1358058;0.15393597;0.1407455;0.09494269;0.040807094;0.008748263;-0.0010906702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020356628;0.013325462;0.101000324;0.2810257;0.5144095;0.71837527;0.80204767;0.74847543;0.59781164;0.40077114;0.21527137;0.08492532;0.015219766;-0.0020356635;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0041065416;0.011149553;0.022299105;0.036385134;0.05868424;0.0786432;0.09683576;0.093325555;0.076303065;0.05400395;0.03404499;0.019958964;0.009979482;0.0029364703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;-0.0010210121;0.008317591;0.037774272;0.07829668;0.10565037;0.11644309;0.10796647;0.085903384;0.060580056;0.034021016;0.008834459;-0.0010263133;0;0;0;0;-0.002009157;0.018660245;0.054496396;0.07885544;0.07596627;0.048718076;0.012304096;-0.0014313253;0;0;0;0;-0.0034113259;0.034113258;0.068226516;0.083726175;0.081758104;0.0845484;0.08712001;0.10378303;0.081437126;0.0591763;0.06330461;0.07777081;0.07596627;0.048718076;0.012304096;-0.0018436834;0.0028315254;0.019645737;0.05000529;0.08375117;0.1037143;0.09882848;0.07152038;0.040076204;0.015704595;0.003241383;-0.00041235794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;-0.002348964;0.020422628;0.07600179;0.1365405;0.1566069;0.12335067;0.08302642;0.11211907;0.19855984;0.31906357;0.40457994;0.42706475;0.36259025;0.25027564;0.11182628;0.060863033;0.08451966;0.123163834;0.16099124;0.22066255;0.27462935;0.28789654;0.2517854;0.16346359;0.09625557;0.0656977;0.04412193;0.01117335;-0.0012987952;-0.0034065545;0.034065545;0.06813109;0.08516386;0.06813109;0.034065545;-0.0034065545;-0.0040778467;0.03545155;0.13197282;0.23701717;0.27179524;0.2168339;0.12310391;0.072485775;0.068487704;0.06876193;0.04412193;0.01117335;-0.0027507953;0.010003056;0.06884581;0.17549959;0.29392856;0.36144945;0.36174527;0.3575707;0.3862034;0.4119908;0.37130174;0.26462397;0.14902377;0.09964928;0.104267545;0.11961162;0.111568995;0.089059025;0.059619658;0.03196769;0.0125785265;0.002227744;-0.0002993415;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;-0.0025048195;0.02177523;0.08107266;0.14561352;0.16698799;0.13185927;0.08553124;0.1059572;0.18349566;0.3034431;0.39197382;0.41928828;0.35762885;0.24561295;0.10514304;0.07275852;0.1234943;0.17956218;0.21286517;0.24703924;0.26846102;0.2698377;0.2373261;0.15468097;0.09177102;0.06290715;0.042192295;0.010653833;-0.0012394219;-0.0049094465;0.049094465;0.09818893;0.122736156;0.09818893;0.049094465;-0.0049094465;-0.0037900712;0.03295341;0.12262318;0.22020984;0.25250807;0.20138659;0.114871584;0.06876676;0.065646864;0.06579326;0.042192295;0.010653833;-0.0026354415;0.009637435;0.06601703;0.1680944;0.28139415;0.34637523;0.34175715;0.32272637;0.32955903;0.33969617;0.3027664;0.21741712;0.12566897;0.08865083;0.09531427;0.10908273;0.10185523;0.081396125;0.0545692;0.029269902;0.011504856;0.002032306;-0.00027336556;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014546508;0.013507473;0.03948338;0.057147;0.05506892;0.03532723;0.0062119514;0.024254076;0.073920004;0.105402805;0.11597872;0.12447952;0.13548289;0.18528242;0.20305738;0.16137718;0.089527816;0.031634204;-0.0034065545;0;-0.0014546508;0.013507473;0.03948338;0.057147;0.05506892;0.03532723;0.008935711;-0.0010390362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
