;meta[fps=30]
;meta[frames=48]
;meta[profile=yenn]
jaw_open_a;0;0;0;0;-0.024868574;0.0048000044;0.10596572;0.21064;0.24054857;0.19569142;0.05648456;0.022964574;0.041357715;0.068544;0.051285334;0.022442669;0.017033149;0.10000762;0.12481525;0.10674286;0.05955048;0.019603807;0.02328;0.03357714;0.045382857;0.036502857;0.010210287;0.0036571452;0.07834973;0.20624688;0.34928003;0.40653595;0.32009602;0.14318514;0.07333029;0.04988458;0.052112002;0.057188574;0.022605713;-0.017897144;0.019177144;0.040708575;0.08991543;0.14374857;0.16616686;0.14741942;0.09573487;0.02923886;-0.0039314274;-0.008155431;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.005988572;0.0011657135;0.025462857;0.05075429;0.046057146;0.049485717;0.06743772;0.08740572;0.12759772;0.15839924;0.151456;0.11293561;0.093386665;0.06947657;0.036729902;0.051181726;0.092384;0.07019276;0.08485943;0.107858285;0.07639314;0.06293943;0.039375994;-0.008632002;0.028812956;0.123128004;0.200752;0.22168572;0.18617144;0.14324573;0.10967086;0.1434446;0.146704;0.10653715;0.05563429;0.019177144;-0.024237715;-0.0018377141;0.021933714;0.054875426;0.079131424;0.07659885;0.04727772;0.014454858;-0.00195657;-0.004022858;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011116628;0.0111166295;0.022233259;0.02779157;0.022233259;0.0111166295;-0.0011116628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0010090845;0.008774025;0.032644957;0.05861278;0.067200735;0.05405043;0.02326691;0.032968193;0.0839198;0.14728937;0.16177794;0.1582879;0.14769919;0.16682097;0.16428754;0.16245545;0.14169407;0.15526544;0.18489864;0.20425493;0.20539044;0.18757522;0.14124797;0.07953399;0.029652292;-0.0031560727;0;0;0;-0.0029127474;0.023080124;0.11872846;0.1937657;0.20943873;0.14766629;0.07848673;0.07199209;0.13720329;0.18807475;0.21233787;0.19917968;0.15996495;0.108698435;0.046689846;0.010010693;-0.0012481163;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30906028;0.19826509;0.050149404;-0.005831326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.00090253033;0.007856387;0.029107595;0.052263256;0.059916876;0.048207838;0.02234458;0.01600699;0.021076266;0.027135544;0.021708434;0.009852289;0.008212893;0.027248198;0.039467473;0.03806266;0.024438556;0.006207711;-0.00072096393;0;0;0;0;0;0;0;0;0;0;-0.0010496387;0.010496387;0.020992775;0.026240967;0.020992775;0.010496387;-0.0010496387;-0.00057571084;0.0046915663;0.021275857;0.044189785;0.06054507;0.058445796;0.039246947;0.016905546;0.0036228448;-0.00045166284;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.0019637786;0.019637786;0.03382434;0.09971038;0.18726403;0.23203163;0.2213177;0.17490134;0.17304036;0.19612366;0.25905773;0.3131266;0.3642657;0.33419856;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;0;0;0;-0.0019092292;0.016298026;0.06517452;0.11137987;0.143265;0.14796986;0.12586106;0.09235772;0.073025174;0.06655473;0.08656033;0.109572604;0.10633795;0.07127715;0.030603332;0.0065503833;-0.000817128;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.0018819543;0.018819543;0.032510698;0.09467012;0.17683285;0.21854086;0.20841528;0.16464643;0.17070994;0.19978441;0.2557699;0.28760338;0.312364;0.27122188;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;-0.0018257353;0.015936218;0.05885904;0.09913186;0.12658781;0.13113545;0.11233505;0.08437903;0.067001365;0.06241009;0.082443975;0.104760244;0.10169567;0.06821794;0.029334225;0.006285429;-0.0007837305;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;-0.0016832385;0.016832385;0.03366477;0.04208096;0.03366477;0.015273832;0.012789055;0.042303625;0.061228927;0.05900242;0.037850607;0.0095739765;-0.0011132531;0;0;0;-0.0010150087;0.007558989;0.04349341;0.10252755;0.15697761;0.17608744;0.14389159;0.08297354;0.05058484;0.040117193;0.03998861;0.03272964;0.01636482;-0.0016364823;-0.00090173504;0.00734747;0.03334416;0.06913303;0.09458199;0.091175444;0.061117604;0.026250511;0.0056241564;-0.0007013497;0;0;0;0;0;0;0;0;0;0
