;meta[fps=30]
;meta[frames=136]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;-0.005881905;0.0046476196;0.023066286;0.03155981;0.035238475;0.034680575;0.026730668;0.032281905;0.034816;0.03118229;0.037752002;0.046604004;0.045619436;0.03500572;0.014354287;-0.001268571;-0.0032685718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.014518857;-0.0051017147;0.061531432;0.15369143;0.22159542;0.20594743;0.13391316;0.076896004;0.06696686;0.071392;0.06726857;0.02617143;-0.024075428;0.011186288;0.0829661;0.12778361;0.14160837;0.11607467;0.040759616;0.010479241;0.009985522;0.0075916164;0.01106895;0.041618295;0.08610287;0.12053945;0.13756344;0.1102263;0.038953144;0.040758867;0.042240005;0.055337146;0.063200004;0.09563429;0.08011429;0.0763581;0.07027048;0.084868565;0.072335236;0.089356184;0.07296;0.013973331;0.049214482;0.12902401;0.14535467;0.11614173;0.08220039;0.029641142;0.018982101;0.06939428;0.11081904;0.10620953;0.09074285;0.055710476;0.0012495234;-0.011763809;0;0;0;0;-0.0112000005;0.016800001;0.033600003;0.0392;0.033600003;0.016800001;-0.0112000005;0;0;0;-0.0010209525;-0.0011199998;0.00425143;0.013790477;0.020440817;0.02014041;0.030437004;0.054024488;0.08613878;0.10875429;0.1054498;0.07037388;0.034422856;0.009031834;-0.0017959198;-0.0031477544;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.014016;0.011008002;0.047929138;0.08521142;0.11210285;0.11165257;0.06658057;0.039958864;0.01378743;-0.0018468556;-0.0038400008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004297143;-0.0015085716;0.01816686;0.045522284;0.065746285;0.02383543;0.047104;0.18188341;0.32056227;0.39085257;0.3629257;0.23826288;0.15464687;0.14026515;0.119883426;0.07313829;0.02405257;0.008237714;0.00036799978;-0.0036159998;-0.008533334;0.0067047635;0.024752762;0.0526781;0.0854522;0.10456991;0.09396497;0.07597106;0.020599628;0.022939432;0.08008915;0.11263543;0.09636573;0.08294857;0.066057146;0.14562286;0.24149334;0.26649147;0.22043431;0.14672764;0.06573714;-0.0029165745;0.025150483;0.10517486;0.17786974;0.223936;0.20046322;0.13677715;0.13180801;0.15444574;0.16893715;0.13771887;0.102797724;0.13603657;0.145776;0.18314365;0.25421944;0.2503726;0.21671087;0.1945783;0.088996574;0.14296685;0.21652265;0.28421026;0.2940937;0.30196267;0.22819659;0.25496688;0.20170212;0.16548574;0.12669714;0.10829715;0.070262864;0.032777146;-0.017136326;-0.030693883;0.057240814;0.2170449;0.39996085;0.51518697;0.49072325;0.3265698;0.15949713;0.04139753;-0.008803274;-0.014393465;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008492532;0.007380869;0.026088296;0.060969695;0.10992103;0.1477605;0.14450185;0.106905706;0.052520107;0.011493544;-0.0014122413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007061206;0.0070612063;0.014122413;0.017653015;0.0133972075;0.014313256;0.013797979;0.017436726;0.020941883;0.026081935;0.026533596;0.026272776;0.016857835;0.002372183;0.017113246;0.05146729;0.07448936;0.07177779;0.04604415;0.011643989;-0.0020474314;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;-0.0026288677;0.026288679;0.052577358;0.0657217;0.052577358;0.026288679;-0.0026288677;0;0;0;0;0;0;0;-0.0007252049;0.004990555;0.03443769;0.08778114;0.14705573;0.18200053;0.17330354;0.12531051;0.07009815;0.027474627;0.0057157576;-0.0007252047;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00072711334;0.005925687;0.026880292;0.05568715;0.07614652;0.07336975;0.049154583;0.02109774;0.00452299;-0.0051942803;0.040256027;0.14983474;0.26784822;0.32088956;0.2840072;0.17230295;0.07607852;0.024102325;0.049964707;0.12158467;0.17734122;0.17090027;0.10963953;0.027739085;-0.0032252532;0;-0.0045134467;0.04190921;0.119673125;0.20582461;0.22545883;0.20177396;0.16151793;0.17771219;0.18247254;0.15724544;0.11319041;0.10135455;0.104802124;0.116562374;0.11920842;0.119225115;0.19188826;0.28918502;0.31289777;0.25216377;0.18102258;0.10149099;0.07166409;0.08726791;0.118571006;0.18352456;0.26622653;0.26944703;0.19170459;0.09456768;0.020668337;-0.0025406026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;-0.0026656452;0.017804496;0.1301705;0.34872717;0.6144213;0.81199825;0.850824;0.71877736;0.4955541;0.27070397;0.10622125;0.020450462;-0.0026656452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.36888146;0.34112197;0.34720242;0.40627775;0.39837763;0.25554726;0.064618774;-0.007514458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.043568186;0.03388687;0.03168678;0.034767814;0.04621101;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00037850605;0.0030853013;0.01398882;0.028954124;0.039568197;0.037882417;0.027444871;0.018185787;0.0153088225;0.014537497;0.011887954;0.0057412055;-0.00014710851;0.012506605;0.037071332;0.05368663;0.051766265;0.033230606;0.00843289;-0.0009796626;0;-0.00096216897;0.0071725324;0.041163336;0.09700412;0.14852388;0.16663016;0.13619062;0.0791682;0.041958515;0.026081935;0.022980725;0.01811422;0.017979039;0.029437592;0.065157115;0.09264652;0.10146508;0.08117206;0.05042242;0.020929158;0.0046316623;0.009787616;0.030497836;0.04411398;0.04248121;0.027232293;0.0068634707;-0.0017213015;0.008556147;0.025127718;0.03641928;0.035146996;0.022583134;0.0044927704;0.0103214495;0.04093989;0.07355423;0.0843687;0.06788857;0.03271374;0.01015446;0.0049977116;0.0060910853;0.016873738;0.043882057;0.07326001;0.0843687;0.06788857;0.033007957;0.0072122905;-0.0008866267;0;0;-0.00008633392;0.00061115326;0.0039463686;0.009957937;0.016567025;0.02034981;0.019304719;0.013958831;0.007831395;0.0031193804;0.000697487;-0.0000863339;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039339592;0.002611414;0.019352935;0.051963463;0.09164287;0.12114296;0.12693675;0.10713685;0.073785454;0.040238123;0.015749611;0.0030094017;-0.00039339587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0052211573;0.045392893;0.16896121;0.30338934;0.3478638;0.27980226;0.1338019;0.048248388;0.06554557;0.11951775;0.18690853;0.24436462;0.24194883;0.20690179;0.15502234;0.08794959;0.05148091;0.050763045;0.050741337;0.06736554;0.098935366;0.13143142;0.15262054;0.15932193;0.13114421;0.07529655;0.04994574;0.044148654;0.045913715;0.03549608;0.037794948;0.03631432;0.045916125;0.055031817;0.0683723;0.06574687;0.09878637;0.18038855;0.29364794;0.38510025;0.3724277;0.24960247;0.107172884;0.019716458;0.0272465;0.08628082;0.14438893;0.17222026;0.1502335;0.08874853;0.04179894;0.01117335;-0.0012987952;0;-0.0016899182;0.013770941;0.062475763;0.12954703;0.17726329;0.17090662;0.11458938;0.04923919;0.010553641;-0.0013158654;-0.004377868;0.03805099;0.14177002;0.25088924;0.32002133;0.39546373;0.49241322;0.60393804;0.64650977;0.53088635;0.31233987;0.1263858;0.027304394;-0.003412122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.00035818922;0.0023756826;0.017641585;0.047348328;0.08349482;0.11039729;0.11577165;0.09780097;0.06743601;0.036801647;0.014397983;0.0027338713;-0.00035818922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00542711;0.04717967;0.17565745;0.31549597;0.36180726;0.29107395;0.139691;0.046333596;0.05368385;0.09865595;0.16080998;0.21923295;0.22438636;0.19567555;0.14668593;0.08160832;0.04694514;0.046412818;0.045673057;0.06698351;0.12145165;0.19323477;0.25140655;0.27113783;0.22244468;0.12907429;0.07087008;0.047276154;0.043379765;0.034021016;0.036180727;0.03472237;0.043902997;0.052679144;0.06545928;0.063466564;0.09028483;0.1533395;0.24109723;0.31403387;0.3039181;0.20372534;0.087501705;0.014071524;0.041079048;0.12517048;0.19985123;0.2242092;0.18184991;0.09451519;0.038852535;0.010653833;-0.0012394219;0;-0.0018034701;0.01469494;0.06668832;0.13826606;0.18916398;0.18235089;0.12223521;0.052501023;0.011248313;-0.0014026994;-0.0041246032;0.035857886;0.1334874;0.23754783;0.29124185;0.3150052;0.32870653;0.3622841;0.37725273;0.3107071;0.18275535;0.07391631;0.015934369;-0.0019927234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
