;meta[fps=30]
;meta[frames=60]
;meta[profile=dand]
jaw_open_a;0;0;0;0;-0.019008001;-0.006687999;0.08053761;0.20127362;0.2902592;0.28096643;0.17339523;0.053081613;-0.011407538;-0.016292576;0.01816686;0.026023615;0.0786682;0.14668342;0.1566019;0.12776077;0.076617144;-0.0020921943;-0.013400379;0.01513143;0.016513743;0.013351185;0.031246373;0.06700974;0.120246865;0.15829945;0.15084279;0.10052833;0.027399838;0.045621548;0.0628676;0.072026126;0.062323816;0.03530667;-0.008685714;0.01825524;0.017798096;-0.0049371445;0.0034895227;0.06895238;0.1342019;0.16710097;0.15865906;0.09730408;0.043798096;0.039510243;0.07863985;0.14289068;0.20874959;0.25545147;0.27068296;0.25861946;0.22116163;0.15319043;0.07466425;0.01331567;-0.008684345;-0.0046162307;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.038781263;0.069649376;0.12289647;0.1433911;0.15201554;0.17695269;0.14347428;0.09485715;0.05390324;0.0028479993;0.011776003;0.070058666;0.11079315;0.13677713;0.110750474;0.09566782;0.116653726;0.09713067;0.06885769;0.09567803;0.16033393;0.28178573;0.3777679;0.3448647;0.24239805;0.18101814;0.14846565;0.13700181;0.13716573;0.14112;0.14998858;0.13936916;0.10595201;0.08240914;0.08755656;0.11639771;0.13251658;0.097924575;0.03165867;0.035497155;0.081862405;0.0997981;0.09904365;0.07783498;0.033634443;0.04742035;0.089961156;0.116567336;0.12871134;0.11320825;0.07807361;0.03763887;0.0067684622;-0.0044000014;-0.002323201;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.003802555;0.03305885;0.12305344;0.22104439;0.25351158;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;-0.00061387965;0.005703037;0.016635183;0.02363482;0.026118055;0.03509701;0.055309467;0.08591203;0.10681574;0.09788495;0.10658604;0.16419178;0.23718482;0.2530829;0.23660733;0.2222109;0.24272418;0.25084695;0.20397583;0.09915745;0.021679811;-0.002664651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08376117;0.08070672;0.051264644;0.051261496;0.05934562;0.083670445;0.12038593;0.16132376;0.17881693;0.18608662;0.13805993;0.07560977;0.03069907;0.005352202;0.027678497;0.083827965;0.12135254;0.11696315;0.07504916;0.01900323;-0.0022090124;0;0;0;-0.0013168195;0.013168195;0.02633639;0.032920483;0.02633639;0.013168195;-0.0013168195;0;0;-0.0010090845;0.008774025;0.032644957;0.055611763;0.095063865;0.13554057;0.14399129;0.12094204;0.083436206;0.05226146;0.07181318;0.12667775;0.18193652;0.22730295;0.24514629;0.21958655;0.15850858;0.08624568;0.030169778;0.004143975;-0.0006234856;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0027115666;0.022094894;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.002113273;0;-0.001428675;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0010263133;0;-0.000094967305;0.00067226856;0.0043410063;0.01095373;0.018223727;0.022384796;0.02123519;0.0153547125;0.007254774;0.017028913;0.027962424;0.033899013;0.027195185;0.013597593;-0.0013597592;0;0;-0.0010416869;0.00905711;0.03369579;0.06059278;0.06953857;0.056000613;0.027020087;0.007640098;0.010943437;0.035269607;0.07350095;0.12083791;0.16803493;0.20578691;0.21983983;0.19708018;0.1422348;0.07738287;0.027070189;0.0037227198;-0.0005598075;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0050044446;0.046468675;0.13415666;0.21039744;0.25195888;0.25110686;0.20801654;0.16733086;0.11458938;0.04923919;0.010553641;-0.0013158654;0;0;0;0;0;-0.0047758557;0.04775856;0.09551712;0.1193964;0.09402536;0.061611142;0.035709452;0.058594227;0.056460492;0.03256637;0.040897213;0.11716247;0.2124087;0.24039218;0.22615366;0.18255374;0.15406497;0.16124637;0.20485392;0.26192656;0.34379435;0.39581317;0.37011665;0.2939674;0.20297512;0.11835553;0.05486358;0.019844301;0.002743057;-0.00041145855;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0047881026;0.044464447;0.12812431;0.20272897;0.24786472;0.25447857;0.2185416;0.1789343;0.12223521;0.052501023;0.011248313;-0.0014026994;0;0;0;0;0;-0.004569904;0.04569904;0.09139808;0.1142476;0.0900362;0.058341883;0.032427207;0.053566027;0.05163639;0.029642219;0.03878389;0.11219181;0.20322436;0.22835605;0.23086087;0.21716319;0.20901197;0.21374527;0.23420219;0.26034483;0.3279283;0.3787891;0.35425952;0.281489;0.194419;0.113365375;0.05251728;0.018949134;0.002605904;-0.00039186527;0;0;0;0;0;0;0;0;0;0
