;meta[fps=30]
;meta[frames=87]
;meta[profile=grlt]
jaw_open_a;0;0;0;-0.005881905;0.0046476196;0.023908572;0.033112384;0.027961906;0.022217145;0.01864381;0.032087617;0.038285714;0.032651428;0.026125714;0.031536;0.04402743;0.03433143;0.036841147;0.05405715;0.06174629;0.058902867;0.040580574;0.00075428473;-0.010063238;-0.0021257142;0.008731429;0.02784762;0.03143497;0.04451383;0.10369219;0.18364345;0.23976262;0.23834333;0.15808275;0.05914637;0.006561833;-0.00614766;-0.004175238;0;0;0;0;0;-0.0010768254;-0.0021536509;0.0035809523;0.017361268;0.035550483;0.052571435;0.05922032;0.054191753;0.04224;0.02649905;0.0065015894;-0.007878092;0.020457145;0.105384134;0.18299048;0.21181715;0.16880381;0.08041905;-0.009657142;-0.0020800005;0.082270466;0.17132953;0.19589333;0.17401142;0.10189715;0.049918488;0.06461714;0.09592229;0.08325791;0.06152686;0.035216764;0.00075428473;-0.007945143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.018133335;0.014217147;0.063177146;0.104472384;0.14541715;0.1568;0.104883805;0.05792;0.043260954;0.051611423;0.067839995;0.07343238;0.048639994;-0.004336766;-0.005382093;0.016342858;0.028056387;0.051292952;0.06546286;0.08472533;0.11577295;0.10889142;0.075864375;0.04055771;-0.003163432;-0.010896762;0.017408917;0.043255776;0.062424693;0.055496234;0.03554469;0.03244434;0.050830625;0.06601143;0.070793144;0.07115886;0.07646171;0.082450286;0.10460891;0.11863588;0.11697281;0.10099933;0.06823772;0.020818291;-0.0027858275;-0.00581303;0;0;0;0;-0.018133335;0.014217147;0.067154296;0.108860955;0.11692572;0.10216;0.067180954;0.07322286;0.099120006;0.11493715;0.1272;0.13429715;0.11682287;0.07528001;0.034034286;-0.008142479;-0.012283429;0.018313145;0.07145295;0.10784459;0.13491659;0.14312991;0.13917714;0.112251416;0.08472381;0.035291422;0.00095999666;-0.009539046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039046558;0.0031804051;0.014451425;0.02994829;0.0409464;0.039445423;0.02641731;0.011325603;0.002422567;-0.00030229604;0;0;0;0;0;0;0;0;0;0;-0.0004914218;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0021469884;0.018664485;0.069047146;0.12670809;0.1760459;0.18805231;0.18050209;0.17157537;0.17951016;0.18458326;0.1823628;0.14262587;0.10720294;0.07677058;0.07375907;0.10093279;0.13542248;0.16457286;0.18630037;0.17739277;0.16007228;0.15853219;0.1611432;0.17703396;0.22142996;0.273433;0.31006807;0.2829616;0.19087471;0.08201352;0.017577253;-0.0021916463;0;0;-0.0019649237;0.016012236;0.0726392;0.15062526;0.20562567;0.20189293;0.15758048;0.12506177;0.1364372;0.1719081;0.19371717;0.18084638;0.14449072;0.09685461;0.051960304;0.016880898;0.03454663;0.11409573;0.20967725;0.2687433;0.24394318;0.17817615;0.1486491;0.16281804;0.16342159;0.1320529;0.07364409;0.06475078;0.11733173;0.18195392;0.20648684;0.18293531;0.12550339;0.06767784;0.05604117;0.080959596;0.10398246;0.10114701;0.064886756;0.01641253;-0.0019084339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00016221688;0.00132;0.0060179285;0.012455712;0.017000966;0.016348919;0.010922604;0.0046597603;0.0009923858;-0.00012404822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008163856;0.07580724;0.22159038;0.32072294;0.30599245;0.21943916;0.19527386;0.36361286;0.6184256;0.76487404;0.7281487;0.52661085;0.29476956;0.11574174;0.024234716;-0.0030678066;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001428675;0.013260436;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0010263133;0;0;0;-0.0011231133;0.009149349;0.041551694;0.08612634;0.11778696;0.113500945;0.07604283;0.03262627;0.0069835973;-0.00087120023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0053992774;0.021684583;0.08445615;0.151641;0.1738663;0.13983254;0.06792434;0.013369641;0.0114394715;0.038836632;0.056243137;0.054231334;0.034813017;0.008834459;-0.0010263133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0032432775;0.030109785;0.08809543;0.1275417;0.11782485;0.12336143;0.18556629;0.29505473;0.33733243;0.30435786;0.26958427;0.31158063;0.3763297;0.4323259;0.42587647;0.40110365;0.3833903;0.40580598;0.4349138;0.4683063;0.41568834;0.30136728;0.22842659;0.27817196;0.38217783;0.43435687;0.41715798;0.3765615;0.34671786;0.29223937;0.19892302;0.085426606;0.018305006;-0.003972533;0.013770941;0.062475763;0.12954703;0.17726329;0.17090662;0.11458938;0.047951523;0.018957466;0.062801324;0.17846438;0.32679424;0.45640537;0.50963736;0.47549886;0.379675;0.25434497;0.13325271;0.082485884;0.1067152;0.19976959;0.27798676;0.29994193;0.27152985;0.23313749;0.17770305;0.12342638;0.061273452;0.013409135;-0.0016476148;0;0;-0.0050044446;0.046468675;0.13584659;0.19662648;0.18948312;0.116108604;0.08136916;0.14441268;0.21420845;0.20598005;0.13556771;0.055057414;0.05108106;0.092128925;0.11399934;0.108513795;0.078422554;0.04382098;0.01717137;0.0035835605;-0.00045420713;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.004675664;0.04341688;0.12691087;0.18368678;0.17283258;0.14984389;0.16384304;0.23934942;0.27530748;0.24839461;0.2199677;0.25421134;0.30559728;0.3666314;0.38362446;0.38354167;0.3708654;0.37480375;0.374695;0.39173895;0.34388128;0.24936503;0.18783182;0.2272699;0.31149235;0.35716653;0.35264683;0.3326532;0.31766605;0.27199078;0.18480115;0.07940168;0.01700695;-0.0039244406;0.01469494;0.06668832;0.13826606;0.18916398;0.18235089;0.12223521;0.05144962;0.018113373;0.050920196;0.14565061;0.26667362;0.37244505;0.41586187;0.3880306;0.3098555;0.20762174;0.10676099;0.08722278;0.13132553;0.2273158;0.2911992;0.29808465;0.26105788;0.23534729;0.18659237;0.13193163;0.0652923;0.014260774;-0.0017533738;0;0;-0.0047881026;0.044464447;0.12992778;0.18803403;0.1811764;0.11108411;0.0769989;0.13577716;0.2014617;0.19372034;0.12736803;0.051140428;0.0464438;0.08398326;0.10399676;0.09905392;0.07162281;0.04005707;0.015681839;0.0032445746;-0.00041246015;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0026105787;0.022699231;0.084451385;0.15165292;0.17389016;0.13988025;0.06796967;0.014850799;-0.0018257353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027079885;0.023534173;0.08772157;0.15756708;0.18070883;0.14537695;0.0706554;0.015407425;-0.0018953136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
