;meta[fps=30]
;meta[frames=119]
;meta[profile=ciri]
jaw_open_a;0;0;0;0;0;-0.042336;0.05603733;0.13284418;0.17862171;0.16923276;0.076718464;0.0073828585;0.113721915;0.15102477;0.15216458;0.10047086;0.0013074307;-0.01951086;0;0;-0.004644572;-0.008128;0.009110857;0.06967772;0.16475886;0.26645947;0.34090516;0.35964802;0.3280229;0.2737189;0.2010103;0.12065829;0.057165712;0.014038852;-0.005677714;-0.043593146;0.0305981;0.15858285;0.17892572;0.27023235;0.26698664;0.15610667;0.13596952;0.14973715;0.085470475;0.13254857;0.10386287;0.056053333;0.014940952;0.051131435;0.12730667;0.15939811;0.13498667;0.08022857;0.0017066626;-0.01694476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008045713;-0.0027428581;0.033993144;0.074912004;0.10744457;0.16840687;0.22273967;0.2510071;0.22697647;0.14149578;0.04835932;0.021704236;0.027519085;0.04011429;0.022194287;0.0083428575;0.009554284;0.032594286;0.04935314;0.021444568;0.046480007;0.17263773;0.28832802;0.31348804;0.3085749;0.2340823;0.15691087;0.12629716;0.049024004;0.05293258;0.08575087;0.11145601;0.09369753;0.09028115;0.08947353;0.20240763;0.22941716;0.1916724;0.11148189;0.060548574;0.0468541;0.047836952;0.03932343;0.028041147;0.008649145;-0.0011611421;-0.0023954292;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.014687999;0.022032;0.039126854;0.04967085;0.064982854;0.069024004;0.05425257;0.09653258;0.116808005;0.12367773;0.14338174;0.14138134;0.106474675;0.08426972;0.077455245;0.0701562;0.07676343;0.06666667;0.03588419;0.014989715;0.008313907;0.010012953;0.013549715;0.012393145;0.01029943;0.0074834297;0.0045074294;0.002089143;-0.018215619;0.014462479;0.053985517;0.12252952;0.17214476;0.19793524;0.21491809;0.20389335;0.14072382;0.08262859;0.014811434;-0.022948574;-0.01468343;0.011532193;0.05978972;0.07284419;0.08862325;0.08666645;0.0601428;0.07344283;0.09801797;0.08568599;0.079717;0.056189388;0.02744163;0.007131426;-0.0015020424;-0.002481632;0;0;0;0;0;0;0;0;0;0;0;0;-0.013988571;0.020982858;0.041965716;0.04896;0.039066512;0.019955656;-0.0017197711;0.0307488;0.037533257;0.044324122;0.055784233;0.047177143;0.09383132;0.10888869;0.08770286;0.055428572;0.023794286;-0.019062858;0;0;-0.011766858;0.0022628563;0.050134856;0.09971658;0.10560001;0.09053943;0.06874058;0.09089144;0.10992457;0.093040004;0.05824;0.05945143;0.08730667;0.11614476;0.11417144;0.09046857;0.0824762;0.090948574;0.078537144;0.039801907;0.010971431;-0.0018438076;-0.0035657152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17415574;0.16458653;0.12841535;0.120786384;0.099333994;0.049666997;-0.0049667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0045134467;0.03887492;0.14986335;0.26589015;0.32824764;0.28829044;0.16850206;0.097156115;0.10412416;0.15019378;0.19509205;0.18337189;0.120701775;0.062603794;0.01641253;-0.0019084339;-0.00042939762;0.002891277;0.020067181;0.061203476;0.12209205;0.18581466;0.23153122;0.24532917;0.22872582;0.19288543;0.14499328;0.093351044;0.049323477;0.018578602;0.003120289;-0.00042939754;-0.0031560727;0.031560726;0.06312145;0.07648288;0.085371405;0.09440546;0.14021742;0.24366169;0.3230764;0.32991815;0.30128688;0.24098514;0.17793046;0.15115753;0.14499566;0.1271685;0.10305544;0.067463145;0.01707094;-0.0019847713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0047376873;0.044571478;0.11995654;0.19778055;0.27033734;0.32209402;0.32095042;0.29838985;0.23256792;0.14762978;0.08716916;0.05016008;0.022152627;0.0047491393;-0.0005921395;0;-0.0025406026;0.02400619;0.062219713;0.11526035;0.15811566;0.16722319;0.18271372;0.25745037;0.32955554;0.372101;0.35907733;0.29013112;0.20317692;0.1813797;0.18370205;0.2645519;0.30769205;0.28213814;0.17468373;0.11277175;0.102870315;0.16824277;0.1887799;0.15290898;0.10214417;0.08843254;0.115194984;0.14585206;0.1415867;0.09494269;0.040807094;0.008748263;-0.0010906702;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.17100364;0.03734964;-0.0045921695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003239153;0.006478306;0.012956612;0.01943492;0.03239153;0.03886984;0.0485873;0.03886984;0.03239153;0.01943492;0.012956612;0.006478306;0.003239153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0054187593;0.054187592;0.108375184;0.13546899;0.108375184;0.051248606;0.02192433;0.07924772;0.114410624;0.109949656;0.07032579;0.017528966;-0.0020467953;0;0;-0.000071566275;0.00047551814;0.003390651;0.010485254;0.021015039;0.03203783;0.03997851;0.042414945;0.03966362;0.03356936;0.025269259;0.016221687;0.008505253;0.0031425538;0.0005136867;-0.00007156625;0;0;0;0;0;0;0;0;0;0;0;0;-0.0024915668;0.023134463;0.06764338;0.09791327;0.094361454;0.06053976;0.015320483;-0.001781205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015763665;0.012841375;0.058318876;0.120942704;0.16546836;0.15950692;0.10691571;0.045904998;0.009825573;-0.0012256919;0;0;0;0;0;0;-0.0043472536;0.03779574;0.14066473;0.2527005;0.28715968;0.25807396;0.18543062;0.12881611;0.09690591;0.062218126;0.03307952;0.032427475;0.041887477;0.041524347;0.05889905;0.09681645;0.15099424;0.1694398;0.13850194;0.081426516;0.032901935;0.00707181;-0.0008853015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.0021430126;0.019936139;0.057800107;0.079077154;0.11826089;0.19307986;0.2674396;0.2905402;0.23493817;0.1141836;0.024914604;-0.0030642292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.1727769;0.2500923;0.2410193;0.15463085;0.039130844;-0.004549494;0;-0.0018146028;0.01684723;0.049280003;0.07134097;0.06876193;0.04412193;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034065545;0.03246246;0.08283048;0.12986766;0.1348762;0.17602758;0.21978956;0.32855326;0.42156887;0.45257744;0.3657426;0.24960247;0.107172884;0.021011544;0.015260473;0.052545547;0.075868204;0.07291808;0.04131839;0.06490266;0.10518017;0.13245487;0.11190422;0.083866924;0.06670983;0.11024546;0.12371025;0.09745974;0.08960575;0.16040753;0.2877069;0.38574594;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.002045046;0.019017704;0.05522849;0.07565668;0.11257774;0.18259299;0.25202158;0.27348512;0.22116166;0.10747903;0.02347294;-0.0028861088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.14101206;0.2040964;0.19667472;0.1261687;0.031913254;-0.0037108439;0;-0.0017403858;0.016164437;0.04720193;0.06829807;0.06579326;0.042192295;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0049094465;0.047636103;0.11155687;0.1634456;0.15965164;0.17248744;0.18294089;0.27050936;0.3444717;0.3692082;0.29846317;0.20372534;0.087501705;0.016888054;0.01495099;0.050207723;0.072528444;0.06974531;0.039694156;0.060638897;0.09764344;0.12300149;0.10401497;0.07866989;0.06390185;0.105417654;0.11824605;0.09361162;0.081289746;0.13410988;0.23540108;0.31465358;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;0;0
