;meta[fps=30]
;meta[frames=51]
;meta[profile=mrrr]
jaw_open_a;0;0;0;0;0;0;-0.011565714;0.0022171424;0.049325716;0.09240001;0.112959996;0.109108575;0.08582857;0.03289326;0.05575954;0.23140253;0.47144786;0.6406351;0.61553496;0.4143001;0.14027826;0.12489419;0.27784958;0.3579962;0.31478858;0.21963431;0.0357072;-0.014693658;0.09819668;0.2506599;0.43536258;0.556659;0.5247262;0.36900443;0.2008281;0.075440966;0.017358359;0.004536166;0.0014125698;0.014359619;0.04773944;0.1020122;0.15127012;0.17284346;0.12643507;0.07209753;0.068534866;0.09477562;0.105593905;0.09098286;0.035337143;-0.003028573;-0.008068572;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.019291429;0.00374857;0.082125716;0.16338287;0.1866286;0.15186287;0.05908572;-0.0048914296;-0.01353143;-0.012209373;-0.0043145134;0.051744007;0.12936504;0.18654996;0.18057601;0.111443214;-0.00058818713;0.022659665;0.13171747;0.19571808;0.1907657;0.12635429;0.00093212846;-0.027233955;0.0061995103;0.0231889;0.042613555;0.054840166;0.05223968;0.010827325;0.035923373;0.10217403;0.13450143;0.13045594;0.085372955;-0.00042666495;-0.0085089505;0.027673911;0.012764956;0.056361146;0.18177676;0.30476496;0.33180803;0.26604038;0.10491429;-0.008800002;-0.024;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0021469884;0.018664485;0.068585545;0.13070865;0.19085294;0.21782985;0.21476325;0.20602497;0.21404758;0.21160716;0.22284307;0.26790532;0.343657;0.39134875;0.38499194;0.32133782;0.24731064;0.18895939;0.134119;0.07758261;0.05905888;0.09358244;0.14668462;0.16337278;0.14551136;0.11747024;0.10495795;0.10304106;0.09485463;0.066194996;0.06326465;0.087579064;0.1081038;0.1007489;0.064346194;0.020443143;0.021204615;0.054518245;0.08348039;0.093654014;0.07412095;0.065931864;0.09621919;0.14410609;0.16028294;0.12933816;0.06286024;0.013697786;-0.0016853859;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0018798074;0.015315182;0.06953061;0.14413767;0.19715713;0.1900164;0.12733708;0.054660738;0.011705066;-0.0014599524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031279232;0.025488725;0.11564219;0.23978645;0.32809952;0.31632614;0.212083;0.087876506;0.049710046;0.08572388;0.12757352;0.12290845;0.07882892;0.018554596;0.0070626447;0.064630255;0.16459584;0.27564764;0.34095767;0.3245508;0.23460175;0.13124481;0.051447283;0.010751295;-0.0013620307;-0.00055689167;0.004140242;0.023928849;0.05642683;0.08576821;0.103051454;0.11024228;0.107609175;0.09313609;0.066862255;0.033007957;0.0072122905;-0.0008866267;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.005115398;0.0444689;0.16513999;0.2965261;0.39948535;0.41847184;0.32966766;0.2088964;0.10480165;0.01655222;0.05627495;0.1727769;0.2500923;0.2410193;0.1521279;0.057796393;0.10246569;0.25215742;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;-0.005523962;0.045008823;0.2042775;0.4235171;0.5743882;0.6032879;0.523399;0.42491874;0.355218;0.27588865;0.16364042;0.0661803;0.014262262;-0.001783803;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0041746995;0.036292054;0.1338687;0.24975836;0.35498863;0.39353502;0.32868803;0.2184481;0.1088205;0.018572772;0.04531868;0.14101206;0.2040964;0.19667472;0.12412773;0.047127716;0.08360532;0.2057663;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;-0.0032284341;0.026295036;0.119483225;0.24776785;0.3342197;0.3696607;0.36169153;0.34676373;0.3270484;0.26556695;0.15662156;0.063386224;0.013707119;-0.0017123694;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0052044583;0.042394903;0.19256252;0.3992885;0.546309;0.5266422;0.35303375;0.1447823;0.09581861;0.18108311;0.26796004;0.2582191;0.16565207;0.04190284;-0.0048723374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005165272;0.042088762;0.19098528;0.3959895;0.5417903;0.5223073;0.35014617;0.14333841;0.097938836;0.18809132;0.2780721;0.2679786;0.1719234;0.043502215;-0.00505788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;-0.0042804587;0.037216056;0.13580576;0.26823834;0.4094211;0.48526704;0.43086234;0.2993484;0.15000755;0.040015884;0.01177243;0.014512739;0.086286776;0.20493716;0.3262162;0.36348754;0.30294564;0.1914647;0.19833905;0.30636173;0.43669772;0.474935;0.44359192;0.40640527;0.42646664;0.4563225;0.45644042;0.39608678;0.30121768;0.19553655;0.11525826;0.08781563;0.12284674;0.17579456;0.22910343;0.28647906;0.33710977;0.36361855;0.36237055;0.33736283;0.3516429;0.3694079;0.3267454;0.22494394;0.11149787;0.024357976;-0.002994651;0;0;0;0;0;0;0;0;0;0
