;meta[fps=30]
;meta[frames=96]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;-0.012169144;0.0015588573;0.054610293;0.10308572;0.11575772;0.092626296;0.030137144;-0.012794288;0.005951999;0.055805717;0.10964573;0.1516343;0.16042288;0.13076572;0.08395428;0.040154286;0.010845715;-0.002942858;-0.0035542857;0;-0.0074666673;0.0058361916;0.024868574;0.04460191;0.059070475;0.06471924;0.04946057;0.09715506;0.1836983;0.26147357;0.28979892;0.23428118;0.116609536;0.03317029;0.003808766;0.0074719978;0.0208;0.016948571;0.0066285715;-0.00049142825;-0.0015314287;-0.004297143;-0.0015085716;0.01816686;0.03419733;0.07218896;0.11349028;0.110649906;0.08300495;0.04271543;-0.00038095386;0.007622097;0.037160225;0.056565944;0.103367314;0.15168732;0.18094629;0.16650791;0.10083841;0.03384138;0.021158403;0.026170969;0.077013336;0.08516191;0.0965181;0.11937906;0.10896813;0.06071822;0.06769677;0.09053003;0.17372444;0.27296764;0.30702785;0.280896;0.21686706;0.13398275;0.069173604;0.040507063;0.03808025;0.05508051;0.06397714;0.052154284;0.03339429;0.015977144;0.0043542865;-0.0011085717;-0.00144;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.026148573;0.005074288;0.11133715;0.21195433;0.26212573;0.23640823;0.12524068;0.057998173;0.07995337;0.12037167;0.12663133;0.09509808;0.039980583;0.0072086887;0.022734854;0.06506286;0.08994857;0.09514286;0.07756;0.049851436;0.02390286;0.006445714;-0.0017428572;-0.01281143;0.0020571437;0.045577142;0.09065143;0.103542864;0.08425143;0.032777146;-0.0048213336;-0.00967619;0.008649146;0.027673911;0.045156576;0.05257372;0.041401908;0.020994289;0.0058331443;-0.033465143;0.02362972;0.1324343;0.18357334;0.17894097;0.11853715;0.0023619023;-0.023253333;0;0;-0.008716191;0.0067961924;0.026483811;0.05647238;0.071756184;0.09365333;0.105020955;0.102156185;0.069360755;0.040489137;0.020943541;0.040535472;0.065463774;0.07139383;0.07252755;0.07141578;0.064561374;0.032131355;0.035200007;0.0633981;0.10441143;0.13540572;0.11401448;0.04668038;0.023769904;0.023916194;0.04119163;0.070014484;0.07844573;0.071740955;0.05299734;0.029748196;0.02732344;0.05138058;0.090067044;0.12507924;0.13394287;0.10904572;0.06986286;0.03337143;0.008982857;-0.0024971426;-0.002937143;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0018320967;0.015925882;0.059309363;0.10653833;0.122187495;0.09830821;0.047787193;0.010439133;-0.0012834219;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022837596;0.021205885;0.0619923;0.08972821;0.08646797;0.055471815;0.014033349;-0.0016317108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;-0.0018714581;0.016259858;0.060666732;0.10669459;0.14468697;0.17623483;0.18167455;0.16076648;0.11685342;0.054517403;0.014382673;0.031357836;0.08768121;0.15460642;0.20439507;0.21422294;0.18093924;0.12468098;0.06807206;0.026681697;0.005109832;-0.0028143441;0.018664485;0.06799274;0.13764581;0.19202423;0.21854076;0.21133998;0.211699;0.20808634;0.19633445;0.16780168;0.13552935;0.10194616;0.075384334;0.045005888;0.018179744;0.0039256504;-0.00049070624;0;0;0;0;0;-0.0017376293;0.01415581;0.06427796;0.13186802;0.1946364;0.22182207;0.21483146;0.18941683;0.18131746;0.17477915;0.18923269;0.20450625;0.21534531;0.22939347;0.25302607;0.25500354;0.2204685;0.14722203;0.085274085;0.091828555;0.13554838;0.18990111;0.18481635;0.16146187;0.14733587;0.13557538;0.10863601;0.116427034;0.15344699;0.24774002;0.3488054;0.38953313;0.36356682;0.29040703;0.19463101;0.104437314;0.041112605;0.007317733;-0.0009814125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.012961448;0.014830123;0.011887954;0.0057412055;0.0012166266;-0.00015108437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008449591;0.07344966;0.27353045;0.49140382;0.5636261;0.45351842;0.2204909;0.04819273;-0.0062048626;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0016804818;-0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032967532;0.010910118;0.024127623;0.04166174;0.06809675;0.09657148;0.12432453;0.13199888;0.119377695;0.0906353;0.062160566;0.037704285;0.021159532;0.008931388;0.0023073885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.002536627;0.022050366;0.082118325;0.14746629;0.16909522;0.13435377;0.08043255;0.06945269;0.094706036;0.10898749;0.0857205;0.039482716;0.010464579;0.022936596;0.06374368;0.112106584;0.14795332;0.15491314;0.13090862;0.09037826;0.04947019;0.019487897;0.003777109;-0.00049102417;0;0;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.2607448;0.15333472;0.062019076;0.010234512;0.02761027;0.08566749;0.12402171;0.11954219;0.07670845;0.019428916;-0.0022583134;0;0;-0.002009157;0.018660245;0.054496396;0.07885544;0.07596627;0.048718076;0.012304096;-0.0014313253;-0.0015954509;0.012998026;0.05901768;0.12233889;0.1673299;0.16125949;0.10805681;0.046376538;0.009929585;-0.003345803;0.02107229;0.04013543;0.07134097;0.096640974;0.099531196;0.07646371;0.06831328;0.06676674;0.09824936;0.13918209;0.15533291;0.14482291;0.11554967;0.07737976;0.04156181;0.01642296;0.0029778646;-0.00039653026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.005794483;0.050374705;0.18753585;0.33532074;0.39912578;0.36031827;0.23807478;0.12494598;0.1337249;0.21196997;0.264526;0.26642278;0.2152053;0.14120829;0.12925519;0.14024484;0.11851832;0.08171;0.044659544;0.01755461;0.0034204705;-0.00044390972;0;0;-0.005115398;0.0444689;0.1655797;0.29737774;0.34101728;0.27433345;0.13331763;0.029106004;-0.003579109;0;0;-0.007670314;0.0666783;0.24828887;0.44591355;0.511345;0.4113471;0.19863331;0.054610074;0.035481885;0.07334947;0.084103495;0.067651;0.031055309;0.024024375;0.041191015;0.13825864;0.26436052;0.32722223;0.28397605;0.1737046;0.042815488;0.0066457507;0.05353857;0.110986;0.151811;0.14631265;0.09804955;0.04208877;0.009012901;-0.004367441;0.030109785;0.08628082;0.14438893;0.17222026;0.1492103;0.09541432;0.0928557;0.15333875;0.2590643;0.36365762;0.40604168;0.3788261;0.30168608;0.2078359;0.14705727;0.14551151;0.18854101;0.2380521;0.25050145;0.21159326;0.14588489;0.07966301;0.031229533;0.006008784;-0.0007834519;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.004795338;0.041680202;0.15528212;0.2774789;0.33222148;0.3048789;0.20852068;0.11489145;0.1336275;0.21758914;0.27434996;0.27536836;0.21897642;0.13834304;0.123208374;0.1341999;0.11337928;0.07817821;0.04268352;0.016729413;0.0032089523;-0.0004188615;0;0;-0.0041746995;0.036292054;0.13512109;0.24268919;0.27831328;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;-0.0044864104;0.038997263;0.14525169;0.26094654;0.29929814;0.24082448;0.11592945;0.03559432;0.034093793;0.06692042;0.07676853;0.06179181;0.028318282;0.02275712;0.040421717;0.12373809;0.22788292;0.27681038;0.23675555;0.14381744;0.035315283;0.0070598805;0.05122902;0.106205255;0.14532073;0.14012854;0.09396926;0.04042334;0.008662672;-0.0057557425;0.04341688;0.12517048;0.19985123;0.2242092;0.1808961;0.100738764;0.086363465;0.14284982;0.24069378;0.33782312;0.37723416;0.3520296;0.28006056;0.19595261;0.15628211;0.18769968;0.26775354;0.34352154;0.3609445;0.30483657;0.21009174;0.1146957;0.044961516;0.008641629;-0.0011271689;0;0;0;0;0;0;0;0;0;0
