;meta[fps=30]
;meta[frames=53]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.011783621;-0.012261334;0.048827432;0.15684117;0.25573644;0.29290748;0.23517261;0.1388724;0.072633155;0.040243056;0.026306286;0.014354287;-0.001268571;-0.0032685718;0;0;0;-0.0053028576;0.004114286;0.016365714;0.034194283;0.043550473;0.055390477;0.060251422;0.057859045;0.041630477;0.023451429;0.0005790464;-0.0053638094;0;0;-0.0031085713;-0.0010057145;0.013074287;0.032621715;0.047021717;0.041086476;0.02349029;0.02690286;0.057388205;0.092963055;0.0837402;0.1087223;0.15224534;0.1683642;0.15831922;0.10941104;0.015630472;-0.010636189;-0.00049142825;-0.0015314287;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0020784768;-0.002179047;0.008649146;0.027673911;0.045156576;0.042699434;0.04332191;0.06305143;0.07765486;0.09676723;0.1234362;0.11957487;0.11086323;0.15895925;0.20134857;0.21345064;0.20087238;0.13401143;0.04306666;0.005523812;-0.0016571425;-0.0045028576;0;-0.011766858;0.0022628563;0.042930286;0.09946058;0.13875659;0.16156496;0.14178285;0.12495543;0.10865524;0.08333714;0.04464;0.018300956;-0.030590478;0.017843815;0.112097524;0.16512609;0.17899734;0.12963809;0.068214856;0.06966096;0.090776384;0.07602133;0.047053713;0.0013257137;0.000350476;-0.0034438095;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.000540564;0.004030613;0.023113046;0.054518245;0.08348039;0.093654014;0.07652916;0.045005888;0.015818058;0.024456585;0.075949244;0.13729274;0.15744582;0.12230677;0.09944851;0.15452805;0.25176302;0.28821173;0.25628242;0.1769333;0.14239542;0.1513209;0.1818022;0.18570495;0.19559158;0.205035;0.20851074;0.17324288;0.14932781;0.1340818;0.11840975;0.09809399;0.07629442;0.068157814;0.10539517;0.1468397;0.14104617;0.0989733;0.06392014;0.0632665;0.08238972;0.09240399;0.086481646;0.09215613;0.13187829;0.17703255;0.1818721;0.13542368;0.06644214;0.014527955;-0.0017855787;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006560242;0.05703037;0.21233316;0.3813687;0.43734947;0.35184762;0.16097908;0.1304388;0.26746568;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0018397837;0.013703619;0.0788133;0.18577732;0.2844404;0.31907558;0.2607448;0.15333472;0.062019076;0.01338873;-0.0016735911;0;-0.0015797594;0.014668437;0.042886756;0.062077124;0.05982411;0.03838073;0.009711808;-0.0011291567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015797594;0.014668437;0.041458078;0.07486813;0.10232864;0.11376812;0.09701074;0.11850845;0.16251642;0.18645851;0.16546866;0.10302521;0.026161447;-0.0030428919;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.0026105787;0.022699231;0.084451385;0.15165292;0.17389016;0.13550238;0.10602067;0.15662082;0.252817;0.29203415;0.23493817;0.11269184;0.0334681;0.08586243;0.20370677;0.33901897;0.42871383;0.4032314;0.28015015;0.15008137;0.039130844;-0.004549494;0;0;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.37046632;0.2642117;0.19119123;0.22104146;0.3005179;0.34039202;0.27420336;0.19857989;0.19623053;0.24787845;0.26614842;0.21558149;0.10480165;0.022916315;-0.0028165304;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0037572293;0.03266285;0.121608995;0.21842027;0.250482;0.19738813;0.13379633;0.15487856;0.237109;0.27491784;0.22116166;0.10611714;0.031896558;0.07259246;0.16986388;0.27957496;0.35130557;0.32890323;0.228588;0.122457854;0.031913254;-0.0037108439;0;0;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.3020343;0.21777534;0.16803204;0.20845686;0.2880322;0.32572767;0.26202214;0.19291359;0.19850731;0.25639632;0.27660093;0.22390305;0.1088205;0.023767954;-0.0029222895;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.002469567;0.0184095;0.10565256;0.24897721;0.38121128;0.4242385;0.37950802;0.31717888;0.28350404;0.24765247;0.1764766;0.14238508;0.21542376;0.34680432;0.43505007;0.3870596;0.23142864;0.12969215;0.1548387;0.23516363;0.3577699;0.43215004;0.4560256;0.4459915;0.37720728;0.24238859;0.14959523;0.10667191;0.10124481;0.11988067;0.12861691;0.12489811;0.16019526;0.25502348;0.3642932;0.43623197;0.45244372;0.38865077;0.33429474;0.34317255;0.375242;0.36498192;0.3620355;0.35069776;0.3135214;0.24122599;0.1359245;0.035104584;-0.004081928;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0023328224;0.017397182;0.099739894;0.23497824;0.3596812;0.39999282;0.36013874;0.30717972;0.28173822;0.25000438;0.17911148;0.14507915;0.22084902;0.3561353;0.44691548;0.397821;0.23840687;0.13006507;0.14993294;0.22551171;0.3640523;0.46780747;0.51215214;0.49854076;0.40838945;0.24596217;0.15136532;0.12349688;0.12692754;0.14455776;0.14446223;0.12806047;0.16676345;0.28700054;0.43059632;0.52678776;0.5410439;0.4505466;0.36571354;0.35765707;0.38458002;0.38155544;0.37958407;0.3623665;0.31529427;0.23567308;0.12733576;0.03308959;-0.0038481448;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0034956152;0.03038625;0.113167755;0.20322436;0.2330317;0.187444;0.091075234;0.019866005;-0.002443591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0024547232;0.021341063;0.07943897;0.14266339;0.16359255;0.13160044;0.06395083;0.013965762;-0.0017171932;0;0;0;0;0;0;0;0;0;0
