;meta[fps=30]
;meta[frames=148]
;meta[profile=grlt]
jaw_open_a;0;0;0;0;-0.017318401;-0.0061046905;0.07340709;0.18341215;0.26290655;0.255414;0.16439956;0.04842058;0.009067882;0.0790775;0.19325899;0.26517397;0.25356713;0.15174587;0.057551555;0.012027431;0.002261636;0.023161909;0.033165716;0.024792382;0.032693334;0.030445717;0.01856381;0.001173333;0.040125716;0.045165714;0.063165724;0.068708576;0.059634283;-0.00069714163;0.07284571;0.08977143;0.100708574;0.08014857;0.038788572;-0.02688;0;0;0;0;0;0;0;0;0;-0.011062858;0.001417143;0.049645714;0.09371429;0.10523428;0.08420572;0.030628573;-0.0057142866;-0.0063085714;0;0;0;0;0;0;-0.020159999;0.003908572;0.08587428;0.17070858;0.18906668;0.16324191;0.08290286;0.029992387;0.028990475;0.036388572;0.015055237;-0.016614096;0.004528;0.09254172;0.1834823;0.21531205;0.19271657;0.10407315;0.03569943;0.018143997;0.013051428;-0.008552382;-0.0064838105;0.033889525;0.086019054;0.10544762;0.068591245;0.050803043;0.101548195;0.1890644;0.22794515;0.18542859;0.07205944;-0.012205714;-0.007236573;0.018514287;0.0216;0.018514287;0.009257143;-0.0061714286;0;0;0;0;0;0;0;0;0;0;0;-0.02929981;0.02296381;0.11407542;0.16599467;0.16285865;0.16798173;0.14844954;0.12822554;0.16681145;0.19001907;0.14628573;0.12251429;0.09325715;0.0018285655;-0.02416762;0.0046476196;0.023908572;0.033112384;0.03225905;0.021348573;0.0003809521;-0.008472381;0.00086857163;0.018262856;0.021573331;0.05288381;0.09354286;0.09609905;0.07988952;0.050674286;0.0011276177;-0.010544761;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.0030372571;-0.0010761147;0.012853029;0.03221303;0.04650423;0.045045946;0.027838176;0.005511316;-0.0022226286;0.010479544;0.03221303;0.037970893;0.051750705;0.06258103;0.046064764;0.049398247;0.07913509;0.060181335;0.08054553;0.11277259;0.09074896;0.06843277;0.044422098;0.005536;0.02150705;0.07265524;0.08612572;0.07241143;0.022003809;0.004022858;0.04137143;0.07689144;0.07625797;0.05300899;0.024692247;0.032195915;0.08604735;0.10024491;0.11644931;0.10003461;0.09061944;0.08629029;0.0767876;0.072895996;0.10157715;0.100781724;0.08901486;0.07877486;0.08654629;0.119707435;0.1275063;0.09927316;0.04456229;-0.00048456874;-0.010624002;0;0;0;0;0;-0.0051885718;0.0010628572;0.017112382;0.04502476;0.07382858;0.062106665;0.07280762;0.05569524;0.05790476;0.06979048;0.08284953;0.084723815;0.111350864;0.09921982;0.09490782;0.066848;0.033768002;-0.013810285;0.04399886;0.08679087;0.10592001;0.09078858;0.0366781;-0.023466667;0.012434288;0.053775243;0.1466819;0.21628344;0.23604038;0.22051048;0.122129545;0.05775848;0.04144686;0.04674895;0.10619016;0.13012898;0.11977033;0.117849246;0.101293065;0.08799347;0.0982596;0.08969404;0.09534172;0.0991299;0.0896394;0.07945143;0.074788585;0.08854552;0.08900876;0.09275428;0.09036953;0.06699277;0.07167238;0.084448;0.06376077;0.03905067;0.051399622;0.057165712;0.05645105;0.087100945;0.09834057;0.07624533;0.102927245;0.13351618;0.13479619;0.15965562;0.13409218;0.08927238;0.07327543;0.06278477;0.05944839;0.057268575;0.022285715;-0.0018628573;-0.005097143;-0.008716191;0.0067961924;0.026422858;0.05544838;0.08312076;0.092489146;0.06627352;0.04369677;0.01378743;-0.0018468556;-0.0038400008;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00064409646;0.0064409645;0.012881929;0.01610241;0.012881929;0.0064409645;-0.00064409646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007085061;0.0070850607;0.014170121;0.01771265;0.013815152;0.009976339;0.012429154;0.027225718;0.037224006;0.03585948;0.024015736;0.010296002;0.0022023334;-0.00027481458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0004914218;0.004270121;0.015928267;0.0285788;0.032753494;0.026324462;0.012772194;0.0027672295;-0.0003411326;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;0;-0.00035496868;0.0028912772;0.013137659;0.027225718;0.037224006;0.03585948;0.024015736;0.010296002;0.0022023334;-0.0008886942;0.005703037;0.016635183;0.024062173;0.02317157;0.0148539785;0.0037437114;-0.0004357591;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08376117;0.08070672;0.054070044;0.02240769;0.011493545;0.028947985;0.061255865;0.08376117;0.08070672;0.054070044;0.023207515;0.0017333361;0.031799186;0.06190006;0.10833942;0.1446116;0.1478798;0.108019754;0.06904237;0.03847165;0.07368941;0.11342539;0.15104063;0.14470702;0.1032415;0.084755935;0.08065519;0.05821201;0.049094465;0.024547232;-0.0024547232;0;0;-0.0035661475;0.03252401;0.096886426;0.20517693;0.31192023;0.36155993;0.34412572;0.3050527;0.24097796;0.20028539;0.18928424;0.17278963;0.1476355;0.10602973;0.05016796;0.009031663;-0.0011880001;0;0;0;0;0;0;-0.0035568436;0.030923784;0.11508931;0.20675497;0.23713484;0.18800817;0.120825335;0.07640416;0.06764088;0.053624615;0.04964553;0.07536859;0.16093896;0.25731406;0.3151564;0.3077099;0.26962417;0.21519478;0.15211125;0.10170749;0.05079774;0.008127543;0.025866438;0.08580319;0.15040845;0.16913496;0.13014232;0.108129725;0.17957862;0.28991973;0.33476916;0.2693504;0.12826014;0.053441163;0.069001585;0.10496388;0.10114701;0.064886756;0.01641253;-0.0036947282;0.014556579;0.06603564;0.13693205;0.18737483;0.1806619;0.121135935;0.05205731;0.011158616;-0.0044781407;0.02865991;0.083827965;0.115112446;0.1749032;0.2420419;0.28541347;0.31035906;0.29358396;0.2047134;0.13342339;0.07053095;0.01846887;-0.0021469882;0;0;0;0;-0.0018714581;0.016259858;0.060666732;0.10897755;0.12499051;0.100550614;0.046922427;0.027567329;0.061661508;0.11036951;0.15556838;0.17983413;0.15991245;0.116283275;0.06609623;0.01707094;-0.0019847713;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002809639;0.0026134944;0.007580724;0.010946989;0.010522893;0.00673253;0.0013862649;0.0027460246;0.0058843386;0.007355423;0.0058843386;0.0029421693;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010525808;0.09774362;0.28566074;0.41343436;0.39837763;0.25554726;0.064618774;-0.007514458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022265063;0.0019322897;0.0072440985;0.006586642;0.06676975;0.2476438;0.49455798;0.67009884;0.6447469;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0027115666;0.022094894;0.10025449;0.20793694;0.28457457;0.27441055;0.18401916;0.07637871;0.039043065;0.098141216;0.20793694;0.28457457;0.27441055;0.18401916;0.07909029;0.01694817;-0.002113273;0;0;0;0;0;0;-0.002107229;0.02107229;0.04214458;0.052680727;0.04214458;0.02107229;-0.0055185542;0.034113258;0.068226516;0.085283145;0.068226516;0.034113258;-0.0034113259;0;0;0;0;0;0;0;0;0;-0.0015108435;0.013040965;0.050032776;0.08770844;0.099079534;0.07792772;0.036339767;0.006520483;-0.00085879536;0;0;0;0;0;0;-0.001415422;0.012301448;0.045850128;0.082301214;0.09434821;0.075860254;0.036832776;0.0080074705;-0.0009860243;0;0;-0.0015569641;0.013531593;0.050435144;0.09053134;0.10378303;0.08344628;0.03886208;0.02534798;0.031994898;0.041349404;0.03307952;0.014530605;0.017006267;0.05323206;0.08984483;0.11451267;0.1419212;0.18510684;0.23497593;0.23395017;0.17426984;0.08550182;0.01867482;-0.0022960848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0040819286;0.03790362;0.11079521;0.16036147;0.1512805;0.1293123;0.113233745;0.12140821;0.15308821;0.16698797;0.14749014;0.12059181;0.07882892;0.019916626;-0.0023166267;0;0;0;0;0;0;0;0;0;-0.002009157;0.018660245;0.054496396;0.07885544;0.07596627;0.048718076;0.012304096;-0.0014313253;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.005523962;0.045008823;0.2042775;0.4235171;0.5793927;0.5584969;0.37435144;0.1607649;0.034439605;-0.0042949314;-0.002920434;0.027115138;0.07930073;0.11479496;0.11063881;0.063318126;0.08464992;0.24619967;0.43870708;0.5782627;0.6069457;0.48299605;0.30876634;0.23631583;0.29034755;0.46280903;0.5554299;0.4664531;0.2431345;0.07149868;0.032607183;0.10241134;0.17156504;0.21233395;0.20218746;0.14619559;0.081781164;0.03205373;0.0066683837;-0.0008460721;0;-0.0013581689;0.011711422;0.045086753;0.07915229;0.08950555;0.070468925;0.032930028;0.0059225075;-0.0007792773;0;0;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21547017;0.24708655;0.19877134;0.08704897;0.10975935;0.25444517;0.3959285;0.40316465;0.2799687;0.13585584;0.14604805;0.22981256;0.31626418;0.38422823;0.4036345;0.36422306;0.2699138;0.14786285;0.07161558;0.05613022;0.07613074;0.08730873;0.08095725;0.06764367;0.04412193;0.01117335;-0.0012987952;0;0;0;-0.0034065545;0.033219475;0.0739534;0.12534116;0.17054243;0.20563059;0.2089274;0.20218746;0.14619559;0.081781164;0.030908938;0.015195902;0.048187163;0.11560949;0.17709817;0.19872497;0.16244777;0.09555609;0.03864288;0.008319715;-0.0074049896;0.05909148;0.1727769;0.2500923;0.23452903;0.21489497;0.21532173;0.25047824;0.24576919;0.15767376;0.03989528;-0.0046385545;0;-0.005794483;0.050374705;0.18753585;0.335862;0.39400703;0.34594664;0.2196237;0.16988023;0.24293467;0.3415363;0.37074706;0.3221488;0.2046586;0.09786794;0.040542822;0.01117335;-0.0012987952;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0032284341;0.026295036;0.119483225;0.24776785;0.33900785;0.32680658;0.21907711;0.094069906;0.020158794;-0.002513726;-0.0031171094;0.028944585;0.08460725;0.122457854;0.11800484;0.07121481;0.058145218;0.14302519;0.2549758;0.35473812;0.40291414;0.3516989;0.24719787;0.18090919;0.17882742;0.2879615;0.36186293;0.31903052;0.17873915;0.06311509;0.036666583;0.10938191;0.18316197;0.22657886;0.21570078;0.15596676;0.08726314;0.034237303;0.0071566254;-0.000906506;0;-0.0013025062;0.011232724;0.043227624;0.07586821;0.08577616;0.06751881;0.03153846;0.005666459;-0.00074587966;0;0;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.20019075;0.22955279;0.18466087;0.08414523;0.07149684;0.14706258;0.24183568;0.25612244;0.18761525;0.11182368;0.14089538;0.21380864;0.28880012;0.33824807;0.34139633;0.2998781;0.21982187;0.12209547;0.062614925;0.05158165;0.07038264;0.08199666;0.0771156;0.06476851;0.042192295;0.010653833;-0.0012394219;0;0;0;-0.0049094465;0.048187956;0.10443905;0.16567592;0.20757082;0.23225641;0.2216694;0.21570078;0.15596676;0.08726314;0.033012725;0.016285302;0.051483195;0.123459786;0.1890304;0.21207473;0.17333354;0.101973996;0.041257165;0.008906028;-0.0063084355;0.048240975;0.14101206;0.2040964;0.18992096;0.18888196;0.21522895;0.2616145;0.25567713;0.16401929;0.041487228;-0.0048240963;0;-0.004795338;0.041680202;0.15528212;0.27804467;0.32693127;0.28937325;0.18802233;0.14777324;0.2059496;0.2828686;0.30624592;0.26976773;0.17711857;0.08956122;0.039270006;0.010653833;-0.0012394219;0;0;0;0;0;0;0;0;0;0;0;0;0
