;meta[language=pl]
; id      |key(hex)|key(str)| text
    334714|90bd1fbf||Gaunter O'Dimm
   1132081|00000000||Czy to nie romantyczne?
   1132084|00000000||Masz na myśli bycie nago na otwartym morzu?
   1132086|00000000||Ah nie, głupcze... spójrz, jak piękny jest księżyc nad brzegiem.
   1132089|00000000||Co robisz...
   1132091|00000000||Jesteś przepiękna.
   1214650|00000000||Sh'eenaz
2116723000|00000000||Sh'eenaz
2116723001|00000000||Agloval
2116723002|00000000||Gaunter O'Dimm
2116723003|00000000||Gaunter O'Dimm
2116723004|00000000||Geraltowi wkońcu udało się pokonać Gauntera O'Dimma.<br/>Mam nadzieję że ta wieść uspokoi duszę Essi, nawet jeżeli nie przywróci jej to do życia.<br/>
2116723005|00000000||Geralt i Essi spotkali się kiedys w Brevermodzie.<br/>Pomimo niezdarności i braku taktu Geralta, Essi zakochała się w wiedźminie, lecz niestety bez wzajemności.<br/>Ja Geralt i Essi przeszliśmy trochę drogi razem zanim się rozdzieliliśmy.<br/>Parę lat później, Pacynka zmarała na ospę.<br/><br/>Ostatnie wydarzenia sprawiły, że poczułem potrzebę odwiedzenia grobu Oczka.<br/>Skorzystam także z okazji, aby poinformować Geralta o śmierci Essi i pokazać mu miejsce jej pochówku.<br/>
2116723006|00000000||Okazało się, że los Pacynki nie był dziełem przypadku, ale maczał przy tym palce Pan Lusterko.<br/>
2116723007|00000000||Essi Daven
2116723008|00000000||Po ich spotkaniu w Novigradzie Sh'eenaz powiedziała Geraltowi, gdzie może znaleźć jedną z Błękitnych Pereł, których potrzebował.<br/>
2116723009|00000000||Kilka lat temu Geralt został wynajęty przez księcia Aglovala, by przekonał jego ukochaną syrenę Sh'eenaz do „poświęcenia” i zamiany jej syreniego ogona na ludzkie nogi.<br/>Po kilku przygodach i spotkaniu z moją drogą Essi Daven, nazywaną także „Oczko” lub bardziej osobiście „Pacynka”, Sh'eenaz w końcu zgodziła się pozostac na suchym lądzie, dla swojego ukochanego Aglovala.<br/>
2116723010|00000000||Sh'eenaz i Agloval
2116723011|00000000||MOD questgroup_sted Quests
2116723012|00000000||Znajdź błękitną perłę
2116723013|00000000||Znajdź błękitną perłę
2116723014|00000000||Podążaj za Jaskrem
2116723015|00000000||Wróć do Yennefer z perłą.
2116723016|00000000||Udaj się na Skellige i poproś Triss o pomoc.
2116723017|00000000||Udaj się na Skellige i poproś Triss o pomoc.
2116723018|00000000||Odwiedź Skellige i poproś Yennefer o pomoc.
2116723019|00000000||Odwiedź Skellige i poproś Yennefer o pomoc.
2116723020|00000000||Pokonaj Gauntera O'Dimma.
2116723021|00000000||Powróć na drogę do Wyzimy
2116723022|00000000||Znajdź księcia Aglovala i jego przyjaciółkę Sh'eenaz w Novigradzie.
2116723023|00000000||Geralt dowiedział się o smutnym losie Essi, a później odkrył, że to Gaunter O'Dimm sprowokował jej śmierć.<br/>Mieszanka złości i frustracjii ogarnęła Geralta, który udał się po pomoc do Yennefer.<br/>
2116723024|00000000||W drodze powrotnej do Yennefer po odnalezieniu perły, Geralt spotkał Ciri. Bardzo się zaskoczył.<br/>Ciri powiedziała mu, że jako dziecko w Świątyni Melitele czytała zbiór wierszy Essi, które napełniły ją wzruszeniem.<br/>W międzyczasie Yennefer znalazła sposób na zaczarowanie perły, która miała im pomóc pokonać demona.<br/>
2116723025|00000000||Choć wyraźnie zazdrosna o wzmiankę Geralta o Oczku, Yennefer zgodziła się mu pomóc.<br/>Poprosiła go o znalezienie błękitnej perły, takiej jak ta, którą Geralt podarował Pacynce.<br/>Poradziła mu, aby znalazł Aglovala, księcia Bremerwoord, i jego towarzyszkę Sh'eenaz, seledynowowłosą syrenkę, która z miłości zgodziła się zamienić jej rybi ogon w nogi.<br/>
2116723026|00000000||Czekałem na Geralta niedaleko Białego Sadu, żeby pokazać mu pewne miejsce.<br/>
2116723027|00000000||Perła zaklęta przez Yennefer przyniosła zamierzony efekt i pozwoliła Geraltowi i Ciri pokonać Gauntera O'Dimma, a tym samym pomścić Pacynkę.<br/>
2116723028|00000000||Sh'eenaz wskazała Geraltowi miejsce, w którym mógł znaleźć jedną z tych pereł.<br/>
2116723029|00000000||W hołdzie Essi Daven
2116723030|00000000||item_name_sted_misc_sky_blue_pearl
2116723031|00000000||item_desc_sted_misc_sky_blue_pearl
2116723032|00000000||dlc_name_sted
2116723033|00000000||option_dlc_name_sted
2116723034|00000000||content_name_dlc_sted
2116723100|00000000||Idę za tobą.
2116723101|00000000||To napewno ty Jaskier?
2116723102|00000000||Jaskier?
2116723103|00000000||Co robisz tak daleko od Novigradu?
2116723104|00000000||Cześć, Geralt.
2116723105|00000000||Przypuszczam, że twoja obecność tutaj jest spowodowana twoim kolejnym miłosnym podbojem.
2116723106|00000000||Nie do końca.....
2116723107|00000000||Co prawda, przybyłem tutaj dla kobiety,
2116723108|00000000||ale nie po to o czym myślisz.
2116723109|00000000||Zaintrygowałeś mnie, Jaskier.
2116723110|00000000||Chcę, żebyś poszedł ze mną do pewnego miejsca niedaleko stąd.
2116723111|00000000||Powiem ci więcej, kiedy tam dotrzemy.
2116723112|00000000||Dziwnie się zachowujesz, ale jeżeli prosisz mnie, żebym z tobą poszedł musisz mieć dobry powód.
2116723113|00000000||W istocie Geralt.
2116723114|00000000||Idę za tobą.
2116723115|00000000||Chodźmy
2116723156|00000000||W hołdzie Essi Daven
2116723157|00000000||Czekałem na Geralta niedaleko Białego Sadu, żeby pokazać mu pewne miejsce.<br/>
